"","node","period","deg_out_wei","tot_out_wei","ave_out_wei","max_out_wei","deg_in_wei","tot_in_wei","ave_in_wei","max_in_wei","ratio","degree_val","bet_val","tri_no","eigen_val","net_group"
"565","Mexico","201406",1,756250,756250,756250,0,0,0,0,-1,1,0,0,2.19265676550897e-05,2
"566","India","201406",5,26709,5341.8,22531,0,0,0,0,-1,5,0,1,3.25873518748274e-07,4
"567","Indonesia","201406",3,547,182.333333333333,478,2,745,372.5,477,0.153250773993808,5,91,3,2.73259544314038e-09,4
"568","Viet Nam","201406",1,984,984,984,0,0,0,0,-1,1,0,0,4.40857811355294e-11,4
"569","Thailand","201406",5,270341,54068.2,213906,2,588,294,571,-0.995659379394602,7,162,4,1.62005500384461e-05,1
"570","Trinidad and Tobago","201406",1,323,323,323,0,0,0,0,-1,1,0,0,1.01149637288048e-17,7
"571","Sweden","201406",4,120728,30182,91818,7,122596,17513.7142857143,70718,0.00767700678930151,11,0,27,0.00050942522586588,1
"572","United Kingdom","201406",7,131776,18825.1428571429,68763,14,14450657,1032189.78571429,13471134,0.981926747066145,21,700,56,0.423078667095611,1
"573","Austria","201406",9,1386528,154058.666666667,728626,10,1741326,174132.6,376770,0.113431765037626,19,195,60,0.0373861282132297,1
"574","France","201406",17,1254049,73767.5882352941,666016,14,6369599,454971.357142857,2852337,0.671010781190317,31,657,93,0.127468464124418,1
"575","Greece","201406",8,641828,80228.5,543449,1,5089,5089,5089,-0.984266915230238,9,46,16,0.0155936818941535,1
"576","Romania","201406",11,2482914,225719.454545455,1137933,7,100791,14398.7142857143,83879,-0.921979482951808,18,188,41,0.0212803791931679,1
"577","Slovakia","201406",3,178586,59528.6666666667,133714,13,718762,55289.3846153846,237284,0.601969358598894,16,18,47,0.00916303429302788,1
"578","Denmark","201406",4,94455,23613.75,70718,21,994174,47341.619047619,607433,0.826469807436693,25,495,94,0.0228699720870589,1
"579","Ireland","201406",2,67110,33555,67085,9,883568,98174.2222222222,767338,0.858816549872828,11,42,26,0.0256444676144973,4
"580","Russian Federation","201406",2,3694,1847,3194,14,5951379,425098.5,2022804,0.99875937708908,16,65,18,0.00101543093194148,3
"581","Kyrgyzstan","201406",1,15480,15480,15480,0,0,0,0,-1,1,0,0,1.07056231667747e-09,3
"582","Iran","201406",2,8601,4300.5,8552,0,0,0,0,-1,2,0,0,7.0305816917991e-10,3
"583","Turkmenistan","201406",1,47738,47738,47738,0,0,0,0,-1,1,0,0,3.30145373564692e-09,3
"584","Lebanon","201406",1,538,538,538,0,0,0,0,-1,1,0,0,2.1220978275523e-06,1
"585","Morocco","201406",2,1321,660.5,1260,0,0,0,0,-1,2,0,0,3.60615687828235e-07,1
"586","Egypt","201406",2,2402,1201,2229,0,0,0,0,-1,2,0,1,6.26040007683825e-05,1
"587","Luxembourg","201406",3,666,222,394,10,208641,20864.1,144468,0.993636142126159,13,795,26,0.00177520964870502,1
"588","Finland","201406",1,59,59,59,6,374474,62412.3333333333,346881,0.999684940979834,7,44,13,0.0108271596553625,1
"589","Cyprus","201406",1,4200,4200,4200,2,11608,5804,8952,0.468623481781377,3,99,1,4.39505720024166e-05,1
"590","Ecuador","201406",2,239,119.5,217,0,0,0,0,-1,2,0,1,1.50621725796847e-06,1
"591","Bosnia Herzegovina","201406",1,20086,20086,20086,5,29464,5892.8,27816,0.189263370332997,6,0,7,4.35587497987068e-06,1
"592","Slovenia","201406",2,379,189.5,307,11,354740,32249.0909090909,135998,0.997865504239424,13,843,37,0.000372913684992966,1
"593","Bulgaria","201406",2,73130,36565,73071,4,324876,81219,196690,0.63251810274217,6,0,6,0.0021466933811121,1
"594","Sri Lanka","201406",1,1346,1346,1346,0,0,0,0,-1,1,0,0,3.77982025763945e-05,1
"595","Rep. of Moldova","201406",1,10942,10942,10942,1,38302,38302,38302,0.555600682316627,2,0,1,0.000332493963407533,1
"596","Pakistan","201406",1,6,6,6,0,0,0,0,-1,1,0,0,6.0471297639042e-10,1
"597","Malaysia","201406",2,793358,396679,792382,6,216477,36079.5,213906,-0.571262632014141,8,5,9,1.44784800673605e-06,4
"598","Kenya","201406",1,3847,3847,3847,0,0,0,0,-1,1,0,0,8.76337866197906e-09,4
"599","Oman","201406",1,17702,17702,17702,0,0,0,0,-1,1,0,0,4.03247540810253e-08,4
"600","Saudi Arabia","201406",1,207150,207150,207150,0,0,0,0,-1,1,0,0,4.71882996704326e-07,4
"601","South Africa","201406",2,12714,6357,12440,0,0,0,0,-1,2,0,0,6.24165887506828e-10,4
"602","Rep. of Korea","201406",2,7256,3628,6988,0,0,0,0,-1,2,0,0,6.79335602907786e-09,4
"603","New Zealand","201406",2,750,375,569,1,30389,30389,30389,0.951828896239442,3,1,1,1.91164464571852e-10,4
"604","Aruba","201406",0,0,0,0,2,43488,21744,27533,1,2,0,0,4.58093034779947e-08,2
"605","Montserrat","201406",0,0,0,0,1,223,223,223,1,1,0,0,7.58622279660359e-18,2
"606","Cabo Verde","201406",0,0,0,0,2,1212,606,1167,1,2,0,1,8.05290585946334e-06,1
"607","Panama","201406",0,0,0,0,1,540,540,540,1,1,0,0,8.98449790887372e-10,2
"608","Iceland","201406",0,0,0,0,1,847,847,847,1,1,0,0,2.62098045537388e-05,1
"609","Paraguay","201406",0,0,0,0,1,10787,10787,10787,1,1,0,0,4.55620449193028e-12,4
"610","Georgia","201406",0,0,0,0,2,6783,3391.5,5673,1,2,0,0,1.20224235520511e-07,3
"611","Chile","201406",0,0,0,0,1,4106,4106,4106,1,1,0,0,7.58622279660359e-18,5
"612","El Salvador","201406",0,0,0,0,3,27505,9168.33333333333,18966,1,3,0,1,1.51724455932072e-17,6
"613","Montenegro","201406",0,0,0,0,4,16717,4179.25,13984,1,4,0,4,3.74804384432235e-07,1
"614","Barbados","201406",0,0,0,0,1,323,323,323,1,1,0,0,1.01149637288048e-17,7
"615","Norway","201406",0,0,0,0,7,329921,47131.5714285714,232877,1,7,0,12,0.00841110994901844,1
"616","Malta","201406",0,0,0,0,2,8944,4472,8210,1,2,0,1,2.59150386750786e-05,1
"617","Switzerland","201406",0,0,0,0,11,437448,39768,139943,1,11,0,28,0.00325699925979206,1
"618","Singapore","201406",0,0,0,0,9,883268,98140.8888888889,792382,1,9,0,7,5.46357053239287e-05,4
"619","Antigua and Barbuda","201406",0,0,0,0,2,2139,1069.5,1966,1,2,0,0,3.27102274083176e-09,2
"620","Qatar","201406",0,0,0,0,16,338834,21177.125,207150,1,16,0,16,7.36154581038501e-05,4
"621","Bermuda","201406",0,0,0,0,2,10938,5469,10833,1,2,0,0,1.39266966646736e-06,2
"622","Mozambique","201406",0,0,0,0,1,12440,12440,12440,1,1,0,0,2.40275905895893e-13,4
"623","China, Hong Kong SAR","201406",0,0,0,0,10,366539,36653.9,296087,1,10,0,5,3.14159110114181e-05,1
"624","Fiji","201406",0,0,0,0,1,569,569,569,1,1,0,0,3.37081166262419e-15,4
"625","Estonia","201407",4,22253,5563.25,12149,4,815323,203830.75,492746,0.946863329417271,8,0,11,0.0120320180228526,1
"626","Finland","201407",2,18228,9114,18213,4,484522,121130.5,391694,0.92748682247638,6,40,12,0.0118121283046935,1
"627","Germany","201407",25,7566529,302661.16,1511410,18,39042158,2169008.77777778,27852092,0.675316792339591,43,604,155,0.863242213820987,1
"628","Lithuania","201407",6,269070,44845,103434,4,623302,155825.5,461455,0.396955529756649,10,45,16,0.00436087001771253,1
"629","Netherlands","201407",30,58218361,1940612.03333333,27852092,8,3500184,437523,2167919,-0.886575939209196,38,433,130,1,1
"630","Poland","201407",18,1546506,85917,461455,11,2062462,187496.545454545,882198,0.142964969487122,29,617,113,0.0217651949685151,1
"631","Azerbaijan","201407",1,13038,13038,13038,0,0,0,0,-1,1,0,0,7.69447906300397e-08,2
"632","Armenia","201407",1,9516,9516,9516,0,0,0,0,-1,1,0,0,5.61594284144414e-08,2
"633","Czech Rep.","201407",7,379701,54243,213855,18,6465621,359201.166666667,1511410,0.889062632846198,25,496,98,0.0744679305781871,1
"634","Slovakia","201407",4,349790,87447.5,303051,13,1416200,108938.461538462,419959,0.603859591503916,17,218,50,0.0155034400808739,1
"635","Ukraine","201407",3,561711,187237,488401,1,24,24,24,-0.999914550455286,4,46,3,0.000130102517033758,2
"636","Uzbekistan","201407",2,35053,17526.5,30907,0,0,0,0,-1,2,0,1,2.44743150982314e-08,2
"637","Spain","201407",25,9005916,360236.64,5799038,13,358134,27548.7692307692,142931,-0.923508738206225,38,673,140,0.16422349337133,1
"638","Brazil","201407",1,12973,12973,12973,0,0,0,0,-1,1,0,0,0,3
"639","Latvia","201407",3,120994,40331.3333333333,105020,6,255708,42618,103434,0.35761424149593,9,88,16,0.00231840916644049,1
"640","Austria","201407",10,1606001,160600.1,754218,11,2640023,240002.090909091,915710,0.243527120901813,21,43,85,0.0364415427391958,4
"641","Belgium","201407",12,5209984,434165.333333333,2167919,7,6367053,909579,5803750,0.0999451759547801,19,116,72,0.286533700931585,1
"642","Bulgaria","201407",5,461764,92352.8,406601,4,145559,36389.75,87381,-0.520653754262559,9,0,11,0.000901731371245155,1
"643","France","201407",16,497466,31091.625,180427,15,5313406,354227.066666667,2965694,0.828780947162491,31,631,122,0.107331888234202,1
"644","Greece","201407",7,138790,19827.1428571429,60871,3,46338,15446,27701,-0.49939501318007,10,50,17,0.00185634243156673,1
"645","Hungary","201407",10,3634306,363430.6,1349374,5,488760,97752,282616,-0.762914297272952,15,398,55,0.0276830724419873,1
"646","Ireland","201407",2,90094,45047,90072,11,675475,61406.8181818182,611039,0.764635192908804,13,44,32,0.0187441594248189,1
"647","Italy","201407",18,132472,7359.55555555556,26916,7,1414359,202051.285714286,754218,0.828718198691389,25,864,93,0.0149891008460534,4
"648","Jordan","201407",7,125954,17993.4285714286,80684,0,0,0,0,-1,7,0,11,0.000568007013207597,1
"649","Luxembourg","201407",4,2326,581.5,1064,9,186593,20732.5555555556,130567,0.975375690110576,13,541,26,0.00157603011361182,1
"650","Portugal","201407",7,7085,1012.14285714286,3859,3,60427,20142.3333333333,42349,0.790111387605167,10,595,19,0.000721128268949667,1
"651","Sweden","201407",6,103148,17191.3333333333,73209,8,1419173,177396.625,1177804,0.864485873872856,14,438,41,0.0348103483743435,1
"652","Turkey","201407",9,470404,52267.1111111111,233155,0,0,0,0,-1,9,0,19,0.00648219265277842,1
"653","United Kingdom","201407",6,172914,28819,93556,13,17618818,1355293.69230769,16860420,0.980562432033037,19,378,63,0.476643350115871,1
"654","Serbia","201407",8,966851,120856.375,765157,1,16181,16181,16181,-0.967079403315457,9,0,15,0.000915822763884782,4
"655","TFYR of Macedonia","201407",12,811087,67590.5833333333,408566,0,0,0,0,-1,12,0,30,0.000968760985362318,1
"656","Australia","201407",5,93022,18604.4,76866,0,0,0,0,-1,5,0,4,3.84683859149266e-08,5
"657","Belarus","201407",1,534731,534731,534731,2,225900,112950,213300,-0.406019475935112,3,0,2,0.00013310495221516,2
"658","China","201407",4,598943,149735.75,450921,0,0,0,0,-1,4,0,1,2.652887351737e-06,2
"659","Croatia","201407",2,40390,20195,40041,8,317558,39694.75,122553,0.77432476225597,10,122,20,0.00211381782505138,4
"660","India","201407",5,31723,6344.6,25566,0,0,0,0,-1,5,0,1,4.57286459438531e-07,6
"661","Guatemala","201407",1,3251,3251,3251,0,0,0,0,-1,1,0,0,0,7
"662","Honduras","201407",1,11729,11729,11729,0,0,0,0,-1,1,0,0,0,7
"663","Thailand","201407",3,284373,94791,212104,3,319,106.333333333333,265,-0.997758981636295,6,1,5,3.62613533651714e-07,5
"664","Cyprus","201407",1,213,213,213,1,14196,14196,14196,0.970435144701228,2,0,0,7.82428619184498e-07,1
"665","Denmark","201407",5,154381,30876.2,123177,22,1174500,53386.3636363636,804872,0.767652634058279,27,272,103,0.0261050569161761,1
"666","Canada","201407",2,48339,24169.5,32061,8,1255400,156925,761209,0.925845587191915,10,126,2,0.000685640098399701,6
"667","Colombia","201407",1,148,148,148,0,0,0,0,-1,1,0,0,2.83938821213728e-09,6
"668","Dominican Rep.","201407",2,8067,4033.5,7905,0,0,0,0,-1,2,0,0,1.45050360689156e-06,6
"669","Mexico","201407",1,410299,410299,410299,0,0,0,0,-1,1,0,0,7.87160909015298e-06,6
"670","United States of America","201407",7,788789,112684.142857143,761209,0,0,0,0,-1,7,0,0,1.46057956860695e-05,8
"671","Lebanon","201407",1,742,742,742,0,0,0,0,-1,1,0,0,2.22843271989475e-06,1
"672","South Africa","201407",4,9993,2498.25,6610,1,250,250,250,-0.951186175925022,5,43,1,2.5708984324048e-06,6
"673","Romania","201407",8,1830281,228785.125,720329,9,213609,23734.3333333333,96199,-0.790977988052195,17,53,40,0.0191863408479573,1
"674","Bosnia Herzegovina","201407",2,973669,486834.5,851116,5,47952,9590.4,39344,-0.906125657166405,7,0,13,0.0205685420638565,4
"675","Slovenia","201407",3,2019,673,1449,10,323133,32313.3,127162,0.987581192795985,13,774,32,0.00333826263525334,4
"676","China, Hong Kong SAR","201407",1,479,479,479,9,559774,62197.1111111111,450921,0.998290058241544,10,47,6,0.000148037051448182,5
"677","Iran","201407",2,606,303,578,0,0,0,0,-1,2,0,0,6.56249216668476e-12,2
"678","Japan","201407",4,91287,22821.75,85507,0,0,0,0,-1,4,0,4,3.58770893914557e-07,5
"679","Viet Nam","201407",1,612,612,612,0,0,0,0,-1,1,0,0,1.40834440927367e-10,5
"680","Ecuador","201407",2,339,169.5,230,0,0,0,0,-1,2,0,1,1.12327330291667e-06,1
"681","Suriname","201407",1,2559,2559,2559,0,0,0,0,-1,1,0,0,7.16039758486903e-05,1
"682","Georgia","201407",1,219011,219011,219011,0,0,0,0,-1,1,0,0,9.50081485132019e-05,1
"683","Indonesia","201407",1,296,296,296,1,159,159,159,-0.301098901098901,2,1,1,2.38198911996756e-10,5
"684","Rep. of Korea","201407",2,7994,3997,7869,0,0,0,0,-1,2,0,0,3.26959566197167e-08,5
"685","Malaysia","201407",2,809639,404819.5,808433,9,231179,25686.5555555556,212104,-0.555774400519591,11,14,9,8.22414203008113e-06,5
"686","Dominica","201407",2,438,219,353,0,0,0,0,-1,2,0,0,1.87255998220959e-15,8
"687","Saudi Arabia","201407",1,185418,185418,185418,0,0,0,0,-1,1,0,0,6.65443959606572e-09,6
"688","Kenya","201407",1,1282,1282,1282,0,0,0,0,-1,1,0,0,4.6009508523528e-11,6
"689","Oman","201407",1,17290,17290,17290,0,0,0,0,-1,1,0,0,6.20518288045682e-10,6
"690","Morocco","201407",1,60,60,60,0,0,0,0,-1,1,0,0,2.64595596996542e-09,1
"691","New Zealand","201407",2,1122,561,860,1,76866,76866,76866,0.971226342514233,3,1,1,1.16800994329247e-09,5
"692","Kyrgyzstan","201407",1,2003,2003,2003,0,0,0,0,-1,1,0,0,4.12652821670956e-13,2
"693","Russian Federation","201407",1,1244,1244,1244,12,1420722,118393.5,534731,0.998250309782372,13,52,14,0.000210912050551291,2
"694","Venezuela","201407",1,13788,13788,13788,0,0,0,0,-1,1,0,0,3.11610844147042e-12,8
"695","Nicaragua","201407",1,4570,4570,4570,0,0,0,0,-1,1,0,0,2.3968950637455e-06,1
"696","United Arab Emirates","201407",1,45,45,45,0,0,0,0,-1,1,0,0,0,9
"697","Saint Kitts and Nevis","201407",1,136,136,136,0,0,0,0,-1,1,0,0,0,8
"698","Sri Lanka","201407",1,366,366,366,0,0,0,0,-1,1,0,0,8.84057691073561e-06,1
"699","Egypt","201407",1,2342,2342,2342,0,0,0,0,-1,1,0,0,5.65700303960418e-05,1
"700","Paraguay","201407",0,0,0,0,1,12973,12973,12973,1,1,0,0,0,3
"701","Montenegro","201407",0,0,0,0,2,5083,2541.5,4097,1,2,0,1,1.31716736214367e-07,4
"702","El Salvador","201407",0,0,0,0,2,14980,7490,11729,1,2,0,0,0,7
"703","Iceland","201407",0,0,0,0,1,1227,1227,1227,1,1,0,0,3.43329731795e-05,1
"704","Norway","201407",0,0,0,0,10,318297,31829.7,152493,1,10,0,19,0.007558609437183,1
"705","Rep. of Moldova","201407",0,0,0,0,1,332,332,332,1,1,0,0,1.7823668276013e-07,1
"706","Panama","201407",0,0,0,0,1,209,209,209,1,1,0,0,8.54158269033386e-11,8
"707","Malta","201407",0,0,0,0,2,13241,6620.5,12754,1,2,0,1,1.89760607057772e-05,4
"708","Switzerland","201407",0,0,0,0,11,811725,73793.1818181818,347800,1,11,0,39,0.00694218368577346,1
"709","Singapore","201407",0,0,0,0,10,918805,91880.5,808433,1,10,0,7,2.87388282040852e-05,5
"710","Ethiopia","201407",0,0,0,0,1,292,292,292,1,1,0,0,2.16754682275113e-11,2
"711","Antigua and Barbuda","201407",0,0,0,0,2,2025,1012.5,1940,1,2,0,0,7.92855054725049e-10,8
"712","Qatar","201407",0,0,0,0,6,290165,48360.8333333333,185418,1,6,0,1,1.28260445412568e-06,6
"713","Bermuda","201407",0,0,0,0,1,5102,5102,5102,1,1,0,0,2.08512706665051e-09,8
"714","Mozambique","201407",0,0,0,0,2,6750,3375,6610,1,2,0,0,3.30043111978312e-09,6
"715","Fiji","201407",0,0,0,0,1,860,860,860,1,1,0,0,2.81060179050195e-14,5
"716","Kazakhstan","201407",0,0,0,0,4,34732,8683,30907,1,4,0,1,7.3627305140016e-09,2
"717","Zambia","201407",0,0,0,0,1,71,71,71,1,1,0,0,5.1075155773896e-12,6
"718","Aruba","201407",0,0,0,0,2,33551,16775.5,19763,1,2,0,0,8.07690561190254e-09,8
"719","Cabo Verde","201407",0,0,0,0,1,39,39,39,1,1,0,0,7.86944271320453e-10,1
"720","Madagascar","201407",0,0,0,0,1,45,45,45,1,1,0,0,0,9
"721","Montserrat","201407",0,0,0,0,2,489,244.5,353,1,2,0,0,0,8
"722","Trinidad and Tobago","201408",1,751,751,751,0,0,0,0,-1,1,0,0,2.52534846031958e-18,1
"723","Netherlands","201408",29,46535294,1604665.31034483,22402652,6,1628201,271366.833333333,901014,-0.932388586002739,35,125,135,1,2
"724","Poland","201408",17,1381461,81262.4117647059,378439,10,800204,80020.4,539706,-0.266428163810668,27,189,95,0.0285324489287535,2
"725","Portugal","201408",7,81378,11625.4285714286,73541,2,23208,11604,21789,-0.556192989501463,9,46,16,0.00148585376972785,2
"726","Spain","201408",23,7033288,305795.130434783,5118417,9,109684,12187.1111111111,42372,-0.969288973833301,32,721,122,0.183688650665348,2
"727","Sweden","201408",4,104988,26247,44629,8,1878581,234822.625,1564229,0.894142326281566,12,0,35,0.0602722689962927,2
"728","Turkey","201408",14,726640,51902.8571428571,251899,0,0,0,0,-1,14,0,46,0.00240925723693301,2
"729","United Kingdom","201408",6,279153,46525.5,194061,13,13753186,1057937.38461538,13136423,0.960212905346714,19,153,52,0.475184652376705,2
"730","Austria","201408",10,1233976,123397.6,411651,11,1279321,116301.909090909,388761,0.0180420380082418,21,0,90,0.0281145132341087,2
"731","Belgium","201408",14,3706618,264758.428571429,2180668,8,4543299,567912.375,3684218,0.101416899103349,22,775,77,0.243643305426221,2
"732","Bulgaria","201408",7,1646068,235152.571428571,1145948,4,270994,67748.5,251899,-0.71728196584148,11,37,18,0.0371853640649296,2
"733","Czech Rep.","201408",6,106260,17710,63989,20,4199206,209960.3,1152498,0.950639489430412,26,354,109,0.0622153226354404,2
"734","Estonia","201408",4,24674,6168.5,23368,5,143800,28760,79642,0.707088334104966,9,132,15,0.000449162298196386,2
"735","Finland","201408",1,49,49,49,7,784222,112031.714285714,521684,0.999875043192978,8,30,18,0.0235744007225988,2
"736","France","201408",16,1265301,79081.3125,657358,13,4023094,309468.769230769,2175869,0.521480146622936,29,121,110,0.106290396754512,2
"737","Germany","201408",23,3830773,166555.347826087,1152498,17,33139581,1949387.11764706,22402652,0.792765143660783,40,884,124,0.879705765850439,2
"738","Greece","201408",6,109586,18264.3333333333,42372,3,165923,55307.6666666667,143680,0.204483338112367,9,3,16,0.000347893513840906,2
"739","Hungary","201408",8,1142799,142849.875,286975,7,345774,49396.2857142857,114095,-0.535428897339936,15,125,51,0.0131632891940843,2
"740","Ireland","201408",2,77451,38725.5,77426,10,757104,75710.4,672826,0.81438970469292,12,40,30,0.0262108570740029,3
"741","Italy","201408",16,81279,5079.9375,18823,8,679443,84930.375,390007,0.786310899382429,24,679,79,0.00828587567470286,2
"742","Latvia","201408",3,92493,30831,79642,4,107163,26790.75,78872,0.0734763793725207,7,40,9,0.000101315298945485,2
"743","Brazil","201408",1,13139,13139,13139,0,0,0,0,-1,1,0,0,2.52534846031958e-18,4
"744","Serbia","201408",7,502123,71731.8571428571,388761,2,61998,30999,53330,-0.780196092682244,9,43,15,0.000545647932187031,2
"745","India","201408",8,56747,7093.375,31631,0,0,0,0,-1,8,0,1,2.01495481354014e-06,3
"746","Slovenia","201408",4,1897,474.25,1478,14,257913,18422.3571428571,102620,0.985397020899888,18,205,48,0.000738367957677081,2
"747","Thailand","201408",6,272578,45429.6666666667,202712,1,25,25,25,-0.999816583089695,7,91,3,6.52317133823915e-07,3
"748","TFYR of Macedonia","201408",10,447981,44798.1,144718,0,0,0,0,-1,10,0,20,0.000494579587812262,2
"749","Croatia","201408",3,41049,13683,33483,7,457328,65332.5714285714,407225,0.835269284096176,10,487,22,0.00100913144425999,2
"750","Guatemala","201408",2,13670,6835,13484,0,0,0,0,-1,2,0,0,1.08744314404058e-09,3
"751","Honduras","201408",2,5971,2985.5,5944,0,0,0,0,-1,2,0,0,1.57854734092502e-10,3
"752","Australia","201408",5,76279,15255.8,48321,0,0,0,0,-1,5,0,3,3.88717395914159e-08,5
"753","Denmark","201408",4,70667,17666.75,67392,20,886120,44306,611861,0.852282691968014,24,807,94,0.0247739898972571,2
"754","Dominican Rep.","201408",2,7064,3532,3850,0,0,0,0,-1,2,0,0,5.47742048132922e-05,3
"755","Jordan","201408",5,89649,17929.8,56208,0,0,0,0,-1,5,0,3,0.000586131616914267,2
"756","Lithuania","201408",5,150094,30018.8,78872,4,201323,50330.75,130353,0.145778377255511,9,0,11,0.00167300659634413,2
"757","Mexico","201408",1,284853,284853,284853,0,0,0,0,-1,1,0,0,1.66538368396958e-06,3
"758","Peru","201408",2,1384,692,1215,0,0,0,0,-1,2,0,0,3.41923187751265e-09,3
"759","United States of America","201408",7,811150,115878.571428571,777654,0,0,0,0,-1,7,0,0,4.55478742066136e-06,5
"760","Canada","201408",1,17889,17889,17889,10,1111181,111118.1,777654,0.968311973571169,11,0,0,0.00016308131684878,3
"761","Ukraine","201408",3,929705,309901.666666667,823925,0,0,0,0,-1,3,0,2,0.000157747816949485,5
"762","Bosnia Herzegovina","201408",5,1693175,338635,1207881,2,43979,21989.5,43821,-0.949366607681299,7,40,12,0.0382025661895563,2
"763","Romania","201408",8,939443,117430.375,712581,8,100501,12562.625,95774,-0.80671843868516,16,743,44,0.0026110424349169,2
"764","Slovakia","201408",2,140211,70105.5,132075,13,929169,71474.5384615385,218124,0.737771418953038,15,44,38,0.0100106556785476,2
"765","Suriname","201408",2,2269,1134.5,2184,0,0,0,0,-1,2,0,1,7.83682620228213e-05,2
"766","Luxembourg","201408",3,1681,560.333333333333,896,9,168630,18736.6666666667,116092,0.980259642653733,12,92,18,0.00167122098776984,2
"767","Morocco","201408",1,43,43,43,0,0,0,0,-1,1,0,0,2.57627153876783e-09,2
"768","Dominica","201408",2,322,161,200,0,0,0,0,-1,2,0,0,1.26772492708043e-15,5
"769","Georgia","201408",1,102329,102329,102329,0,0,0,0,-1,1,0,0,3.67240484822537e-05,2
"770","Iran","201408",1,6380,6380,6380,0,0,0,0,-1,1,0,0,2.10489309376713e-12,5
"771","Lebanon","201408",1,944,944,944,0,0,0,0,-1,1,0,0,3.59712326742604e-06,2
"772","Sri Lanka","201408",1,333,333,333,0,0,0,0,-1,1,0,0,1.05019747588613e-05,2
"773","Egypt","201408",1,1878,1878,1878,0,0,0,0,-1,1,0,0,5.92273531445521e-05,2
"774","Ecuador","201408",2,377,188.5,333,0,0,0,0,-1,2,0,1,2.2378920929271e-06,2
"775","Azerbaijan","201408",1,14456,14456,14456,1,6380,6380,6380,-0.387598387406412,2,2,0,9.20278717394738e-09,5
"776","Armenia","201408",1,9124,9124,9124,0,0,0,0,-1,1,0,0,5.80839967711271e-09,5
"777","Belarus","201408",1,1394457,1394457,1394457,2,224100,112050,188700,-0.723086675353417,3,0,1,0.000194106999430313,5
"778","China","201408",4,268225,67056.25,242637,0,0,0,0,-1,4,0,2,3.74773560709038e-07,5
"779","Kazakhstan","201408",1,71,71,71,4,44168,11042,33136,0.996790162526278,5,1,2,4.31121296991334e-10,5
"780","Uzbekistan","201408",2,33617,16808.5,33136,0,0,0,0,-1,2,0,1,3.06719980220108e-10,5
"781","Oman","201408",1,16055,16055,16055,0,0,0,0,-1,1,0,0,3.21255783479067e-08,3
"782","Saudi Arabia","201408",1,220053,220053,220053,0,0,0,0,-1,1,0,0,4.40319519863101e-07,3
"783","Japan","201408",3,42291,14097,35934,0,0,0,0,-1,3,0,2,6.42409099277627e-08,5
"784","Malaysia","201408",2,780265,390132.5,778759,8,219308,27413.5,202712,-0.56119663096142,10,9,10,1.07620078517859e-05,5
"785","South Africa","201408",1,15750,15750,15750,1,90,90,90,-0.988636363636364,2,1,0,6.50125707624673e-12,3
"786","New Zealand","201408",2,847,423.5,444,1,48321,48321,48321,0.965546697038724,3,1,1,6.76759118387041e-10,5
"787","Rep. of Korea","201408",2,7098,3549,6832,0,0,0,0,-1,2,0,0,1.03314293527886e-08,5
"788","Kyrgyzstan","201408",1,1723,1723,1723,0,0,0,0,-1,1,0,0,2.66323248625303e-14,5
"789","Russian Federation","201408",1,418,418,418,9,2278866,253207.333333333,1394457,0.999633218150963,10,48,4,1.77575038604061e-05,5
"790","Venezuela","201408",1,13207,13207,13207,0,0,0,0,-1,1,0,0,1.62635471262733e-12,5
"791","Bangladesh","201408",1,553,553,553,0,0,0,0,-1,1,0,0,2.13357413282158e-10,5
"792","Viet Nam","201408",1,1171,1171,1171,0,0,0,0,-1,1,0,0,4.51793006528094e-10,5
"793","Saint Kitts and Nevis","201408",1,68,68,68,0,0,0,0,-1,1,0,0,0,5
"794","Barbados","201408",0,0,0,0,1,751,751,751,1,1,0,0,2.52534846031958e-18,1
"795","Paraguay","201408",0,0,0,0,1,13139,13139,13139,1,1,0,0,0,4
"796","El Salvador","201408",0,0,0,0,2,19428,9714,13484,1,2,0,0,5.59314176991581e-13,3
"797","Iceland","201408",0,0,0,0,1,980,980,980,1,1,0,0,3.51330111763771e-05,2
"798","Montenegro","201408",0,0,0,0,3,27259,9086.33333333333,13642,1,3,0,1,6.00750770710758e-07,2
"799","Norway","201408",0,0,0,0,7,907743,129677.571428571,869436,1,7,0,8,0.0313036513406452,3
"800","Antigua and Barbuda","201408",0,0,0,0,2,1889,944.5,1767,1,2,0,0,2.88531991299648e-10,5
"801","Cyprus","201408",0,0,0,0,2,25948,12974,18515,1,2,0,0,0.000234648871929783,2
"802","Malta","201408",0,0,0,0,2,17923,8961.5,14594,1,2,0,1,0.000123679817239586,2
"803","Panama","201408",0,0,0,0,1,275,275,275,1,1,0,0,4.49045265780965e-11,5
"804","Switzerland","201408",0,0,0,0,11,696262,63296.5454545455,210961,1,11,0,38,0.00367929067744661,2
"805","Rep. of Moldova","201408",0,0,0,0,1,615,615,615,1,1,0,0,5.75676291574439e-08,2
"806","Qatar","201408",0,0,0,0,9,301330,33481.1111111111,220053,1,9,0,4,5.58150536830682e-05,3
"807","Singapore","201408",0,0,0,0,8,889980,111247.5,778759,1,8,0,6,4.36521670120213e-05,5
"808","Bermuda","201408",0,0,0,0,1,4978,4978,4978,1,1,0,0,8.12853540981994e-10,5
"809","Mozambique","201408",0,0,0,0,1,15750,15750,15750,1,1,0,0,3.67438200976499e-15,3
