"","trade_flow","reporter_code","reporter","partner_code","partner","commodity_code","netweight_kg","trade_value_usd","price_kg_usd","period_date"
"163","Imports",372,"Ireland",76,"Brazil","160250",2829,19311,6.82608695652174,2014-08-01
"164","Imports",381,"Italy",76,"Brazil","160250",244889,2460851,10.0488425368228,2014-08-01
"165","Imports",752,"Sweden",76,"Brazil","160250",99000,568995,5.74742424242424,2014-08-01
"166","Imports",600,"Paraguay",76,"Brazil","160250",22399,40476,1.80704495736417,2015-10-01
"167","Imports",670,"Saint Vincent and the Grenadines",76,"Brazil","160250",164,874,5.32926829268293,2015-04-01
"168","Imports",554,"New Zealand",76,"Brazil","160250",18804,77200,4.10550946607105,2015-10-01
"169","Imports",842,"United States of America",76,"Brazil","160250",NA,27380174,NA,2015-09-01
"170","Imports",124,"Canada",76,"Brazil","160250",22467,104585,4.65504962834379,2015-04-01
"171","Imports",392,"Japan",76,"Brazil","160250",489,3129,6.39877300613497,2015-04-01
"172","Imports",702,"Singapore",76,"Brazil","160250",19584,87963,4.49157475490196,2015-04-01
"173","Imports",251,"France",76,"Brazil","160250",97729,594130,6.0793623182474,2015-04-01
"174","Imports",28,"Antigua and Barbuda",76,"Brazil","160250",6594,30532,4.63026994237185,2015-04-01
"175","Imports",124,"Canada",76,"Brazil","160250",117932,525803,4.45852694773259,2015-10-01
"176","Imports",757,"Switzerland",76,"Brazil","160250",45960,505494,10.9985639686684,2015-02-01
"177","Imports",600,"Paraguay",76,"Brazil","160250",1152,2242,1.94618055555556,2015-02-01
"178","Imports",52,"Barbados",76,"Brazil","160250",23280,83700,3.59536082474227,2015-02-01
"179","Imports",97,"EU-27",76,"Brazil","160250",2652800,15562291,5.86636421893848,2015-02-01
"180","Imports",268,"Georgia",76,"Brazil","160250",16903,54608,3.23066911199195,2015-02-01
"181","Imports",554,"New Zealand",76,"Brazil","160250",22632,79498,3.51263697419583,2015-02-01
"182","Imports",203,"Czech Rep.",76,"Brazil","160250",1088,7417,6.81709558823529,2015-10-01
"183","Imports",842,"United States of America",76,"Brazil","160250",NA,32443924,NA,2015-02-01
"184","Imports",68,"Bolivia",76,"Brazil","160250",13022,28159,2.16241744739671,2014-06-01
"185","Imports",246,"Finland",76,"Brazil","160250",9520,80355,8.4406512605042,2014-06-01
"186","Imports",233,"Estonia",76,"Brazil","160250",13,179,13.7692307692308,2015-10-01
"187","Imports",246,"Finland",76,"Brazil","160250",448,36237,80.8861607142857,2015-02-01
"188","Imports",246,"Finland",76,"Brazil","160250",10475,77347,7.38396181384248,2015-10-01
"189","Imports",458,"Malaysia",76,"Brazil","160250",122,748,6.13114754098361,2014-06-01
"190","Imports",842,"United States of America",76,"Brazil","160250",NA,23097487,NA,2014-06-01
"191","Imports",372,"Ireland",76,"Brazil","160250",103,673,6.53398058252427,2015-10-01
"192","Exports",842,"United States of America",76,"Brazil","160250",NA,121560,NA,2014-06-01
"193","Imports",203,"Czech Rep.",76,"Brazil","160250",224,2325,10.3794642857143,2015-02-01
"194","Imports",233,"Estonia",76,"Brazil","160250",17,227,13.3529411764706,2015-02-01
"195","Imports",36,"Australia",76,"Brazil","160250",39951,163278,4.08695652173913,2014-06-01
"196","Imports",579,"Norway",76,"Brazil","160250",680,4494,6.60882352941176,2015-10-01
"197","Imports",52,"Barbados",76,"Brazil","160250",115549,404744,3.50279102372154,2014-06-01
"198","Imports",203,"Czech Rep.",76,"Brazil","160250",3711,27616,7.44165992993802,2014-06-01
"199","Imports",703,"Slovakia",76,"Brazil","160250",13,132,10.1538461538462,2014-06-01
"200","Imports",372,"Ireland",76,"Brazil","160250",3284,21503,6.54780755176614,2014-06-01
"201","Imports",442,"Luxembourg",76,"Brazil","160250",15,133,8.86666666666667,2014-06-01
"202","Imports",858,"Uruguay",76,"Brazil","160250",8640,26310,3.04513888888889,2015-02-01
"203","Imports",36,"Australia",76,"Brazil","160250",58311,260382,4.46540103925503,2015-02-01
"204","Imports",842,"United States of America",76,"Brazil","160250",NA,22501822,NA,2015-10-01
"205","Exports",842,"United States of America",76,"Brazil","160250",NA,57240,NA,2015-10-01
"206","Re-exports",842,"United States of America",76,"Brazil","160250",NA,57240,NA,2015-10-01
"207","Imports",276,"Germany",76,"Brazil","160250",58281,334171,5.73378974279782,2015-02-01
"208","Exports",842,"United States of America",76,"Brazil","160250",NA,196125,NA,2015-09-01
"209","Imports",56,"Belgium",76,"Brazil","160250",288117,1713165,5.94607399077458,2015-10-01
"210","Imports",703,"Slovakia",76,"Brazil","160250",18,161,8.94444444444444,2015-02-01
"211","Imports",28,"Antigua and Barbuda",76,"Brazil","160250",22007,87338,3.96864633980097,2015-02-01
"212","Imports",68,"Bolivia",76,"Brazil","160250",10770,16657,1.54661095636026,2015-02-01
"213","Imports",442,"Luxembourg",76,"Brazil","160250",3,25,8.33333333333333,2015-10-01
"214","Imports",56,"Belgium",76,"Brazil","160250",310220,1912976,6.16651408677713,2014-06-01
"215","Imports",616,"Poland",76,"Brazil","160250",35,312,8.91428571428571,2015-02-01
"216","Exports",381,"Italy",76,"Brazil","160250",25004,67018,2.68029115341545,2015-10-01
"217","Imports",208,"Denmark",76,"Brazil","160250",18728,117256,6.26099957283212,2014-06-01
"218","Imports",703,"Slovakia",76,"Brazil","160250",5,37,7.4,2015-10-01
"219","Imports",381,"Italy",76,"Brazil","160250",456158,3957466,8.6756474730247,2015-02-01
"220","Imports",381,"Italy",76,"Brazil","160250",645654,6293511,9.74749788586456,2014-06-01
"221","Imports",52,"Barbados",76,"Brazil","160250",69250,238209,3.43984115523466,2015-10-01
"222","Imports",608,"Philippines",76,"Brazil","160250",37771,145911,3.86304307537529,2015-02-01
"223","Imports",818,"Egypt",76,"Brazil","160250",NA,1347163,NA,2015-02-01
"224","Imports",56,"Belgium",76,"Brazil","160250",141054,874054,6.19659137635232,2015-02-01
"225","Imports",616,"Poland",76,"Brazil","160250",36,382,10.6111111111111,2015-10-01
"226","Imports",818,"Egypt",76,"Brazil","160250",NA,938353,NA,2015-10-01
"227","Imports",97,"EU-27",76,"Brazil","160250",3859600,23134821,5.99409809306664,2014-06-01
"228","Imports",608,"Philippines",76,"Brazil","160250",170047,584523,3.4374202426388,2015-10-01
"229","Imports",97,"EU-27",76,"Brazil","160250",NA,16810234,NA,2015-10-01
"230","Exports",97,"EU-27",76,"Brazil","160250",25000,67017,2.68068,2015-10-01
"231","Imports",528,"Netherlands",76,"Brazil","160250",121900,591766,4.85452009844135,2015-02-01
"232","Imports",196,"Cyprus",76,"Brazil","160250",8428,38620,4.58234456573327,2015-10-01
"233","Imports",276,"Germany",76,"Brazil","160250",151400,971896,6.41939233817701,2014-06-01
"234","Imports",152,"Chile",76,"Brazil","160250",23016,182168,7.91484184914842,2015-02-01
"235","Imports",470,"Malta",76,"Brazil","160250",20400,94750,4.64460784313725,2014-06-01
"236","Imports",344,"China, Hong Kong SAR",76,"Brazil","160250",672236,1063726,1.58236988200572,2015-02-01
"237","Imports",528,"Netherlands",76,"Brazil","160250",293000,1444313,4.92939590443686,2014-06-01
"238","Imports",276,"Germany",76,"Brazil","160250",45400,247608,5.45392070484581,2015-10-01
"239","Imports",480,"Mauritius",76,"Brazil","160250",19584,131159,6.69725285947712,2015-02-01
"240","Imports",702,"Singapore",76,"Brazil","160250",19584,84696,4.32475490196078,2015-02-01
"241","Imports",276,"Germany",76,"Brazil","160250",162900,965182,5.92499693063229,2014-07-01
"242","Imports",724,"Spain",76,"Brazil","160250",13700,80750,5.89416058394161,2014-06-01
"243","Imports",470,"Malta",76,"Brazil","160250",34300,189579,5.52708454810496,2015-10-01
"244","Imports",528,"Netherlands",76,"Brazil","160250",467500,2207981,4.72295401069519,2015-10-01
"245","Imports",480,"Mauritius",76,"Brazil","160250",38629,234000,6.05762510031324,2014-06-01
"246","Imports",608,"Philippines",76,"Brazil","160250",35108,9155,0.260766776803008,2014-06-01
"247","Imports",818,"Egypt",76,"Brazil","160250",NA,1597738,NA,2014-06-01
"248","Imports",372,"Ireland",76,"Brazil","160250",836,4734,5.66267942583732,2015-02-01
"249","Imports",304,"Greenland",76,"Brazil","160250",8,589,73.625,2015-02-01
"250","Imports",724,"Spain",76,"Brazil","160250",NA,111721,NA,2015-10-01
"251","Imports",826,"United Kingdom",76,"Brazil","160250",1552973,7996637,5.14924406283947,2015-02-01
"252","Imports",757,"Switzerland",76,"Brazil","160250",45856,541655,11.8120856594557,2014-06-01
"253","Imports",752,"Sweden",76,"Brazil","160250",79000,461147,5.83730379746835,2015-02-01
"254","Imports",84,"Belize",76,"Brazil","160250",9113,9286,1.01898386919785,2015-02-01
"255","Imports",702,"Singapore",76,"Brazil","160250",19584,85567,4.36922998366013,2014-06-01
"256","Imports",36,"Australia",76,"Brazil","160250",80784,323592,4.00564468211527,2015-10-01
"257","Imports",28,"Antigua and Barbuda",76,"Brazil","160250",87403,335740,3.84128691234855,2014-06-01
"258","Imports",670,"Saint Vincent and the Grenadines",76,"Brazil","160250",16295,78385,4.8103712795336,2015-02-01
"259","Imports",204,"Benin",76,"Brazil","160250",71808,1315,0.0183127228163993,2015-02-01
"260","Imports",634,"Qatar",76,"Brazil","160250",1632,4545,2.78492647058824,2014-06-01
"261","Imports",690,"Seychelles",76,"Brazil","160250",NA,7810,NA,2015-02-01
"262","Imports",60,"Bermuda",76,"Brazil","160250",3,36,12,2014-06-01
"263","Imports",124,"Canada",76,"Brazil","160250",459426,2458042,5.35024574142517,2014-06-01
"264","Imports",757,"Switzerland",76,"Brazil","160250",63521,494751,7.78877851419216,2015-10-01
"265","Imports",251,"France",76,"Brazil","160250",50300,299660,5.95745526838966,2014-06-01
"266","Imports",124,"Canada",76,"Brazil","160250",18858,89879,4.76609396542581,2015-02-01
"267","Imports",392,"Japan",76,"Brazil","160250",489,3036,6.20858895705521,2015-02-01
"268","Imports",28,"Antigua and Barbuda",76,"Brazil","160250",22141,79197,3.57693871098866,2015-10-01
"269","Imports",68,"Bolivia",76,"Brazil","160250",65982,77525,1.17494165075324,2015-10-01
"270","Imports",752,"Sweden",76,"Brazil","160250",42000,227577,5.4185,2015-10-01
"271","Imports",480,"Mauritius",76,"Brazil","160250",19584,105860,5.40543300653595,2015-10-01
"272","Re-exports",842,"United States of America",76,"Brazil","160250",NA,99000,NA,2015-09-01
"273","Imports",84,"Belize",76,"Brazil","160250",47289,80347,1.69906320708833,2015-10-01
"274","Imports",702,"Singapore",76,"Brazil","160250",26642,136682,5.13032054650552,2015-10-01
"275","Imports",670,"Saint Vincent and the Grenadines",76,"Brazil","160250",63247,239987,3.79444084304394,2015-10-01
"276","Imports",690,"Seychelles",76,"Brazil","160250",NA,29417,NA,2015-10-01
"277","Imports",392,"Japan",76,"Brazil","160250",408,2490,6.10294117647059,2015-10-01
"278","Imports",251,"France",76,"Brazil","160250",200582,1241554,6.18975780478807,2015-10-01
"279","Imports",458,"Malaysia",76,"Brazil","160250",735,4570,6.21768707482993,2015-10-01
"280","Imports",826,"United Kingdom",76,"Brazil","160250",2193103,10228733,4.66404587472636,2015-10-01
"281","Imports",203,"Czech Rep.",76,"Brazil","160250",54,640,11.8518518518519,2015-09-01
"282","Imports",528,"Netherlands",76,"Brazil","160250",420200,1986336,4.72712041884817,2015-12-01
"283","Imports",36,"Australia",76,"Brazil","160250",72608,383566,5.28269612163949,2014-01-01
"284","Imports",203,"Czech Rep.",76,"Brazil","160250",10,123,12.3,2014-01-01
"285","Imports",757,"Switzerland",76,"Brazil","160250",34429,382318,11.1045339684568,2014-01-01
"286","Imports",233,"Estonia",76,"Brazil","160250",4100,55,0.0134146341463415,2014-01-01
"287","Imports",52,"Barbados",76,"Brazil","160250",70971,226181,3.18694959913204,2014-01-01
"288","Imports",442,"Luxembourg",76,"Brazil","160250",21,186,8.85714285714286,2014-01-01
"289","Imports",826,"United Kingdom",76,"Brazil","160250",3182920,16140575,5.07099612934035,2014-01-01
"290","Exports",826,"United Kingdom",76,"Brazil","160250",37523,293387,7.8188577672361,2014-01-01
"291","Imports",152,"Chile",76,"Brazil","160250",167880,1127731,6.71748272575649,2014-09-01
"292","Imports",842,"United States of America",76,"Brazil","160250",NA,17109194,NA,2014-01-01
"293","Imports",56,"Belgium",76,"Brazil","160250",166500,1089222,6.54187387387387,2014-01-01
"294","Imports",600,"Paraguay",76,"Brazil","160250",15702,32860,2.09272704114126,2014-09-01
"295","Exports",152,"Chile",76,"Brazil","160250",3978,28730,7.22222222222222,2014-09-01
"296","Imports",97,"EU-27",76,"Brazil","160250",NA,22925296,NA,2014-01-01
"297","Imports",233,"Estonia",76,"Brazil","160250",8,131,16.375,2015-09-01
"298","Exports",97,"EU-27",76,"Brazil","160250",NA,293200,NA,2014-01-01
"299","Imports",251,"France",76,"Brazil","160250",168896,901438,5.33723711633194,2014-01-01
"300","Imports",233,"Estonia",76,"Brazil","160250",34,393,11.5588235294118,2014-09-01
"301","Imports",276,"Germany",76,"Brazil","160250",211100,1172338,5.55347228801516,2014-01-01
"302","Exports",276,"Germany",76,"Brazil","160250",NA,27,NA,2014-01-01
"303","Imports",826,"United Kingdom",76,"Brazil","160250",2740317,13222384,4.82512935547238,2014-09-01
"304","Exports",826,"United Kingdom",76,"Brazil","160250",64440,270683,4.20054314090627,2014-09-01
"305","Imports",372,"Ireland",76,"Brazil","160250",2749,24620,8.9559839941797,2014-01-01
"306","Imports",842,"United States of America",76,"Brazil","160250",NA,18999266,NA,2014-09-01
"307","Imports",381,"Italy",76,"Brazil","160250",25317,185308,7.31950863056444,2014-01-01
"308","Exports",842,"United States of America",76,"Brazil","160250",NA,76464,NA,2014-09-01
"309","Imports",470,"Malta",76,"Brazil","160250",81800,464727,5.68125916870416,2014-01-01
"310","Imports",528,"Netherlands",76,"Brazil","160250",454200,2367786,5.21309114927345,2014-01-01
"311","Imports",68,"Bolivia",76,"Brazil","160250",21834,44812,2.05239534670697,2014-09-01
"312","Imports",203,"Czech Rep.",76,"Brazil","160250",130,1559,11.9923076923077,2014-09-01
"313","Imports",616,"Poland",76,"Brazil","160250",17,234,13.7647058823529,2014-01-01
"314","Imports",724,"Spain",76,"Brazil","160250",71800,425680,5.92869080779944,2014-01-01
"315","Imports",442,"Luxembourg",76,"Brazil","160250",5,50,10,2014-09-01
"316","Imports",608,"Philippines",76,"Brazil","160250",55440,10565,0.190566378066378,2014-01-01
"317","Imports",757,"Switzerland",76,"Brazil","160250",49133,459596,9.35412044857835,2014-09-01
"318","Imports",579,"Norway",76,"Brazil","160250",18360,114868,6.25642701525054,2014-01-01
"319","Imports",36,"Australia",76,"Brazil","160250",50482,244088,4.83514916207757,2014-09-01
"320","Imports",818,"Egypt",76,"Brazil","160250",NA,310773,NA,2014-01-01
"321","Imports",68,"Bolivia",76,"Brazil","160250",17442,33574,1.92489393418186,2014-01-01
"322","Imports",132,"Cabo Verde",76,"Brazil","160250",3668,10269,2.79961832061069,2014-01-01
"323","Imports",591,"Panama",76,"Brazil","160250",25300,92379,3.65134387351779,2014-01-01
"324","Imports",56,"Belgium",76,"Brazil","160250",277600,1868749,6.73180475504323,2014-09-01
"325","Imports",28,"Antigua and Barbuda",76,"Brazil","160250",80917,301427,3.72513810447743,2014-01-01
"326","Imports",97,"EU-27",76,"Brazil","160250",3945100,20152717,5.10829053762896,2014-09-01
"327","Imports",702,"Singapore",76,"Brazil","160250",113734,409038,3.59644433502734,2014-01-01
"328","Exports",97,"EU-27",76,"Brazil","160250",43300,207371,4.78916859122402,2014-09-01
"329","Imports",246,"Finland",76,"Brazil","160250",2057,40276,19.5799708313077,2014-01-01
"330","Imports",634,"Qatar",76,"Brazil","160250",4080,21270,5.21323529411765,2014-01-01
"331","Imports",124,"Canada",76,"Brazil","160250",153652,768086,4.99886757087444,2014-01-01
"332","Exports",858,"Uruguay",76,"Brazil","160250",22000,25520,1.16,2014-01-01
"333","Imports",858,"Uruguay",76,"Brazil","160250",8952,28886,3.22676496872207,2014-01-01
"334","Imports",344,"China, Hong Kong SAR",76,"Brazil","160250",927155,2088621,2.25272041891593,2014-01-01
"335","Imports",251,"France",76,"Brazil","160250",89518,601148,6.71538684957215,2014-09-01
"336","Imports",372,"Ireland",76,"Brazil","160250",2943,19108,6.49269452939178,2014-09-01
"337","Imports",84,"Belize",76,"Brazil","160250",98758,160992,1.63016667004192,2014-01-01
"338","Imports",703,"Slovakia",76,"Brazil","160250",12609,79333,6.29177571575859,2014-01-01
"339","Imports",752,"Sweden",76,"Brazil","160250",32000,228326,7.1351875,2014-01-01
"340","Imports",470,"Malta",76,"Brazil","160250",67200,357525,5.3203125,2014-09-01
"341","Imports",528,"Netherlands",76,"Brazil","160250",347200,1700520,4.89781105990783,2014-09-01
"342","Imports",818,"Egypt",76,"Brazil","160250",NA,1539200,NA,2015-07-01
"343","Imports",616,"Poland",76,"Brazil","160250",15,172,11.4666666666667,2014-09-01
"344","Imports",276,"Germany",76,"Brazil","160250",86859,432621,4.98072738576313,2015-07-01
"345","Imports",703,"Slovakia",76,"Brazil","160250",5,39,7.8,2014-09-01
"346","Imports",724,"Spain",76,"Brazil","160250",34900,207964,5.95885386819484,2014-09-01
"347","Imports",36,"Australia",76,"Brazil","160250",38760,198463,5.1203044375645,2015-07-01
"348","Imports",68,"Bolivia",76,"Brazil","160250",26897,36405,1.35349667249136,2015-07-01
"349","Imports",124,"Canada",76,"Brazil","160250",218036,986105,4.52267056816306,2015-07-01
"350","Imports",152,"Chile",76,"Brazil","160250",151918,993691,6.54096947037217,2015-07-01
"351","Imports",203,"Czech Rep.",76,"Brazil","160250",146,1646,11.2739726027397,2015-07-01
"352","Imports",276,"Germany",76,"Brazil","160250",100100,703143,7.02440559440559,2014-09-01
"353","Imports",233,"Estonia",76,"Brazil","160250",51,851,16.6862745098039,2015-07-01
"354","Imports",818,"Egypt",76,"Brazil","160250",NA,999235,NA,2014-09-01
"355","Imports",344,"China, Hong Kong SAR",76,"Brazil","160250",780306,1603876,2.05544491519993,2015-07-01
"356","Imports",60,"Bermuda",76,"Brazil","160250",4,74,18.5,2014-09-01
"357","Imports",124,"Canada",76,"Brazil","160250",480371,2617256,5.44840550324645,2014-09-01
"358","Imports",246,"Finland",76,"Brazil","160250",26066,217347,8.33833346121384,2014-09-01
"359","Imports",372,"Ireland",76,"Brazil","160250",3390,23578,6.95516224188791,2015-07-01
"360","Imports",591,"Panama",76,"Brazil","160250",17539,85296,4.86321911169394,2014-09-01
"361","Imports",702,"Singapore",76,"Brazil","160250",56843,264763,4.65779427546048,2014-09-01
"362","Imports",480,"Mauritius",76,"Brazil","160250",19584,119183,6.08573325163399,2014-09-01
"363","Imports",600,"Paraguay",76,"Brazil","160250",45064,108734,2.4128794603231,2015-07-01
"364","Imports",608,"Philippines",76,"Brazil","160250",78852,17095,0.216798559326333,2014-09-01
"365","Imports",826,"United Kingdom",76,"Brazil","160250",1526779,7841408,5.13591554507889,2015-07-01
"366","Imports",858,"Uruguay",76,"Brazil","160250",13056,39483,3.02412683823529,2014-09-01
"367","Imports",842,"United States of America",76,"Brazil","160250",NA,29111085,NA,2015-07-01
"368","Imports",328,"Guyana",76,"Brazil","160250",17485,90774,5.19153560194452,2014-09-01
"369","Imports",344,"China, Hong Kong SAR",76,"Brazil","160250",1274371,1737116,1.36311639232217,2014-09-01
"370","Imports",458,"Malaysia",76,"Brazil","160250",4521,2170,0.479982304799823,2014-09-01
"371","Imports",52,"Barbados",76,"Brazil","160250",22106,91388,4.13408124491088,2015-07-01
"372","Imports",752,"Sweden",76,"Brazil","160250",30000,177933,5.9311,2014-09-01
"373","Imports",97,"EU-27",76,"Brazil","160250",3111600,16146944,5.1892736855637,2015-07-01
"374","Imports",132,"Cabo Verde",76,"Brazil","160250",2384,7707,3.23280201342282,2014-09-01
"375","Imports",246,"Finland",76,"Brazil","160250",8257,62192,7.53203342618384,2015-07-01
"376","Imports",251,"France",76,"Brazil","160250",79062,464220,5.87159444486605,2015-07-01
"377","Imports",528,"Netherlands",76,"Brazil","160250",360500,1500877,4.16332038834951,2015-07-01
"378","Imports",616,"Poland",76,"Brazil","160250",14,145,10.3571428571429,2015-07-01
"379","Imports",724,"Spain",76,"Brazil","160250",74300,422180,5.68209959623149,2015-07-01
"380","Imports",56,"Belgium",76,"Brazil","160250",724212,4242856,5.858582845907,2015-07-01
"381","Imports",84,"Belize",76,"Brazil","160250",109806,190859,1.73814727792653,2015-07-01
"382","Imports",818,"Egypt",76,"Brazil","160250",NA,2203197,NA,2015-12-01
"383","Imports",480,"Mauritius",76,"Brazil","160250",39168,237378,6.06050857843137,2015-07-01
"384","Imports",591,"Panama",76,"Brazil","160250",10854,17110,1.57637737239727,2015-07-01
"385","Imports",352,"Iceland",76,"Brazil","160250",8,497,62.125,2015-07-01
"386","Imports",757,"Switzerland",76,"Brazil","160250",58035,487676,8.4031360385974,2015-07-01
"387","Imports",702,"Singapore",76,"Brazil","160250",45908,206836,4.50544567395661,2015-07-01
"388","Imports",752,"Sweden",76,"Brazil","160250",181000,978161,5.4042044198895,2015-07-01
"389","Imports",60,"Bermuda",76,"Brazil","160250",3,34,11.3333333333333,2015-07-01
"390","Imports",304,"Greenland",76,"Brazil","160250",123,9057,73.6341463414634,2015-07-01
"391","Imports",392,"Japan",76,"Brazil","160250",489,3148,6.43762781186094,2015-07-01
"392","Imports",208,"Denmark",76,"Brazil","160250",33,185,5.60606060606061,2015-07-01
"393","Imports",458,"Malaysia",76,"Brazil","160250",653,4687,7.17764165390505,2015-07-01
"394","Imports",690,"Seychelles",76,"Brazil","160250",NA,113,NA,2015-08-01
"395","Imports",52,"Barbados",76,"Brazil","160250",208551,707777,3.39378377471218,2015-08-01
"396","Imports",124,"Canada",76,"Brazil","160250",167456,739746,4.41755446206765,2015-08-01
"397","Imports",152,"Chile",76,"Brazil","160250",102820,605752,5.89138299941646,2015-08-01
"398","Imports",203,"Czech Rep.",76,"Brazil","160250",89,976,10.9662921348315,2015-08-01
"399","Imports",233,"Estonia",76,"Brazil","160250",25,438,17.52,2015-08-01
"400","Imports",276,"Germany",76,"Brazil","160250",158165,829307,5.2433028799039,2015-08-01
"401","Imports",344,"China, Hong Kong SAR",76,"Brazil","160250",784511,1694281,2.15966506524446,2015-08-01
"402","Exports",372,"Ireland",76,"Brazil","160250",6854,30213,4.40808287131602,2015-08-01
"403","Imports",826,"United Kingdom",76,"Brazil","160250",1980581,9495716,4.79440931726599,2015-08-01
"404","Imports",842,"United States of America",76,"Brazil","160250",NA,20190469,NA,2015-08-01
"405","Exports",842,"United States of America",76,"Brazil","160250",NA,121000,NA,2015-08-01
"406","Imports",480,"Mauritius",76,"Brazil","160250",39168,236967,6.05001531862745,2015-09-01
"407","Re-exports",842,"United States of America",76,"Brazil","160250",NA,121000,NA,2015-08-01
"408","Imports",246,"Finland",76,"Brazil","160250",3920,31020,7.91326530612245,2015-08-01
"409","Imports",36,"Australia",76,"Brazil","160250",38760,189677,4.89362745098039,2015-08-01
"410","Imports",56,"Belgium",76,"Brazil","160250",340702,2420212,7.10360373581605,2015-08-01
"411","Imports",97,"EU-27",76,"Brazil","160250",3003900,15562475,5.18075668297879,2015-08-01
"412","Exports",97,"EU-27",76,"Brazil","160250",6900,30209,4.37811594202899,2015-08-01
"413","Imports",251,"France",76,"Brazil","160250",72100,416610,5.77822468793343,2015-08-01
"414","Imports",528,"Netherlands",76,"Brazil","160250",294900,1419922,4.81492709393015,2015-08-01
"415","Imports",724,"Spain",76,"Brazil","160250",14800,99081,6.69466216216216,2015-08-01
"416","Imports",52,"Barbados",76,"Brazil","160250",22323,81555,3.65340680016127,2015-06-01
"417","Imports",84,"Belize",76,"Brazil","160250",47706,78960,1.65513771852597,2015-08-01
"418","Imports",842,"United States of America",76,"Brazil","160250",NA,29663230,NA,2015-06-01
"419","Imports",372,"Ireland",76,"Brazil","160250",5544,38930,7.02200577200577,2015-06-01
"420","Imports",600,"Paraguay",76,"Brazil","160250",22032,53212,2.41521423384168,2015-06-01
"421","Imports",276,"Germany",76,"Brazil","160250",96379,556361,5.77263719274946,2015-06-01
"422","Imports",480,"Mauritius",76,"Brazil","160250",29164,138537,4.75027431079413,2015-08-01
"423","Imports",608,"Philippines",76,"Brazil","160250",39070,227693,5.82782185820323,2015-08-01
"424","Imports",28,"Antigua and Barbuda",76,"Brazil","160250",25765,94934,3.68461090626819,2015-06-01
"425","Imports",152,"Chile",76,"Brazil","160250",100563,605231,6.01842626015533,2015-06-01
"426","Imports",616,"Poland",76,"Brazil","160250",12,117,9.75,2015-08-01
"427","Imports",246,"Finland",76,"Brazil","160250",2699,22337,8.27602815857725,2015-06-01
"428","Imports",703,"Slovakia",76,"Brazil","160250",4,36,9,2015-08-01
"429","Imports",344,"China, Hong Kong SAR",76,"Brazil","160250",719258,1284785,1.7862644558698,2015-06-01
"430","Imports",818,"Egypt",76,"Brazil","160250",NA,1621042,NA,2015-08-01
"431","Imports",36,"Australia",76,"Brazil","160250",38760,202883,5.2343395252838,2015-06-01
"432","Imports",757,"Switzerland",76,"Brazil","160250",50199,458511,9.13386720851013,2015-08-01
"433","Imports",68,"Bolivia",76,"Brazil","160250",32874,42820,1.30254912696964,2015-08-01
"434","Imports",233,"Estonia",76,"Brazil","160250",15,301,20.0666666666667,2015-06-01
"435","Imports",752,"Sweden",76,"Brazil","160250",142000,808595,5.69433098591549,2015-08-01
"436","Imports",231,"Ethiopia",76,"Brazil","160250",2116,4358,2.05954631379962,2015-08-01
"437","Imports",304,"Greenland",76,"Brazil","160250",9,650,72.2222222222222,2015-08-01
"438","Imports",12,"Algeria",76,"Brazil","160250",51320,336497,6.55683943881528,2015-08-01
"439","Imports",372,"Ireland",76,"Brazil","160250",2068,14676,7.09671179883946,2015-08-01
"440","Imports",670,"Saint Vincent and the Grenadines",76,"Brazil","160250",21408,77626,3.62602765321375,2015-08-01
"441","Imports",203,"Czech Rep.",76,"Brazil","160250",33,357,10.8181818181818,2015-06-01
"442","Imports",392,"Japan",76,"Brazil","160250",489,2994,6.12269938650307,2015-08-01
"443","Imports",702,"Singapore",76,"Brazil","160250",135929,613390,4.51257641857146,2015-08-01
"444","Imports",208,"Denmark",76,"Brazil","160250",19045,101774,5.34386978209504,2015-06-01
"445","Imports",458,"Malaysia",76,"Brazil","160250",735,4279,5.82176870748299,2015-08-01
"446","Imports",52,"Barbados",76,"Brazil","160250",22460,79450,3.53739982190561,2014-02-01
"447","Imports",268,"Georgia",76,"Brazil","160250",17394,52405,3.01282051282051,2014-02-01
"448","Imports",842,"United States of America",76,"Brazil","160250",NA,12162472,NA,2014-02-01
"449","Imports",68,"Bolivia",76,"Brazil","160250",8150,15445,1.89509202453988,2015-06-01
"450","Imports",233,"Estonia",76,"Brazil","160250",11300,153,0.0135398230088496,2014-02-01
"451","Imports",97,"EU-27",76,"Brazil","160250",NA,29914467,NA,2015-06-01
"452","Imports",600,"Paraguay",76,"Brazil","160250",19478,49963,2.56509908614848,2014-02-01
"453","Imports",703,"Slovakia",76,"Brazil","160250",10374,65388,6.30306535569693,2014-02-01
"454","Imports",203,"Czech Rep.",76,"Brazil","160250",174,2280,13.1034482758621,2014-02-01
"455","Imports",826,"United Kingdom",76,"Brazil","160250",1930737,9899930,5.12753938003985,2014-02-01
"456","Imports",470,"Malta",76,"Brazil","160250",16600,92832,5.59228915662651,2015-06-01
"457","Imports",608,"Philippines",76,"Brazil","160250",19535,91380,4.67775787048887,2015-06-01
"458","Imports",616,"Poland",76,"Brazil","160250",15,140,9.33333333333333,2015-06-01
"459","Imports",579,"Norway",76,"Brazil","160250",82,926,11.2926829268293,2014-02-01
"460","Imports",703,"Slovakia",76,"Brazil","160250",22,191,8.68181818181818,2015-06-01
"461","Imports",36,"Australia",76,"Brazil","160250",19976,83005,4.15523628354025,2014-02-01
