period,trade_value_usd,origin,destin,period_date
201402,2027483,Morocco,Spain,2014-02-01
201402,6091,Poland,Spain,2014-02-01
201402,328,Portugal,Spain,2014-02-01
201402,5217,Romania,Spain,2014-02-01
201506,481,Denmark,Ireland,2015-06-01
201506,9927,France,Ireland,2015-06-01
201506,140251,Germany,Ireland,2015-06-01
201506,23967,Lithuania,Ireland,2015-06-01
201506,364808,Netherlands,Ireland,2015-06-01
201506,1163,Poland,Ireland,2015-06-01
201506,1526,India,Ireland,2015-06-01
201506,73210,Spain,Ireland,2015-06-01
201506,54977,United Kingdom,Ireland,2015-06-01
201402,519,Belgium,Austria,2014-02-01
201402,2049,Cyprus,Austria,2014-02-01
201402,43294,France,Austria,2014-02-01
201402,1159098,Germany,Austria,2014-02-01
201402,410831,Greece,Austria,2014-02-01
201402,1748,Hungary,Austria,2014-02-01
201402,1171240,Italy,Austria,2014-02-01
201402,291396,Netherlands,Austria,2014-02-01
201402,4985,Poland,Austria,2014-02-01
201402,2029709,Spain,Austria,2014-02-01
201402,634213,Turkey,Austria,2014-02-01
201506,517,Barbados,Saint Vincent and the Grenadines,2015-06-01
201506,34,Canada,Saint Vincent and the Grenadines,2015-06-01
201506,28,Trinidad and Tobago,Saint Vincent and the Grenadines,2015-06-01
201506,271,United States of America,Saint Vincent and the Grenadines,2015-06-01
201402,6155,Swaziland,South Africa,2014-02-01
201506,936,Australia,Seychelles,2015-06-01
201506,47000,South Africa,Botswana,2015-06-01
201506,538,France,Seychelles,2015-06-01
201506,138,Lebanon,Seychelles,2015-06-01
201506,3765,Netherlands,Seychelles,2015-06-01
201506,43,India,Seychelles,2015-06-01
201506,182,South Africa,Seychelles,2015-06-01
201506,3183,United Arab Emirates,Seychelles,2015-06-01
201506,196,Egypt,Seychelles,2015-06-01
201402,193154,Iran,Pakistan,2014-02-01
201402,16427,India,Pakistan,2014-02-01
201506,13442,China,Kazakhstan,2015-06-01
201506,535,Iran,Kazakhstan,2015-06-01
201506,21450,Kyrgyzstan,Kazakhstan,2015-06-01
201506,27,Netherlands,Kazakhstan,2015-06-01
201506,1840,Russian Federation,Kazakhstan,2015-06-01
201506,8848,Turkmenistan,Kazakhstan,2015-06-01
201506,82639,Uzbekistan,Kazakhstan,2015-06-01
201402,2658,Afghanistan,Pakistan,2014-02-01
201506,209,Argentina,Canada,2015-06-01
201506,29997,Canada,Canada,2015-06-01
201506,50,Chile,Canada,2015-06-01
201506,301,Costa Rica,Canada,2015-06-01
201506,3995,Dominican Rep.,Canada,2015-06-01
201506,205,Guatemala,Canada,2015-06-01
201506,196,Honduras,Canada,2015-06-01
201506,3699,Jordan,Canada,2015-06-01
201506,667338,Mexico,Canada,2015-06-01
201506,11499,Mozambique,Canada,2015-06-01
201506,16,Netherlands,Canada,2015-06-01
201506,1421,India,Canada,2015-06-01
201506,109433,Spain,Canada,2015-06-01
201506,329,Ukraine,Canada,2015-06-01
201506,1370096,United States of America,Canada,2015-06-01
201402,217035,Greece,Rep. of Moldova,2014-02-01
201402,245,Romania,Rep. of Moldova,2014-02-01
201402,1549,Spain,Rep. of Moldova,2014-02-01
201402,184842,Turkey,Rep. of Moldova,2014-02-01
201402,1900,Spain,Cabo Verde,2014-02-01
201402,4898,Slovakia,Russian Federation,2014-02-01
201402,2667601,Spain,Russian Federation,2014-02-01
201402,297,Armenia,Russian Federation,2014-02-01
201402,246439,Bulgaria,Russian Federation,2014-02-01
201402,1708756,Belarus,Russian Federation,2014-02-01
201402,4768084,China,Russian Federation,2014-02-01
201402,378635,Czech Rep.,Russian Federation,2014-02-01
201402,2071674,Greece,Russian Federation,2014-02-01
201402,15166715,Iran,Russian Federation,2014-02-01
201402,43318,Kazakhstan,Russian Federation,2014-02-01
201402,46404,Latvia,Russian Federation,2014-02-01
201402,972,Thailand,Russian Federation,2014-02-01
201402,2587607,Lithuania,Russian Federation,2014-02-01
201402,345222,Rep. of Moldova,Russian Federation,2014-02-01
201402,291847,Morocco,Russian Federation,2014-02-01
201402,76333,Netherlands,Russian Federation,2014-02-01
201402,145475,Poland,Russian Federation,2014-02-01
201402,29976,Serbia,Russian Federation,2014-02-01
201402,7172712,Turkey,Russian Federation,2014-02-01
201402,473284,Ukraine,Russian Federation,2014-02-01
201402,104516,France,Russian Federation,2014-02-01
201402,4579,Uzbekistan,Russian Federation,2014-02-01
201402,18,Finland,Denmark,2014-02-01
201402,227,France,Denmark,2014-02-01
201402,272492,Germany,Denmark,2014-02-01
201402,158796,Greece,Denmark,2014-02-01
201402,67,Hungary,Denmark,2014-02-01
201402,20,Ireland,Denmark,2014-02-01
201402,60153,Italy,Denmark,2014-02-01
201402,19365,Jordan,Denmark,2014-02-01
201402,1,Luxembourg,Denmark,2014-02-01
201402,464475,Netherlands,Denmark,2014-02-01
201402,4957,Poland,Denmark,2014-02-01
201402,1135,Portugal,Denmark,2014-02-01
201402,1,Romania,Denmark,2014-02-01
201402,4523069,Spain,Denmark,2014-02-01
201402,257,Austria,Denmark,2014-02-01
201402,9976,Sweden,Denmark,2014-02-01
201402,19913,Turkey,Denmark,2014-02-01
201402,4054,United Kingdom,Denmark,2014-02-01
201402,942,Belgium,Denmark,2014-02-01
201402,23,Czech Rep.,Denmark,2014-02-01
201402,3,Estonia,Denmark,2014-02-01
201402,314,Dominica,Montserrat,2014-02-01
201402,77,Saint Kitts and Nevis,Montserrat,2014-02-01
201402,5276,Australia,Singapore,2014-02-01
201402,1132,Indonesia,Singapore,2014-02-01
201402,3335,Japan,Singapore,2014-02-01
201402,732313,Malaysia,Singapore,2014-02-01
201402,1013,Netherlands,Singapore,2014-02-01
201402,22645,India,Singapore,2014-02-01
201402,24,Spain,Singapore,2014-02-01
201402,53898,Thailand,Singapore,2014-02-01
201402,559,United States of America,Singapore,2014-02-01
201402,2924,Austria,Greece,2014-02-01
201402,67984,Bulgaria,Greece,2014-02-01
201402,206,Netherlands,Greece,2014-02-01
201402,3231,Turkey,Greece,2014-02-01
201512,27383,Austria,Slovakia,2015-12-01
201512,15183,Czech Rep.,Slovakia,2015-12-01
201512,256939,Germany,Slovakia,2015-12-01
201512,54534,Greece,Slovakia,2015-12-01
201512,672,Hungary,Slovakia,2015-12-01
201512,7782,Italy,Slovakia,2015-12-01
201512,1589,Netherlands,Slovakia,2015-12-01
201512,7238,Poland,Slovakia,2015-12-01
201512,33881,Slovakia,Slovakia,2015-12-01
201512,286585,Spain,Slovakia,2015-12-01
201402,4929,New Zealand,New Caledonia,2014-02-01
201402,63800,Iran,Azerbaijan,2014-02-01
201402,2071,Austria,Switzerland,2014-02-01
201402,29,Dominican Rep.,Switzerland,2014-02-01
201402,50,France,Switzerland,2014-02-01
201402,277,Germany,Switzerland,2014-02-01
201402,19965,Italy,Switzerland,2014-02-01
201402,84288,Morocco,Switzerland,2014-02-01
201402,123325,Netherlands,Switzerland,2014-02-01
201402,290,Pakistan,Switzerland,2014-02-01
201402,47,Portugal,Switzerland,2014-02-01
201402,3433341,Spain,Switzerland,2014-02-01
201402,33488,Turkey,Switzerland,2014-02-01
201402,19,Viet Nam,Switzerland,2014-02-01
201402,172,Spain,Niger,2014-02-01
201402,42702,Canada,Canada,2014-02-01
201402,1947,Chile,Canada,2014-02-01
201402,427,Costa Rica,Canada,2014-02-01
201402,31616,Dominican Rep.,Canada,2014-02-01
201402,147,Ecuador,Canada,2014-02-01
201402,9985,Guatemala,Canada,2014-02-01
201402,96479,Honduras,Canada,2014-02-01
201402,123371,Jordan,Canada,2014-02-01
201402,5906911,Mexico,Canada,2014-02-01
201402,1922,Morocco,Canada,2014-02-01
201402,1870,India,Canada,2014-02-01
201402,26935,Spain,Canada,2014-02-01
201402,73448,Egypt,Canada,2014-02-01
201402,254557,United States of America,Canada,2014-02-01
201402,577,Canada,Antigua and Barbuda,2014-02-01
201402,1553,Dominica,Antigua and Barbuda,2014-02-01
201402,2003,Honduras,Antigua and Barbuda,2014-02-01
201402,298,Mexico,Antigua and Barbuda,2014-02-01
201402,8454,United States of America,Antigua and Barbuda,2014-02-01
201402,1003,Brazil,Qatar,2014-02-01
201402,1720,Italy,Qatar,2014-02-01
201402,26825,Jordan,Qatar,2014-02-01
201402,392,Kenya,Qatar,2014-02-01
201402,778,Lebanon,Qatar,2014-02-01
201402,314,Luxembourg,Qatar,2014-02-01
201402,2766,Mexico,Qatar,2014-02-01
201402,1989,Morocco,Qatar,2014-02-01
201402,11187,Oman,Qatar,2014-02-01
201402,506,Netherlands,Qatar,2014-02-01
201402,89051,Saudi Arabia,Qatar,2014-02-01
201402,62263,India,Qatar,2014-02-01
201402,538,United Kingdom,Qatar,2014-02-01
201402,16335,United States of America,Bermuda,2014-02-01
201402,20,Japan,Mozambique,2014-02-01
201402,5480,South Africa,Mozambique,2014-02-01
201402,322,Australia,Indonesia,2014-02-01
201402,316,Rep. of Korea,Indonesia,2014-02-01
201402,605447,China,Kazakhstan,2014-02-01
201402,13170,Iran,Kazakhstan,2014-02-01
201402,153,Kyrgyzstan,Kazakhstan,2014-02-01
201402,1226,Russian Federation,Kazakhstan,2014-02-01
201402,399,Spain,Kazakhstan,2014-02-01
201402,1284,Turkmenistan,Kazakhstan,2014-02-01
201402,59412,Uzbekistan,Kazakhstan,2014-02-01
201402,12723,Belgium,United Kingdom,2014-02-01
201402,40874,Canada,United Kingdom,2014-02-01
201402,2167,Denmark,United Kingdom,2014-02-01
201402,25479,Dominican Rep.,United Kingdom,2014-02-01
201402,69973,France,United Kingdom,2014-02-01
201402,1781160,Germany,United Kingdom,2014-02-01
201402,15067,Ireland,United Kingdom,2014-02-01
201402,3728,Italy,United Kingdom,2014-02-01
201402,217803,Jordan,United Kingdom,2014-02-01
201402,4893,Lebanon,United Kingdom,2014-02-01
201402,3524446,Netherlands,United Kingdom,2014-02-01
201402,3366,Poland,United Kingdom,2014-02-01
201402,15717672,Spain,United Kingdom,2014-02-01
201402,52544,Turkey,United Kingdom,2014-02-01
201402,153,Ecuador,Poland,2014-02-01
201402,647,South Africa,Zambia,2014-02-01
201402,49,Spain,Zambia,2014-02-01
201402,1911,Colombia,Aruba,2014-02-01
201402,25713,United States of America,Aruba,2014-02-01
201402,6851,Venezuela,Aruba,2014-02-01
201402,1995,Belgium,Poland,2014-02-01
201402,85,Dem.Rep. of the Congo,Poland,2014-02-01
201402,19638,France,Poland,2014-02-01
201402,980763,Germany,Poland,2014-02-01
201402,37442,Greece,Poland,2014-02-01
201402,414,Italy,Poland,2014-02-01
201402,358256,Netherlands,Poland,2014-02-01
201402,7908402,Spain,Poland,2014-02-01
201402,147327,Turkey,Poland,2014-02-01
201402,26353,Australia,"China, Hong Kong SAR",2014-02-01
201402,178749,China,"China, Hong Kong SAR",2014-02-01
201402,53,France,"China, Hong Kong SAR",2014-02-01
201402,27481,Japan,"China, Hong Kong SAR",2014-02-01
201402,3427,Rep. of Korea,"China, Hong Kong SAR",2014-02-01
201402,2105,Malaysia,"China, Hong Kong SAR",2014-02-01
201402,794,Netherlands,"China, Hong Kong SAR",2014-02-01
201402,336,New Zealand,"China, Hong Kong SAR",2014-02-01
201402,10258,Viet Nam,"China, Hong Kong SAR",2014-02-01
201402,373,Thailand,"China, Hong Kong SAR",2014-02-01
201512,5576,Belarus,Turkey,2015-12-01
201402,1921,Ecuador,Norway,2014-02-01
201402,1915,Morocco,Norway,2014-02-01
201402,38698,Netherlands,Norway,2014-02-01
201402,2878567,Spain,Norway,2014-02-01
201402,5474,Sweden,Norway,2014-02-01
201402,21551,Turkey,Norway,2014-02-01
201402,5,United States of America,Belize,2014-02-01
201512,7033,Georgia,Turkey,2015-12-01
201512,167412,Russian Federation,Turkey,2015-12-01
201512,4753,Australia,Singapore,2015-12-01
201512,629,France,Singapore,2015-12-01
201512,7501,Japan,Singapore,2015-12-01
201512,587,Rep. of Korea,Singapore,2015-12-01
201512,858596,Malaysia,Singapore,2015-12-01
201512,2491,Netherlands,Singapore,2015-12-01
201512,31217,India,Singapore,2015-12-01
201512,341,Viet Nam,Singapore,2015-12-01
201512,2794,South Africa,Singapore,2015-12-01
201512,75835,Thailand,Singapore,2015-12-01
201512,211,United States of America,Singapore,2015-12-01
201402,8006,Austria,Italy,2014-02-01
201402,1229,Belgium,Italy,2014-02-01
201402,37427,France,Italy,2014-02-01
201402,436063,Germany,Italy,2014-02-01
201402,12154,Netherlands,Italy,2014-02-01
201402,83,Slovenia,Italy,2014-02-01
201402,1554327,Spain,Italy,2014-02-01
201512,37,France,French Polynesia,2015-12-01
201512,73291,Denmark,Sweden,2015-12-01
201512,226578,Germany,Sweden,2015-12-01
201512,13764,Italy,Sweden,2015-12-01
201512,56115,Jordan,Sweden,2015-12-01
201512,2235,Morocco,Sweden,2015-12-01
201512,431628,Netherlands,Sweden,2015-12-01
201512,3483850,Spain,Sweden,2015-12-01
201512,21999,Turkey,Sweden,2015-12-01
201512,12,Kenya,Uganda,2015-12-01
201406,571,Germany,Thailand,2014-06-01
201406,17,Italy,Thailand,2014-06-01
201406,7401,Belgium,United Kingdom,2014-06-01
201406,20668,Canada,United Kingdom,2014-06-01
201406,27533,United States of America,Aruba,2014-06-01
201406,15955,Venezuela,Aruba,2014-06-01
201406,223,Dominica,Montserrat,2014-06-01
201406,385309,Hungary,Poland,2014-06-01
201406,46,Croatia,Italy,2014-06-01
201406,45,Portugal,Cabo Verde,2014-06-01
201406,1167,Spain,Cabo Verde,2014-06-01
201512,559,United States of America,Saint Vincent and the Grenadines,2015-12-01
201512,56670,South Africa,Botswana,2015-12-01
201512,533,Australia,Seychelles,2015-12-01
201512,13,Cayman Isds,Seychelles,2015-12-01
201512,520,France,Seychelles,2015-12-01
201512,136,Lebanon,Seychelles,2015-12-01
201512,3756,Netherlands,Seychelles,2015-12-01
201512,70,South Africa,Seychelles,2015-12-01
201512,2433,United Arab Emirates,Seychelles,2015-12-01
201512,815,Egypt,Seychelles,2015-12-01
201405,155189,Romania,Rep. of Moldova,2014-05-01
201405,2334,Turkey,Rep. of Moldova,2014-05-01
201512,711430,China,Kazakhstan,2015-12-01
201512,19141,Iran,Kazakhstan,2015-12-01
201512,116,Netherlands,Kazakhstan,2015-12-01
201512,3671,Russian Federation,Kazakhstan,2015-12-01
201512,262,Spain,Kazakhstan,2015-12-01
201512,38816,Turkey,Kazakhstan,2015-12-01
201512,537997,Uzbekistan,Kazakhstan,2015-12-01
201509,290947,Germany,Belgium,2015-09-01
201509,18239,Hungary,Belgium,2015-09-01
201509,2,Luxembourg,Belgium,2015-09-01
201509,5743813,Netherlands,Belgium,2015-09-01
201509,15950,Spain,Belgium,2015-09-01
201509,154,Uganda,Belgium,2015-09-01
201509,252310,France,Belgium,2015-09-01
201509,1637,Turkey,Belgium,2015-09-01
201512,4965,Afghanistan,Pakistan,2015-12-01
201509,650,Peru,Chile,2015-09-01
201405,79587,Albania,Bulgaria,2014-05-01
201405,15321,Czech Rep.,Bulgaria,2014-05-01
201405,284454,Greece,Bulgaria,2014-05-01
201405,145241,Romania,Bulgaria,2014-05-01
201405,4341,Turkey,Bulgaria,2014-05-01
201405,183232,TFYR of Macedonia,Bulgaria,2014-05-01
201512,10706,Canada,Canada,2015-12-01
201512,58134,Dominican Rep.,Canada,2015-12-01
201512,809,Guatemala,Canada,2015-12-01
201512,57234,Honduras,Canada,2015-12-01
201512,66122,Israel,Canada,2015-12-01
201512,196582,Jordan,Canada,2015-12-01
201512,11302052,Mexico,Canada,2015-12-01
201512,78,Peru,Canada,2015-12-01
201512,631,India,Canada,2015-12-01
201512,219031,Spain,Canada,2015-12-01
201512,41,Switzerland,Canada,2015-12-01
201512,900570,United States of America,Canada,2015-12-01
201509,68148,Austria,Hungary,2015-09-01
201509,149054,Germany,Hungary,2015-09-01
201509,24878,Netherlands,Hungary,2015-09-01
201509,69958,Romania,Hungary,2015-09-01
201509,20749,Serbia,Hungary,2015-09-01
201509,25526,Spain,Hungary,2015-09-01
201509,413,Denmark,Ireland,2015-09-01
201509,8363,France,Ireland,2015-09-01
201509,103595,Germany,Ireland,2015-09-01
201509,9476,Lithuania,Ireland,2015-09-01
201509,496216,Netherlands,Ireland,2015-09-01
201509,1416,Poland,Ireland,2015-09-01
201509,1363,India,Ireland,2015-09-01
201509,60384,Spain,Ireland,2015-09-01
201509,15559,United Kingdom,Ireland,2015-09-01
201405,46781,Poland,Germany,2014-05-01
201512,59348,Belgium,United Kingdom,2015-12-01
201512,5452,Canada,United Kingdom,2015-12-01
201512,146461,France,United Kingdom,2015-12-01
201512,973795,Germany,United Kingdom,2015-12-01
201512,28157,Ireland,United Kingdom,2015-12-01
201512,1051,Italy,United Kingdom,2015-12-01
201512,180289,Jordan,United Kingdom,2015-12-01
201512,330344,Morocco,United Kingdom,2015-12-01
201512,1693362,Netherlands,United Kingdom,2015-12-01
201512,78429,Poland,United Kingdom,2015-12-01
201512,12776431,Spain,United Kingdom,2015-12-01
201512,53325,Turkey,United Kingdom,2015-12-01
201512,9435,Egypt,United Kingdom,2015-12-01
201405,3930,Honduras,Guatemala,2014-05-01
201405,116816,Belgium,Luxembourg,2014-05-01
201405,10340,France,Luxembourg,2014-05-01
201405,15090,Germany,Luxembourg,2014-05-01
201405,35,Indonesia,Luxembourg,2014-05-01
201405,778,Italy,Luxembourg,2014-05-01
201405,46,Morocco,Luxembourg,2014-05-01
201405,404,Portugal,Luxembourg,2014-05-01
201405,30478,Spain,Luxembourg,2014-05-01
201405,223,Egypt,Luxembourg,2014-05-01
201509,301943,Austria,Italy,2015-09-01
201509,84,Belgium,Italy,2015-09-01
201509,441,France,Italy,2015-09-01
201509,53434,Germany,Italy,2015-09-01
201509,311641,Netherlands,Italy,2015-09-01
201509,3404,Poland,Italy,2015-09-01
201509,1590,Romania,Italy,2015-09-01
201509,122,Slovenia,Italy,2015-09-01
201509,310155,Spain,Italy,2015-09-01
201405,1527,Netherlands,Luxembourg,2014-05-01
201405,7579,Italy,Malta,2014-05-01
201405,313,Netherlands,Malta,2014-05-01
201405,237,Belgium,Romania,2014-05-01
201405,120,Bulgaria,Romania,2014-05-01
201405,48474,France,Romania,2014-05-01
201405,8875,Germany,Romania,2014-05-01
201405,2847,Hungary,Romania,2014-05-01
201405,12810,Italy,Romania,2014-05-01
201405,235,Netherlands,Romania,2014-05-01
201405,1983,Poland,Romania,2014-05-01
201405,12059,Spain,Romania,2014-05-01
201405,13638,TFYR of Macedonia,Romania,2014-05-01
201501,247,Australia,Seychelles,2015-01-01
201501,55,Sri Lanka,Seychelles,2015-01-01
201501,2368,France,Seychelles,2015-01-01
201501,1186,Lebanon,Seychelles,2015-01-01
201501,35,Oman,Seychelles,2015-01-01
201501,2205,Netherlands,Seychelles,2015-01-01
201501,186,New Zealand,Seychelles,2015-01-01
201501,1213,South Africa,Seychelles,2015-01-01
201501,3116,United Arab Emirates,Seychelles,2015-01-01
201501,29322,Greece,Cyprus,2015-01-01
201501,128,Italy,Cyprus,2015-01-01
201501,1215,Spain,Cabo Verde,2015-01-01
201405,6,Poland,Ukraine,2014-05-01
201501,425103,Iran,Azerbaijan,2015-01-01
201405,28,Dominica,Antigua and Barbuda,2014-05-01
201405,246,Mexico,Antigua and Barbuda,2014-05-01
201405,3380,United States of America,Antigua and Barbuda,2014-05-01
201405,95700,Iran,Azerbaijan,2014-05-01
201405,2662,Peru,Chile,2014-05-01
201501,424,Trinidad and Tobago,Barbados,2015-01-01
201501,14,United Kingdom,Barbados,2015-01-01
201501,311,United States of America,Barbados,2015-01-01
201405,38803,Austria,Greece,2014-05-01
201405,497,Bulgaria,Greece,2014-05-01
201405,1695,Germany,Greece,2014-05-01
201405,122,Netherlands,Greece,2014-05-01
201405,23476,Estonia,Latvia,2014-05-01
201405,129145,Lithuania,Latvia,2014-05-01
201405,36870,Netherlands,Latvia,2014-05-01
201405,44577,Poland,Latvia,2014-05-01
201405,225,Spain,Latvia,2014-05-01
201405,28177,Turkey,Switzerland,2014-05-01
201405,757,Belgium,Switzerland,2014-05-01
201405,390,France,Switzerland,2014-05-01
201405,282,Germany,Switzerland,2014-05-01
201405,26240,Italy,Switzerland,2014-05-01
201405,274807,Netherlands,Switzerland,2014-05-01
201405,113,Portugal,Switzerland,2014-05-01
201405,422257,Spain,Switzerland,2014-05-01
201405,16015,TFYR of Macedonia,Switzerland,2014-05-01
201501,2655,Slovakia,Czech Rep.,2015-01-01
201501,1654702,Spain,Czech Rep.,2015-01-01
201501,1725,United Kingdom,Czech Rep.,2015-01-01
201501,24,Austria,Czech Rep.,2015-01-01
201501,4320,Cuba,Czech Rep.,2015-01-01
201501,1229,France,Czech Rep.,2015-01-01
201501,552658,Germany,Czech Rep.,2015-01-01
201501,664913,Greece,Czech Rep.,2015-01-01
201501,75,Hungary,Czech Rep.,2015-01-01
201501,3143,Italy,Czech Rep.,2015-01-01
201501,2948,Morocco,Czech Rep.,2015-01-01
201501,118017,Netherlands,Czech Rep.,2015-01-01
201501,120140,Poland,Czech Rep.,2015-01-01
201501,193707,Poland,Greece,2015-01-01
201501,11953,Romania,Greece,2015-01-01
201501,2173,Spain,Greece,2015-01-01
201501,4724,Guatemala,El Salvador,2015-01-01
201501,69589,Honduras,El Salvador,2015-01-01
201501,6519,Austria,Greece,2015-01-01
201501,179,Bulgaria,Greece,2015-01-01
201501,195945,Czech Rep.,Greece,2015-01-01
201501,831392,Germany,Greece,2015-01-01
201501,560,Iran,Greece,2015-01-01
201501,28,Netherlands,Greece,2015-01-01
201405,13,Netherlands,Niger,2014-05-01
201405,952,India,Qatar,2014-05-01
201405,980,United Kingdom,Qatar,2014-05-01
201405,232,Belgium,Qatar,2014-05-01
201405,617,Chile,Qatar,2014-05-01
201405,765,Costa Rica,Qatar,2014-05-01
201405,623,France,Qatar,2014-05-01
201405,1006,Hungary,Qatar,2014-05-01
201405,823,Iran,Qatar,2014-05-01
201405,2988,Italy,Qatar,2014-05-01
201405,52597,Jordan,Qatar,2014-05-01
201405,242,Lebanon,Qatar,2014-05-01
201405,692,Mexico,Qatar,2014-05-01
201405,1412,Morocco,Qatar,2014-05-01
201405,18967,Oman,Qatar,2014-05-01
201405,1982,Netherlands,Qatar,2014-05-01
201405,764,Peru,Qatar,2014-05-01
201405,191301,Saudi Arabia,Qatar,2014-05-01
201405,18567,United States of America,Bermuda,2014-05-01
201405,169,New Zealand,Fiji,2014-05-01
201405,4450,South Africa,Mozambique,2014-05-01
201405,21864,Germany,Ireland,2014-05-01
201405,12431,Lithuania,Ireland,2014-05-01
201405,741432,Netherlands,Ireland,2014-05-01
201405,22086,Spain,Ireland,2014-05-01
201405,20832,United Kingdom,Ireland,2014-05-01
201405,322,Denmark,Ireland,2014-05-01
201405,10898,France,Ireland,2014-05-01
201405,318,Australia,Indonesia,2014-05-01
201405,263,Rep. of Korea,Indonesia,2014-05-01
201405,53932,China,Kazakhstan,2014-05-01
201405,26744,Iran,Kazakhstan,2014-05-01
201405,1928,Kyrgyzstan,Kazakhstan,2014-05-01
201405,33,Netherlands,Kazakhstan,2014-05-01
201405,2082,Russian Federation,Kazakhstan,2014-05-01
201405,120495,Turkmenistan,Kazakhstan,2014-05-01
201405,1267401,Uzbekistan,Kazakhstan,2014-05-01
201405,45643,Canada,United Kingdom,2014-05-01
201405,2074,Denmark,United Kingdom,2014-05-01
201405,2804,Dominican Rep.,United Kingdom,2014-05-01
201405,39941,France,United Kingdom,2014-05-01
201405,752,Germany,United Kingdom,2014-05-01
201405,46200,Ireland,United Kingdom,2014-05-01
201405,4133,Italy,United Kingdom,2014-05-01
201405,29200,Jordan,United Kingdom,2014-05-01
201405,3988,Kenya,United Kingdom,2014-05-01
201405,2383,Lebanon,United Kingdom,2014-05-01
201405,27631,Lithuania,United Kingdom,2014-05-01
201405,12708524,Netherlands,United Kingdom,2014-05-01
201405,33227,Poland,United Kingdom,2014-05-01
201405,1384393,Spain,United Kingdom,2014-05-01
201405,55231,Turkey,United Kingdom,2014-05-01
201405,14,Hungary,Zambia,2014-05-01
201405,23751,United States of America,Aruba,2014-05-01
201405,13184,Venezuela,Aruba,2014-05-01
201405,2094,Germany,Poland,2014-05-01
201405,15008,Greece,Poland,2014-05-01
201405,568,Italy,Poland,2014-05-01
201405,115668,Netherlands,Poland,2014-05-01
201405,386878,Romania,Poland,2014-05-01
201405,30406,Spain,Poland,2014-05-01
201405,8011,Belgium,Poland,2014-05-01
201405,131,Ecuador,Poland,2014-05-01
201405,742,France,Poland,2014-05-01
201405,3864,Australia,Singapore,2014-05-01
201405,2333,Indonesia,Singapore,2014-05-01
201405,4066,Japan,Singapore,2014-05-01
201405,807857,Malaysia,Singapore,2014-05-01
201405,932,Netherlands,Singapore,2014-05-01
201405,24893,India,Singapore,2014-05-01
201405,58864,Thailand,Singapore,2014-05-01
201405,416,United States of America,Singapore,2014-05-01
201405,8327,Australia,"China, Hong Kong SAR",2014-05-01
201405,261507,China,"China, Hong Kong SAR",2014-05-01
201405,215,France,"China, Hong Kong SAR",2014-05-01
201405,37554,Japan,"China, Hong Kong SAR",2014-05-01
201405,5900,Rep. of Korea,"China, Hong Kong SAR",2014-05-01
201405,1360,Malaysia,"China, Hong Kong SAR",2014-05-01
201405,777,Netherlands,"China, Hong Kong SAR",2014-05-01
201405,601,New Zealand,"China, Hong Kong SAR",2014-05-01
201405,5147,Viet Nam,"China, Hong Kong SAR",2014-05-01
201405,1009,Thailand,"China, Hong Kong SAR",2014-05-01
201405,271,United States of America,"China, Hong Kong SAR",2014-05-01
201405,1884,Australia,Malaysia,2014-05-01
201405,11653,China,Malaysia,2014-05-01
201405,607,Indonesia,Malaysia,2014-05-01
201405,81,Japan,Malaysia,2014-05-01
201405,221,Netherlands,Malaysia,2014-05-01
201405,303,India,Malaysia,2014-05-01
201405,3029,Viet Nam,Malaysia,2014-05-01
201405,270206,Thailand,Malaysia,2014-05-01
201405,225,United States of America,Malaysia,2014-05-01
201405,215,Dominica,Montserrat,2014-05-01
201405,216644,Austria,Italy,2014-05-01
201405,772,Belgium,Italy,2014-05-01
201405,845,Croatia,Italy,2014-05-01
201405,3730,Czech Rep.,Italy,2014-05-01
201405,7785,France,Italy,2014-05-01
201405,139196,Germany,Italy,2014-05-01
201405,39270,Netherlands,Italy,2014-05-01
201405,192,Poland,Italy,2014-05-01
201405,99,Slovenia,Italy,2014-05-01
201405,568117,Spain,Italy,2014-05-01
201405,10,Portugal,Cabo Verde,2014-05-01
201405,1836,Spain,Cabo Verde,2014-05-01
201501,300,Russian Federation,Belarus,2015-01-01
201501,194300,Israel,Belarus,2015-01-01
201501,213200,Morocco,Belarus,2015-01-01
201501,69500,Poland,Belarus,2015-01-01
201501,854700,Serbia,Belarus,2015-01-01
201501,796700,Spain,Belarus,2015-01-01
201501,412000,Tunisia,Belarus,2015-01-01
201501,1167200,Turkey,Belarus,2015-01-01
201501,494200,TFYR of Macedonia,Belarus,2015-01-01
201501,987,Latvia,Estonia,2015-01-01
201501,249,Morocco,Estonia,2015-01-01
201501,39566,Spain,Estonia,2015-01-01
201501,5686,Iran,Georgia,2015-01-01
201501,431895,Turkey,Georgia,2015-01-01
201501,540,Netherlands,Iceland,2015-01-01
201501,178,Spain,Iceland,2015-01-01
201509,39063,Germany,Portugal,2015-09-01
201509,1426,Netherlands,Portugal,2015-09-01
201509,17097,Spain,Portugal,2015-09-01
201509,2222,Austria,Slovakia,2015-09-01
201509,30478,Czech Rep.,Slovakia,2015-09-01
201509,220207,Germany,Slovakia,2015-09-01
201509,15856,Greece,Slovakia,2015-09-01
201509,35700,Hungary,Slovakia,2015-09-01
201509,9584,Italy,Slovakia,2015-09-01
201509,45133,Netherlands,Slovakia,2015-09-01
201509,84003,Poland,Slovakia,2015-09-01
201509,23268,Romania,Slovakia,2015-09-01
201509,14224,Slovakia,Slovakia,2015-09-01
