period,trade_value_usd,origin,destin,period_date
201411,30948,Turkey,France,2014-11-01
201411,4192,United Kingdom,France,2014-11-01
201411,397969,Turkey,Austria,2014-11-01
201411,523861,Germany,Austria,2014-11-01
201411,147107,Greece,Austria,2014-11-01
201411,607636,Italy,Austria,2014-11-01
201411,118010,Netherlands,Austria,2014-11-01
201411,63058,France,Austria,2014-11-01
201411,1172,Hungary,Austria,2014-11-01
201411,1102837,Spain,Austria,2014-11-01
201411,32490,TFYR of Macedonia,Austria,2014-11-01
201411,101485,France,Belgium,2014-11-01
201411,659457,Germany,Belgium,2014-11-01
201411,698,Italy,Belgium,2014-11-01
201411,437,Luxembourg,Belgium,2014-11-01
201411,527191,Netherlands,Belgium,2014-11-01
201411,981696,Spain,Belgium,2014-11-01
201411,9691,Turkey,Belgium,2014-11-01
201512,26423,Turkey,Denmark,2015-12-01
201512,1304,Egypt,Denmark,2015-12-01
201512,36,United Kingdom,Denmark,2015-12-01
201512,196,Austria,Denmark,2015-12-01
201512,236,Belgium,Denmark,2015-12-01
201512,100,Czech Rep.,Denmark,2015-12-01
201512,52,Estonia,Denmark,2015-12-01
201512,14,Finland,Denmark,2015-12-01
201512,4366,France,Denmark,2015-12-01
201512,189944,Germany,Denmark,2015-12-01
201512,2075,Greece,Denmark,2015-12-01
201512,92,Hungary,Denmark,2015-12-01
201512,1485,Italy,Denmark,2015-12-01
201512,10576,Jordan,Denmark,2015-12-01
201512,168,Lithuania,Denmark,2015-12-01
201512,545472,Netherlands,Denmark,2015-12-01
201512,6094,Poland,Denmark,2015-12-01
201512,1169,Portugal,Denmark,2015-12-01
201512,487,Romania,Denmark,2015-12-01
201512,48,Slovakia,Denmark,2015-12-01
201512,2655765,Spain,Denmark,2015-12-01
201512,22850,Sweden,Denmark,2015-12-01
201411,178163,Albania,Bulgaria,2014-11-01
201411,26478,Czech Rep.,Bulgaria,2014-11-01
201411,200849,Greece,Bulgaria,2014-11-01
201411,1260,Netherlands,Bulgaria,2014-11-01
201411,88526,Spain,Bulgaria,2014-11-01
201411,417126,Turkey,Bulgaria,2014-11-01
201411,40846,TFYR of Macedonia,Bulgaria,2014-11-01
201411,39736,Poland,Germany,2014-11-01
201411,37728,Austria,Germany,2014-11-01
201411,255140,Belgium,Germany,2014-11-01
201411,3555,Denmark,Germany,2014-11-01
201411,309780,France,Germany,2014-11-01
201411,726594,Greece,Germany,2014-11-01
201411,45174,Italy,Germany,2014-11-01
201411,28386,Jordan,Germany,2014-11-01
201411,7987468,Netherlands,Germany,2014-11-01
201411,18795,Romania,Germany,2014-11-01
201411,26991341,Spain,Germany,2014-11-01
201411,107421,Turkey,Germany,2014-11-01
201411,14168,TFYR of Macedonia,Germany,2014-11-01
201411,10090,Egypt,Germany,2014-11-01
201411,35616,Austria,Italy,2014-11-01
201411,5609,Croatia,Italy,2014-11-01
201411,8778,France,Italy,2014-11-01
201411,117560,Germany,Italy,2014-11-01
201411,9916,Netherlands,Italy,2014-11-01
201411,282,Slovenia,Italy,2014-11-01
201411,782743,Spain,Italy,2014-11-01
201411,15715,Italy,Malta,2014-11-01
201411,6810,Slovenia,Netherlands,2014-11-01
201411,761,Suriname,Netherlands,2014-11-01
201411,7284,Turkey,Netherlands,2014-11-01
201411,5712,United Kingdom,Netherlands,2014-11-01
201411,1185,Netherlands,Malta,2014-11-01
201411,237,Spain,Malta,2014-11-01
201411,135471,Belgium,Netherlands,2014-11-01
201411,6124,France,Netherlands,2014-11-01
201411,1037857,Germany,Netherlands,2014-11-01
201411,14455,Israel,Netherlands,2014-11-01
201411,9473843,Spain,Netherlands,2014-11-01
201411,30491,Italy,Romania,2014-11-01
201411,28930,Netherlands,Romania,2014-11-01
201411,7127,Poland,Romania,2014-11-01
201411,307196,Spain,Romania,2014-11-01
201411,385756,Turkey,Romania,2014-11-01
201411,47056,TFYR of Macedonia,Romania,2014-11-01
201411,20319,Albania,Romania,2014-11-01
201411,1164,Austria,Romania,2014-11-01
201411,66277,Bulgaria,Romania,2014-11-01
201411,63170,France,Romania,2014-11-01
201411,154,Germany,Romania,2014-11-01
201411,155891,Greece,Romania,2014-11-01
201411,6399,Hungary,Romania,2014-11-01
201411,401885,Spain,Slovakia,2014-11-01
201411,4428,Albania,Slovakia,2014-11-01
201411,33881,Austria,Slovakia,2014-11-01
201411,328,Bulgaria,Slovakia,2014-11-01
201411,14686,Czech Rep.,Slovakia,2014-11-01
201411,230403,Germany,Slovakia,2014-11-01
201411,27100,Greece,Slovakia,2014-11-01
201411,7297,Italy,Slovakia,2014-11-01
201411,31250,Netherlands,Slovakia,2014-11-01
201411,2155,Poland,Slovakia,2014-11-01
201411,13949,Romania,Slovakia,2014-11-01
201512,1842,Latvia,Estonia,2015-12-01
201512,842,Netherlands,Estonia,2015-12-01
201512,239286,Spain,Estonia,2015-12-01
201411,39362,Austria,Slovenia,2014-11-01
201411,13308,Croatia,Slovenia,2014-11-01
201411,5587,France,Slovenia,2014-11-01
201411,10402,Germany,Slovenia,2014-11-01
201411,27763,Israel,Slovenia,2014-11-01
201411,96109,Italy,Slovenia,2014-11-01
201411,6161,Netherlands,Slovenia,2014-11-01
201411,3243,Serbia,Slovenia,2014-11-01
201411,30332,Spain,Slovenia,2014-11-01
201411,14118,TFYR of Macedonia,Slovenia,2014-11-01
201411,70043,Austria,Spain,2014-11-01
201411,16663,Belgium,Spain,2014-11-01
201411,5188,Czech Rep.,Spain,2014-11-01
201411,3567,France,Spain,2014-11-01
201411,18084,Germany,Spain,2014-11-01
201411,3941,Greece,Spain,2014-11-01
201411,48641,Italy,Spain,2014-11-01
201411,75,Lithuania,Spain,2014-11-01
201411,1952604,Morocco,Spain,2014-11-01
201411,5263,Netherlands,Spain,2014-11-01
201411,20292,Poland,Spain,2014-11-01
201411,711,Portugal,Spain,2014-11-01
201411,1235,Romania,Spain,2014-11-01
201411,77464,United Kingdom,Spain,2014-11-01
201411,103587,Albania,Serbia,2014-11-01
201411,16652,Greece,Serbia,2014-11-01
201411,7634,Italy,Serbia,2014-11-01
201411,36814,Spain,Serbia,2014-11-01
201411,27127,TFYR of Macedonia,Serbia,2014-11-01
201411,8857,Afghanistan,Pakistan,2014-11-01
201411,31,Japan,Pakistan,2014-11-01
201411,392,United States of America,Panama,2014-11-01
201411,4530,South Africa,Mozambique,2014-11-01
201411,71551,Denmark,Sweden,2014-11-01
201411,319820,Germany,Sweden,2014-11-01
201411,30240,Italy,Sweden,2014-11-01
201411,49141,Jordan,Sweden,2014-11-01
201411,607644,Netherlands,Sweden,2014-11-01
201411,4088266,Spain,Sweden,2014-11-01
201411,15525,Turkey,Sweden,2014-11-01
201512,427,Bulgaria,Greece,2015-12-01
201512,4647,TFYR of Macedonia,Greece,2015-12-01
201512,3029,Netherlands,Greece,2015-12-01
201411,367,Australia,Fiji,2014-11-01
201411,314,New Zealand,Fiji,2014-11-01
201411,1729,Azerbaijan,Kazakhstan,2014-11-01
201411,472,Belarus,Kazakhstan,2014-11-01
201411,36008,China,Kazakhstan,2014-11-01
201411,6215,Iran,Kazakhstan,2014-11-01
201411,3525,Kyrgyzstan,Kazakhstan,2014-11-01
201411,46,Netherlands,Kazakhstan,2014-11-01
201411,4282,Russian Federation,Kazakhstan,2014-11-01
201411,407983,Uzbekistan,Kazakhstan,2014-11-01
201411,136,Japan,Thailand,2014-11-01
201411,16530,Belgium,United Kingdom,2014-11-01
201411,81215,France,United Kingdom,2014-11-01
201411,1144380,Germany,United Kingdom,2014-11-01
201411,14803,Ireland,United Kingdom,2014-11-01
201411,1907,Italy,United Kingdom,2014-11-01
201411,132571,Jordan,United Kingdom,2014-11-01
201411,46139,Morocco,United Kingdom,2014-11-01
201411,2647628,Netherlands,United Kingdom,2014-11-01
201411,10886,Poland,United Kingdom,2014-11-01
201411,9998855,Spain,United Kingdom,2014-11-01
201411,68171,Turkey,United Kingdom,2014-11-01
201411,8965,Australia,"China, Hong Kong SAR",2014-11-01
201411,206,South Africa,Zambia,2014-11-01
201411,250,New Zealand,Samoa,2014-11-01
201411,202303,China,"China, Hong Kong SAR",2014-11-01
201411,25706,Japan,"China, Hong Kong SAR",2014-11-01
201411,988,Malaysia,"China, Hong Kong SAR",2014-11-01
201411,322,United States of America,"China, Hong Kong SAR",2014-11-01
201411,189,Romania,Rep. of Moldova,2014-11-01
201411,278991,Turkey,Rep. of Moldova,2014-11-01
201411,30846,United States of America,Aruba,2014-11-01
201411,4458,Venezuela,Aruba,2014-11-01
201411,5850,Australia,Singapore,2014-11-01
201411,27,Germany,Singapore,2014-11-01
201411,3692,Japan,Singapore,2014-11-01
201411,859193,Malaysia,Singapore,2014-11-01
201411,1314,Netherlands,Singapore,2014-11-01
201411,24457,India,Singapore,2014-11-01
201411,259,Viet Nam,Singapore,2014-11-01
201411,57722,Thailand,Singapore,2014-11-01
201411,57,Turkey,Singapore,2014-11-01
201411,580,United States of America,Singapore,2014-11-01
201411,15,France,"China, Hong Kong SAR",2014-11-01
201411,2049,Rep. of Korea,"China, Hong Kong SAR",2014-11-01
201411,1979,Netherlands,"China, Hong Kong SAR",2014-11-01
201411,710,New Zealand,"China, Hong Kong SAR",2014-11-01
201411,832,Thailand,"China, Hong Kong SAR",2014-11-01
201512,24165,Estonia,Latvia,2015-12-01
201512,206,Germany,Latvia,2015-12-01
201512,23083,Lithuania,Latvia,2015-12-01
201512,36630,Netherlands,Latvia,2015-12-01
201512,687,Poland,Latvia,2015-12-01
201512,461549,Spain,Latvia,2015-12-01
201512,31048,Turkey,Latvia,2015-12-01
201411,1075,China,Malaysia,2014-11-01
201411,2813,Australia,Malaysia,2014-11-01
201411,1694,Bangladesh,Malaysia,2014-11-01
201512,41498,Albania,TFYR of Macedonia,2015-12-01
201512,105706,Greece,TFYR of Macedonia,2015-12-01
201512,14054,Turkey,TFYR of Macedonia,2015-12-01
201411,69,Rep. of Korea,Malaysia,2014-11-01
201411,85,Malaysia,Malaysia,2014-11-01
201411,551,Netherlands,Malaysia,2014-11-01
201411,1143,India,Malaysia,2014-11-01
201411,424,Singapore,Malaysia,2014-11-01
201411,199372,Thailand,Malaysia,2014-11-01
201411,261,United States of America,Malaysia,2014-11-01
201411,11736,Greece,Cyprus,2014-11-01
201411,131,Italy,Cyprus,2014-11-01
201411,205,Dominica,Montserrat,2014-11-01
201411,42,United States of America,Montserrat,2014-11-01
201411,5929,United States of America,Japan,2014-11-01
201411,808,Belgium,Italy,2014-11-01
201411,43,Uganda,Rwanda,2014-11-01
201411,27,Portugal,Cabo Verde,2014-11-01
201411,1141,Spain,Cabo Verde,2014-11-01
201511,77282,Iran,Azerbaijan,2015-11-01
201511,18990,Guatemala,El Salvador,2015-11-01
201511,4215,Honduras,El Salvador,2015-11-01
201511,528,Brazil,Paraguay,2015-11-01
201511,56970,Germany,Greece,2015-11-01
201511,231,Austria,Denmark,2015-11-01
201511,278,Belgium,Denmark,2015-11-01
201511,118,Czech Rep.,Denmark,2015-11-01
201511,67,Estonia,Denmark,2015-11-01
201511,16,Finland,Denmark,2015-11-01
201511,1785,France,Denmark,2015-11-01
201511,213058,Germany,Denmark,2015-11-01
201511,2294,Greece,Denmark,2015-11-01
201511,51,Hungary,Denmark,2015-11-01
201511,1420,Italy,Denmark,2015-11-01
201511,7536,Jordan,Denmark,2015-11-01
201511,11,Latvia,Denmark,2015-11-01
201511,194,Lithuania,Denmark,2015-11-01
201511,477430,Netherlands,Denmark,2015-11-01
201511,7613,Poland,Denmark,2015-11-01
201511,1200,Portugal,Denmark,2015-11-01
201511,558,Romania,Denmark,2015-11-01
201511,74,Slovakia,Denmark,2015-11-01
201511,1982941,Spain,Denmark,2015-11-01
201511,23742,Sweden,Denmark,2015-11-01
201511,20234,Turkey,Denmark,2015-11-01
201511,133,United Kingdom,Denmark,2015-11-01
201511,36135,Albania,Greece,2015-11-01
201511,14394,TFYR of Macedonia,Greece,2015-11-01
201511,20,Netherlands,Greece,2015-11-01
201511,674,Netherlands,Iceland,2015-11-01
201511,157,Poland,Iceland,2015-11-01
201511,89,Spain,Iceland,2015-11-01
201511,136894,Spain,Portugal,2015-11-01
201511,57962,Germany,Portugal,2015-11-01
201511,242,United Kingdom,Portugal,2015-11-01
201511,53189,Austria,Slovenia,2015-11-01
201511,2021,Croatia,Slovenia,2015-11-01
201511,636,Estonia,Slovenia,2015-11-01
201511,65,Germany,Slovenia,2015-11-01
201511,48658,Italy,Slovenia,2015-11-01
201511,73,Netherlands,Slovenia,2015-11-01
201511,14,India,Slovenia,2015-11-01
201511,48031,Spain,Slovenia,2015-11-01
201511,22,Thailand,Slovenia,2015-11-01
201509,3018,Armenia,Georgia,2015-09-01
201511,1065,Belgium,Czech Rep.,2015-11-01
201511,54,France,Czech Rep.,2015-11-01
201511,594793,Germany,Czech Rep.,2015-11-01
201511,185853,Greece,Czech Rep.,2015-11-01
201511,272,Israel,Czech Rep.,2015-11-01
201511,178,Italy,Czech Rep.,2015-11-01
201511,1292,Morocco,Czech Rep.,2015-11-01
201511,129546,Netherlands,Czech Rep.,2015-11-01
201511,147345,Poland,Czech Rep.,2015-11-01
201511,20571,Slovakia,Czech Rep.,2015-11-01
201511,2384386,Spain,Czech Rep.,2015-11-01
201511,130,Turkey,Czech Rep.,2015-11-01
201511,384,Finland,Estonia,2015-11-01
201511,174,Latvia,Estonia,2015-11-01
201511,851,Netherlands,Estonia,2015-11-01
201511,47765,Spain,Estonia,2015-11-01
201511,12643,Poland,Latvia,2015-11-01
201511,16932,Estonia,Latvia,2015-11-01
201511,225,Germany,Latvia,2015-11-01
201511,28667,Lithuania,Latvia,2015-11-01
201511,49934,Netherlands,Latvia,2015-11-01
201511,519110,Spain,Latvia,2015-11-01
201511,5880,Turkey,Latvia,2015-11-01
201511,4073,Estonia,Lithuania,2015-11-01
201511,3001,France,Lithuania,2015-11-01
201511,5,Germany,Lithuania,2015-11-01
201511,258455,Netherlands,Lithuania,2015-11-01
201511,762926,Spain,Lithuania,2015-11-01
201511,417,United Kingdom,Lithuania,2015-11-01
201511,14580,Australia,Malaysia,2015-11-01
201511,26641,China,Malaysia,2015-11-01
201511,510,Japan,Malaysia,2015-11-01
201511,1003,Netherlands,Malaysia,2015-11-01
201511,1254,India,Malaysia,2015-11-01
201511,723,Singapore,Malaysia,2015-11-01
201511,289,Viet Nam,Malaysia,2015-11-01
201511,224847,Thailand,Malaysia,2015-11-01
201511,138900,Egypt,Belarus,2015-11-01
201511,66283,Latvia,Lithuania,2015-11-01
201511,33125,Poland,Lithuania,2015-11-01
201511,339,Portugal,Lithuania,2015-11-01
201511,36300,Brazil,Belarus,2015-11-01
201511,194800,China,Belarus,2015-11-01
201511,1800,Iran,Belarus,2015-11-01
201511,50600,Israel,Belarus,2015-11-01
201511,24100,Kenya,Belarus,2015-11-01
201511,117500,Morocco,Belarus,2015-11-01
201511,4500,Netherlands,Belarus,2015-11-01
201511,200,Russian Federation,Belarus,2015-11-01
201511,15400,Serbia,Belarus,2015-11-01
201511,79800,Viet Nam,Belarus,2015-11-01
201511,87000,Spain,Belarus,2015-11-01
201511,1160600,Turkey,Belarus,2015-11-01
201511,200,Ukraine,Belarus,2015-11-01
201511,196500,TFYR of Macedonia,Belarus,2015-11-01
201511,369,Ecuador,Norway,2015-11-01
201511,116933,Netherlands,Norway,2015-11-01
201511,2307088,Spain,Norway,2015-11-01
201511,3771,Sweden,Norway,2015-11-01
201511,14736,Turkey,Norway,2015-11-01
201512,341120,Iran,Azerbaijan,2015-12-01
201512,468296,Greece,Czech Rep.,2015-12-01
201512,40677,Netherlands,Czech Rep.,2015-12-01
201512,137478,Poland,Czech Rep.,2015-12-01
201512,82,France,Czech Rep.,2015-12-01
201512,398250,Germany,Czech Rep.,2015-12-01
201512,363,Israel,Czech Rep.,2015-12-01
201512,49585,Italy,Czech Rep.,2015-12-01
201512,717,Morocco,Czech Rep.,2015-12-01
201512,5305,Slovakia,Czech Rep.,2015-12-01
201512,2059690,Spain,Czech Rep.,2015-12-01
201512,1572,United Kingdom,Czech Rep.,2015-12-01
201511,151010,Albania,Serbia,2015-11-01
201511,67,Bulgaria,Serbia,2015-11-01
201511,2092,Greece,Serbia,2015-11-01
201511,3559,Italy,Serbia,2015-11-01
201511,1907,Spain,Serbia,2015-11-01
201511,135283,TFYR of Macedonia,Serbia,2015-11-01
201511,889,Guyana,Barbados,2015-11-01
201511,60,Saint Vincent and the Grenadines,Barbados,2015-11-01
201511,57,United Kingdom,Barbados,2015-11-01
201511,296,United States of America,Barbados,2015-11-01
201511,6925,Belgium,Finland,2015-11-01
201511,104,Dominican Rep.,Finland,2015-11-01
201511,265,Estonia,Finland,2015-11-01
201511,313287,Netherlands,Finland,2015-11-01
201511,32623,Norway,Finland,2015-11-01
201511,870357,Spain,Finland,2015-11-01
201511,9119,Turkey,Finland,2015-11-01
201511,34465,Albania,Montenegro,2015-11-01
201511,3664,Serbia,Montenegro,2015-11-01
201511,229,TFYR of Macedonia,Montenegro,2015-11-01
201511,4922,Costa Rica,Panama,2015-11-01
201511,63645,Albania,TFYR of Macedonia,2015-11-01
201511,1150,Greece,TFYR of Macedonia,2015-11-01
201511,294572,Turkey,Georgia,2015-11-01
201511,22243,Austria,Slovakia,2015-11-01
201511,10671,Czech Rep.,Slovakia,2015-11-01
201511,203899,Germany,Slovakia,2015-11-01
201511,63940,Greece,Slovakia,2015-11-01
201511,1735,Hungary,Slovakia,2015-11-01
201511,13405,Italy,Slovakia,2015-11-01
201511,1655,Morocco,Slovakia,2015-11-01
201511,12521,Netherlands,Slovakia,2015-11-01
201511,6760,Poland,Slovakia,2015-11-01
201511,22903,Slovakia,Slovakia,2015-11-01
201511,331443,Spain,Slovakia,2015-11-01
201509,185,Austria,Denmark,2015-09-01
201509,256,Belgium,Denmark,2015-09-01
201509,62,Czech Rep.,Denmark,2015-09-01
201509,98,Estonia,Denmark,2015-09-01
201509,4,Finland,Denmark,2015-09-01
201509,1244,France,Denmark,2015-09-01
201509,128443,Germany,Denmark,2015-09-01
201509,1534,Greece,Denmark,2015-09-01
201509,45,Hungary,Denmark,2015-09-01
201509,3675,Italy,Denmark,2015-09-01
201509,555,Jordan,Denmark,2015-09-01
201509,177,Lithuania,Denmark,2015-09-01
201509,1242262,Netherlands,Denmark,2015-09-01
201509,5628,Poland,Denmark,2015-09-01
201509,1159,Portugal,Denmark,2015-09-01
201509,417,Romania,Denmark,2015-09-01
201509,72,Slovakia,Denmark,2015-09-01
201509,472448,Spain,Denmark,2015-09-01
201509,24816,Sweden,Denmark,2015-09-01
201509,5688,Turkey,Denmark,2015-09-01
201509,121,United Kingdom,Denmark,2015-09-01
201511,14304,Albania,Hungary,2015-11-01
201511,6292,Austria,Hungary,2015-11-01
201511,3286,Bulgaria,Hungary,2015-11-01
201511,305452,Germany,Hungary,2015-11-01
201511,1349,Serbia,Hungary,2015-11-01
201511,12974,Slovakia,Hungary,2015-11-01
201511,572089,Spain,Hungary,2015-11-01
201511,1715,Turkey,Hungary,2015-11-01
201511,7562,Austria,Italy,2015-11-01
201511,15092,Bulgaria,Italy,2015-11-01
201511,8831,France,Italy,2015-11-01
201511,125223,Germany,Italy,2015-11-01
201511,19712,Greece,Italy,2015-11-01
201511,3737,Netherlands,Italy,2015-11-01
201511,18,Slovenia,Italy,2015-11-01
201511,600328,Spain,Italy,2015-11-01
201511,2022117,Azerbaijan,Russian Federation,2015-11-01
201511,17599,Belize,Russian Federation,2015-11-01
201511,604662,Belarus,Russian Federation,2015-11-01
201511,2944779,China,Russian Federation,2015-11-01
201511,7726081,Iran,Russian Federation,2015-11-01
201511,50582,Kazakhstan,Russian Federation,2015-11-01
201511,10891,Serbia,Russian Federation,2015-11-01
201511,28200,Seychelles,Russian Federation,2015-11-01
201511,28811,Uzbekistan,Russian Federation,2015-11-01
201511,4311,Georgia,Russian Federation,2015-11-01
201511,26199,Morocco,Russian Federation,2015-11-01
201511,7213437,Turkey,Russian Federation,2015-11-01
201511,30312,TFYR of Macedonia,Russian Federation,2015-11-01
201511,16100,United Kingdom,Russian Federation,2015-11-01
201511,1024,Serbia,Bosnia Herzegovina,2015-11-01
201511,702,Spain,Bosnia Herzegovina,2015-11-01
201511,2947,Turkey,Bosnia Herzegovina,2015-11-01
201511,24906,Albania,Bosnia Herzegovina,2015-11-01
201511,1184,Italy,Bosnia Herzegovina,2015-11-01
201511,930,Netherlands,Croatia,2015-11-01
201511,31245,Italy,Croatia,2015-11-01
201511,1599,Slovenia,Croatia,2015-11-01
201511,92339,TFYR of Macedonia,Croatia,2015-11-01
201511,3,United Kingdom,Croatia,2015-11-01
201511,18953,Albania,Croatia,2015-11-01
201511,893,Austria,Croatia,2015-11-01
201511,14830,Germany,Croatia,2015-11-01
201511,55358,Spain,Croatia,2015-11-01
201511,11572,Austria,Germany,2015-11-01
201511,429853,Belgium,Germany,2015-11-01
201511,1227,Chile,Germany,2015-11-01
201511,326,Costa Rica,Germany,2015-11-01
201511,4696,Denmark,Germany,2015-11-01
201511,212078,Greece,Germany,2015-11-01
201511,21858,Hungary,Germany,2015-11-01
201511,673565,Italy,Germany,2015-11-01
201511,27089,Jordan,Germany,2015-11-01
201511,253,Luxembourg,Germany,2015-11-01
201511,136055,Poland,Germany,2015-11-01
201511,20184,Romania,Germany,2015-11-01
201511,29158160,Spain,Germany,2015-11-01
201511,98,Thailand,Germany,2015-11-01
201511,11113,Egypt,Germany,2015-11-01
201511,3261,United States of America,Germany,2015-11-01
201511,5281295,Netherlands,Germany,2015-11-01
201511,91150,Turkey,Germany,2015-11-01
201511,33989,TFYR of Macedonia,Germany,2015-11-01
201509,14917,Guatemala,El Salvador,2015-09-01
201509,8788,Honduras,El Salvador,2015-09-01
201512,683,Austria,Hungary,2015-12-01
201512,4160,Bulgaria,Hungary,2015-12-01
201512,254008,Germany,Hungary,2015-12-01
201512,9168,Slovakia,Hungary,2015-12-01
201512,447672,Spain,Hungary,2015-12-01
201512,6759,Turkey,Hungary,2015-12-01
201511,269,Colombia,Germany,2015-11-01
201511,47769,France,Germany,2015-11-01
201511,40098,Israel,Germany,2015-11-01
201509,10293,Albania,Greece,2015-09-01
201509,6911,Bulgaria,Greece,2015-09-01
201509,79078,Germany,Greece,2015-09-01
201509,11120,TFYR of Macedonia,Greece,2015-09-01
201511,65284,Afghanistan,Pakistan,2015-11-01
201511,628,Dominican Rep.,Switzerland,2015-11-01
201511,6059,France,Switzerland,2015-11-01
201511,807,Germany,Switzerland,2015-11-01
201511,25909,Italy,Switzerland,2015-11-01
201511,4709,Morocco,Switzerland,2015-11-01
201511,31108,Netherlands,Switzerland,2015-11-01
201511,21,Portugal,Switzerland,2015-11-01
201511,2357891,Spain,Switzerland,2015-11-01
201511,100,Thailand,Switzerland,2015-11-01
201511,20807,Turkey,Switzerland,2015-11-01
201511,45060,TFYR of Macedonia,Switzerland,2015-11-01
201511,6821,Israel,Belgium,2015-11-01
201512,269,Belarus,Lithuania,2015-12-01
201512,6753,Estonia,Lithuania,2015-12-01
201512,1835,France,Lithuania,2015-12-01
201511,757,United States of America,Antigua and Barbuda,2015-11-01
201511,1515,Belgium,Austria,2015-11-01
201511,127,Czech Rep.,Austria,2015-11-01
201511,11833,France,Austria,2015-11-01
201511,381706,Germany,Austria,2015-11-01
201511,123607,Greece,Austria,2015-11-01
201511,1094,Hungary,Austria,2015-11-01
201511,749125,Italy,Austria,2015-11-01
201511,159089,Netherlands,Austria,2015-11-01
201511,1571987,Spain,Austria,2015-11-01
201511,400155,Turkey,Austria,2015-11-01
201511,42408,TFYR of Macedonia,Austria,2015-11-01
201512,136705,Greece,Lithuania,2015-12-01
201512,1967,Ireland,Lithuania,2015-12-01
201512,3420,Italy,Lithuania,2015-12-01
201512,40351,Latvia,Lithuania,2015-12-01
201512,379283,Netherlands,Lithuania,2015-12-01
201512,10505,Poland,Lithuania,2015-12-01
201512,14959,Portugal,Lithuania,2015-12-01
201512,916961,Spain,Lithuania,2015-12-01
201512,37807,Turkey,Lithuania,2015-12-01
201511,718292,Germany,Belgium,2015-11-01
201511,980886,Netherlands,Belgium,2015-11-01
201511,932,Romania,Belgium,2015-11-01
201511,9918,Turkey,Belgium,2015-11-01
201511,108,United Kingdom,Belgium,2015-11-01
201511,3811,Morocco,Belgium,2015-11-01
201511,1049860,Spain,Belgium,2015-11-01
201511,764,Tunisia,France,2015-11-01
201511,284101,Albania,Bulgaria,2015-11-01
201511,278774,Greece,Bulgaria,2015-11-01
201511,5269,Spain,Bulgaria,2015-11-01
201511,387214,Turkey,Bulgaria,2015-11-01
201511,23079,TFYR of Macedonia,Bulgaria,2015-11-01
201511,1830,Germany,Cyprus,2015-11-01
201511,14106,Greece,Cyprus,2015-11-01
201511,1575,United Kingdom,Cyprus,2015-11-01
201511,69,Bangladesh,France,2015-11-01
201511,32212,Belgium,France,2015-11-01
201511,51218,France,France,2015-11-01
201511,393287,Germany,France,2015-11-01
201511,135,Hungary,France,2015-11-01
201511,7101,Italy,France,2015-11-01
201511,53084,Jordan,France,2015-11-01
201511,630,Lebanon,France,2015-11-01
201511,207819,Morocco,France,2015-11-01
201511,250205,Netherlands,France,2015-11-01
201511,761,Portugal,France,2015-11-01
201511,6172246,Spain,France,2015-11-01
201511,28040,Turkey,France,2015-11-01
201511,15064,TFYR of Macedonia,France,2015-11-01
201511,2438,United Kingdom,France,2015-11-01
201511,56522,Belgium,Luxembourg,2015-11-01
201511,26287,France,Luxembourg,2015-11-01
201511,9205,Germany,Luxembourg,2015-11-01
201511,84,Italy,Luxembourg,2015-11-01
201511,357,Morocco,Luxembourg,2015-11-01
201511,6508,Netherlands,Luxembourg,2015-11-01
201511,34630,Spain,Luxembourg,2015-11-01
201511,291,Egypt,Luxembourg,2015-11-01
201511,409,Portugal,Luxembourg,2015-11-01
201511,8850,France,Netherlands,2015-11-01
201511,11418,Italy,Malta,2015-11-01
201511,1781,Netherlands,Malta,2015-11-01
201511,6561,South Africa,Mozambique,2015-11-01
201511,36774,Ireland,Netherlands,2015-11-01
201511,4894,Morocco,Netherlands,2015-11-01
201511,13395,Turkey,Netherlands,2015-11-01
201511,135735,Belgium,Netherlands,2015-11-01
201511,1178012,Germany,Netherlands,2015-11-01
201511,227,Israel,Netherlands,2015-11-01
201511,202,Japan,Netherlands,2015-11-01
201511,9640600,Spain,Netherlands,2015-11-01
201511,653,Suriname,Netherlands,2015-11-01
201511,3648,United Kingdom,Netherlands,2015-11-01
201511,40522,Albania,Poland,2015-11-01
201511,685,France,Poland,2015-11-01
201511,811041,Germany,Poland,2015-11-01
201511,7373,Greece,Poland,2015-11-01
201511,26125,Netherlands,Poland,2015-11-01
201511,39120,Portugal,Poland,2015-11-01
201511,4752036,Spain,Poland,2015-11-01
201511,43582,Turkey,Poland,2015-11-01
201511,29917,Albania,Romania,2015-11-01
201511,10103,Bulgaria,Romania,2015-11-01
201511,65668,France,Romania,2015-11-01
201511,140132,Germany,Romania,2015-11-01
201511,446045,Greece,Romania,2015-11-01
201511,2826,Hungary,Romania,2015-11-01
201511,14448,Italy,Romania,2015-11-01
201511,33873,Netherlands,Romania,2015-11-01
201511,850,Poland,Romania,2015-11-01
201511,339713,Spain,Romania,2015-11-01
201511,307505,Turkey,Romania,2015-11-01
201511,61809,TFYR of Macedonia,Romania,2015-11-01
201512,50140,Austria,Slovenia,2015-12-01
201512,8,Canada,Slovenia,2015-12-01
201512,3294,Croatia,Slovenia,2015-12-01
201512,91,Germany,Slovenia,2015-12-01
201512,60283,Italy,Slovenia,2015-12-01
201512,143,Netherlands,Slovenia,2015-12-01
201512,109,India,Slovenia,2015-12-01
201512,62027,Spain,Slovenia,2015-12-01
201511,15,Colombia,Spain,2015-11-01
201511,3183,France,Spain,2015-11-01
