period,trade_flow,reporter_code,reporter,partner,partner_code,commodity_code,trade_value_usd
201407,Exports,276,Germany,Austria,40,70700,255007
201407,Exports,276,Germany,Belgium,56,70700,147237
201407,Exports,276,Germany,Croatia,191,70700,122
201407,Exports,276,Germany,Czech Rep.,203,70700,544417
201407,Exports,276,Germany,Denmark,208,70700,47739
201407,Imports,458,Malaysia,Thailand,764,70700,212104
201407,Imports,458,Malaysia,Turkey,792,70700,203
201407,Imports,458,Malaysia,Australia,36,70700,2125
201407,Imports,458,Malaysia,China,156,70700,15302
201407,Imports,458,Malaysia,"China, Hong Kong SAR",344,70700,479
201407,Imports,458,Malaysia,Iran,364,70700,28
201407,Imports,458,Malaysia,Japan,392,70700,57
201407,Imports,458,Malaysia,Netherlands,528,70700,269
201407,Imports,458,Malaysia,Viet Nam,704,70700,612
201407,Imports,470,Malta,World,0,70700,13241
201407,Imports,470,Malta,Italy,381,70700,12754
201407,Imports,470,Malta,Netherlands,528,70700,487
201407,Imports,616,Poland,Italy,381,70700,30
201407,Imports,528,Netherlands,World,0,70700,3500251
201407,Imports,528,Netherlands,Belgium,56,70700,2167919
201407,Imports,528,Netherlands,Cambodia,116,70700,41
201407,Imports,528,Netherlands,Czech Rep.,203,70700,20376
201407,Imports,528,Netherlands,Denmark,208,70700,15421
201407,Imports,528,Netherlands,Germany,276,70700,937576
201407,Imports,528,Netherlands,Japan,392,70700,27
201407,Imports,528,Netherlands,Spain,724,70700,335645
201407,Imports,528,Netherlands,Suriname,740,70700,2559
201407,Imports,528,Netherlands,Sweden,752,70700,3493
201407,Imports,528,Netherlands,United Kingdom,826,70700,17195
201407,Exports,528,Netherlands,Switzerland,757,70700,105889
201407,Exports,528,Netherlands,United Arab Emirates,784,70700,13823
201407,Exports,528,Netherlands,United Kingdom,826,70700,17246249
201407,Exports,528,Netherlands,United States of America,842,70700,135972
201407,Exports,528,Netherlands,World,0,70700,51223588
201407,Exports,528,Netherlands,Austria,40,70700,127023
201407,Exports,528,Netherlands,Belgium,56,70700,1467655
201407,Exports,528,Netherlands,Bulgaria,100,70700,271
201407,Exports,528,Netherlands,Cyprus,196,70700,81
201407,Exports,528,Netherlands,Czech Rep.,203,70700,1236205
201407,Exports,528,Netherlands,Denmark,208,70700,444404
201407,Exports,528,Netherlands,Estonia,233,70700,257
201407,Exports,528,Netherlands,Finland,246,70700,57297
201407,Exports,528,Netherlands,France,251,70700,2037647
201407,Exports,528,Netherlands,Germany,276,70700,26818281
201407,Exports,528,Netherlands,Gibraltar,292,70700,3155
201407,Exports,528,Netherlands,Greece,300,70700,27
201407,Exports,528,Netherlands,"China, Hong Kong SAR",344,70700,20593
201407,Exports,528,Netherlands,Hungary,348,70700,27701
201407,Exports,528,Netherlands,Iceland,352,70700,1029
201407,Exports,528,Netherlands,Iraq,368,70700,758
201407,Exports,528,Netherlands,Ireland,372,70700,617175
201407,Exports,528,Netherlands,Italy,381,70700,60519
201407,Exports,528,Netherlands,Kuwait,414,70700,108
201407,Exports,528,Netherlands,Latvia,428,70700,11847
201407,Exports,528,Netherlands,Lithuania,440,70700,12930
201407,Exports,528,Netherlands,Luxembourg,442,70700,3953
201407,Exports,528,Netherlands,Malta,470,70700,2356
201407,Exports,528,Netherlands,Oman,512,70700,95
201407,Exports,528,Netherlands,Nigeria,566,70700,54
201407,Exports,528,Netherlands,Norway,579,70700,168249
201407,Exports,528,Netherlands,Poland,616,70700,487
201407,Exports,528,Netherlands,Portugal,620,70700,3899
201407,Exports,528,Netherlands,Qatar,634,70700,1151
201407,Exports,528,Netherlands,Saudi Arabia,682,70700,650
201407,Exports,528,Netherlands,Slovakia,703,70700,35486
201407,Exports,528,Netherlands,Slovenia,705,70700,690
201407,Exports,528,Netherlands,Spain,724,70700,14785
201407,Exports,528,Netherlands,Sweden,752,70700,544836
201407,Imports,616,Poland,World,0,70700,2062462
201407,Imports,616,Poland,Austria,40,70700,83156
201407,Imports,616,Poland,Czech Rep.,203,70700,213855
201407,Imports,616,Poland,Ecuador,218,70700,109
201407,Imports,616,Poland,Hungary,348,70700,882198
201407,Imports,616,Poland,Netherlands,528,70700,1716
201407,Imports,616,Poland,Romania,642,70700,123918
201407,Imports,616,Poland,Serbia,688,70700,43073
201407,Imports,616,Poland,Spain,724,70700,244
201407,Imports,616,Poland,TFYR of Macedonia,807,70700,62297
201407,Imports,757,Switzerland,World,0,70700,811726
201407,Exports,616,Poland,World,0,70700,1232887
201407,Exports,616,Poland,Belgium,56,70700,41
201407,Exports,616,Poland,Belarus,112,70700,205552
201407,Exports,616,Poland,Czech Rep.,203,70700,173672
201407,Exports,616,Poland,France,251,70700,8
201407,Exports,616,Poland,Germany,276,70700,584347
201407,Exports,616,Poland,Greece,300,70700,129
201407,Exports,616,Poland,Ireland,372,70700,5995
201407,Exports,616,Poland,Italy,381,70700,45
201407,Exports,616,Poland,Latvia,428,70700,75962
201407,Exports,616,Poland,Lithuania,440,70700,16515
201407,Exports,616,Poland,Netherlands,528,70700,2380
201407,Exports,616,Poland,Norway,579,70700,239
201407,Exports,616,Poland,Russian Federation,643,70700,38904
201407,Exports,616,Poland,Slovakia,703,70700,29548
201407,Exports,616,Poland,Sweden,752,70700,554
201407,Exports,616,Poland,Switzerland,757,70700,24167
201407,Exports,616,Poland,Ukraine,804,70700,24
201407,Exports,616,Poland,United Kingdom,826,70700,74805
201407,Imports,703,Slovakia,World,0,70700,1463642
201407,Imports,703,Slovakia,Austria,40,70700,4022
201407,Imports,703,Slovakia,Czech Rep.,203,70700,93743
201407,Imports,703,Slovakia,Georgia,268,70700,219011
201407,Imports,703,Slovakia,Germany,276,70700,419959
201407,Imports,703,Slovakia,Greece,300,70700,2914
201407,Imports,703,Slovakia,Hungary,348,70700,292182
201407,Imports,703,Slovakia,Italy,381,70700,368
201407,Imports,703,Slovakia,Netherlands,528,70700,123160
201407,Imports,703,Slovakia,"Other Europe, nes",568,70700,47441
201407,Imports,703,Slovakia,Poland,616,70700,52484
201407,Imports,703,Slovakia,Romania,642,70700,4112
201407,Imports,703,Slovakia,Slovakia,703,70700,31448
201407,Imports,703,Slovakia,Spain,724,70700,172690
201407,Imports,703,Slovakia,Sweden,752,70700,107
201407,Exports,703,Slovakia,World,0,70700,6709
201407,Exports,703,Slovakia,Austria,40,70700,264
201407,Exports,703,Slovakia,Czech Rep.,203,70700,6269
201407,Exports,703,Slovakia,Malta,470,70700,176
201407,Imports,724,Spain,World,0,70700,360435
201407,Imports,724,Spain,Belgium,56,70700,74857
201407,Imports,724,Spain,Czech Rep.,203,70700,2288
201407,Imports,724,Spain,Ecuador,218,70700,230
201407,Imports,724,Spain,France,251,70700,1625
201407,Imports,724,Spain,Germany,276,70700,142931
201407,Imports,724,Spain,Greece,300,70700,60871
201407,Imports,724,Spain,Italy,381,70700,24262
201407,Imports,724,Spain,Lithuania,440,70700,352
201407,Imports,724,Spain,Netherlands,528,70700,37801
201407,Imports,724,Spain,Poland,616,70700,4969
201407,Imports,724,Spain,Portugal,620,70700,3859
201407,Imports,724,Spain,Romania,642,70700,2640
201407,Imports,724,Spain,Slovenia,705,70700,1449
201407,Imports,724,Spain,United Kingdom,826,70700,2302
201501,Imports,642,Romania,World,0,70700,1492762
201407,Imports,70,Bosnia Herzegovina,World,0,70700,47952
201407,Imports,70,Bosnia Herzegovina,Italy,381,70700,3323
201407,Imports,70,Bosnia Herzegovina,Netherlands,528,70700,8
201407,Imports,70,Bosnia Herzegovina,Serbia,688,70700,39344
201407,Imports,70,Bosnia Herzegovina,Spain,724,70700,38
201407,Imports,70,Bosnia Herzegovina,TFYR of Macedonia,807,70700,5239
201407,Exports,70,Bosnia Herzegovina,World,0,70700,1062191
201407,Exports,70,Bosnia Herzegovina,Croatia,191,70700,129064
201407,Exports,70,Bosnia Herzegovina,Germany,276,70700,933127
201407,Exports,31,Azerbaijan,World,0,70700,13038
201407,Exports,31,Azerbaijan,Russian Federation,643,70700,13038
201407,Imports,616,Poland,Germany,276,70700,651866
201407,Imports,642,Romania,World,0,70700,213608
201407,Imports,642,Romania,Belgium,56,70700,67
201407,Imports,642,Romania,Bulgaria,100,70700,31763
201407,Imports,642,Romania,France,251,70700,123
201407,Imports,642,Romania,Germany,276,70700,259
201407,Imports,642,Romania,Hungary,348,70700,76217
201407,Imports,642,Romania,Italy,381,70700,2749
201407,Imports,642,Romania,Poland,616,70700,221
201407,Imports,642,Romania,Spain,724,70700,6011
201407,Imports,642,Romania,TFYR of Macedonia,807,70700,96199
201407,Exports,642,Romania,World,0,70700,2356508
201407,Exports,642,Romania,Belgium,56,70700,853
201407,Exports,642,Romania,Bulgaria,100,70700,32621
201407,Exports,642,Romania,Czech Rep.,203,70700,758518
201407,Exports,642,Romania,Germany,276,70700,982042
201407,Exports,642,Romania,Greece,300,70700,9751
201407,Exports,642,Romania,Hungary,348,70700,518514
201407,Exports,642,Romania,Italy,381,70700,1186
201407,Exports,642,Romania,Rep. of Moldova,498,70700,263
201407,Exports,642,Romania,Netherlands,528,70700,30032
201407,Exports,642,Romania,Poland,616,70700,21057
201407,Exports,642,Romania,Spain,724,70700,17
201407,Exports,642,Romania,United Kingdom,826,70700,1655
201407,Exports,724,Spain,World,0,70700,5931653
201407,Exports,724,Spain,Andorra,20,70700,785
201407,Exports,724,Spain,Austria,40,70700,183508
201407,Exports,724,Spain,Belgium,56,70700,22475
201407,Exports,724,Spain,Canada,124,70700,3290
201407,Exports,724,Spain,Croatia,191,70700,15786
201407,Exports,724,Spain,Czech Rep.,203,70700,91713
201407,Exports,724,Spain,Denmark,208,70700,75358
201407,Exports,724,Spain,France,251,70700,734274
201407,Exports,724,Spain,Germany,276,70700,3676191
201407,Exports,724,Spain,Gibraltar,292,70700,4468
201407,Exports,724,Spain,Hungary,348,70700,63322
201407,Exports,724,Spain,Ireland,372,70700,19848
201407,Exports,724,Spain,Italy,381,70700,68318
201407,Exports,724,Spain,Netherlands,528,70700,313820
201407,Exports,724,Spain,"Other Africa, nes",577,70700,149
201407,Exports,724,Spain,Poland,616,70700,197101
201407,Exports,724,Spain,Portugal,620,70700,29366
201407,Exports,724,Spain,Romania,642,70700,8746
201407,Exports,724,Spain,Russian Federation,643,70700,18386
201407,Exports,724,Spain,Slovakia,703,70700,7298
201407,Exports,724,Spain,Slovenia,705,70700,2613
201407,Exports,724,Spain,Sweden,752,70700,4197
201407,Exports,724,Spain,United Kingdom,826,70700,208311
201407,Exports,724,Spain,United States of America,842,70700,182330
201501,Imports,642,Romania,Bulgaria,100,70700,4424
201501,Imports,642,Romania,France,251,70700,108287
201501,Imports,642,Romania,Germany,276,70700,206232
201501,Imports,642,Romania,Greece,300,70700,728508
201501,Imports,642,Romania,Hungary,348,70700,13621
201501,Imports,642,Romania,Italy,381,70700,36667
201501,Imports,642,Romania,Netherlands,528,70700,10125
201501,Imports,642,Romania,Poland,616,70700,5960
201501,Imports,642,Romania,Spain,724,70700,156205
201501,Imports,642,Romania,Turkey,792,70700,222732
201501,Exports,642,Romania,World,0,70700,290
201501,Exports,642,Romania,Greece,300,70700,129
201501,Exports,642,Romania,Rep. of Moldova,498,70700,161
201407,Imports,442,Luxembourg,World,0,70700,186804
201407,Exports,818,Egypt,World,0,70700,11956
201407,Exports,818,Egypt,Bahrain,48,70700,51
201407,Exports,818,Egypt,Germany,276,70700,1226
201407,Exports,818,Egypt,Ghana,288,70700,65
201407,Exports,818,Egypt,Kuwait,414,70700,50
201407,Exports,818,Egypt,Oman,512,70700,300
201407,Exports,818,Egypt,Saudi Arabia,682,70700,268
201407,Exports,818,Egypt,Seychelles,690,70700,130
201407,Exports,818,Egypt,United Arab Emirates,784,70700,9866
201407,Re-imports,703,Slovakia,World,0,70700,31448
201407,Re-imports,703,Slovakia,Slovakia,703,70700,31448
201407,Imports,757,Switzerland,Austria,40,70700,347800
201407,Imports,757,Switzerland,Belgium,56,70700,290
201407,Imports,757,Switzerland,France,251,70700,141752
201407,Imports,757,Switzerland,Germany,276,70700,127974
201407,Imports,757,Switzerland,Italy,381,70700,6921
201407,Imports,757,Switzerland,Netherlands,528,70700,105560
201407,Imports,757,Switzerland,Poland,616,70700,30771
201407,Imports,757,Switzerland,Portugal,620,70700,243
201407,Imports,757,Switzerland,Spain,724,70700,19666
201407,Imports,757,Switzerland,Turkey,792,70700,11577
201407,Imports,757,Switzerland,TFYR of Macedonia,807,70700,19171
201501,Imports,724,Spain,World,0,70700,2219785
201509,Exports,276,Germany,World,0,70700,1345723
201509,Exports,276,Germany,Austria,40,70700,200250
201509,Exports,276,Germany,Belgium,56,70700,110785
201509,Exports,276,Germany,Czech Rep.,203,70700,134573
201509,Exports,276,Germany,Denmark,208,70700,61312
201509,Exports,276,Germany,Estonia,233,70700,28311
201509,Exports,276,Germany,Finland,246,70700,193237
201509,Exports,276,Germany,France,251,70700,91014
201509,Exports,276,Germany,Hungary,348,70700,29949
201509,Exports,276,Germany,Italy,381,70700,1246
201509,Exports,276,Germany,Latvia,428,70700,11
201509,Exports,276,Germany,Luxembourg,442,70700,3748
201509,Exports,276,Germany,Netherlands,528,70700,212672
201509,Exports,276,Germany,Norway,579,70700,325
201509,Exports,276,Germany,Poland,616,70700,145907
201509,Exports,276,Germany,Romania,642,70700,135
201509,Exports,276,Germany,Slovenia,705,70700,202
201509,Exports,276,Germany,Spain,724,70700,999
201509,Exports,276,Germany,Sweden,752,70700,108462
201509,Exports,276,Germany,Switzerland,757,70700,21600
201509,Exports,276,Germany,Bunkers,837,70700,987
201501,Imports,724,Spain,Algeria,12,70700,4184
201501,Imports,724,Spain,Belgium,56,70700,9262
201501,Imports,724,Spain,Czech Rep.,203,70700,4044
201501,Imports,724,Spain,Ecuador,218,70700,221
201501,Imports,724,Spain,France,251,70700,371581
201501,Imports,724,Spain,Germany,276,70700,5229
201501,Imports,724,Spain,Greece,300,70700,46449
201501,Imports,724,Spain,Italy,381,70700,52748
201501,Imports,724,Spain,Lithuania,440,70700,35
201501,Imports,724,Spain,Morocco,504,70700,1710855
201501,Imports,724,Spain,Netherlands,528,70700,9901
201501,Imports,724,Spain,Poland,616,70700,3788
201501,Imports,724,Spain,Portugal,620,70700,244
201501,Imports,724,Spain,Romania,642,70700,70
201501,Imports,724,Spain,Slovenia,705,70700,1174
201407,Exports,231,Ethiopia,World,0,70700,3019
201407,Exports,757,Switzerland,World,0,70700,805
201407,Exports,757,Switzerland,France,251,70700,805
201407,Exports,376,Israel,World,0,70700,1000
201407,Exports,376,Israel,"China, Hong Kong SAR",344,70700,1000
201407,Imports,702,Singapore,India,699,70700,25566
201407,Imports,702,Singapore,Thailand,764,70700,71697
201407,Imports,702,Singapore,United States of America,842,70700,117
201407,Exports,320,Guatemala,World,0,70700,11057
201407,Exports,320,Guatemala,El Salvador,222,70700,5890
201407,Exports,320,Guatemala,Honduras,340,70700,4121
201407,Exports,320,Guatemala,Nicaragua,558,70700,1046
201407,Imports,702,Singapore,World,0,70700,918804
201407,Imports,702,Singapore,Australia,36,70700,5837
201407,Imports,702,Singapore,Austria,40,70700,38
201407,Imports,702,Singapore,Indonesia,360,70700,296
201407,Imports,702,Singapore,Japan,392,70700,5677
201407,Imports,702,Singapore,Rep. of Korea,410,70700,125
201407,Imports,702,Singapore,Malaysia,458,70700,808433
201407,Imports,702,Singapore,Netherlands,528,70700,1019
201407,Exports,231,Ethiopia,Djibouti,262,70700,2663
201407,Exports,231,Ethiopia,United Arab Emirates,784,70700,356
201407,Imports,231,Ethiopia,World,0,70700,292
201407,Imports,231,Ethiopia,China,156,70700,292
201407,Exports,643,Russian Federation,Georgia,268,70700,330
201407,Exports,643,Russian Federation,World,0,70700,1850
201407,Exports,643,Russian Federation,Kazakhstan,398,70700,540
201407,Exports,643,Russian Federation,Mongolia,496,70700,950
201407,Exports,643,Russian Federation,Marshall Isds,584,70700,30
201407,Imports,28,Antigua and Barbuda,World,0,70700,2026
201407,Imports,28,Antigua and Barbuda,Dominica,212,70700,85
201407,Imports,28,Antigua and Barbuda,United States of America,842,70700,1940
201407,Imports,634,Qatar,Saudi Arabia,682,70700,185418
201407,Imports,634,Qatar,World,0,70700,290166
201407,Imports,634,Qatar,Jordan,400,70700,80684
201407,Imports,634,Qatar,Kenya,404,70700,1282
201407,Imports,634,Qatar,Oman,512,70700,17290
201407,Imports,634,Qatar,India,699,70700,3035
201407,Imports,634,Qatar,South Africa,710,70700,2456
201407,Imports,60,Bermuda,United States of America,842,70700,5102
201407,Imports,60,Bermuda,World,0,70700,5102
201501,Exports,724,Spain,Canada,124,70700,684384
201407,Imports,442,Luxembourg,France,251,70700,10778
201407,Imports,442,Luxembourg,Germany,276,70700,1969
201407,Imports,442,Luxembourg,Luxembourg,442,70700,1064
201407,Imports,442,Luxembourg,Morocco,504,70700,60
201407,Imports,442,Luxembourg,Netherlands,528,70700,10352
201407,Imports,442,Luxembourg,"Other Europe, nes",568,70700,211
201407,Imports,442,Luxembourg,Portugal,620,70700,1269
201407,Imports,442,Luxembourg,Spain,724,70700,30043
201407,Imports,442,Luxembourg,Belgium,56,70700,130567
201407,Imports,442,Luxembourg,Italy,381,70700,491
201501,Exports,724,Spain,World,0,70700,82641777
201501,Exports,724,Spain,Andorra,20,70700,802
201501,Exports,724,Spain,Austria,40,70700,1239670
201501,Exports,724,Spain,Belgium,56,70700,1099405
201501,Exports,724,Spain,Bulgaria,100,70700,115571
201501,Exports,724,Spain,Belarus,112,70700,236894
201501,Exports,724,Spain,Cabo Verde,132,70700,500
201501,Exports,724,Spain,Croatia,191,70700,93293
201501,Exports,724,Spain,Cyprus,196,70700,139173
201501,Exports,724,Spain,Czech Rep.,203,70700,1450092
201501,Exports,724,Spain,Denmark,208,70700,2002612
201501,Exports,724,Spain,Estonia,233,70700,105507
201501,Exports,724,Spain,Finland,246,70700,360693
201501,Exports,724,Spain,France,251,70700,6839051
201501,Exports,724,Spain,Germany,276,70700,26560748
201501,Exports,724,Spain,Gibraltar,292,70700,4707
201501,Exports,724,Spain,Hungary,348,70700,607081
201501,Exports,724,Spain,Ireland,372,70700,196860
201501,Exports,724,Spain,Italy,381,70700,1026134
201501,Exports,724,Spain,Latvia,428,70700,450744
201501,Exports,724,Spain,Lithuania,440,70700,1090166
201501,Exports,724,Spain,Luxembourg,442,70700,11970
201501,Exports,724,Spain,Malta,470,70700,5729
201501,Exports,724,Spain,Netherlands,528,70700,13876380
201501,Exports,724,Spain,Norway,579,70700,885718
201501,Exports,724,Spain,Poland,616,70700,5055832
201501,Exports,724,Spain,Portugal,620,70700,249410
201501,Exports,724,Spain,Romania,642,70700,392476
201501,Exports,724,Spain,Serbia,688,70700,3289
201501,Exports,724,Spain,Slovakia,703,70700,449837
201501,Exports,724,Spain,Slovenia,705,70700,58233
201501,Exports,724,Spain,Sweden,752,70700,3776314
201501,Exports,724,Spain,Switzerland,757,70700,1241774
201501,Exports,724,Spain,United Kingdom,826,70700,12070558
201501,Exports,724,Spain,United States of America,842,70700,260171
201407,Imports,508,Mozambique,World,0,70700,6750
201407,Exports,442,Luxembourg,World,0,70700,24355
201407,Exports,442,Luxembourg,Belgium,56,70700,3792
201407,Exports,442,Luxembourg,France,251,70700,13215
201407,Exports,442,Luxembourg,Germany,276,70700,7348
201407,Re-imports,442,Luxembourg,World,0,70700,1164
201407,Re-imports,442,Luxembourg,France,251,70700,57
201407,Re-imports,442,Luxembourg,Germany,276,70700,43
201407,Re-imports,442,Luxembourg,Luxembourg,442,70700,1064
201407,Exports,702,Singapore,World,0,70700,536
201407,Exports,702,Singapore,Bermuda,60,70700,208
201407,Exports,702,Singapore,Brunei Darussalam,96,70700,196
201407,Exports,702,Singapore,Myanmar,104,70700,37
201407,Exports,702,Singapore,Christmas Isds,162,70700,19
201407,Exports,702,Singapore,Timor-Leste,626,70700,76
201407,Imports,508,Mozambique,Portugal,620,70700,140
201407,Imports,508,Mozambique,South Africa,710,70700,6610
201407,Imports,242,Fiji,World,0,70700,860
201407,Imports,242,Fiji,New Zealand,554,70700,860
201407,Imports,360,Indonesia,World,0,70700,159
201407,Exports,242,Fiji,World,0,70700,150
201407,Exports,242,Fiji,Nauru,520,70700,150
201407,Imports,360,Indonesia,Australia,36,70700,159
201407,Exports,360,Indonesia,World,0,70700,1864
201407,Exports,360,Indonesia,Christmas Isds,162,70700,139
201407,Exports,360,Indonesia,Singapore,702,70700,1725
201509,Exports,528,Netherlands,Hungary,348,70700,67
201509,Imports,528,Netherlands,World,0,70700,4169443
201509,Imports,528,Netherlands,Belgium,56,70700,2065214
201509,Imports,528,Netherlands,Estonia,233,70700,6822
201509,Imports,528,Netherlands,Germany,276,70700,223253
201509,Imports,528,Netherlands,Japan,392,70700,168
201509,Imports,528,Netherlands,Spain,724,70700,1858804
201509,Imports,528,Netherlands,Suriname,740,70700,269
201509,Imports,528,Netherlands,United Kingdom,826,70700,5061
201407,Imports,826,United Kingdom,World,0,70700,17618818
201407,Imports,826,United Kingdom,Belgium,56,70700,879
201407,Imports,826,United Kingdom,Canada,124,70700,32061
201407,Imports,826,United Kingdom,Denmark,208,70700,4070
201407,Imports,826,United Kingdom,France,251,70700,20275
201407,Imports,826,United Kingdom,Germany,276,70700,93785
201407,Imports,894,Zambia,World,0,70700,71
201407,Imports,894,Zambia,South Africa,710,70700,71
201407,Exports,218,Ecuador,World,0,70700,40175
201407,Exports,218,Ecuador,Belgium,56,70700,1294
201407,Exports,218,Ecuador,Germany,276,70700,2104
201407,Exports,218,Ecuador,Netherlands,528,70700,5701
201407,Exports,218,Ecuador,Spain,724,70700,111
201407,Exports,218,Ecuador,United States of America,842,70700,30965
201509,Exports,528,Netherlands,World,0,70700,47577837
201509,Exports,528,Netherlands,Austria,40,70700,184249
201509,Exports,528,Netherlands,Belgium,56,70700,1802777
201509,Exports,528,Netherlands,Belarus,112,70700,3277
201509,Exports,528,Netherlands,Canada,124,70700,48138
201509,Exports,528,Netherlands,Czech Rep.,203,70700,370035
201509,Exports,528,Netherlands,Denmark,208,70700,1236128
201509,Exports,528,Netherlands,Estonia,233,70700,14531
201509,Exports,528,Netherlands,Finland,246,70700,39947
201509,Exports,528,Netherlands,France,251,70700,1087214
201509,Exports,528,Netherlands,Germany,276,70700,28026860
201509,Exports,528,Netherlands,Ghana,288,70700,180
201509,Exports,528,Netherlands,Gibraltar,292,70700,3624
201509,Exports,528,Netherlands,Greece,300,70700,63668
201509,Exports,528,Netherlands,"China, Hong Kong SAR",344,70700,36839
201407,Imports,398,Kazakhstan,World,0,70700,34732
201407,Imports,398,Kazakhstan,Iran,364,70700,578
201407,Imports,398,Kazakhstan,Kyrgyzstan,417,70700,2003
201407,Imports,398,Kazakhstan,Russian Federation,643,70700,1244
201407,Imports,398,Kazakhstan,Uzbekistan,860,70700,30907
201509,Imports,470,Malta,World,0,70700,24439
201509,Imports,470,Malta,Italy,381,70700,19311
201509,Imports,470,Malta,Netherlands,528,70700,3781
201509,Imports,470,Malta,Spain,724,70700,1347
201509,Imports,528,Netherlands,Czech Rep.,203,70700,5812
201509,Imports,528,Netherlands,France,251,70700,4040
201407,Imports,764,Thailand,World,0,70700,319
201407,Imports,764,Thailand,France,251,70700,8
201407,Imports,764,Thailand,Italy,381,70700,265
201407,Imports,764,Thailand,Japan,392,70700,46
201407,Exports,764,Thailand,World,0,70700,8193
201407,Exports,764,Thailand,Myanmar,104,70700,31
201407,Exports,764,Thailand,Lao People's Dem. Rep.,418,70700,295
201407,Exports,764,Thailand,Malaysia,458,70700,1816
201407,Exports,764,Thailand,Singapore,702,70700,6051
201407,Imports,826,United Kingdom,Ireland,372,70700,90072
201407,Imports,826,United Kingdom,Italy,381,70700,3280
201407,Imports,826,United Kingdom,Jordan,400,70700,36307
201407,Imports,826,United Kingdom,Lithuania,440,70700,22984
201407,Imports,826,United Kingdom,Netherlands,528,70700,16860420
201407,Imports,826,United Kingdom,Poland,616,70700,27387
201407,Imports,826,United Kingdom,Spain,724,70700,381837
201407,Imports,826,United Kingdom,Turkey,792,70700,45461
201407,Imports,533,Aruba,World,0,70700,36335
201407,Imports,533,Aruba,United States of America,842,70700,19763
201407,Imports,533,Aruba,Venezuela,862,70700,13788
201407,Imports,533,Aruba,"Areas, nes",899,70700,2784
201509,Exports,528,Netherlands,Iceland,352,70700,3647
201509,Exports,528,Netherlands,Iraq,368,70700,393
201509,Exports,528,Netherlands,Ireland,372,70700,661826
201509,Exports,528,Netherlands,Italy,381,70700,175530
201509,Exports,528,Netherlands,Kuwait,414,70700,269
201509,Exports,528,Netherlands,Latvia,428,70700,23699
201509,Exports,528,Netherlands,Lithuania,440,70700,3849
201509,Exports,528,Netherlands,Luxembourg,442,70700,11277
201509,Exports,528,Netherlands,Malta,470,70700,3198
201509,Exports,528,Netherlands,Nigeria,566,70700,202
201509,Exports,528,Netherlands,Norway,579,70700,706003
201509,Exports,528,Netherlands,Poland,616,70700,180086
201509,Exports,528,Netherlands,Portugal,620,70700,1706
201509,Exports,528,Netherlands,Qatar,634,70700,1347
201509,Exports,528,Netherlands,Romania,642,70700,3680
201509,Exports,528,Netherlands,Saudi Arabia,682,70700,236
201509,Exports,528,Netherlands,Singapore,702,70700,1347
201509,Exports,528,Netherlands,Slovakia,703,70700,59931
201509,Exports,528,Netherlands,Slovenia,705,70700,1762
201509,Exports,528,Netherlands,Spain,724,70700,37377
201509,Exports,528,Netherlands,Sweden,752,70700,1088257
201509,Exports,528,Netherlands,Switzerland,757,70700,594522
201509,Exports,528,Netherlands,United Arab Emirates,784,70700,6598
201509,Exports,528,Netherlands,United Kingdom,826,70700,11007027
201509,Exports,528,Netherlands,United States of America,842,70700,86536
201407,Imports,344,"China, Hong Kong SAR",World,0,70700,559774
201407,Exports,328,Guyana,World,0,70700,969
201407,Exports,328,Guyana,Barbados,52,70700,872
201407,Exports,328,Guyana,United States of America,842,70700,97
201407,Imports,344,"China, Hong Kong SAR",Netherlands,528,70700,5261
201407,Imports,372,Ireland,World,0,70700,675476
201407,Imports,372,Ireland,France,251,70700,10585
201407,Imports,372,Ireland,Germany,276,70700,3718
201407,Imports,372,Ireland,Italy,381,70700,3368
201407,Imports,372,Ireland,Lithuania,440,70700,9850
201407,Imports,372,Ireland,Netherlands,528,70700,611039
201407,Imports,372,Ireland,Nicaragua,558,70700,4570
201407,Imports,372,Ireland,Poland,616,70700,338
201407,Imports,372,Ireland,India,699,70700,755
201407,Imports,372,Ireland,Spain,724,70700,10140
201407,Imports,372,Ireland,United Kingdom,826,70700,20528
201407,Imports,372,Ireland,Denmark,208,70700,584
201407,Imports,344,"China, Hong Kong SAR",China,156,70700,450921
201407,Imports,344,"China, Hong Kong SAR",Australia,36,70700,8035
201407,Imports,344,"China, Hong Kong SAR",France,251,70700,264
201407,Imports,344,"China, Hong Kong SAR",Japan,392,70700,85507
201407,Imports,344,"China, Hong Kong SAR",Rep. of Korea,410,70700,7869
201407,Imports,344,"China, Hong Kong SAR",Malaysia,458,70700,1206
201407,Imports,344,"China, Hong Kong SAR",New Zealand,554,70700,262
201407,Imports,344,"China, Hong Kong SAR",United States of America,842,70700,449
201407,Re-exports,344,"China, Hong Kong SAR","China, Macao SAR",446,70700,868
201407,Re-exports,344,"China, Hong Kong SAR",World,0,70700,2751
201407,Exports,344,"China, Hong Kong SAR",World,0,70700,2751
201407,Exports,344,"China, Hong Kong SAR","China, Macao SAR",446,70700,868
201407,Exports,344,"China, Hong Kong SAR",Singapore,702,70700,1884
201407,Re-exports,344,"China, Hong Kong SAR",Singapore,702,70700,1884
201407,Imports,348,Hungary,World,0,70700,488760
201407,Imports,348,Hungary,Germany,276,70700,136482
201407,Imports,348,Hungary,Netherlands,528,70700,14468
201407,Imports,348,Hungary,Poland,616,70700,116
201407,Imports,348,Hungary,Romania,642,70700,282616
