period,trade_flow,reporter_code,reporter,partner,partner_code,commodity_code,trade_value_usd
201405,Imports,642,Romania,World,0,70700,101278
201405,Imports,642,Romania,Belgium,56,70700,237
201405,Imports,642,Romania,Bulgaria,100,70700,120
201405,Imports,642,Romania,France,251,70700,48474
201405,Imports,642,Romania,Germany,276,70700,8875
201405,Imports,642,Romania,Hungary,348,70700,2847
201405,Imports,642,Romania,Italy,381,70700,12810
201405,Imports,642,Romania,Netherlands,528,70700,235
201405,Imports,642,Romania,Poland,616,70700,1983
201405,Imports,642,Romania,Spain,724,70700,12059
201405,Imports,642,Romania,TFYR of Macedonia,807,70700,13638
201501,Exports,504,Morocco,Spain,724,70700,822342
201501,Exports,504,Morocco,World,0,70700,1145218
201501,Exports,504,Morocco,France,251,70700,113751
201501,Exports,504,Morocco,Germany,276,70700,141997
201501,Exports,504,Morocco,Mali,466,70700,396
201501,Exports,504,Morocco,Mauritania,478,70700,39913
201501,Exports,504,Morocco,Netherlands,528,70700,8333
201501,Exports,504,Morocco,Russian Federation,643,70700,16253
201501,Exports,504,Morocco,Senegal,686,70700,2233
201501,Imports,690,Seychelles,World,0,70700,10611
201501,Imports,690,Seychelles,Australia,36,70700,247
201501,Imports,690,Seychelles,Sri Lanka,144,70700,55
201501,Imports,690,Seychelles,France,251,70700,2368
201501,Imports,690,Seychelles,Lebanon,422,70700,1186
201501,Imports,690,Seychelles,Oman,512,70700,35
201501,Imports,690,Seychelles,Netherlands,528,70700,2205
201501,Imports,690,Seychelles,New Zealand,554,70700,186
201501,Imports,690,Seychelles,South Africa,710,70700,1213
201501,Imports,690,Seychelles,United Arab Emirates,784,70700,3116
201501,Imports,196,Cyprus,World,0,70700,29450
201405,Re-imports,705,Slovenia,World,0,70700,60
201405,Re-imports,705,Slovenia,Slovenia,705,70700,60
201405,Imports,710,South Africa,World,0,70700,29
201405,Imports,710,South Africa,"Other Asia, nes",490,70700,29
201405,Exports,710,South Africa,World,0,70700,125285
201405,Exports,710,South Africa,Angola,24,70700,2828
201405,Exports,710,South Africa,Botswana,72,70700,47407
201405,Exports,710,South Africa,Dem.Rep. of the Congo,180,70700,249
201405,Exports,710,South Africa,Lesotho,426,70700,10357
201405,Exports,710,South Africa,Malawi,454,70700,778
201405,Exports,710,South Africa,Mozambique,508,70700,9185
201405,Exports,710,South Africa,Namibia,516,70700,39473
201405,Exports,710,South Africa,Saint Helena,654,70700,35
201405,Exports,710,South Africa,Zimbabwe,716,70700,5433
201405,Exports,710,South Africa,Swaziland,748,70700,9155
201405,Exports,710,South Africa,United Arab Emirates,784,70700,291
201405,Exports,710,South Africa,Uganda,800,70700,13
201405,Exports,710,South Africa,Zambia,894,70700,13
201405,Exports,710,South Africa,"Areas, nes",899,70700,67
201405,Exports,724,Spain,Lithuania,440,70700,70335
201405,Exports,724,Spain,Netherlands,528,70700,1188980
201405,Exports,724,Spain,"Other Africa, nes",577,70700,122
201405,Exports,724,Spain,Poland,616,70700,218447
201405,Exports,724,Spain,Portugal,620,70700,71205
201405,Exports,724,Spain,Romania,642,70700,42154
201405,Exports,724,Spain,Russian Federation,643,70700,57299
201405,Exports,724,Spain,Slovakia,703,70700,200091
201405,Exports,724,Spain,Slovenia,705,70700,46849
201405,Exports,724,Spain,Sweden,752,70700,8137
201405,Exports,724,Spain,Switzerland,757,70700,107468
201405,Exports,724,Spain,United Kingdom,826,70700,1296216
201405,Exports,724,Spain,United States of America,842,70700,265064
201501,Exports,348,Hungary,World,0,70700,1286
201501,Exports,348,Hungary,Austria,40,70700,1259
201501,Exports,348,Hungary,Romania,642,70700,4
201501,Exports,348,Hungary,Slovakia,703,70700,7
201501,Exports,348,Hungary,Slovenia,705,70700,16
201501,Imports,196,Cyprus,Greece,300,70700,29322
201501,Imports,196,Cyprus,Italy,381,70700,128
201501,Imports,132,Cabo Verde,World,0,70700,1215
201501,Imports,132,Cabo Verde,Spain,724,70700,1215
201501,Imports,31,Azerbaijan,World,0,70700,425103
201405,Imports,804,Ukraine,World,0,70700,6
201405,Imports,804,Ukraine,Poland,616,70700,6
201501,Imports,31,Azerbaijan,Iran,364,70700,425103
201405,Exports,818,Egypt,World,0,70700,5061
201405,Exports,804,Ukraine,World,0,70700,2290535
201405,Exports,804,Ukraine,Belarus,112,70700,58556
201405,Exports,804,Ukraine,Cambodia,116,70700,4
201405,Exports,804,Ukraine,China,156,70700,38
201405,Exports,804,Ukraine,Cyprus,196,70700,170
201405,Exports,804,Ukraine,Malta,470,70700,56
201405,Exports,804,Ukraine,Rep. of Moldova,498,70700,26
201405,Exports,804,Ukraine,Panama,591,70700,85
201405,Exports,804,Ukraine,Russian Federation,643,70700,2231460
201405,Exports,804,Ukraine,Singapore,702,70700,16
201405,Exports,804,Ukraine,Turkey,792,70700,6
201405,Exports,804,Ukraine,Turkmenistan,795,70700,3
201405,Exports,804,Ukraine,United Kingdom,826,70700,112
201405,Exports,818,Egypt,Saudi Arabia,682,70700,230
201405,Exports,818,Egypt,United Arab Emirates,784,70700,1527
201405,Exports,818,Egypt,United Kingdom,826,70700,1469
201405,Exports,818,Egypt,Bahrain,48,70700,109
201405,Exports,818,Egypt,Germany,276,70700,615
201405,Exports,818,Egypt,Kuwait,414,70700,105
201405,Exports,818,Egypt,Oman,512,70700,332
201405,Exports,818,Egypt,Netherlands,528,70700,673
201405,Imports,757,Switzerland,Portugal,620,70700,113
201501,Exports,76,Brazil,World,0,70700,531
201501,Exports,76,Brazil,Bolivia,68,70700,221
201501,Exports,76,Brazil,Equatorial Guinea,226,70700,310
201405,Imports,152,Chile,World,0,70700,2662
201405,Imports,152,Chile,Peru,604,70700,2662
201501,Imports,52,Barbados,World,0,70700,748
201501,Imports,52,Barbados,Trinidad and Tobago,780,70700,424
201501,Imports,52,Barbados,United Kingdom,826,70700,14
201501,Imports,52,Barbados,United States of America,842,70700,311
201501,Exports,52,Barbados,World,0,70700,356
201501,Exports,52,Barbados,Saint Lucia,662,70700,356
201405,Exports,480,Mauritius,World,0,70700,92
201405,Exports,480,Mauritius,France,251,70700,92
201405,Imports,428,Latvia,World,0,70700,234294
201405,Imports,428,Latvia,Estonia,233,70700,23476
201405,Imports,428,Latvia,Lithuania,440,70700,129145
201405,Imports,428,Latvia,Netherlands,528,70700,36870
201405,Imports,428,Latvia,Poland,616,70700,44577
201405,Imports,428,Latvia,Spain,724,70700,225
201405,Imports,757,Switzerland,World,0,70700,769038
201405,Imports,757,Switzerland,Belgium,56,70700,757
201405,Imports,757,Switzerland,France,251,70700,390
201405,Imports,757,Switzerland,Germany,276,70700,282
201405,Imports,757,Switzerland,Italy,381,70700,26240
201405,Imports,757,Switzerland,Netherlands,528,70700,274807
201501,Re-exports,52,Barbados,World,0,70700,356
201501,Re-exports,52,Barbados,Saint Lucia,662,70700,356
201405,Imports,300,Greece,World,0,70700,42191
201405,Imports,300,Greece,Austria,40,70700,38803
201405,Imports,300,Greece,Bulgaria,100,70700,497
201405,Imports,300,Greece,Germany,276,70700,1695
201405,Imports,300,Greece,Netherlands,528,70700,122
201405,Imports,28,Antigua and Barbuda,World,0,70700,3654
201405,Imports,28,Antigua and Barbuda,Dominica,212,70700,28
201405,Imports,28,Antigua and Barbuda,Mexico,484,70700,246
201405,Imports,28,Antigua and Barbuda,United States of America,842,70700,3380
201405,Imports,31,Azerbaijan,World,0,70700,95700
201405,Imports,31,Azerbaijan,Iran,364,70700,95700
201405,Exports,31,Azerbaijan,World,0,70700,49407
201405,Exports,31,Azerbaijan,Russian Federation,643,70700,49407
201405,Imports,757,Switzerland,Turkey,792,70700,28177
201405,Imports,757,Switzerland,Spain,724,70700,422257
201405,Imports,757,Switzerland,TFYR of Macedonia,807,70700,16015
201405,Exports,702,Singapore,World,0,70700,276
201501,Exports,792,Turkey,World,0,70700,9471618
201501,Exports,792,Turkey,Albania,8,70700,3517
201501,Exports,792,Turkey,Austria,40,70700,71571
201501,Exports,792,Turkey,Belgium,56,70700,21987
201501,Exports,792,Turkey,Bosnia Herzegovina,70,70700,5828
201501,Exports,792,Turkey,Bulgaria,100,70700,255751
201501,Exports,792,Turkey,Belarus,112,70700,322653
201501,Exports,792,Turkey,Denmark,208,70700,16049
201501,Exports,792,Turkey,France,251,70700,56515
201501,Imports,203,Czech Rep.,World,0,70700,3126549
201501,Imports,203,Czech Rep.,Austria,40,70700,24
201501,Imports,203,Czech Rep.,Cuba,192,70700,4320
201501,Imports,203,Czech Rep.,France,251,70700,1229
201501,Imports,203,Czech Rep.,Germany,276,70700,552658
201501,Imports,203,Czech Rep.,Greece,300,70700,664913
201501,Imports,203,Czech Rep.,Hungary,348,70700,75
201501,Imports,203,Czech Rep.,Italy,381,70700,3143
201501,Imports,203,Czech Rep.,Morocco,504,70700,2948
201501,Imports,203,Czech Rep.,Netherlands,528,70700,118017
201501,Imports,203,Czech Rep.,Poland,616,70700,120140
201501,Exports,792,Turkey,Georgia,268,70700,229176
201501,Exports,792,Turkey,Germany,276,70700,366248
201501,Exports,792,Turkey,Hungary,348,70700,656
201501,Exports,792,Turkey,Israel,376,70700,43200
201501,Exports,792,Turkey,Latvia,428,70700,3742
201501,Exports,792,Turkey,Rep. of Moldova,498,70700,199239
201501,Exports,792,Turkey,Montenegro,499,70700,1380
201501,Exports,792,Turkey,Netherlands,528,70700,108253
201501,Exports,792,Turkey,Norway,579,70700,26017
201501,Exports,792,Turkey,Poland,616,70700,11882
201501,Exports,792,Turkey,Romania,642,70700,191519
201501,Exports,792,Turkey,Russian Federation,643,70700,6152711
201501,Exports,792,Turkey,Serbia,688,70700,13234
201501,Exports,792,Turkey,Sweden,752,70700,38757
201501,Exports,792,Turkey,Switzerland,757,70700,31723
201501,Exports,792,Turkey,Ukraine,804,70700,1281522
201501,Exports,792,Turkey,United Kingdom,826,70700,18488
201405,Exports,757,Switzerland,World,0,70700,41
201405,Exports,757,Switzerland,United Kingdom,826,70700,41
201501,Imports,203,Czech Rep.,Slovakia,703,70700,2655
201501,Imports,203,Czech Rep.,Spain,724,70700,1654702
201501,Imports,203,Czech Rep.,United Kingdom,826,70700,1725
201405,Exports,702,Singapore,Brunei Darussalam,96,70700,155
201405,Exports,702,Singapore,Myanmar,104,70700,37
201405,Exports,702,Singapore,Christmas Isds,162,70700,17
201405,Exports,702,Singapore,Timor-Leste,626,70700,67
201405,Exports,231,Ethiopia,World,0,70700,3782
201501,Exports,203,Czech Rep.,Slovakia,703,70700,343773
201501,Exports,203,Czech Rep.,Spain,724,70700,1074
201501,Exports,203,Czech Rep.,World,0,70700,383051
201501,Exports,203,Czech Rep.,Austria,40,70700,555
201501,Exports,203,Czech Rep.,Germany,276,70700,1818
201501,Exports,203,Czech Rep.,Netherlands,528,70700,10400
201501,Exports,203,Czech Rep.,Poland,616,70700,25431
201405,Exports,231,Ethiopia,Canada,124,70700,56
201405,Exports,231,Ethiopia,Djibouti,262,70700,3726
201501,Exports,372,Ireland,World,0,70700,7734
201501,Imports,300,Greece,World,0,70700,1242457
201501,Imports,300,Greece,Austria,40,70700,6519
201501,Imports,300,Greece,Bulgaria,100,70700,179
201501,Imports,300,Greece,Czech Rep.,203,70700,195945
201501,Imports,300,Greece,Germany,276,70700,831392
201501,Imports,300,Greece,Iran,364,70700,560
201501,Imports,300,Greece,Netherlands,528,70700,28
201501,Exports,300,Greece,World,0,70700,5937518
201501,Exports,300,Greece,Albania,8,70700,69525
201501,Exports,300,Greece,Austria,40,70700,7534
201501,Exports,300,Greece,Bulgaria,100,70700,1024911
201501,Exports,300,Greece,Cyprus,196,70700,42239
201501,Exports,300,Greece,Czech Rep.,203,70700,581832
201501,Exports,300,Greece,France,251,70700,42
201501,Exports,300,Greece,Germany,276,70700,2837569
201501,Exports,300,Greece,Hungary,348,70700,50583
201501,Exports,300,Greece,Lithuania,440,70700,154736
201501,Exports,300,Greece,Poland,616,70700,194833
201501,Exports,300,Greece,Romania,642,70700,762141
201501,Exports,300,Greece,Serbia,688,70700,63891
201501,Exports,300,Greece,Slovakia,703,70700,126595
201501,Imports,222,El Salvador,World,0,70700,74312
201501,Imports,222,El Salvador,Guatemala,320,70700,4724
201501,Imports,222,El Salvador,Honduras,340,70700,69589
201501,Imports,300,Greece,Poland,616,70700,193707
201501,Imports,300,Greece,Romania,642,70700,11953
201501,Imports,300,Greece,Spain,724,70700,2173
201501,Exports,300,Greece,Spain,724,70700,2173
201501,Exports,300,Greece,TFYR of Macedonia,807,70700,18914
201405,Re-exports,842,United States of America,World,0,70700,692109
201405,Re-exports,842,United States of America,Canada,124,70700,684759
201405,Re-exports,842,United States of America,Mexico,484,70700,7350
201405,Imports,842,United States of America,World,0,70700,57956971
201405,Imports,842,United States of America,Canada,124,70700,17184327
201405,Imports,842,United States of America,Dominican Rep.,214,70700,662675
201405,Imports,842,United States of America,Honduras,340,70700,73292
201405,Imports,842,United States of America,Mexico,484,70700,38937733
201405,Imports,842,United States of America,Netherlands,528,70700,488885
201405,Imports,842,United States of America,Spain,724,70700,610059
201501,Exports,372,Ireland,United Kingdom,826,70700,7734
201405,Imports,634,Qatar,India,699,70700,952
201405,Exports,842,United States of America,World,0,70700,2202585
201405,Exports,842,United States of America,Canada,124,70700,2195235
201405,Exports,842,United States of America,Mexico,484,70700,7350
201405,Imports,562,Niger,World,0,70700,13
201405,Imports,562,Niger,Netherlands,528,70700,13
201405,Imports,634,Qatar,World,0,70700,276944
201405,Imports,634,Qatar,Belgium,56,70700,232
201405,Imports,634,Qatar,Chile,152,70700,617
201405,Imports,634,Qatar,Costa Rica,188,70700,765
201405,Imports,634,Qatar,France,251,70700,623
201405,Imports,634,Qatar,Hungary,348,70700,1006
201405,Imports,634,Qatar,Iran,364,70700,823
201405,Imports,634,Qatar,Italy,381,70700,2988
201405,Imports,634,Qatar,Jordan,400,70700,52597
201405,Imports,634,Qatar,Lebanon,422,70700,242
201405,Imports,634,Qatar,Mexico,484,70700,692
201405,Imports,634,Qatar,Morocco,504,70700,1412
201405,Imports,634,Qatar,Oman,512,70700,18967
201405,Imports,634,Qatar,Netherlands,528,70700,1982
201405,Imports,634,Qatar,Peru,604,70700,764
201405,Imports,634,Qatar,Saudi Arabia,682,70700,191301
201405,Imports,634,Qatar,United Kingdom,826,70700,980
201405,Imports,242,Fiji,New Zealand,554,70700,169
201509,Exports,381,Italy,Croatia,191,70700,4363
201509,Exports,381,Italy,Czech Rep.,203,70700,103
201509,Exports,381,Italy,Denmark,208,70700,100
201509,Exports,381,Italy,France,251,70700,33427
201509,Exports,381,Italy,Germany,276,70700,18286
201509,Exports,381,Italy,Hungary,348,70700,184
201509,Exports,381,Italy,Luxembourg,442,70700,6
201509,Exports,381,Italy,Malta,470,70700,24162
201509,Exports,381,Italy,Netherlands,528,70700,39
201509,Exports,381,Italy,Romania,642,70700,476
201509,Exports,381,Italy,Slovakia,703,70700,8051
201509,Exports,381,Italy,Slovenia,705,70700,81119
201509,Exports,381,Italy,Sweden,752,70700,205
201509,Exports,381,Italy,United Kingdom,826,70700,2027
201405,Imports,60,Bermuda,World,0,70700,18567
201405,Imports,60,Bermuda,United States of America,842,70700,18567
201509,Exports,381,Italy,World,0,70700,285513
201509,Exports,381,Italy,Austria,40,70700,112607
201509,Exports,381,Italy,Belgium,56,70700,358
201405,Exports,242,Fiji,World,0,70700,128
201405,Exports,242,Fiji,Kiribati,296,70700,3
201405,Exports,242,Fiji,Nauru,520,70700,125
201405,Imports,372,Ireland,World,0,70700,829865
201405,Imports,508,Mozambique,World,0,70700,4450
201405,Imports,508,Mozambique,South Africa,710,70700,4450
201405,Imports,372,Ireland,Germany,276,70700,21864
201405,Imports,372,Ireland,Lithuania,440,70700,12431
201405,Imports,372,Ireland,Netherlands,528,70700,741432
201405,Imports,372,Ireland,Spain,724,70700,22086
201405,Imports,372,Ireland,United Kingdom,826,70700,20832
201405,Imports,372,Ireland,Denmark,208,70700,322
201405,Imports,372,Ireland,France,251,70700,10898
201501,Exports,440,Lithuania,Spain,724,70700,1931
201405,Imports,360,Indonesia,World,0,70700,581
201501,Exports,440,Lithuania,World,0,70700,955319
201501,Exports,440,Lithuania,Belarus,112,70700,798415
201501,Exports,440,Lithuania,Estonia,233,70700,21551
201501,Exports,440,Lithuania,Latvia,428,70700,76017
201501,Exports,440,Lithuania,Netherlands,528,70700,518
201501,Exports,440,Lithuania,Russian Federation,643,70700,56887
201405,Imports,360,Indonesia,Australia,36,70700,318
201405,Imports,360,Indonesia,Rep. of Korea,410,70700,263
201405,Imports,826,United Kingdom,Kenya,404,70700,3988
201405,Exports,360,Indonesia,World,0,70700,1082
201405,Exports,360,Indonesia,Australia,36,70700,1
201405,Exports,360,Indonesia,Christmas Isds,162,70700,20
201405,Exports,360,Indonesia,Malaysia,458,70700,650
201405,Exports,360,Indonesia,Singapore,702,70700,411
201405,Imports,398,Kazakhstan,World,0,70700,1472615
201405,Imports,398,Kazakhstan,China,156,70700,53932
201405,Imports,398,Kazakhstan,Iran,364,70700,26744
201405,Imports,398,Kazakhstan,Kyrgyzstan,417,70700,1928
201405,Imports,398,Kazakhstan,Netherlands,528,70700,33
201405,Imports,398,Kazakhstan,Russian Federation,643,70700,2082
201405,Imports,398,Kazakhstan,Turkmenistan,795,70700,120495
201405,Imports,398,Kazakhstan,Uzbekistan,860,70700,1267401
201405,Imports,826,United Kingdom,World,0,70700,14386125
201405,Imports,826,United Kingdom,Canada,124,70700,45643
201405,Imports,826,United Kingdom,Denmark,208,70700,2074
201405,Imports,826,United Kingdom,Dominican Rep.,214,70700,2804
201405,Imports,826,United Kingdom,France,251,70700,39941
201405,Imports,826,United Kingdom,Germany,276,70700,752
201405,Imports,826,United Kingdom,Ireland,372,70700,46200
201405,Imports,826,United Kingdom,Italy,381,70700,4133
201405,Imports,826,United Kingdom,Jordan,400,70700,29200
201405,Exports,398,Kazakhstan,World,0,70700,76894
201405,Exports,398,Kazakhstan,Russian Federation,643,70700,76894
201405,Exports,376,Israel,World,0,70700,2000
201405,Exports,376,Israel,Canada,124,70700,2000
201405,Exports,764,Thailand,World,0,70700,6687
201405,Exports,764,Thailand,Myanmar,104,70700,687
201405,Exports,764,Thailand,Cambodia,116,70700,147
201405,Exports,764,Thailand,"China, Hong Kong SAR",344,70700,34
201405,Exports,764,Thailand,Malaysia,458,70700,1546
201405,Exports,764,Thailand,Netherlands,528,70700,2
201405,Exports,764,Thailand,Singapore,702,70700,4271
201501,Imports,842,United States of America,World,0,70700,81467908
201501,Imports,842,United States of America,Canada,124,70700,3968940
201501,Imports,842,United States of America,Dominican Rep.,214,70700,1484020
201501,Imports,842,United States of America,Guatemala,320,70700,9540
201501,Imports,842,United States of America,Honduras,340,70700,3342044
201501,Imports,842,United States of America,Mexico,484,70700,71026072
201501,Imports,842,United States of America,Netherlands,528,70700,58183
201501,Imports,842,United States of America,Spain,724,70700,1579109
201405,Imports,826,United Kingdom,Lebanon,422,70700,2383
201405,Imports,826,United Kingdom,Lithuania,440,70700,27631
201405,Imports,826,United Kingdom,Netherlands,528,70700,12708524
201405,Imports,826,United Kingdom,Poland,616,70700,33227
201405,Imports,826,United Kingdom,Spain,724,70700,1384393
201405,Imports,826,United Kingdom,Turkey,792,70700,55231
201405,Imports,894,Zambia,World,0,70700,14
201405,Imports,894,Zambia,Hungary,348,70700,14
201405,Imports,533,Aruba,World,0,70700,37009
201405,Imports,533,Aruba,United States of America,842,70700,23751
201405,Imports,533,Aruba,Venezuela,862,70700,13184
201405,Imports,533,Aruba,"Areas, nes",899,70700,74
201405,Imports,616,Poland,Germany,276,70700,2094
201405,Imports,616,Poland,Greece,300,70700,15008
201405,Imports,616,Poland,World,0,70700,559506
201405,Imports,616,Poland,Belgium,56,70700,8011
201405,Imports,616,Poland,Ecuador,218,70700,131
201405,Imports,616,Poland,France,251,70700,742
201405,Imports,616,Poland,Italy,381,70700,568
201405,Imports,616,Poland,Netherlands,528,70700,115668
201405,Imports,616,Poland,Romania,642,70700,386878
201405,Imports,616,Poland,Spain,724,70700,30406
201405,Imports,702,Singapore,World,0,70700,903476
201501,Exports,842,United States of America,World,0,70700,14057615
201501,Exports,842,United States of America,Canada,124,70700,14057615
201405,Exports,328,Guyana,World,0,70700,654
201405,Exports,328,Guyana,Barbados,52,70700,654
201405,Exports,218,Ecuador,World,0,70700,31539
201405,Exports,218,Ecuador,Belgium,56,70700,1820
201405,Exports,218,Ecuador,Germany,276,70700,1446
201405,Exports,218,Ecuador,Netherlands,528,70700,4482
201405,Exports,218,Ecuador,Spain,724,70700,83
201405,Exports,218,Ecuador,United States of America,842,70700,23708
201405,Imports,702,Singapore,Australia,36,70700,3864
201405,Imports,702,Singapore,"China, Hong Kong SAR",344,70700,5
201405,Imports,702,Singapore,Indonesia,360,70700,2333
201405,Imports,702,Singapore,Japan,392,70700,4066
201405,Imports,702,Singapore,Malaysia,458,70700,807857
201405,Imports,702,Singapore,"Other Asia, nes",490,70700,237
201405,Imports,702,Singapore,Nepal,524,70700,7
201405,Imports,702,Singapore,Netherlands,528,70700,932
201405,Imports,702,Singapore,India,699,70700,24893
201405,Imports,702,Singapore,Thailand,764,70700,58864
201405,Imports,702,Singapore,United States of America,842,70700,416
201405,Exports,344,"China, Hong Kong SAR","China, Macao SAR",446,70700,1648
201405,Imports,344,"China, Hong Kong SAR",World,0,70700,322668
201405,Imports,344,"China, Hong Kong SAR",Australia,36,70700,8327
201405,Imports,344,"China, Hong Kong SAR",China,156,70700,261507
201405,Imports,344,"China, Hong Kong SAR",France,251,70700,215
201405,Imports,344,"China, Hong Kong SAR",Japan,392,70700,37554
201405,Imports,344,"China, Hong Kong SAR",Rep. of Korea,410,70700,5900
201405,Imports,344,"China, Hong Kong SAR",Malaysia,458,70700,1360
201405,Imports,344,"China, Hong Kong SAR",Netherlands,528,70700,777
201405,Imports,344,"China, Hong Kong SAR",New Zealand,554,70700,601
201405,Imports,344,"China, Hong Kong SAR",Viet Nam,704,70700,5147
201405,Imports,344,"China, Hong Kong SAR",Thailand,764,70700,1009
201405,Imports,344,"China, Hong Kong SAR",United States of America,842,70700,271
201405,Exports,344,"China, Hong Kong SAR",Singapore,702,70700,6027
201405,Imports,132,Cabo Verde,World,0,70700,1846
201405,Exports,344,"China, Hong Kong SAR",World,0,70700,7676
201405,Imports,458,Malaysia,World,0,70700,288209
201405,Imports,458,Malaysia,Australia,36,70700,1884
201405,Imports,458,Malaysia,China,156,70700,11653
201405,Imports,458,Malaysia,Indonesia,360,70700,607
201405,Imports,458,Malaysia,Japan,392,70700,81
201405,Imports,458,Malaysia,Netherlands,528,70700,221
201405,Imports,458,Malaysia,India,699,70700,303
201405,Imports,458,Malaysia,Viet Nam,704,70700,3029
201405,Imports,458,Malaysia,Thailand,764,70700,270206
201405,Imports,458,Malaysia,United States of America,842,70700,225
201405,Imports,500,Montserrat,World,0,70700,215
201405,Imports,500,Montserrat,Dominica,212,70700,215
201405,Exports,604,Peru,World,0,70700,2484
201405,Exports,604,Peru,Chile,152,70700,2463
201405,Exports,604,Peru,Italy,381,70700,21
201405,Re-exports,344,"China, Hong Kong SAR",World,0,70700,7676
201405,Re-exports,344,"China, Hong Kong SAR","China, Macao SAR",446,70700,1648
201405,Re-exports,344,"China, Hong Kong SAR",Singapore,702,70700,6027
201405,Imports,381,Italy,World,0,70700,976648
201405,Imports,381,Italy,Austria,40,70700,216644
201405,Imports,381,Italy,Belgium,56,70700,772
201405,Imports,381,Italy,Croatia,191,70700,845
201405,Imports,381,Italy,Czech Rep.,203,70700,3730
201405,Imports,381,Italy,France,251,70700,7785
201405,Imports,381,Italy,Germany,276,70700,139196
201405,Imports,381,Italy,Netherlands,528,70700,39270
201405,Imports,381,Italy,Poland,616,70700,192
201405,Imports,381,Italy,Slovenia,705,70700,99
201405,Imports,381,Italy,Spain,724,70700,568117
201405,Imports,132,Cabo Verde,Portugal,620,70700,10
201405,Imports,132,Cabo Verde,Spain,724,70700,1836
201501,Re-exports,842,United States of America,World,0,70700,12012406
201501,Re-exports,842,United States of America,Canada,124,70700,12012406
201501,Imports,112,Belarus,World,0,70700,4202100
201501,Exports,31,Azerbaijan,World,0,70700,2180
201501,Exports,31,Azerbaijan,Russian Federation,643,70700,2180
201501,Exports,51,Armenia,World,0,70700,47
201501,Exports,51,Armenia,Russian Federation,643,70700,47
201501,Imports,112,Belarus,Russian Federation,643,70700,300
201501,Imports,112,Belarus,Serbia,688,70700,854700
201501,Imports,112,Belarus,Spain,724,70700,796700
201501,Imports,112,Belarus,Tunisia,788,70700,412000
201501,Imports,112,Belarus,Turkey,792,70700,1167200
201501,Imports,112,Belarus,TFYR of Macedonia,807,70700,494200
201501,Imports,112,Belarus,Israel,376,70700,194300
201501,Imports,112,Belarus,Morocco,504,70700,213200
201501,Imports,112,Belarus,Poland,616,70700,69500
201501,Imports,233,Estonia,World,0,70700,40802
201501,Imports,233,Estonia,Latvia,428,70700,987
201501,Imports,233,Estonia,Morocco,504,70700,249
201501,Imports,233,Estonia,Spain,724,70700,39566
201501,Exports,233,Estonia,World,0,70700,215405
201501,Exports,233,Estonia,Finland,246,70700,135116
201501,Exports,233,Estonia,Latvia,428,70700,22680
201501,Exports,233,Estonia,Lithuania,440,70700,57577
201501,Exports,233,Estonia,Norway,579,70700,32
201501,Imports,352,Iceland,World,0,70700,718
201501,Imports,268,Georgia,World,0,70700,437581
201501,Imports,268,Georgia,Iran,364,70700,5686
201501,Imports,268,Georgia,Turkey,792,70700,431895
201501,Imports,352,Iceland,Netherlands,528,70700,540
201501,Imports,352,Iceland,Spain,724,70700,178
201501,Exports,554,New Zealand,World,0,70700,9192
201501,Exports,352,Iceland,World,0,70700,1310
201501,Exports,352,Iceland,Greenland,304,70700,1310
201501,Exports,484,Mexico,World,0,70700,53159477
201501,Exports,484,Mexico,Canada,124,70700,306196
201501,Exports,484,Mexico,United Kingdom,826,70700,375
201501,Exports,484,Mexico,United States of America,842,70700,52852906
201509,Imports,620,Portugal,World,0,70700,57586
201509,Imports,620,Portugal,Germany,276,70700,39063
201509,Imports,620,Portugal,Netherlands,528,70700,1426
201509,Imports,620,Portugal,Spain,724,70700,17097
201509,Imports,703,Slovakia,World,0,70700,823570
201509,Imports,703,Slovakia,Austria,40,70700,2222
201509,Imports,703,Slovakia,Czech Rep.,203,70700,30478
201509,Imports,703,Slovakia,Germany,276,70700,220207
201509,Imports,703,Slovakia,Greece,300,70700,15856
201509,Imports,703,Slovakia,Hungary,348,70700,35700
201509,Imports,703,Slovakia,Italy,381,70700,9584
201509,Imports,703,Slovakia,Netherlands,528,70700,45133
201509,Imports,703,Slovakia,"Other Europe, nes",568,70700,10994
201509,Imports,703,Slovakia,Poland,616,70700,84003
201509,Imports,703,Slovakia,Romania,642,70700,23268
201509,Imports,703,Slovakia,Slovakia,703,70700,14224
201509,Imports,703,Slovakia,Spain,724,70700,331901
201501,Exports,554,New Zealand,Australia,36,70700,1078
201501,Exports,554,New Zealand,Cook Isds,184,70700,19
201501,Exports,554,New Zealand,Fiji,242,70700,625
201501,Exports,554,New Zealand,French Polynesia,258,70700,5019
201501,Exports,554,New Zealand,"China, Hong Kong SAR",344,70700,1954
201501,Exports,554,New Zealand,New Caledonia,540,70700,451
201501,Exports,554,New Zealand,Niue,570,70700,45
201509,Re-imports,703,Slovakia,World,0,70700,14224
201509,Exports,703,Slovakia,World,0,70700,26809
201509,Exports,703,Slovakia,Austria,40,70700,162
201509,Exports,703,Slovakia,Czech Rep.,203,70700,26101
201509,Exports,703,Slovakia,Malta,470,70700,67
201509,Exports,703,Slovakia,Spain,724,70700,479
201509,Re-imports,703,Slovakia,Slovakia,703,70700,14224
201509,Exports,818,Egypt,Saudi Arabia,682,70700,7938
201509,Exports,818,Egypt,World,0,70700,32913
