Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2011,201102,February 2011,4,0,1,Imports,196,Cyprus,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,594837,,,0
HS,2011,201102,February 2011,4,0,1,Imports,68,Bolivia,,0,World,,,,,,,,,1006,Rice,0,,,,,,688381,,305067,,,0
HS,2011,201102,February 2011,4,0,1,Imports,579,Norway,,0,World,,,,,,,,,1006,Rice,0,,,,,,1701534,,2433513,,,0
HS,2011,201102,February 2011,4,0,2,Exports,807,TFYR of Macedonia,,0,World,,,,,,,,,1006,Rice,0,,,,,,935719,,690686,,,0
HS,2011,201102,February 2011,4,0,1,Imports,558,Nicaragua,,0,World,,,,,,,,,1006,Rice,0,,,,,,19476630,,7265803,,,0
HS,2011,201101,January 2011,4,0,2,Exports,484,Mexico,,0,World,,,,,,,,,1006,Rice,0,,,,,,207414,,188394,,,0
HS,2011,201101,January 2011,4,0,2,Exports,858,Uruguay,,0,World,,,,,,,,,1006,Rice,0,,,,,,58667549,,28709434,,,0
HS,2011,201101,January 2011,4,0,1,Imports,470,Malta,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,196699,,,0
HS,2011,201101,January 2011,4,0,1,Imports,703,Slovakia,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,1900126,,,0
HS,2011,201101,January 2011,4,0,1,Imports,233,Estonia,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,241642,,,0
HS,2011,201101,January 2011,4,0,2,Exports,348,Hungary,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,326465,,,0
HS,2011,201101,January 2011,4,0,1,Imports,231,Ethiopia,,0,World,,,,,,,,,1006,Rice,0,,,,,,2544164,,1601199,,,0
HS,2011,201101,January 2011,4,0,2,Exports,604,Peru,,0,World,,,,,,,,,1006,Rice,0,,,,,,8310,,18027,,,0
HS,2011,201101,January 2011,4,0,2,Exports,480,Mauritius,,0,World,,,,,,,,,1006,Rice,0,,,,,,100007,,68368,,,0
HS,2011,201101,January 2011,4,0,1,Imports,484,Mexico,,0,World,,,,,,,,,1006,Rice,0,,,,,,57357988,,21174191,,,0
HS,2011,201101,January 2011,4,0,2,Exports,231,Ethiopia,,0,World,,,,,,,,,1006,Rice,0,,,,,,11841,,10736,,,0
HS,2011,201101,January 2011,4,0,2,Exports,784,United Arab Emirates,,0,World,,,,,,,,,1006,Rice,0,,,,,,34278781,,34659013,,,0
HS,2011,201101,January 2011,4,0,1,Imports,608,Philippines,,0,World,,,,,,,,,1006,Rice,0,,,,,,68,,270,,,0
HS,2011,201101,January 2011,4,0,3,Re-exports,480,Mauritius,,0,World,,,,,,,,,1006,Rice,0,,,,,,100007,,68368,,,0
HS,2011,201101,January 2011,4,0,2,Exports,352,Iceland,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,30,,,0
HS,2011,201101,January 2011,4,0,1,Imports,604,Peru,,0,World,,,,,,,,,1006,Rice,0,,,,,,7743491,,5068884,,,0
HS,2011,201101,January 2011,4,0,1,Imports,352,Iceland,,0,World,,,,,,,,,1006,Rice,0,,,,,,159996,,270608,,,0
HS,2011,201101,January 2011,4,0,1,Imports,466,Mali,,0,World,,,,,,,,,1006,Rice,0,,,,,,8061496,,1647542,,,0
HS,2011,201101,January 2011,4,0,3,Re-exports,784,United Arab Emirates,,0,World,,,,,,,,,1006,Rice,0,,,,,,34278781,,34659013,,,0
HS,2011,201101,January 2011,4,0,1,Imports,784,United Arab Emirates,,0,World,,,,,,,,,1006,Rice,0,,,,,,105300253,,100944769,,,0
HS,2011,201101,January 2011,4,0,1,Imports,348,Hungary,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,1768971,,,0
HS,2011,201101,January 2011,4,0,1,Imports,52,Barbados,,0,World,,,,,,,,,1006,Rice,0,,,,,,219102,,200549,,,0
HS,2011,201101,January 2011,4,0,2,Exports,233,Estonia,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,45584,,,0
HS,2011,201101,January 2011,4,0,2,Exports,608,Philippines,,0,World,,,,,,,,,1006,Rice,0,,,,,,1005,,905,,,0
HS,2011,201101,January 2011,4,0,1,Imports,480,Mauritius,,0,World,,,,,,,,,1006,Rice,0,,,,,,6272575,,4748562,,,0
HS,2011,201101,January 2011,4,0,1,Imports,858,Uruguay,,0,World,,,,,,,,,1006,Rice,0,,,,,,2000,,2695,,,0
HS,2011,201101,January 2011,4,0,2,Exports,703,Slovakia,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,1985523,,,0
HS,2011,201101,January 2011,4,0,2,Exports,616,Poland,,0,World,,,,,,,,,1006,Rice,0,,,,,,736462,,681171,,,0
HS,2011,201101,January 2011,4,0,1,Imports,56,Belgium,,0,World,,,,,,,,,1006,Rice,0,,,,,,37534113,,24054575,,,0
HS,2011,201101,January 2011,4,0,2,Exports,470,Malta,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,70501,,,0
HS,2011,201101,January 2011,4,0,2,Exports,56,Belgium,,0,World,,,,,,,,,1006,Rice,0,,,,,,23853938,,23750431,,,0
HS,2011,201101,January 2011,4,0,1,Imports,854,Burkina Faso,,0,World,,,,,,,,,1006,Rice,0,,,,,,12531315,,3608886,,,0
HS,2011,201101,January 2011,4,0,1,Imports,51,Armenia,,0,World,,,,,,,,,1006,Rice,0,,,,,,1208532,,728269,,,0
HS,2011,201101,January 2011,4,0,1,Imports,616,Poland,,0,World,,,,,,,,,1006,Rice,0,,,,,,13226388,,8362189,,,0
HS,2011,201102,February 2011,4,0,2,Exports,703,Slovakia,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,2267099,,,0
HS,2011,201102,February 2011,4,0,2,Exports,484,Mexico,,0,World,,,,,,,,,1006,Rice,0,,,,,,185273,,132010,,,0
HS,2011,201102,February 2011,4,0,2,Exports,52,Barbados,,0,World,,,,,,,,,1006,Rice,0,,,,,,133,,2065,,,0
HS,2011,201102,February 2011,4,0,1,Imports,56,Belgium,,0,World,,,,,,,,,1006,Rice,0,,,,,,39974892,,26428852,,,0
HS,2011,201102,February 2011,4,0,3,Re-exports,52,Barbados,,0,World,,,,,,,,,1006,Rice,0,,,,,,133,,2065,,,0
HS,2011,201102,February 2011,4,0,1,Imports,470,Malta,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,169302,,,0
HS,2011,201102,February 2011,4,0,1,Imports,784,United Arab Emirates,,0,World,,,,,,,,,1006,Rice,0,,,,,,102983181,,98795636,,,0
HS,2011,201102,February 2011,4,0,3,Re-exports,784,United Arab Emirates,,0,World,,,,,,,,,1006,Rice,0,,,,,,29782779,,28248677,,,0
HS,2011,201102,February 2011,4,0,2,Exports,604,Peru,,0,World,,,,,,,,,1006,Rice,0,,,,,,3920,,7705,,,0
HS,2011,201102,February 2011,4,0,1,Imports,604,Peru,,0,World,,,,,,,,,1006,Rice,0,,,,,,9048449,,6002624,,,0
HS,2011,201102,February 2011,4,0,2,Exports,858,Uruguay,,0,World,,,,,,,,,1006,Rice,0,,,,,,62230800,,31884212,,,0
HS,2011,201101,January 2011,4,0,2,Exports,894,Zambia,,0,World,,,,,,,,,1006,Rice,0,,,,,,138,,115,,,0
HS,2011,201101,January 2011,4,0,1,Imports,702,Singapore,,0,World,,,,,,,,,1006,Rice,0,,,,,,28425540,,30510309,,,0
HS,2011,201101,January 2011,4,0,1,Imports,894,Zambia,,0,World,,,,,,,,,1006,Rice,0,,,,,,932824,,551898,,,0
HS,2011,201101,January 2011,4,0,2,Exports,702,Singapore,,0,World,,,,,,,,,1006,Rice,0,,,,,,6738660,,5663111,,,0
HS,2011,201101,January 2011,4,0,2,Exports,214,Dominican Rep.,,0,World,,,,,,,,,1006,Rice,0,,,,,,1734581,,1015840,,,0
HS,2011,201101,January 2011,4,0,1,Imports,218,Ecuador,,0,World,,,,,,,,,1006,Rice,0,,,,,,4536,,6985,,,0
HS,2011,201101,January 2011,4,0,1,Imports,212,Dominica,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,94627,,,0
HS,2011,201101,January 2011,4,0,2,Exports,218,Ecuador,,0,World,,,,,,,,,1006,Rice,0,,,,,,6171,,6643,,,0
HS,2011,201101,January 2011,4,0,1,Imports,344,"China, Hong Kong SAR",,0,World,,,,,,,,,1006,Rice,0,,,,,,29961574,,27423022,,,0
HS,2011,201101,January 2011,4,0,2,Exports,222,El Salvador,,0,World,,,,,,,,,1006,Rice,0,,,,,,493254,,359210,,,0
HS,2011,201101,January 2011,4,0,1,Imports,222,El Salvador,,0,World,,,,,,,,,1006,Rice,0,,,,,,1090028,,468120,,,0
HS,2011,201101,January 2011,4,0,2,Exports,450,Madagascar,,0,World,,,,,,,,,1006,Rice,0,,,,,,300,,45,,,0
HS,2011,201101,January 2011,4,0,1,Imports,450,Madagascar,,0,World,,,,,,,,,1006,Rice,0,,,,,,14554508,,7086659,,,0
HS,2011,201101,January 2011,4,0,1,Imports,591,Panama,,0,World,,,,,,,,,1006,Rice,0,,,,,,135237,,99037,,,0
HS,2011,201101,January 2011,4,0,1,Imports,600,Paraguay,,0,World,,,,,,,,,1006,Rice,0,,,,,,79280,,65021,,,0
HS,2011,201101,January 2011,4,0,1,Imports,458,Malaysia,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,21714171,,,0
HS,2011,201101,January 2011,4,0,2,Exports,600,Paraguay,,0,World,,,,,,,,,1006,Rice,0,,,,,,11325000,,3849894,,,0
HS,2011,201101,January 2011,4,0,3,Re-exports,344,"China, Hong Kong SAR",,0,World,,,,,,,,,1006,Rice,0,,,,,,796816,,1042845,,,0
HS,2011,201101,January 2011,4,0,2,Exports,344,"China, Hong Kong SAR",,0,World,,,,,,,,,1006,Rice,0,,,,,,796816,,1042845,,,0
HS,2011,201101,January 2011,4,0,2,Exports,458,Malaysia,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,5023,,,0
HS,2011,201101,January 2011,4,0,1,Imports,214,Dominican Rep.,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,585928,,,0
HS,2011,201102,February 2011,4,0,3,Re-exports,344,"China, Hong Kong SAR",,0,World,,,,,,,,,1006,Rice,0,,,,,,516908,,616040,,,0
HS,2011,201102,February 2011,4,0,1,Imports,702,Singapore,,0,World,,,,,,,,,1006,Rice,0,,,,,,23115110,,23856406,,,0
HS,2011,201102,February 2011,4,0,2,Exports,222,El Salvador,,0,World,,,,,,,,,1006,Rice,0,,,,,,880205,,643296,,,0
HS,2011,201102,February 2011,4,0,1,Imports,222,El Salvador,,0,World,,,,,,,,,1006,Rice,0,,,,,,8358641,,2803070,,,0
HS,2011,201102,February 2011,4,0,2,Exports,344,"China, Hong Kong SAR",,0,World,,,,,,,,,1006,Rice,0,,,,,,516908,,616040,,,0
HS,2011,201102,February 2011,4,0,2,Exports,458,Malaysia,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,29398,,,0
HS,2011,201102,February 2011,4,0,1,Imports,458,Malaysia,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,47920060,,,0
HS,2011,201102,February 2011,4,0,1,Imports,212,Dominica,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,50028,,,0
HS,2011,201102,February 2011,4,0,2,Exports,450,Madagascar,,0,World,,,,,,,,,1006,Rice,0,,,,,,500,,417,,,0
HS,2011,201102,February 2011,4,0,2,Exports,894,Zambia,,0,World,,,,,,,,,1006,Rice,0,,,,,,2539,,2940,,,0
HS,2011,201102,February 2011,4,0,1,Imports,218,Ecuador,,0,World,,,,,,,,,1006,Rice,0,,,,,,4636,,8109,,,0
HS,2011,201102,February 2011,4,0,2,Exports,702,Singapore,,0,World,,,,,,,,,1006,Rice,0,,,,,,6695690,,4986807,,,0
HS,2011,201102,February 2011,4,0,1,Imports,344,"China, Hong Kong SAR",,0,World,,,,,,,,,1006,Rice,0,,,,,,20944868,,19184642,,,0
HS,2011,201102,February 2011,4,0,2,Exports,218,Ecuador,,0,World,,,,,,,,,1006,Rice,0,,,,,,1409,,2375,,,0
HS,2011,201102,February 2011,4,0,1,Imports,894,Zambia,,0,World,,,,,,,,,1006,Rice,0,,,,,,362395,,217108,,,0
HS,2011,201102,February 2011,4,0,2,Exports,600,Paraguay,,0,World,,,,,,,,,1006,Rice,0,,,,,,22612935,,7626975,,,0
HS,2011,201102,February 2011,4,0,2,Exports,214,Dominican Rep.,,0,World,,,,,,,,,1006,Rice,0,,,,,,1121104,,517885,,,0
HS,2011,201102,February 2011,4,0,1,Imports,214,Dominican Rep.,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,191060,,,0
HS,2011,201102,February 2011,4,0,1,Imports,591,Panama,,0,World,,,,,,,,,1006,Rice,0,,,,,,393091,,304549,,,0
HS,2011,201102,February 2011,4,0,1,Imports,450,Madagascar,,0,World,,,,,,,,,1006,Rice,0,,,,,,33155034,,14542420,,,0
HS,2011,201102,February 2011,4,0,1,Imports,600,Paraguay,,0,World,,,,,,,,,1006,Rice,0,,,,,,5060,,3168,,,0
HS,2011,201103,March 2011,4,0,2,Exports,218,Ecuador,,0,World,,,,,,,,,1006,Rice,0,,,,,,832236,,463030,,,0
HS,2011,201103,March 2011,4,0,2,Exports,214,Dominican Rep.,,0,World,,,,,,,,,1006,Rice,0,,,,,,848451,,419110,,,0
HS,2011,201103,March 2011,4,0,1,Imports,214,Dominican Rep.,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,121001,,,0
HS,2011,201102,February 2011,4,0,1,Imports,392,Japan,,0,World,,,,,,,,,1006,Rice,0,,,,,,96724000,,72770354,,,0
HS,2011,201102,February 2011,4,0,3,Re-exports,400,Jordan,,0,World,,,,,,,,,1006,Rice,0,,,,,,32000,,33114,,,0
HS,2011,201102,February 2011,4,0,1,Imports,670,Saint Vincent and the Grenadines,,0,World,,,,,,,,,1006,Rice,0,,,,,,168100,,205392,,,0
HS,2011,201103,March 2011,4,0,1,Imports,392,Japan,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,111660180,,,0
HS,2011,201103,March 2011,4,0,3,Re-exports,554,New Zealand,,0,World,,,,,,,,,1006,Rice,0,,,,,,7345,,6789,,,0
HS,2011,201103,March 2011,4,0,2,Exports,646,Rwanda,,0,World,,,,,,,,,1006,Rice,0,,,,,,33500,,5511,,,0
HS,2011,201103,March 2011,4,0,1,Imports,400,Jordan,,0,World,,,,,,,,,1006,Rice,0,,,,,,13018589,,13157831,,,0
HS,2011,201103,March 2011,4,0,1,Imports,76,Brazil,,0,World,,,,,,,,,1006,Rice,0,,,,,,45311971,,18865740,,,0
HS,2011,201103,March 2011,4,0,2,Exports,400,Jordan,,0,World,,,,,,,,,1006,Rice,0,,,,,,227760,,202000,,,0
HS,2011,201103,March 2011,4,0,3,Re-exports,400,Jordan,,0,World,,,,,,,,,1006,Rice,0,,,,,,227760,,202000,,,0
