Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2012,201209,September 2012,4,0,1,Imports,251,France,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,37393630,,,0
HS,2012,201205,May 2012,4,0,2,Exports,381,Italy,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,54142270,,,0
HS,2012,201210,October 2012,4,0,1,Imports,705,Slovenia,,0,World,,,,,,,,,1006,Rice,0,,,,,,707670,,726525,,,0
HS,2012,201205,May 2012,4,0,4,Re-imports,705,Slovenia,,0,World,,,,,,,,,1006,Rice,0,,,,,,3885,,8853,,,0
HS,2012,201203,March 2012,4,0,1,Imports,124,Canada,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,22108129,,,0
HS,2012,201210,October 2012,4,0,2,Exports,124,Canada,,0,World,,,,,,,,,1006,Rice,0,,,,,,356107,,351107,,,0
HS,2012,201204,April 2012,4,0,4,Re-imports,705,Slovenia,,0,World,,,,,,,,,1006,Rice,0,,,,,,3264,,7962,,,0
HS,2012,201201,January 2012,4,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,1006,Rice,0,,,,,,142435,,190136,,,0
HS,2012,201210,October 2012,4,0,1,Imports,528,Netherlands,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,14214950,,,0
HS,2012,201201,January 2012,4,0,1,Imports,112,Belarus,,0,World,,,,,,,,,1006,Rice,0,,,,,,1611116,,1013900,,,0
HS,2012,201202,February 2012,4,0,2,Exports,120,Cameroon,,0,World,,,,,,,,,1006,Rice,0,,,,,,115000,,42416,,,0
HS,2012,201207,July 2012,4,0,2,Exports,124,Canada,,0,World,,,,,,,,,1006,Rice,0,,,,,,351755,,231816,,,0
HS,2012,201212,December 2012,4,0,1,Imports,381,Italy,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,5935704,,,0
HS,2012,201210,October 2012,4,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,1006,Rice,0,,,,,,64034,,89175,,,0
HS,2012,201203,March 2012,4,0,1,Imports,381,Italy,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,9468826,,,0
HS,2012,201203,March 2012,4,0,4,Re-imports,124,Canada,,0,World,,,,,,,,,1006,Rice,0,,,,,,5000,,957,,,0
HS,2012,201205,May 2012,4,0,1,Imports,792,Turkey,,0,World,,,,,,,,,1006,Rice,0,,,,,,45838673,,19080149,,,0
HS,2012,201210,October 2012,4,0,2,Exports,616,Poland,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,2014520,,,0
HS,2012,201210,October 2012,4,0,1,Imports,381,Italy,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,9974995,,,0
HS,2012,201202,February 2012,4,0,2,Exports,528,Netherlands,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,12218593,,,0
HS,2012,201207,July 2012,4,0,2,Exports,616,Poland,,0,World,,,,,,,,,1006,Rice,0,,,,,,1450580,,1334335,,,0
HS,2012,201210,October 2012,4,0,4,Re-imports,705,Slovenia,,0,World,,,,,,,,,1006,Rice,0,,,,,,1728,,4223,,,0
HS,2012,201210,October 2012,4,0,2,Exports,112,Belarus,,0,World,,,,,,,,,1006,Rice,0,,,,,,37505,,27000,,,0
HS,2012,201211,November 2012,4,0,1,Imports,124,Canada,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,28558144,,,0
HS,2012,201201,January 2012,4,0,1,Imports,710,South Africa,,0,World,,,,,,,,,1006,Rice,0,,,,,,0,,28788674,,,0
HS,2012,201209,September 2012,4,0,2,Exports,381,Italy,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,47113628,,,0
HS,2012,201211,November 2012,4,0,1,Imports,56,Belgium,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,30580014,,,0
HS,2012,201206,June 2012,4,0,2,Exports,124,Canada,,0,World,,,,,,,,,1006,Rice,0,,,,,,287666,,233871,,,0
HS,2012,201211,November 2012,4,0,1,Imports,251,France,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,38159439,,,0
HS,2012,201212,December 2012,4,0,4,Re-imports,124,Canada,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,75,,,0
HS,2012,201206,June 2012,4,0,2,Exports,381,Italy,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,50845940,,,0
HS,2012,201212,December 2012,4,0,2,Exports,528,Netherlands,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,11017518,,,0
HS,2012,201203,March 2012,4,0,2,Exports,112,Belarus,,0,World,,,,,,,,,1006,Rice,0,,,,,,7776,,4200,,,0
HS,2012,201208,August 2012,4,0,1,Imports,124,Canada,,0,World,,,,,,,,,1006,Rice,0,,,,,,233928,,267966,,,0
HS,2012,201208,August 2012,4,0,1,Imports,251,France,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,32026708,,,0
HS,2012,201209,September 2012,4,0,2,Exports,112,Belarus,,0,World,,,,,,,,,1006,Rice,0,,,,,,35260,,27600,,,0
HS,2012,201202,February 2012,4,0,1,Imports,120,Cameroon,,0,World,,,,,,,,,1006,Rice,0,,,,,,24513799,,14293634,,,0
HS,2012,201207,July 2012,4,0,4,Re-imports,705,Slovenia,,0,World,,,,,,,,,1006,Rice,0,,,,,,1136,,2555,,,0
HS,2012,201211,November 2012,4,0,2,Exports,56,Belgium,,0,World,,,,,,,,,1006,Rice,0,,,,,,19714805,,20807575,,,0
HS,2012,201207,July 2012,4,0,1,Imports,381,Italy,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,6870625,,,0
HS,2012,201210,October 2012,4,0,1,Imports,251,France,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,38490472,,,0
HS,2012,201208,August 2012,4,0,2,Exports,124,Canada,,0,World,,,,,,,,,1006,Rice,0,,,,,,,,28242093,,,0
HS,2012,201209,September 2012,4,0,2,Exports,792,Turkey,,0,World,,,,,,,,,1006,Rice,0,,,,,,4551723,,3399707,,,0
