"","classification","year","period","period_desc","aggregate_level","is_leaf_code","trade_flow_code","trade_flow","reporter_code","reporter","reporter_iso","partner_code","partner","partner_iso","second_partner_code","second_partner","second_partner_iso","customs_proc_code","customs","mode_of_transport_code","mode_of_transport","commodity_code","commodity","qty_unit_code","qty_unit","alt_qty_unit_code","alt_qty_unit","qty","alt_qty","netweight_kg","gross_weight_kg","trade_value_usd","cif_trade_value_usd","fob_trade_value_usd","flag"
"1","HS",2012,201201,"January 2012",6,1,2,"Exports",392,"Japan",NA,410,"Rep. of Korea",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,436,NA,42674,NA,NA,0
"2","HS",2012,201201,"January 2012",6,1,2,"Exports",392,"Japan",NA,446,"China, Macao SAR",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,21,NA,3053,NA,NA,0
"3","HS",2012,201201,"January 2012",6,1,1,"Imports",392,"Japan",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,63925,NA,2958372,NA,NA,0
"4","HS",2012,201201,"January 2012",6,1,2,"Exports",392,"Japan",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,457,NA,45727,NA,NA,0
"5","HS",2012,201202,"February 2012",6,1,1,"Imports",392,"Japan",NA,36,"Australia",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,6024,NA,339180,NA,NA,0
"6","HS",2012,201202,"February 2012",6,1,1,"Imports",392,"Japan",NA,156,"China",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,1940,NA,54559,NA,NA,0
"7","HS",2012,201202,"February 2012",6,1,1,"Imports",392,"Japan",NA,484,"Mexico",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,501,NA,15435,NA,NA,0
"8","HS",2012,201202,"February 2012",6,1,1,"Imports",392,"Japan",NA,490,"Other Asia, nes",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,1213,NA,23153,NA,NA,0
"9","HS",2012,201202,"February 2012",6,1,1,"Imports",392,"Japan",NA,710,"South Africa",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,1400,NA,59636,NA,NA,0
"10","HS",2012,201202,"February 2012",6,1,1,"Imports",392,"Japan",NA,842,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,2410,NA,82917,NA,NA,0
"11","HS",2012,201202,"February 2012",6,1,1,"Imports",392,"Japan",NA,410,"Rep. of Korea",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,89724,NA,4149644,NA,NA,0
"12","HS",2012,201202,"February 2012",6,1,2,"Exports",392,"Japan",NA,410,"Rep. of Korea",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,288,NA,24926,NA,NA,0
"13","HS",2012,201202,"February 2012",6,1,2,"Exports",392,"Japan",NA,344,"China, Hong Kong SAR",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,105,NA,13394,NA,NA,0
"14","HS",2012,201202,"February 2012",6,1,1,"Imports",392,"Japan",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,103212,NA,4724524,NA,NA,0
"15","HS",2012,201202,"February 2012",6,1,2,"Exports",392,"Japan",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,393,NA,38320,NA,NA,0
"16","HS",2012,201203,"March 2012",6,1,1,"Imports",392,"Japan",NA,36,"Australia",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,7130,NA,393778,NA,NA,0
"17","HS",2012,201203,"March 2012",6,1,1,"Imports",392,"Japan",NA,156,"China",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,2341,NA,87924,NA,NA,0
"18","HS",2012,201203,"March 2012",6,1,1,"Imports",392,"Japan",NA,410,"Rep. of Korea",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,91096,NA,4070344,NA,NA,0
"19","HS",2012,201203,"March 2012",6,1,1,"Imports",392,"Japan",NA,484,"Mexico",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,608,NA,18718,NA,NA,0
"20","HS",2012,201203,"March 2012",6,1,1,"Imports",392,"Japan",NA,490,"Other Asia, nes",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,2846,NA,39813,NA,NA,0
"21","HS",2012,201203,"March 2012",6,1,1,"Imports",392,"Japan",NA,710,"South Africa",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,1982,NA,80439,NA,NA,0
"22","HS",2012,201203,"March 2012",6,1,1,"Imports",392,"Japan",NA,842,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,5384,NA,169516,NA,NA,0
"23","HS",2012,201201,"January 2012",6,1,1,"Imports",124,"Canada",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,NA,NA,28890,NA,NA,0
"24","HS",2012,201201,"January 2012",6,1,1,"Imports",124,"Canada",NA,392,"Japan",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0
"25","HS",2012,201201,"January 2012",6,1,1,"Imports",124,"Canada",NA,410,"Rep. of Korea",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,16,NA,413,NA,NA,0
"26","HS",2012,201201,"January 2012",6,1,1,"Imports",124,"Canada",NA,842,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,5458,NA,28477,NA,NA,0
"27","HS",2012,201201,"January 2012",6,1,2,"Exports",36,"Australia",NA,704,"Viet Nam",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,570,NA,32562,NA,NA,0
"28","HS",2012,201201,"January 2012",6,1,2,"Exports",36,"Australia",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,161159,NA,9867163,NA,NA,0
"29","HS",2012,201201,"January 2012",6,1,1,"Imports",36,"Australia",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,905,NA,82373,NA,NA,0
"30","HS",2012,201201,"January 2012",6,1,2,"Exports",36,"Australia",NA,490,"Other Asia, nes",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,816,NA,40323,NA,NA,0
"31","HS",2012,201201,"January 2012",6,1,2,"Exports",36,"Australia",NA,842,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,120,NA,5130,NA,NA,0
"32","HS",2012,201201,"January 2012",6,1,2,"Exports",36,"Australia",NA,156,"China",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,63348,NA,3897542,NA,NA,0
"33","HS",2012,201201,"January 2012",6,1,2,"Exports",36,"Australia",NA,360,"Indonesia",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,220,NA,15305,NA,NA,0
"34","HS",2012,201201,"January 2012",6,1,2,"Exports",36,"Australia",NA,702,"Singapore",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,120,NA,5711,NA,NA,0
"35","HS",2012,201201,"January 2012",6,1,2,"Exports",36,"Australia",NA,392,"Japan",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,4450,NA,220575,NA,NA,0
"36","HS",2012,201201,"January 2012",6,1,1,"Imports",36,"Australia",NA,554,"New Zealand",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,905,NA,82373,NA,NA,0
"37","HS",2012,201201,"January 2012",6,1,2,"Exports",36,"Australia",NA,344,"China, Hong Kong SAR",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,91515,NA,5650016,NA,NA,0
"38","HS",2012,201201,"January 2012",6,1,1,"Imports",344,"China, Hong Kong SAR",NA,156,"China",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,1080,NA,19477,NA,NA,0
"39","HS",2012,201201,"January 2012",6,1,1,"Imports",344,"China, Hong Kong SAR",NA,490,"Other Asia, nes",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,2,NA,232,NA,NA,0
"40","HS",2012,201201,"January 2012",6,1,1,"Imports",344,"China, Hong Kong SAR",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,102191,NA,2851474,NA,NA,0
"41","HS",2012,201201,"January 2012",6,1,1,"Imports",344,"China, Hong Kong SAR",NA,484,"Mexico",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,92,NA,7395,NA,NA,0
"42","HS",2012,201201,"January 2012",6,1,2,"Exports",344,"China, Hong Kong SAR",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,4328,NA,91778,NA,NA,0
"43","HS",2012,201201,"January 2012",6,1,1,"Imports",344,"China, Hong Kong SAR",NA,554,"New Zealand",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,866,NA,31816,NA,NA,0
"44","HS",2012,201201,"January 2012",6,1,1,"Imports",344,"China, Hong Kong SAR",NA,842,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,180,NA,3607,NA,NA,0
"45","HS",2012,201201,"January 2012",6,1,2,"Exports",344,"China, Hong Kong SAR",NA,446,"China, Macao SAR",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,740,NA,26391,NA,NA,0
"46","HS",2012,201201,"January 2012",6,1,1,"Imports",344,"China, Hong Kong SAR",NA,392,"Japan",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,26,NA,3193,NA,NA,0
"47","HS",2012,201201,"January 2012",6,1,1,"Imports",344,"China, Hong Kong SAR",NA,36,"Australia",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,65582,NA,1737776,NA,NA,0
"48","HS",2012,201201,"January 2012",6,1,1,"Imports",344,"China, Hong Kong SAR",NA,710,"South Africa",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,34363,NA,1047978,NA,NA,0
"49","HS",2012,201201,"January 2012",6,1,2,"Exports",344,"China, Hong Kong SAR",NA,490,"Other Asia, nes",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,3588,NA,65387,NA,NA,0
"50","HS",2012,201202,"February 2012",6,1,2,"Exports",344,"China, Hong Kong SAR",NA,446,"China, Macao SAR",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,707,NA,17648,NA,NA,0
"51","HS",2012,201202,"February 2012",6,1,1,"Imports",344,"China, Hong Kong SAR",NA,490,"Other Asia, nes",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,1,NA,47,NA,NA,0
"52","HS",2012,201202,"February 2012",6,1,1,"Imports",344,"China, Hong Kong SAR",NA,36,"Australia",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,85343,NA,2397243,NA,NA,0
"53","HS",2012,201202,"February 2012",6,1,2,"Exports",344,"China, Hong Kong SAR",NA,156,"China",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,152,NA,12329,NA,NA,0
"54","HS",2012,201202,"February 2012",6,1,2,"Exports",344,"China, Hong Kong SAR",NA,490,"Other Asia, nes",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,4240,NA,74981,NA,NA,0
"55","HS",2012,201202,"February 2012",6,1,2,"Exports",344,"China, Hong Kong SAR",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,5099,NA,104958,NA,NA,0
"56","HS",2012,201202,"February 2012",6,1,1,"Imports",344,"China, Hong Kong SAR",NA,710,"South Africa",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,35789,NA,1155216,NA,NA,0
"57","HS",2012,201202,"February 2012",6,1,1,"Imports",344,"China, Hong Kong SAR",NA,392,"Japan",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,120,NA,15299,NA,NA,0
"58","HS",2012,201202,"February 2012",6,1,1,"Imports",344,"China, Hong Kong SAR",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,121253,NA,3567805,NA,NA,0
"59","HS",2012,201201,"January 2012",6,1,2,"Exports",554,"New Zealand",NA,156,"China",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,175,NA,3937,NA,NA,0
"60","HS",2012,201201,"January 2012",6,1,2,"Exports",554,"New Zealand",NA,490,"Other Asia, nes",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,335,NA,6075,NA,NA,0
"61","HS",2012,201201,"January 2012",6,1,2,"Exports",554,"New Zealand",NA,36,"Australia",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,219,NA,15995,NA,NA,0
"62","HS",2012,201201,"January 2012",6,1,2,"Exports",554,"New Zealand",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,729,NA,26007,NA,NA,0
"63","HS",2012,201201,"January 2012",6,1,2,"Exports",842,"United States of America",NA,124,"Canada",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,NA,NA,28802,NA,NA,0
"64","HS",2012,201201,"January 2012",6,1,2,"Exports",842,"United States of America",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,NA,NA,28802,NA,NA,0
"65","HS",2012,201202,"February 2012",6,1,1,"Imports",842,"United States of America",NA,484,"Mexico",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,NA,NA,23065,NA,NA,0
"66","HS",2012,201202,"February 2012",6,1,2,"Exports",36,"Australia",NA,156,"China",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,46728,NA,2796608,NA,NA,0
"67","HS",2012,201202,"February 2012",6,1,2,"Exports",36,"Australia",NA,704,"Viet Nam",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,8736,NA,495100,NA,NA,0
"68","HS",2012,201202,"February 2012",6,1,2,"Exports",36,"Australia",NA,490,"Other Asia, nes",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,980,NA,51179,NA,NA,0
"69","HS",2012,201202,"February 2012",6,1,2,"Exports",36,"Australia",NA,842,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,120,NA,5093,NA,NA,0
"70","HS",2012,201202,"February 2012",6,1,2,"Exports",36,"Australia",NA,702,"Singapore",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,115,NA,7562,NA,NA,0
"71","HS",2012,201202,"February 2012",6,1,1,"Imports",36,"Australia",NA,554,"New Zealand",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,4443,NA,357530,NA,NA,0
"72","HS",2012,201202,"February 2012",6,1,1,"Imports",36,"Australia",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,4443,NA,357530,NA,NA,0
"73","HS",2012,201202,"February 2012",6,1,2,"Exports",36,"Australia",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,122885,NA,7383615,NA,NA,0
"74","HS",2012,201202,"February 2012",6,1,2,"Exports",36,"Australia",NA,344,"China, Hong Kong SAR",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,64196,NA,3922598,NA,NA,0
"75","HS",2012,201202,"February 2012",6,1,2,"Exports",36,"Australia",NA,392,"Japan",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,2010,NA,105476,NA,NA,0
"76","HS",2012,201201,"January 2012",6,1,1,"Imports",156,"China",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,68038,NA,3006051,NA,NA,0
"77","HS",2012,201201,"January 2012",6,1,2,"Exports",156,"China",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,20257,NA,613236,NA,NA,0
"78","HS",2012,201201,"January 2012",6,1,1,"Imports",156,"China",NA,36,"Australia",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,65400,NA,2910440,NA,NA,0
"79","HS",2012,201201,"January 2012",6,1,1,"Imports",156,"China",NA,554,"New Zealand",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,717,NA,32975,NA,NA,0
"80","HS",2012,201201,"January 2012",6,1,1,"Imports",156,"China",NA,710,"South Africa",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,1921,NA,62636,NA,NA,0
"81","HS",2012,201201,"January 2012",6,1,2,"Exports",156,"China",NA,392,"Japan",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,1790,NA,48748,NA,NA,0
"82","HS",2012,201201,"January 2012",6,1,2,"Exports",156,"China",NA,446,"China, Macao SAR",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,2840,NA,107570,NA,NA,0
"83","HS",2012,201201,"January 2012",6,1,2,"Exports",156,"China",NA,490,"Other Asia, nes",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,15627,NA,456918,NA,NA,0
"84","HS",2012,201202,"February 2012",6,1,2,"Exports",156,"China",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,31780,NA,827989,NA,NA,0
"85","HS",2012,201202,"February 2012",6,1,1,"Imports",156,"China",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,48503,NA,2220320,NA,NA,0
"86","HS",2012,201202,"February 2012",6,1,1,"Imports",156,"China",NA,36,"Australia",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,45716,NA,2126843,NA,NA,0
"87","HS",2012,201202,"February 2012",6,1,1,"Imports",156,"China",NA,554,"New Zealand",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,409,NA,19726,NA,NA,0
"88","HS",2012,201202,"February 2012",6,1,1,"Imports",156,"China",NA,710,"South Africa",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,2378,NA,73751,NA,NA,0
"89","HS",2012,201202,"February 2012",6,1,2,"Exports",156,"China",NA,392,"Japan",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,1500,NA,35546,NA,NA,0
"90","HS",2012,201202,"February 2012",6,1,2,"Exports",156,"China",NA,446,"China, Macao SAR",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,16222,NA,417370,NA,NA,0
"91","HS",2012,201202,"February 2012",6,1,2,"Exports",156,"China",NA,490,"Other Asia, nes",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,14058,NA,375073,NA,NA,0
"92","HS",2012,201202,"February 2012",6,1,1,"Imports",842,"United States of America",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,NA,NA,23065,NA,NA,0
"93","HS",2012,201203,"March 2012",6,1,1,"Imports",842,"United States of America",NA,36,"Australia",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,NA,NA,6000,NA,NA,0
