node,period,deg_out_wei,tot_out_wei,ave_out_wei,max_out_wei,deg_in_wei,tot_in_wei,ave_in_wei,max_in_wei,ratio,degree_val,bet_val,tri_no,eigen_val,net_group,tot_in_wei_n,tot_out_wei_n,period_date,degree_net,overall_flux,month
Croatia,201401,25,1953025,78121,554141,31,18317866,590898.903225806,5293993,0.8073074340935482,17,240,54,0.00896944543975069,2,1.636206793291253,0.17445005725381163,2014-01-01,-6,20270891,1
TFYR of Macedonia,201401,2,101722,50861,50861,24,2387122,99463.4166666667,847254,0.9182576328608784,8,0,19,1.5584961306194017e-4,2,0.21322490473590114,0.009086114475734937,2014-01-01,-22,2488844,1
Russian Federation,201401,26,2874453,110555.884615385,1079272,50,55337122,1106742.44,18160047,0.9012411878565388,22,456,68,0.008325021735930981,6,4.942877895142745,0.25675477294115057,2014-01-01,-24,58211575,1
Turkey,201401,7,32953,4707.57142857143,11441,2,321760,160880,160880,0.8141990848939847,3,0,0,3.0905198114064253e-6,6,0.02874056933320691,0.002943460906381052,2014-01-01,5,354713,1
Ukraine,201401,10,374594,37459.4,63742,19,1974210,103905.789473684,455099,0.6810342625438308,12,0,35,0.001143444145148364,6,0.17634236506498763,0.03345986085530616,2014-01-01,-9,2348804,1
Saudi Arabia,201401,11,8585772,780524.727272727,4242233,0,0,0,0,-1,4,0,0,4.151868655204815e-6,5,0,0.7669069351227827,2014-01-01,11,8585772,1
Uruguay,201401,14,1888652,134903.714285714,710838,2,3432,1716,1716,-0.9963722540859709,7,84,0,1.113219745525681e-5,4,3.065565451005909e-4,0.16870006760411455,2014-01-01,12,1892084,1
Japan,201401,7,919506,131358,447362,0,0,0,0,-1,3,0,1,4.2789557028721956e-5,5,0,0.0821330368762424,2014-01-01,7,919506,1
Thailand,201401,15,8915220,594348,2844777,15,1270758,84717.2,505528,-0.7504887601367292,13,1356,25,4.631283347471381e-4,5,0.11350792020365287,0.7963342197003758,2014-01-01,0,10185978,1
Portugal,201401,35,22582432,645212.342857143,10349425,27,21136486,782832.814814815,7068394,-0.03307369134798807,17,80,44,0.05195977487318562,1,1.8879743950253518,2.0171306334175485,2014-01-01,8,43718918,1
Sweden,201401,28,6567599,234557.107142857,1170260,25,17811574,712462.96,2427772,0.46121232250166977,21,1758,67,0.04461008629799215,1,1.5909832716327248,0.586637662892219,2014-01-01,3,24379173,1
Uzbekistan,201401,2,22,11,11,0,0,0,0,-1,1,0,0,1.52294236019332e-9,5,0,1.965106058337121e-6,2014-01-01,2,22,1
Cyprus,201401,5,605488,121097.6,160880,22,829282,37694.6363636364,155388,0.1559790070882441,11,125,35,0.0020347051440012666,1,0.07407395828499656,0.05408400622956485,2014-01-01,-17,1434770,1
Lithuania,201401,35,30581234,873749.542857143,7174772,25,39903102,1596124.08,10278686,0.13225446289229426,22,337,61,0.04533950856086933,1,3.5642648857565495,2.7316076456738703,2014-01-01,10,70484336,1
Belarus,201401,17,37547404,2208670.82352941,18160047,9,566e3,62888.8888888889,217100,-0.9702991629926312,10,0,21,0.0016958872619644095,6,0.05055681950085502,3.353846867055975,2014-01-01,8,38113404,1
Greece,201401,25,460574,18422.96,66200,53,23024573,434425.905660377,6268581,0.960777422427886,28,123,115,0.07541302518951783,1,2.056623995132968,0.04113985262329824,2014-01-01,-28,23485147,1
Costa Rica,201401,13,4996760,384366.153846154,1822482,0,0,0,0,-1,4,0,1,3.867667765778482e-6,7,0,0.4463256067298451,2014-01-01,13,4996760,1
Honduras,201401,6,1038e3,173e3,390823,0,0,0,0,-1,2,0,1,8.024817428327307e-7,7,0,0.09271727675245144,2014-01-01,6,1038e3,1
Nicaragua,201401,6,366350,61058.3333333333,112804,0,0,0,0,-1,2,0,1,2.316391379370677e-7,7,0,0.03272348202144565,2014-01-01,6,366350,1
Romania,201401,28,2313520,82625.7142857143,537693,48,16245212,338441.916666667,5252875,0.7506812426624836,23,122,104,0.011608974088375423,1,1.4510711145532227,0.20665055309473165,2014-01-01,-20,18558732,1
Bosnia Herzegovina,201401,10,4257795,425779.5,847254,31,3224246,104007.935483871,554141,-0.1381373077212488,12,0,31,0.0018878029016324233,1,0.28799933400769223,0.380319034075341,2014-01-01,-21,7482041,1
Australia,201401,39,10354418,265497.897435897,2313860,8,1190326,148790.75,545970,-0.7937891043751165,14,106,25,2.7164865260207496e-4,5,0.10632349245437236,0.9248877064706789,2014-01-01,31,11544744,1
India,201401,7,150620,21517.1428571429,73679,4,204186,51046.5,55860,0.15097264420556586,4,139,4,8.006874103687365e-4,5,0.018238506619437427,0.013453830659397144,2014-01-01,3,354806,1
Luxembourg,201401,16,15693954,980872.125,6241260,34,3485739,102521.735294118,849012,-0.6365177482246457,15,0,46,0.08030642577387462,1,0.3113566739400899,1.4018310947574588,2014-01-01,-18,19179693,1
Switzerland,201401,21,1400409,66686.1428571429,301410,33,4164239,126189.060606061,1550534,0.4966765193413851,22,1271,61,0.014770008016596255,5,0.37196233123925976,0.12508873682044677,2014-01-01,-12,5564648,1
Mexico,201401,10,758258,75825.8,266981,0,0,0,0,-1,3,0,0,6.563913941717073e-7,7,0,0.06772988134466312,2014-01-01,10,758258,1
El Salvador,201401,2,35100,17550,17550,9,1394264,154918.222222222,498584,0.9508872477549456,4,3,3,5.5225426346976317e-8,7,0.12453984696915217,0.003135237393074225,2014-01-01,-7,1429364,1
Brazil,201401,11,925525,84138.6363636364,286769,6,1465154,244192.333333333,710838,0.22572206473558348,7,95,4,1.3629412484245917e-4,7,0.13087195462713028,0.0826706720292029,2014-01-01,5,2390679,1
Malta,201401,2,103360,51680,51680,22,923671,41985.0454545455,188880,0.7987207786327774,11,0,39,0.0028318956686248873,1,0.08250506718228667,0.009232425554078402,2014-01-01,-20,1027031,1
Argentina,201401,6,113652,18942,55110,0,0,0,0,-1,2,0,0,2.0083390241424188e-10,3,0,0.010151737897369567,2014-01-01,6,113652,1
Morocco,201401,3,3784,1261.33333333333,1892,0,0,0,0,-1,1,0,0,3.023592878828265e-6,2,0,3.379982420339848e-4,2014-01-01,3,3784,1
Indonesia,201401,12,2511010,209250.833333333,554328,9,1122682,124742.444444444,344687,-0.38207090749573713,8,14,17,0.0013163652873213645,5,0.10028132726300162,0.2242909528884134,2014-01-01,3,3633692,1
Montenegro,201401,4,117094,29273.5,51376,17,1718305,101076.764705882,615521,0.872404855837886,7,13,9,4.148615273767167e-5,2,0.15348416207140758,0.010459187672496675,2014-01-01,-13,1835399,1
Chile,201401,2,134,67,67,2,970,485,485,0.7572463768115942,2,47,0,6.610868705188313e-10,3,8.66433125721367e-5,1.1969282355326101e-5,2014-01-01,0,1104,1
Colombia,201401,2,72,36,36,2,3328,1664,1664,0.9576470588235294,2,2,0,1.3022493085620346e-9,3,2.972669528248154e-4,6.4312561909214866e-6,2014-01-01,0,3400,1
Paraguay,201401,4,29425,7356.25,14713,6,176164,29360.6666666667,55110,0.7137492764690718,3,2,1,4.214211135936582e-8,3,0.015735497439131843,0.0026283293530258993,2014-01-01,-2,205589,1
Kazakhstan,201401,3,5717114,1905704.66666667,2858557,15,3637867,242524.466666667,1079272,-0.22226095381700936,7,85,8,4.046314343160152e-4,6,0.3249452036874858,0.5106697889819987,2014-01-01,-12,9354981,1
Dominica,201401,2,3710,1855,1855,0,0,0,0,-1,1,0,0,5.1986430182379605e-14,3,0,3.3138833983775994e-4,2014-01-01,2,3710,1
Sint Maarten (Dutch part),201401,2,1860,930,930,0,0,0,0,-1,1,0,0,6.362272728930811e-9,7,0,1.6614078493213842e-4,2014-01-01,2,1860,1
Barbados,201401,5,29538,5907.6,8484,4,2240,560,1102,-0.8590219648813645,4,62,3,1.0392124734486042e-5,7,2.000835259397796e-4,0.00263842285232554,2014-01-01,1,31778,1
Peru,201401,6,22324,3720.66666666667,9233,4,2324342,581085.5,1120451,0.9809738582312097,4,8,1,1.1969168090399998e-7,7,0.2076172066294282,0.001994046711196268,2014-01-01,2,2346666,1
Pakistan,201401,2,22,11,11,6,22208,3701.33333333333,10606,0.9980206927575349,4,96,2,3.2796493927156215e-7,5,0.001983685242888672,1.965106058337121e-6,2014-01-01,-4,22230,1
Viet Nam,201401,6,323484,53914,108545,0,0,0,0,-1,3,0,3,8.634332371280423e-6,5,0,0.02889456218977842,2014-01-01,6,323484,1
United Arab Emirates,201401,5,84205,16841,23238,0,0,0,0,-1,2,0,0,1.0138031872208776e-6,5,0,0.007521443438285331,2014-01-01,5,84205,1
Malaysia,201401,8,151736,18967,62358,41,5032515,122744.268292683,688031,0.9414627108139633,17,20,54,0.00379712357694208,1,0.4495193506896562,0.013553515130356427,2014-01-01,-33,5184251,1
Kuwait,201401,2,6848,3424,3424,0,0,0,0,-1,1,0,0,2.7544054629813254e-9,5,0,6.116839221587548e-4,2014-01-01,2,6848,1
Singapore,201401,8,975154,121894.25,443371,66,16362156,247911.454545455,2844777,0.8875080390210477,25,110,70,0.00562764766304486,5,1.4615169037753215,0.0871036833278035,2014-01-01,-58,17337310,1
Kyrgyzstan,201401,2,1189982,594991,594991,0,0,0,0,-1,1,0,0,2.2567324017075343e-6,6,0,0.10629276534146018,2014-01-01,2,1189982,1
Trinidad and Tobago,201401,5,21121,4224.2,8821,0,0,0,0,-1,2,0,0,1.3676922306024573e-7,3,0,0.0018865911390062878,2014-01-01,5,21121,1
Dominican Rep.,201401,2,1168,584,584,0,0,0,0,-1,1,0,0,8.977015860119644e-9,3,0,1.043292670971708e-4,2014-01-01,2,1168,1
Fiji,201401,2,10348,5174,5174,6,266454,44409,110357,0.9252317541058229,3,49,3,2.0867844586215753e-07,5,0.023800471348552694,9.243144314396603e-4,2014-01-01,-4,276802,1
Suriname,201401,2,19730,9865,9865,0,0,0,0,-1,1,0,0,6.712753966605036e-9,3,0,0.001762342842317791,2014-01-01,2,19730,1
Rep. of Korea,201401,3,276732,92244,138366,0,0,0,0,-1,1,0,0,1.0231094260937522e-5,5,0,0.024718533169806736,2014-01-01,3,276732,1
Philippines,201401,2,1884,942,942,23,7901546,343545.47826087,2125686,0.9995232449708544,11,48,25,0.0025599353459632114,5,0.7057898143104293,1.6828453699577892e-4,2014-01-01,-21,7903430,1
Iran,201401,2,14620,7310,7310,0,0,0,0,-1,1,0,0,2.601849416144072e-7,1,0,0.0013059022987676687,2014-01-01,2,14620,1
Bolivia,201401,2,2240902,1120451,1120451,11,228902,20809.2727272727,99636,-0.8146395422470771,5,10,2,1.285549567159632e-7,3,0.02044621395297653,0.20016409528817142,2014-01-01,-9,2469804,1
Curaçao,201401,2,180,90,90,0,0,0,0,-1,1,0,0,-0,8,0,1.6078140477303717e-5,2014-01-01,2,180,1
Uganda,201401,5,79304,15860.8,39652,0,0,0,0,-1,1,0,0,4.6666454382746506e-18,8,0,0.007083671402289411,2014-01-01,5,79304,1
Albania,201401,0,0,0,0,17,956303,56253.1176470588,365781,1,6,0,10,0.002352210771544873,2,0.08541985540481654,0,2014-01-01,-17,956303,1
Georgia,201401,0,0,0,0,17,286738,16866.9411764706,52916,1,6,0,9,2.544035959861447e-4,6,0.025612299134339517,0,2014-01-01,-17,286738,1
Canada,201401,0,0,0,0,8,5697119,712139.875,2791164,1,3,0,1,6.861472015188041e-5,3,0.5088837755439782,0,2014-01-01,-8,5697119,1
Armenia,201401,0,0,0,0,18,172867,9603.72222222222,33522,1,6,0,11,2.1012848523219177e-4,6,0.015440999499389232,0,2014-01-01,-18,172867,1
Guatemala,201401,0,0,0,0,19,5374134,282849.157894737,1822482,1,7,0,4,2.1903276527425943e-4,7,0.48003378553252296,0,2014-01-01,-19,5374134,1
Madagascar,201401,0,0,0,0,8,196853,24606.625,38848,1,3,0,1,5.346730067830387e-4,4,0.017583501040992603,0,2014-01-01,-8,196853,1
Mauritius,201401,0,0,0,0,15,499245,33283,161265,1,5,0,2,9.579411183859504e-4,4,0.044594062458841635,0,2014-01-01,-15,499245,1
Togo,201401,0,0,0,0,5,77160,15432,26236,1,2,0,0,1.5504029042362109e-4,4,0.006892162884604193,0,2014-01-01,-5,77160,1
Cabo Verde,201401,0,0,0,0,16,1087769,67985.5625,405579,1,6,0,15,0.0012473512322493758,2,0.09716279327142326,0,2014-01-01,-16,1087769,1
Niger,201401,0,0,0,0,6,342781,57130.1666666667,171362,1,2,0,1,0.001012578633277726,1,0.03061822817194803,0,2014-01-01,-6,342781,1
Montserrat,201401,0,0,0,0,6,11350,1891.66666666667,3820,1,2,0,0,2.98943907404462e-9,3,0.0010138160800966512,0,2014-01-01,-6,11350,1
Panama,201401,0,0,0,0,12,365498,30458.1666666667,165626,1,4,0,0,7.357274118952435e-5,7,0.03264737882318641,0,2014-01-01,-12,365498,1
New Caledonia,201401,0,0,0,0,18,1829733,101651.833333333,537216,1,5,0,4,0.002570025888018824,5,0.1634372456108798,0,2014-01-01,-18,1829733,1
Antigua and Barbuda,201401,0,0,0,0,18,529879,29437.7222222222,91650,1,7,0,5,7.298259203729957e-4,7,0.04733038332207343,0,2014-01-01,-18,529879,1
Azerbaijan,201401,0,0,0,0,14,387528,27680.5714285714,64331,1,5,0,5,9.417986612932517e-5,6,0.03461516457160308,0,2014-01-01,-14,387528,1
Iceland,201401,0,0,0,0,4,31864,7966,14831,1,2,0,1,8.55900818809437e-6,5,0.0028461881564933646,0,2014-01-01,-4,31864,1
Qatar,201401,0,0,0,0,23,8657753,376424.043478261,4242233,1,9,0,8,8.581912161721424e-5,5,0.7733364941766538,0,2014-01-01,-23,8657753,1
Bermuda,201401,0,0,0,0,7,227948,32564,113775,1,2,0,0,3.4639821668417553e-7,3,0.02036099980844682,0,2014-01-01,-7,227948,1
Mozambique,201401,0,0,0,0,10,629820,62982,214400,1,3,0,1,6.608692478110287e-5,4,0.056257413530085704,0,2014-01-01,-10,629820,1
Belize,201401,0,0,0,0,15,290894,19392.9333333333,109109,1,5,0,0,1.0378409861822475e-4,7,0.02598352553335993,0,2014-01-01,-15,290894,1
Zambia,201401,0,0,0,0,5,34178,6835.6,17089,1,1,0,0,6.4910321343203005e-9,4,0.003052881584629369,0,2014-01-01,-5,34178,1
Rep. of Moldova,201401,0,0,0,0,25,1109302,44372.08,298437,1,10,0,30,3.8115549464290226e-4,6,0.09908618548752204,0,2014-01-01,-25,1109302,1
Aruba,201401,0,0,0,0,13,782763,60212.5384615385,309932,1,4,0,0,0.0016398687723758467,3,0.06991874152464272,0,2014-01-01,-13,782763,1
Samoa,201401,0,0,0,0,10,899230,89923,187183,1,4,0,3,7.716385527763363e-7,5,0.08032192367447678,0,2014-01-01,-10,899230,1
Guyana,201401,0,0,0,0,16,79282,4955.125,9915,1,8,0,2,7.25928071574451e-5,3,0.007081706296231074,0,2014-01-01,-16,79282,1
"China, Hong Kong SAR",201401,0,0,0,0,50,14609738,292194.76,1562117,1,21,0,72,0.007888286039095098,5,1.304985666114457,0,2014-01-01,-50,14609738,1
Rwanda,201401,0,0,0,0,7,79484,11354.8571428571,39652,1,2,0,0,3.1110969588497668e-18,8,0.007099749542766715,0,2014-01-01,-7,79484,1
Algeria,201401,0,0,0,0,2,19344,9672,9672,1,1,0,0,1.5456760213527185e-5,2,0.0017278641632942394,0,2014-01-01,-2,19344,1
Benin,201401,0,0,0,0,7,322542,46077.4285714286,130600,1,2,0,1,0.0010276597051598535,1,0.02881041992128053,0,2014-01-01,-7,322542,1
French Polynesia,201401,0,0,0,0,10,1439702,143970.2,571153,1,3,0,2,0.003375083399208825,5,0.12859850556363953,0,2014-01-01,-10,1439702,1
Ethiopia,201401,0,0,0,0,2,7944,3972,3972,1,1,0,0,2.101536716043408e-5,1,7.095819330650041e-4,0,2014-01-01,-2,7944,1
Senegal,201401,0,0,0,0,8,1929735,241216.875,903586,1,3,0,3,0.005770715676332511,1,0.17236972452205382,0,2014-01-01,-8,1929735,1
Canada,201402,4,13026,3256.5,6411,11,5663744,514885.818181818,2713484,0.9954107705614285,6,235,4,2.186275425911327e-4,1,0.5368036526273817,0.0012345904721548634,2014-02-01,-7,5676770,2
Germany,201402,196,226496061,1155592.14795918,33965637,56,158487295,2830130.26785714,17742731,-0.17665378240403723,71,448,311,1,2,15.021257820098043,21.467056570797386,2014-02-01,140,384983356,2
Denmark,201402,55,36654526,666445.927272727,10688291,75,15299556,203994.08,5481982,-0.4110354601203424,42,1648,181,0.1855543837663705,2,1.4500756998157358,3.4740771196800795,2014-02-01,-20,51954082,2
Australia,201402,39,9343305,239571.923076923,1710055,6,1641051,273508.5,731404,-0.7012021460338685,13,0,25,8.65295767059364e-4,1,0.15553707423001772,0.8855485437921768,2014-02-01,33,10984356,2
France,201402,155,102824211,663382.006451613,23261007,58,113559987,1957930.81034483,22477572,0.04961441777740166,63,353,252,0.624451350116277,2,10.763095191787974,9.745569722665538,2014-02-01,97,216384198,2
Rep. of Korea,201402,4,208840,52210,52584,0,0,0,0,-1,2,0,1,7.027461718949638e-6,3,0,0.019793633825028533,2014-02-01,4,208840,2
Netherlands,201402,82,107306610,1308617.19512195,34583084,30,39032207,1301073.56666667,8618989,-0.4665501908492263,35,154,148,0.6200079652361765,2,3.6994312044661726,10.17040674844448,2014-02-01,52,146338817,2
New Zealand,201402,38,11204809,294863.394736842,1631089,6,416282,69380.3333333333,207963,-0.9283575010298086,14,87,27,1.9721053465491292e-4,1,0.039454766691967666,1.0619799196771889,2014-02-01,32,11621091,2
Indonesia,201402,13,3033843,233372.538461538,802571,10,1953058,195305.8,541004,-0.21672477556703051,9,47,20,0.002400159905935632,1,0.18510876695576794,0.28754442360000976,2014-02-01,3,4986901,2
Italy,201402,113,10911999,96566.3628318584,1385564,65,208655237,3210080.56923077,33965637,0.9006044872742307,52,1228,241,0.6294126083435002,2,19.776122183741357,1.0342276982621985,2014-02-01,48,219567236,2
Singapore,201402,11,1506860,136987.272727273,470112,72,14861172,206405.166666667,2889569,0.81587768156856,28,111,89,0.007895603456616567,4,1.4085261289923718,0.14281859349541512,2014-02-01,-61,16368032,2
Switzerland,201402,30,2450400,81680,598737,25,4452907,178116.28,1389551,0.2900793778981581,22,436,75,0.018801176284626277,5,0.42204180528110674,0.23224631452236122,2014-02-01,5,6903307,2
Viet Nam,201402,7,277320,39617.1428571429,64434,0,0,0,0,-1,3,0,3,9.915728552436354e-6,3,0,0.02628409563472952,2014-02-01,7,277320,2
Guyana,201402,2,182,91,91,13,162792,12522.4615384615,61135,0.9977665149042179,7,92,2,2.6697609198093064e-9,6,0.015429253196916515,1.7249767076016056e-5,2014-02-01,-11,162974,2
United States of America,201402,48,7670030,159792.291666667,2713484,0,0,0,0,-1,13,0,5,7.681514713417426e-5,6,0,0.7269573130003045,2014-02-01,48,7670030,2
Russian Federation,201402,28,3588817,128172.035714286,1190633,48,55621076,1158772.41666667,15582026,0.8787764402816941,21,163,66,0.006368603223815977,2,5.271706623721905,0.3401442710354215,2014-02-01,-20,59209893,2
Costa Rica,201402,11,5455777,495979.727272727,1981056,0,0,0,0,-1,3,0,0,2.775494779970875e-11,7,0,0.5170927608169541,2014-02-01,11,5455777,2
Honduras,201402,5,1350760,270152,566992,0,0,0,0,-1,2,0,0,3.528928614734232e-15,7,0,0.12802360096483212,2014-02-01,5,1350760,2
Nicaragua,201402,6,241752,40292,64696,0,0,0,0,-1,2,0,0,4.766263155857505e-16,7,0,0.022912998297588097,2014-02-01,6,241752,2
Azerbaijan,201402,2,12744,6372,6372,17,460170,27068.8235294118,131566,0.946104365698626,7,13,11,2.3317191698385787e-5,4,0.043614424809726965,0.0012078628110810364,2014-02-01,-15,472914,2
Finland,201402,25,11696959,467878.36,2731499,18,3178096,176560.888888889,910888,-0.5726945547428228,17,1487,53,0.008381807704330769,2,0.3012165700286721,1.1086253749874158,2014-02-01,7,14875055,2
Turkey,201402,9,159302,17700.2222222222,57532,3,386908,128969.333333333,193454,0.4167005364237198,4,9,1,2.9495382189885847e-6,4,0.036670730109050656,0.015098474696392911,2014-02-01,6,546210,2
Ukraine,201402,13,349718,26901.3846153846,75293,23,1764602,76721.8260869565,425829,0.669191040145295,16,566,66,9.918833116865046e-4,2,0.1672471070432532,0.03314590133126474,2014-02-01,-10,2114320,2
Hungary,201402,44,32079270,729074.318181818,5042795,53,11419554,215463.283018868,3275493,-0.4749488399962261,34,560,162,0.04329619422156358,2,1.0823332231427882,3.040439205871591,2014-02-01,-9,43498824,2
Luxembourg,201402,18,15429951,857219.5,5720362,33,6352118,192488.424242424,1854486,-0.41675715011278314,16,0,54,0.09167206029566394,2,0.6020470106558734,1.4624343996941813,2014-02-01,-15,21782069,2
Poland,201402,91,21752990,239043.846153846,5630345,40,18971288,474282.2,4093690,-0.06830574135654412,38,157,186,0.07796580923544906,2,1.798078566659442,2.061725333554431,2014-02-01,51,40724278,2
Romania,201402,32,2868532,89641.625,854477,45,15319814,340440.311111111,5042795,0.6845747271357164,22,84,96,0.012568048510322966,2,1.4519957315818122,0.2718764222532884,2014-02-01,-13,18188346,2
Slovakia,201402,60,21913392,365223.2,3543023,45,16080568,357345.955555556,5710910,-0.15351976998449227,33,87,128,0.04368382643233099,2,1.5240991892859195,2.0769280650848003,2014-02-01,15,37993960,2
Slovenia,201402,37,22274445,602012.027027027,9327528,42,8584938,204403.285714286,1491783,-0.44360922575801337,26,2,99,0.07451531311773345,2,0.8136713234177974,2.111148285700717,2014-02-01,-5,30859383,2
Spain,201402,45,44725350,993896.666666667,13459723,48,42840890,892518.541666667,10186310,-0.021520394161037404,32,323,137,0.19431263149683273,2,4.060414141918821,4.23902126314997,2014-02-01,-3,87566240,2
Belgium,201402,101,107167157,1061060.96039604,22477572,40,146792903,3669822.575,34583084,0.1560314090333732,45,347,219,0.9304335679581682,2,13.912875742649552,10.157189540927712,2014-02-01,61,253960060,2
Bulgaria,201402,17,881475,51851.4705882353,211160,38,2613910,68787.1052631579,471197,0.49563495866692797,19,60,73,0.0059406212044401645,2,0.247743618998182,0.08354526611720468,2014-02-01,-21,3495385,2
Austria,201402,71,88287572,1243486.92957746,22228595,13,5515200,424246.153846154,3947878,-0.882408592360149,27,545,120,0.35215129687075336,2,0.5227248097672733,8.367802487401082,2014-02-01,58,93802772,2
United Kingdom,201402,84,69120016,822857.333333333,27227750,50,37371111,747422.22,10091544,-0.2981366231573453,45,2245,175,0.1107204425905185,2,3.5419942863842935,6.551121847750016,2014-02-01,34,106491127,2
Portugal,201402,38,22891421,602405.815789474,10186310,29,18393412,634255.586206897,5551660,-0.10895064054152769,18,389,42,0.058145039669549474,2,1.7433080919406518,2.1696246169726514,2014-02-01,9,41284833,2
