"","period","trade_value_usd","origin","destin","period_date"
"8877",201406,22,"Ecuador","Poland",2014-06-01
"8878",201406,349224,"Romania","Poland",2014-06-01
"8879",201502,2921,"Peru","Chile",2015-02-01
"8880",201406,28237,"TFYR of Macedonia","Poland",2014-06-01
"8881",201406,55089,"Spain","Poland",2014-06-01
"8882",201406,51,"Austria","Croatia",2014-06-01
"8883",201406,20086,"Bosnia Herzegovina","Croatia",2014-06-01
"8884",201406,6,"Netherlands","Croatia",2014-06-01
"8885",201406,28545,"Serbia","Croatia",2014-06-01
"8886",201406,85077,"Spain","Croatia",2014-06-01
"8887",201406,131820,"TFYR of Macedonia","Croatia",2014-06-01
"8888",201406,8952,"Greece","Cyprus",2014-06-01
"8889",201406,2656,"United Kingdom","Cyprus",2014-06-01
"8890",201406,37293,"Germany","Croatia",2014-06-01
"8891",201406,171462,"Italy","Croatia",2014-06-01
"8892",201406,307,"Slovenia","Croatia",2014-06-01
"8893",201502,15266,"Italy","Malta",2015-02-01
"8894",201502,2440,"Netherlands","Malta",2015-02-01
"8895",201502,437225,"Belgium","Netherlands",2015-02-01
"8896",201502,2202,"France","Netherlands",2015-02-01
"8897",201502,1691298,"Germany","Netherlands",2015-02-01
"8898",201502,8399,"Israel","Netherlands",2015-02-01
"8899",201502,329,"Jordan","Netherlands",2015-02-01
"8900",201502,33834,"Slovenia","Netherlands",2015-02-01
"8901",201502,11844860,"Spain","Netherlands",2015-02-01
"8902",201502,2088,"Suriname","Netherlands",2015-02-01
"8903",201502,8876,"Turkey","Netherlands",2015-02-01
"8904",201502,8626,"United Kingdom","Netherlands",2015-02-01
"8905",201510,10181,"Greece","Cyprus",2015-10-01
"8906",201510,57,"Netherlands","Cyprus",2015-10-01
"8907",201510,161739,"Albania","Bulgaria",2015-10-01
"8908",201510,16392,"Greece","Bulgaria",2015-10-01
"8909",201510,64556,"Turkey","Bulgaria",2015-10-01
"8910",201510,84274,"TFYR of Macedonia","Bulgaria",2015-10-01
"8911",201502,6336,"Bulgaria","Romania",2015-02-01
"8912",201502,146486,"France","Romania",2015-02-01
"8913",201502,244417,"Germany","Romania",2015-02-01
"8914",201502,878081,"Greece","Romania",2015-02-01
"8915",201502,4750,"Hungary","Romania",2015-02-01
"8916",201502,42131,"Italy","Romania",2015-02-01
"8917",201502,16625,"Netherlands","Romania",2015-02-01
"8918",201502,17713,"Poland","Romania",2015-02-01
"8919",201502,323391,"Spain","Romania",2015-02-01
"8920",201502,247458,"Turkey","Romania",2015-02-01
"8921",201502,31723,"Belgium","Spain",2015-02-01
"8922",201502,3927,"Czech Rep.","Spain",2015-02-01
"8923",201502,75171,"France","Spain",2015-02-01
"8924",201502,158594,"Germany","Spain",2015-02-01
"8925",201502,42131,"Greece","Spain",2015-02-01
"8926",201502,71789,"Italy","Spain",2015-02-01
"8927",201502,125,"Lithuania","Spain",2015-02-01
"8928",201502,1865611,"Morocco","Spain",2015-02-01
"8929",201502,2281,"Poland","Spain",2015-02-01
"8930",201502,159,"Portugal","Spain",2015-02-01
"8931",201502,67271,"United Kingdom","Spain",2015-02-01
"8932",201406,1454,"Albania","Germany",2014-06-01
"8933",201406,728626,"Austria","Germany",2014-06-01
"8934",201406,1494101,"Belgium","Germany",2014-06-01
"8935",201406,73071,"Bulgaria","Germany",2014-06-01
"8936",201406,1346,"Sri Lanka","Germany",2014-06-01
"8937",201406,18947,"Denmark","Germany",2014-06-01
"8938",201406,249576,"France","Germany",2014-06-01
"8939",201406,543449,"Greece","Germany",2014-06-01
"8940",201406,220938,"Hungary","Germany",2014-06-01
"8941",201406,63108,"Italy","Germany",2014-06-01
"8942",201406,4309,"Jordan","Germany",2014-06-01
"8943",201406,394,"Luxembourg","Germany",2014-06-01
"8944",201406,10942,"Rep. of Moldova","Germany",2014-06-01
"8945",201406,26968241,"Netherlands","Germany",2014-06-01
"8946",201406,681652,"Romania","Germany",2014-06-01
"8947",201406,6434929,"Spain","Germany",2014-06-01
"8948",201406,85045,"Turkey","Germany",2014-06-01
"8949",201406,73533,"TFYR of Macedonia","Germany",2014-06-01
"8950",201406,2229,"Egypt","Germany",2014-06-01
"8951",201510,23558,"United Kingdom","France",2015-10-01
"8952",201510,234,"Algeria","France",2015-10-01
"8953",201510,1416,"Brazil","France",2015-10-01
"8954",201510,52564,"France","France",2015-10-01
"8955",201510,256682,"Germany","France",2015-10-01
"8956",201510,281,"Hungary","France",2015-10-01
"8957",201510,31551,"Jordan","France",2015-10-01
"8958",201510,1135,"Lebanon","France",2015-10-01
"8959",201510,632897,"Netherlands","France",2015-10-01
"8960",201510,3806155,"Spain","France",2015-10-01
"8961",201510,13647,"Turkey","France",2015-10-01
"8962",201510,26834,"TFYR of Macedonia","France",2015-10-01
"8963",201406,734,"Netherlands","Malta",2014-06-01
"8964",201406,8210,"Italy","Malta",2014-06-01
"8965",201502,2124,"United States of America","China, Hong Kong SAR",2015-02-01
"8966",201406,38302,"Romania","Rep. of Moldova",2014-06-01
"8967",201502,375,"Malaysia","China, Hong Kong SAR",2015-02-01
"8968",201502,449,"New Zealand","China, Hong Kong SAR",2015-02-01
"8969",201502,215,"Netherlands","China, Hong Kong SAR",2015-02-01
"8970",201502,6093,"Australia","China, Hong Kong SAR",2015-02-01
"8971",201502,38,"Thailand","China, Hong Kong SAR",2015-02-01
"8972",201502,2236,"Rep. of Korea","China, Hong Kong SAR",2015-02-01
"8973",201502,189705,"China","China, Hong Kong SAR",2015-02-01
"8974",201502,36310,"Japan","China, Hong Kong SAR",2015-02-01
"8975",201406,1386,"Austria","Netherlands",2014-06-01
"8976",201406,1374532,"Belgium","Netherlands",2014-06-01
"8977",201406,348118,"Germany","Netherlands",2014-06-01
"8978",201406,610933,"Spain","Netherlands",2014-06-01
"8979",201406,25934,"United Kingdom","Netherlands",2014-06-01
"8980",201510,216555,"Austria","Germany",2015-10-01
"8981",201510,1673251,"Belgium","Germany",2015-10-01
"8982",201510,32784,"Bulgaria","Germany",2015-10-01
"8983",201510,4550,"Czech Rep.","Germany",2015-10-01
"8984",201510,12785,"Denmark","Germany",2015-10-01
"8985",201510,202533,"France","Germany",2015-10-01
"8986",201510,89026,"Greece","Germany",2015-10-01
"8987",201510,67949,"Italy","Germany",2015-10-01
"8988",201510,5483,"Jordan","Germany",2015-10-01
"8989",201510,899,"Luxembourg","Germany",2015-10-01
"8990",201510,14566874,"Netherlands","Germany",2015-10-01
"8991",201510,85420,"Poland","Germany",2015-10-01
"8992",201510,265337,"Romania","Germany",2015-10-01
"8993",201510,45,"Serbia","Germany",2015-10-01
"8994",201510,19058065,"Spain","Germany",2015-10-01
"8995",201510,181670,"Turkey","Germany",2015-10-01
"8996",201510,225,"Ukraine","Germany",2015-10-01
"8997",201510,132079,"TFYR of Macedonia","Germany",2015-10-01
"8998",201510,2090,"Egypt","Germany",2015-10-01
"8999",201502,13436,"Czech Rep.","Lithuania",2015-02-01
"9000",201502,12833,"Estonia","Lithuania",2015-02-01
"9001",201502,9757,"France","Lithuania",2015-02-01
"9002",201502,107337,"Latvia","Lithuania",2015-02-01
"9003",201502,286047,"Netherlands","Lithuania",2015-02-01
"9004",201502,26975,"Ukraine","Lithuania",2015-02-01
"9005",201502,49627,"Greece","Lithuania",2015-02-01
"9006",201502,31598,"Poland","Lithuania",2015-02-01
"9007",201502,1014919,"Spain","Lithuania",2015-02-01
"9008",201502,5372,"Australia","Malaysia",2015-02-01
"9009",201502,657,"Bangladesh","Malaysia",2015-02-01
"9010",201502,2644,"China","Malaysia",2015-02-01
"9011",201502,8,"Indonesia","Malaysia",2015-02-01
"9012",201502,440,"Iran","Malaysia",2015-02-01
"9013",201502,53,"Japan","Malaysia",2015-02-01
"9014",201502,158,"Netherlands","Malaysia",2015-02-01
"9015",201502,198959,"Thailand","Malaysia",2015-02-01
"9016",201502,36,"United States of America","Malaysia",2015-02-01
"9017",201502,191,"Romania","Rep. of Moldova",2015-02-01
"9018",201502,2118,"South Africa","Mauritius",2015-02-01
"9019",201502,2070,"Egypt","Mauritius",2015-02-01
"9020",201502,8,"Spain","Rep. of Moldova",2015-02-01
"9021",201502,122379,"Turkey","Rep. of Moldova",2015-02-01
"9022",201502,30026,"Brazil","Paraguay",2015-02-01
"9023",201502,47392,"China","Kyrgyzstan",2015-02-01
"9024",201502,4397,"Japan","Singapore",2015-02-01
"9025",201502,1653,"Netherlands","Singapore",2015-02-01
"9026",201502,28675,"India","Singapore",2015-02-01
"9027",201502,45268,"Thailand","Singapore",2015-02-01
"9028",201406,185,"Belgium","Romania",2014-06-01
"9029",201406,59,"Bulgaria","Romania",2014-06-01
"9030",201406,119,"Germany","Romania",2014-06-01
"9031",201406,9342,"Hungary","Romania",2014-06-01
"9032",201406,4319,"Italy","Romania",2014-06-01
"9033",201406,2888,"Spain","Romania",2014-06-01
"9034",201406,83879,"TFYR of Macedonia","Romania",2014-06-01
"9035",201502,2465,"Australia","Singapore",2015-02-01
"9036",201502,654254,"Malaysia","Singapore",2015-02-01
"9037",201407,297723,"Austria","Germany",2014-07-01
"9038",201407,2162395,"Belgium","Germany",2014-07-01
"9039",201407,851116,"Bosnia Herzegovina","Germany",2014-07-01
"9040",201407,366,"Sri Lanka","Germany",2014-07-01
"9041",201407,11129,"Denmark","Germany",2014-07-01
"9042",201407,126048,"France","Germany",2014-07-01
"9043",201407,37273,"Greece","Germany",2014-07-01
"9044",201407,759944,"Hungary","Germany",2014-07-01
"9045",201407,26916,"Italy","Germany",2014-07-01
"9046",201407,3290,"Jordan","Germany",2014-07-01
"9047",201407,690,"Luxembourg","Germany",2014-07-01
"9048",201407,27852092,"Netherlands","Germany",2014-07-01
"9049",201407,141970,"Poland","Germany",2014-07-01
"9050",201407,720329,"Romania","Germany",2014-07-01
"9051",201407,5799038,"Spain","Germany",2014-07-01
"9052",201407,233155,"Turkey","Germany",2014-07-01
"9053",201407,16342,"TFYR of Macedonia","Germany",2014-07-01
"9054",201407,2342,"Egypt","Germany",2014-07-01
"9055",201502,208,"Brazil","Germany",2015-02-01
"9056",201406,9718,"Belgium","Spain",2014-06-01
"9057",201406,11349,"Czech Rep.","Spain",2014-06-01
"9058",201406,217,"Ecuador","Spain",2014-06-01
"9059",201406,2433,"France","Spain",2014-06-01
"9060",201406,3711,"Germany","Spain",2014-06-01
"9061",201406,20211,"Greece","Spain",2014-06-01
"9062",201406,63366,"Italy","Spain",2014-06-01
"9063",201406,68,"Lithuania","Spain",2014-06-01
"9064",201406,96761,"Netherlands","Spain",2014-06-01
"9065",201406,2175,"Poland","Spain",2014-06-01
"9066",201406,3656,"Portugal","Spain",2014-06-01
"9067",201406,2854,"Romania","Spain",2014-06-01
"9068",201502,364,"Dominica","Montserrat",2015-02-01
"9069",201502,87,"Saint Kitts and Nevis","Montserrat",2015-02-01
"9070",201502,26553,"Austria","Germany",2015-02-01
"9071",201502,592036,"Belgium","Germany",2015-02-01
"9072",201502,958602,"Bulgaria","Germany",2015-02-01
"9073",201502,241,"Costa Rica","Germany",2015-02-01
"9074",201502,579,"Denmark","Germany",2015-02-01
"9075",201502,418,"Dominican Rep.","Germany",2015-02-01
"9076",201502,2676168,"Greece","Germany",2015-02-01
"9077",201502,85,"Honduras","Germany",2015-02-01
"9078",201502,65407,"Israel","Germany",2015-02-01
"9079",201502,143826,"Italy","Germany",2015-02-01
"9080",201502,30902,"Jordan","Germany",2015-02-01
"9081",201502,316,"Luxembourg","Germany",2015-02-01
"9082",201502,5969736,"Netherlands","Germany",2015-02-01
"9083",201502,3292,"Peru","Germany",2015-02-01
"9084",201502,29948,"Poland","Germany",2015-02-01
"9085",201502,25,"Russian Federation","Germany",2015-02-01
"9086",201502,35,"India","Germany",2015-02-01
"9087",201502,681,"South Africa","Germany",2015-02-01
"9088",201502,26920941,"Spain","Germany",2015-02-01
"9089",201502,8284,"Sweden","Germany",2015-02-01
"9090",201502,52179,"Egypt","Germany",2015-02-01
"9091",201502,12257,"United States of America","Germany",2015-02-01
"9092",201502,1226,"Canada","Germany",2015-02-01
"9093",201502,23,"Colombia","Germany",2015-02-01
"9094",201502,273313,"France","Germany",2015-02-01
"9095",201502,68251,"Morocco","Germany",2015-02-01
"9096",201502,520,"Thailand","Germany",2015-02-01
"9097",201502,280825,"Turkey","Germany",2015-02-01
"9098",201502,808,"Ukraine","Germany",2015-02-01
"9099",201502,3584,"United Kingdom","Germany",2015-02-01
"9100",201510,12246,"Italy","Malta",2015-10-01
"9101",201510,4123,"Netherlands","Malta",2015-10-01
"9102",201510,1180,"Spain","Malta",2015-10-01
"9103",201510,369789,"Belgium","Netherlands",2015-10-01
"9104",201510,1539,"France","Netherlands",2015-10-01
"9105",201510,541875,"Germany","Netherlands",2015-10-01
"9106",201510,1461,"Lithuania","Netherlands",2015-10-01
"9107",201510,5150191,"Spain","Netherlands",2015-10-01
"9108",201510,584,"Suriname","Netherlands",2015-10-01
"9109",201510,607,"Turkey","Netherlands",2015-10-01
"9110",201510,46592,"United Kingdom","Netherlands",2015-10-01
"9111",201510,13078,"Albania","Romania",2015-10-01
"9112",201510,34300,"Bulgaria","Romania",2015-10-01
"9113",201510,30761,"France","Romania",2015-10-01
"9114",201502,777,"Spain","Cabo Verde",2015-02-01
"9115",201510,5370,"Hungary","Romania",2015-10-01
"9116",201510,12235,"Italy","Romania",2015-10-01
"9117",201510,53434,"Spain","Romania",2015-10-01
"9118",201510,54647,"Turkey","Romania",2015-10-01
"9119",201510,115260,"TFYR of Macedonia","Romania",2015-10-01
"9120",201510,190253,"Greece","Romania",2015-10-01
"9121",201510,12549,"Netherlands","Romania",2015-10-01
"9122",201502,77108,"Greece","Serbia",2015-02-01
"9123",201502,6634,"Italy","Serbia",2015-02-01
"9124",201502,34276,"TFYR of Macedonia","Serbia",2015-02-01
"9125",201502,151494,"Spain","Serbia",2015-02-01
"9126",201406,363627,"Austria","Italy",2014-06-01
"9127",201406,1265,"Belgium","Italy",2014-06-01
"9128",201406,5891,"France","Italy",2014-06-01
"9129",201406,200183,"Germany","Italy",2014-06-01
"9130",201406,37248,"Netherlands","Italy",2014-06-01
"9131",201406,347,"Romania","Italy",2014-06-01
"9132",201406,72,"Slovenia","Italy",2014-06-01
"9133",201406,417129,"Spain","Italy",2014-06-01
"9134",201510,16763,"Netherlands","Spain",2015-10-01
"9135",201510,5067,"Poland","Spain",2015-10-01
"9136",201510,6123,"Portugal","Spain",2015-10-01
"9137",201510,2899,"Romania","Spain",2015-10-01
"9138",201510,19156,"United Kingdom","Spain",2015-10-01
"9139",201510,36188,"Belgium","Spain",2015-10-01
"9140",201510,3112,"France","Spain",2015-10-01
"9141",201510,7831,"Germany","Spain",2015-10-01
"9142",201510,8303,"Greece","Spain",2015-10-01
"9143",201510,30132,"Italy","Spain",2015-10-01
"9144",201510,56,"Lithuania","Spain",2015-10-01
"9145",201510,20998,"Morocco","Spain",2015-10-01
"9146",201502,30736,"Armenia","Russian Federation",2015-02-01
"9147",201502,123153,"Belize","Russian Federation",2015-02-01
"9148",201502,579024,"Belarus","Russian Federation",2015-02-01
"9149",201502,3430401,"China","Russian Federation",2015-02-01
"9150",201502,137098,"Cyprus","Russian Federation",2015-02-01
"9151",201502,12870414,"Iran","Russian Federation",2015-02-01
"9152",201502,56451,"Kazakhstan","Russian Federation",2015-02-01
"9153",201502,23656,"Morocco","Russian Federation",2015-02-01
"9154",201502,26901,"Netherlands","Russian Federation",2015-02-01
"9155",201502,83200,"Spain","Russian Federation",2015-02-01
"9156",201502,3357968,"Turkey","Russian Federation",2015-02-01
"9157",201502,148112,"TFYR of Macedonia","Russian Federation",2015-02-01
"9158",201502,13435,"Egypt","Russian Federation",2015-02-01
"9159",201502,170530,"United Kingdom","Russian Federation",2015-02-01
"9160",201502,490,"Uzbekistan","Russian Federation",2015-02-01
"9161",201502,8267,"Algeria","Switzerland",2015-02-01
"9162",201502,2198,"Austria","Switzerland",2015-02-01
"9163",201502,41,"Bangladesh","Switzerland",2015-02-01
"9164",201502,54,"China","Switzerland",2015-02-01
"9165",201502,1892,"France","Switzerland",2015-02-01
"9166",201502,9945,"Italy","Switzerland",2015-02-01
"9167",201502,110724,"Morocco","Switzerland",2015-02-01
"9168",201502,131447,"Netherlands","Switzerland",2015-02-01
"9169",201502,35,"Portugal","Switzerland",2015-02-01
"9170",201502,379,"India","Switzerland",2015-02-01
"9171",201502,2664673,"Spain","Switzerland",2015-02-01
"9172",201502,34644,"Turkey","Switzerland",2015-02-01
"9173",201502,13,"Germany","Switzerland",2015-02-01
"9174",201502,1599,"Denmark","United Kingdom",2015-02-01
"9175",201502,65777,"France","United Kingdom",2015-02-01
"9176",201502,1466257,"Germany","United Kingdom",2015-02-01
"9177",201502,1763,"Iran","United Kingdom",2015-02-01
"9178",201502,7374,"Ireland","United Kingdom",2015-02-01
"9179",201502,1137,"Italy","United Kingdom",2015-02-01
"9180",201502,142674,"Jordan","United Kingdom",2015-02-01
"9181",201502,2325,"Lebanon","United Kingdom",2015-02-01
"9182",201502,110979,"Morocco","United Kingdom",2015-02-01
"9183",201502,2785178,"Netherlands","United Kingdom",2015-02-01
"9184",201502,11965,"Poland","United Kingdom",2015-02-01
"9185",201502,13840237,"Spain","United Kingdom",2015-02-01
"9186",201502,54775,"Turkey","United Kingdom",2015-02-01
"9187",201406,6202,"Poland","Latvia",2014-06-01
"9188",201406,15099,"Romania","Latvia",2014-06-01
"9189",201406,3866,"Estonia","Latvia",2014-06-01
"9190",201406,18039,"Germany","Latvia",2014-06-01
"9191",201406,296378,"Lithuania","Latvia",2014-06-01
"9192",201406,40478,"Netherlands","Latvia",2014-06-01
"9193",201406,70718,"Denmark","Sweden",2014-06-01
"9194",201406,5681,"France","Sweden",2014-06-01
"9195",201406,7774,"Germany","Sweden",2014-06-01
"9196",201406,17642,"Jordan","Sweden",2014-06-01
"9197",201406,8073,"Spain","Sweden",2014-06-01
"9198",201406,7475,"Poland","Sweden",2014-06-01
"9199",201406,5233,"Turkey","Sweden",2014-06-01
"9200",201406,103873,"Austria","Switzerland",2014-06-01
"9201",201406,45764,"France","Switzerland",2014-06-01
"9202",201406,65440,"Germany","Switzerland",2014-06-01
"9203",201406,13961,"Italy","Switzerland",2014-06-01
"9204",201406,30986,"Netherlands","Switzerland",2014-06-01
"9205",201406,6,"Pakistan","Switzerland",2014-06-01
"9206",201406,16,"Poland","Switzerland",2014-06-01
"9207",201406,379,"Portugal","Switzerland",2014-06-01
"9208",201406,20164,"Spain","Switzerland",2014-06-01
"9209",201406,16916,"Turkey","Switzerland",2014-06-01
"9210",201406,139943,"TFYR of Macedonia","Switzerland",2014-06-01
"9211",201502,3,"South Africa","Ethiopia",2015-02-01
"9212",201510,3507335,"Azerbaijan","Russian Federation",2015-10-01
"9213",201510,17069,"Belize","Russian Federation",2015-10-01
"9214",201510,391060,"Belarus","Russian Federation",2015-10-01
"9215",201510,1936225,"China","Russian Federation",2015-10-01
"9216",201510,2030986,"Iran","Russian Federation",2015-10-01
"9217",201510,74237,"Kazakhstan","Russian Federation",2015-10-01
"9218",201510,2651,"Serbia","Russian Federation",2015-10-01
"9219",201510,39292,"Seychelles","Russian Federation",2015-10-01
"9220",201510,17251,"TFYR of Macedonia","Russian Federation",2015-10-01
"9221",201510,15606,"United Kingdom","Russian Federation",2015-10-01
"9222",201510,31177,"Uzbekistan","Russian Federation",2015-10-01
"9223",201510,1482110,"Turkey","Russian Federation",2015-10-01
"9224",201502,5421,"South Africa","Mozambique",2015-02-01
"9225",201502,132149,"Denmark","Sweden",2015-02-01
"9226",201502,5550743,"Spain","Sweden",2015-02-01
"9227",201502,19384,"United States of America","Bermuda",2015-02-01
"9228",201502,341674,"Germany","Sweden",2015-02-01
"9229",201502,62786,"Italy","Sweden",2015-02-01
"9230",201502,60633,"Jordan","Sweden",2015-02-01
"9231",201502,1306662,"Netherlands","Sweden",2015-02-01
"9232",201502,8969,"Turkey","Sweden",2015-02-01
"9233",201502,7117,"Denmark","Greenland",2015-02-01
"9234",201502,5469,"Portugal","Greenland",2015-02-01
