node,period,deg_out_wei,tot_out_wei,ave_out_wei,max_out_wei,deg_in_wei,tot_in_wei,ave_in_wei,max_in_wei,ratio,degree_val,bet_val,tri_no,eigen_val,net_group,tot_in_wei_n,tot_out_wei_n,period_date,degree_net,overall_flux,month
Belarus,201401,1,424464,424464,424464,4,1451500,362875,712700,0.5474710602122429,5,0,7,0.013624876936803065,4,0.6335221476973713,0.1852616912850272,2014-01-01,-3,1875964,1
Czech Rep.,201401,4,482415,120603.75,405620,10,4061476,406147.6,2185054,0.7876643607868234,14,15,48,0.0510994575337623,3,1.7726730956536882,0.2105550030185514,2014-01-01,-6,4543891,1
Lithuania,201401,3,3759729,1253243,3686331,9,5011778,556864.222222222,3030595,0.14274046637596025,12,49,43,0.06526459399593229,3,2.187442206229718,1.640972504884664,2014-01-01,-6,8771507,1
Rep. of Moldova,201401,1,580550,580550,580550,3,516820,172273.333333333,311110,-0.05807521619872969,4,0,6,0.0010964032781167307,4,0.2255714201673823,0.25338703606318214,2014-01-01,-2,1097370,1
Poland,201401,10,432683,43268.3,187075,9,10301841,1144649,8060835,0.9193847812907214,19,358,77,0.16409982517707564,3,4.4963447713102545,0.18884895861670112,2014-01-01,1,10734524,1
Romania,201401,5,21873,4374.6,14485,11,1791647,162877,790912,0.9758778508094755,16,80,59,0.009781658899461136,3,0.7819828145749583,0.009546696477150948,2014-01-01,-6,1813520,1
Ukraine,201401,1,57767,57767,57767,6,3642998,607166.333333333,3600559,0.9687810493235858,7,1,7,0.00180495155016056,3,1.5900240558162095,0.025213003035503993,2014-01-01,-5,3700765,1
Kazakhstan,201401,1,76727,76727,76727,6,1024071,170678.5,935362,0.860597493818121,7,2,4,2.243575513588153e-4,4,0.446966351577399,0.03348829061410693,2014-01-01,-5,1100798,1
Serbia,201401,3,150448,50149.3333333333,149879,8,289689,36211.125,137842,0.316358315706246,11,135,27,0.0010236937752623515,3,0.12643775228680934,0.06566458152034041,2014-01-01,-5,440137,1
Denmark,201401,4,254626,63656.5,246352,21,5208389,248018.523809524,4240573,0.9067818777726219,25,589,95,0.08624147870970464,3,2.273255105286506,0.11113414425049317,2014-01-01,-17,5463015,1
Jordan,201401,9,637048,70783.1111111111,224815,0,0,0,0,-1,9,0,17,0.002443151109060947,3,0,0.27804617095853595,2014-01-01,9,637048,1
Canada,201401,2,36540,18270,30050,16,16055335,1003458.4375,14378826,0.9954585776983726,18,399,4,0.010023169615281071,4,7.007516576783171,0.015948259922054387,2014-01-01,-14,16091875,1
Chile,201401,2,3970,1985,2026,0,0,0,0,-1,2,0,0,3.554012414631232e-7,4,0,0.0017327474518488211,2014-01-01,2,3970,1
Colombia,201401,1,263,263,263,0,0,0,0,-1,1,0,0,4.7066390755698064e-8,4,0,1.1478906293104281e-4,2014-01-01,1,263,1
Costa Rica,201401,2,3773,1886.5,3311,0,0,0,0,-1,2,0,0,5.925354364385911e-7,4,0,0.0016467647697293707,2014-01-01,2,3773,1
Dominican Rep.,201401,4,170858,42714.5,147372,0,0,0,0,-1,4,0,3,1.8368393777456357e-4,4,0,0.07457273655616772,2014-01-01,4,170858,1
Guatemala,201401,2,15869,7934.5,14019,1,9170,9170,9170,-0.2675426334917529,3,47,2,3.3213902704195775e-7,2,0.0040023410915500475,0.006926188743926686,2014-01-01,1,25039,1
Honduras,201401,4,87830,21957.5,41830,0,0,0,0,-1,4,0,2,6.487704792504843e-6,2,0,0.03833430949518437,2014-01-01,4,87830,1
Mexico,201401,2,14379612,7189806,14378826,0,0,0,0,-1,2,0,0,0.0025732298220518734,2,0,6.276129987802199,2014-01-01,2,14379612,1
Peru,201401,2,3238,1619,2529,0,0,0,0,-1,2,0,0,4.5521489281236746e-7,4,0,0.0014132585010293408,2014-01-01,2,3238,1
Philippines,201401,1,45,45,45,0,0,0,0,-1,1,0,0,8.053184742234612e-9,4,0,1.9640714189722154e-5,2014-01-01,1,45,1
Egypt,201401,4,139397,34849.25,104360,0,0,0,0,-1,4,0,1,5.000999972250906e-4,4,0,0.06084125857565998,2014-01-01,4,139397,1
Pakistan,201401,1,61,61,61,2,488264,244132,486350,0.9997501663850918,3,1,0,8.618058969697567e-7,4,0.21310785940289995,2.6624079234956698e-5,2014-01-01,-1,488325,1
