"","node","period","deg_out_wei","tot_out_wei","ave_out_wei","max_out_wei","deg_in_wei","tot_in_wei","ave_in_wei","max_in_wei","ratio","degree_val","bet_val","tri_no","eigen_val","net_group"
"2161","Estonia","201508",35,2160849,61738.5428571429,292780,70,5072399,72462.8428571429,795306,0.402523181840302,27,114,154,0.00377628783725039,1
"2162","Ukraine","201508",42,21384861,509163.357142857,4585135,0,0,0,0,-1,15,0,22,0.0491240572086287,8
"2163","Turkey","201508",22,4871797,221445.318181818,1207985,10,744100,74410,129600,-0.735002262327817,13,281,7,0.00378591208461951,9
"2164","Canada","201508",17,7436920,437465.882352941,1427573,20,90857139,4542856.95,38969350,0.8486801730306,14,510,28,0.211550326732125,10
"2165","China","201508",28,68216547,2436305.25,26092767,0,0,0,0,-1,8,0,3,0.0819198618082396,8
"2166","United Kingdom","201508",138,49295899,357216.65942029,9503818,134,267179776,1993878.92537313,64689358,0.688469586169616,55,60,318,0.672981729908536,1
"2167","Malaysia","201508",6,1289411,214901.833333333,494635,16,18519789,1157486.8125,6739732,0.869816953738667,8,276,14,0.0117498086305609,6
"2168","Philippines","201508",3,1541867,513955.666666667,770933,27,40070892,1484107.11111111,7147585,0.925894507499491,13,0,44,0.106527085835569,6
"2169","Kazakhstan","201508",10,1245936,124593.6,557441,28,26422325,943654.464285714,9931315,0.909937527335021,10,57,15,0.0459190192491647,10
"2170","Russian Federation","201508",29,7440759,256577.896551724,3013017,68,88615176,1303164.35294118,15228276,0.845074455836591,30,425,88,0.16583919375277,10
"2171","Ireland","201508",44,25480511,579102.522727273,10925462,78,54596328,699952.923076923,11570789,0.363598480704265,31,2046,167,0.224162529399159,6
"2172","Lesotho","201508",3,244,81.3333333333333,122,0,0,0,0,-1,1,0,0,1.76371757447481e-07,3
"2173","Latvia","201508",37,1863074,50353.3513513514,294830,67,4974973,74253.3283582089,1128250,0.45508593316191,21,978,87,0.00482682309844954,1
"2174","Finland","201508",29,1950314,67252.2068965517,395763,62,5178544,83524.9032258065,852383,0.452839711493762,25,6,109,0.0100698588771207,1
"2175","Croatia","201508",34,2670298,78538.1764705882,551044,81,9997640,123427.654320988,1638589,0.578416313688937,22,97,147,0.0101226626261367,1
"2176","Lithuania","201508",64,8113957,126780.578125,1128250,63,8226376,130577.396825397,2709007,0.00687984755267839,29,868,129,0.0152857119755768,1
"2177","Slovakia","201508",51,7981742,156504.745098039,1705852,102,17599385,172542.990196078,2974187,0.375966352068851,33,1158,142,0.0389094473186227,1
"2178","Bulgaria","201508",57,13670348,239830.666666667,4174148,72,19324493,268395.736111111,3615096,0.171364517258925,37,214,183,0.0312555476763431,1
"2179","Greece","201508",32,2241787,70055.84375,797374,91,26456145,290726.868131868,4174148,0.843766651896729,24,422,119,0.0310584406763974,1
"2180","New Zealand","201508",9,243508,27056.4444444444,66417,0,0,0,0,-1,3,0,1,0.000210084186127603,7
"2181","Romania","201508",75,20622287,274963.826666667,3565684,71,19978141,281382.267605634,2520611,-0.0158654977725851,40,1,208,0.0640344966438185,1
"2182","Switzerland","201508",7,2902424,414632,1188521,84,30628389,364623.678571429,4116496,0.826880189275458,19,0,97,0.0624884071949222,1
"2183","Norway","201508",6,571713,95285.5,218915,19,370245,19486.5789473684,79810,-0.213882147611677,7,0,6,0.00106478214369689,1
"2184","Cyprus","201508",15,740544,49369.6,229775,47,4919157,104662.914893617,1383757,0.738309850644053,18,171,67,0.0112694646639875,1
"2185","Bahamas","201508",2,134052,67026,67026,0,0,0,0,-1,1,0,0,0.000208137584706231,7
"2186","Japan","201508",5,1623654,324730.8,810176,39,237606940,6092485.64102564,88386308,0.986426033787301,13,519,35,0.827682455771502,6
"2187","Sweden","201508",20,2035599,101779.95,1278170,62,14888373,240135.048387097,7338095,0.759441932425792,24,33,153,0.0166454613892481,1
"2188","Bosnia Herzegovina","201508",9,772320,85813.3333333333,180777,26,1887402,72592.3846153846,337672,0.419247575498492,13,4,38,0.000805739209930818,1
"2189","Serbia","201508",10,2047566,204756.6,686111,21,973234,46344.4761904762,129000,-0.355644862288136,11,0,40,0.00111080641561557,1
"2190","China, Hong Kong SAR","201508",4,1962172,490543,852344,85,169213419,1990746.10588235,26840007,0.977074161233654,24,71,104,0.356920321203935,7
"2191","Singapore","201508",2,2720,1360,1360,44,48471576,1101626.72727273,19594205,0.999887775574915,14,121,34,0.184720700932201,1
"2192","Belarus","201508",15,28873576,1924905.06666667,14288620,27,3055800,113177.777777778,409400,-0.808590058258577,12,480,31,0.0231054305140977,1
"2193","Gabon","201508",2,16572,8286,8286,0,0,0,0,-1,1,0,0,1.61600939249459e-05,6
"2194","Br. Virgin Isds","201508",2,3039846,1519923,1519923,0,0,0,0,-1,1,0,0,0.00219303063191975,10
"2195","Nicaragua","201508",2,50010,25005,25005,0,0,0,0,-1,1,0,0,3.60786243455401e-05,10
"2196","Panama","201508",2,97910,48955,48955,9,4237008,470778.666666667,2118504,0.954827288543866,2,0,1,0.00872028398559829,5
"2197","Uruguay","201508",6,436584,72764,148632,0,0,0,0,-1,2,0,0,0.000188515899164364,8
"2198","Belize","201508",2,110000,55000,55000,2,3020,1510,1510,-0.946558131304194,2,2,1,8.55222875324344e-05,5
"2199","TFYR of Macedonia","201508",2,46036,23018,23018,57,10540481,184920.719298246,2476162,0.991302899716687,21,1,126,0.0283885727202333,1
"2200","Bolivia","201508",3,322458,107486,161229,5,565488,113097.6,261703,0.27369907629518,3,57,3,0.0023138028787961,7
"2201","Egypt","201508",6,948340,158056.666666667,437493,0,0,0,0,-1,2,0,0,0.000821025293552382,4
"2202","Saudi Arabia","201508",8,3867154,483394.25,1933577,0,0,0,0,-1,1,0,0,0.00353557752785263,4
"2203","Jordan","201508",2,44128,22064,22064,0,0,0,0,-1,1,0,0,4.03443889612523e-05,4
"2204","Kenya","201508",2,3758,1879,1879,0,0,0,0,-1,1,0,0,1.51436808615731e-10,8
"2205","Morocco","201508",2,157574,78787,78787,0,0,0,0,-1,1,0,0,4.5244163434962e-05,3
"2206","Congo","201508",2,235074,117537,117537,0,0,0,0,-1,1,0,0,3.87151600988145e-06,9
"2207","Iraq","201508",2,72244,36122,36122,0,0,0,0,-1,1,0,0,1.18981172999599e-06,9
"2208","Syria","201508",2,107460,53730,53730,0,0,0,0,-1,1,0,0,1.76979636378951e-06,9
"2209","Oman","201508",4,951549,237887.25,475775,0,0,0,0,-1,1,0,0,0.000281710930883021,8
"2210","Seychelles","201508",0,0,0,0,44,781536,17762.1818181818,173467,1,11,0,29,0.00223380868521643,11
"2211","El Salvador","201508",0,0,0,0,8,2759194,344899.25,931042,1,3,0,2,0.00387887818282199,5
"2212","Georgia","201508",0,0,0,0,38,6459651,169990.815789474,583129,1,15,0,41,0.0105445415983763,8
"2213","Kyrgyzstan","201508",0,0,0,0,18,3955892,219771.777777778,831810,1,5,0,3,0.00153114678048494,10
"2214","Azerbaijan","201508",0,0,0,0,17,915524,53854.3529411765,244650,1,6,0,4,0.00224543948362453,9
"2215","Barbados","201508",0,0,0,0,6,604906,100817.666666667,291777,1,2,0,1,0.00121094735146748,5
"2216","Iceland","201508",0,0,0,0,8,723128,90391,159363,1,4,0,6,0.000825393638780659,1
"2217","Montenegro","201508",0,0,0,0,35,2619535,74843.8571428571,686111,1,10,0,37,0.00161897938455561,1
"2218","Mexico","201508",0,0,0,0,16,188388696,11774293.5,74091206,1,3,0,2,0.40516934854341,5
"2219","Cabo Verde","201508",0,0,0,0,24,1191280,49636.6666666667,180566,1,7,0,14,0.00269521297018751,1
"2220","Armenia","201508",0,0,0,0,15,3809620,253974.666666667,749485,1,6,0,9,0.00958098179954951,10
"2221","Malta","201508",0,0,0,0,24,2010767,83781.9583333333,240602,1,9,0,36,0.00221170221013459,1
"2222","Mauritius","201508",0,0,0,0,6,261873,43645.5,130559,1,2,0,1,0.00040239149945172,12
"2223","Pakistan","201508",0,0,0,0,2,87492,43746,43746,1,1,0,0,0.000178610728601272,5
"2224","Rep. of Moldova","201508",0,0,0,0,23,2114368,91929.0434782609,399522,1,7,0,13,0.00170571431309161,1
"2225","Peru","201508",0,0,0,0,16,3767712,235482,814871,1,5,0,6,0.00878970724620145,7
"2226","Antigua and Barbuda","201508",0,0,0,0,10,988018,98801.8,433417,1,2,0,0,0.00229677075164374,5
"2227","Mozambique","201508",0,0,0,0,20,2267594,113379.7,531538,1,7,0,8,0.00548370961748384,2
"2228","Bermuda","201508",0,0,0,0,14,523807,37414.7857142857,233461,1,2,0,0,0.00120065585091329,5
"2229","Greenland","201508",0,0,0,0,35,672510,19214.5714285714,280189,1,11,0,41,0.000424371929062879,2
"2230","Kuwait","201508",0,0,0,0,37,55891500,1510581.08108108,23721743,1,11,0,10,0.210166242734698,4
"2231","French Polynesia","201508",0,0,0,0,29,3289469,113429.965517241,1315403,1,8,0,13,0.00603285725243553,2
"2232","Uganda","201508",0,0,0,0,8,43844,5480.5,17600,1,3,0,0,9.26336436224405e-06,8
"2233","Saint Vincent and the Grenadines","201508",0,0,0,0,5,1471792,294358.4,565929,1,2,0,0,0.00330581889830684,5
"2234","Benin","201508",0,0,0,0,57,31896162,559581.789473684,2934553,1,18,0,62,0.066004275032376,3
"2235","Botswana","201508",0,0,0,0,4,526747,131686.75,263374,1,1,0,0,0.000380751205421659,3
"2236","Senegal","201508",0,0,0,0,2,12492,6246,6246,1,1,0,0,1.9232415666493e-05,13
"2237","Guyana","201508",0,0,0,0,3,270053,90017.6666666667,135027,1,1,0,0,0.000551300268492664,5
"2238","Yemen","201508",0,0,0,0,28,21307033,760965.464285714,6993262,1,8,0,8,0.0680560288601177,8
"2239","Ireland","201509",48,30608077,637668.270833333,13331698,87,61346367,705130.655172414,12850252,0.334277373261047,31,452,183,0.327964525931768,1
"2240","France","201509",399,98581439,247071.275689223,9207777,167,197007901,1179688.02994012,18644259,0.332983801107307,77,889,450,0.592439625042326,1
"2241","Hungary","201509",266,78890191,296579.665413534,3724747,70,12476535,178236.214285714,1582442,-0.726891056597563,54,137,287,0.121229498571582,1
"2242","Netherlands","201509",247,347665463,1407552.48178138,65103339,94,68066888,724115.829787234,12924741,-0.672544665642343,70,63,437,0.979943487446737,1
"2243","Portugal","201509",45,4479843,99552.0666666667,1036416,74,28116322,379950.297297297,7820563,0.725130671046732,18,0,62,0.0473372085934973,1
"2244","Argentina","201509",51,16757909,328586.450980392,3557607,4,409160,102290,149590,-0.952331990976444,25,88,90,0.022402573608465,2
"2245","Belgium","201509",167,80640410,482876.706586826,17871570,109,69179800,634677.064220184,14605883,-0.076495754477984,52,597,310,0.3926830724004,1
"2246","Brazil","201509",145,476999444,3289651.33793103,91562107,6,1012062,168677,444541,-0.99576553289075,49,391,255,1,2
"2247","Bulgaria","201509",59,23480982,397982.745762712,6102187,69,17934458,259919.68115942,3757116,-0.133924063103036,35,88,197,0.0650993023670154,1
"2248","Chile","201509",26,38739645,1489986.34615385,13906104,9,24515359,2723928.77777778,5754093,-0.224872106560929,14,0,32,0.125068973458049,1
"2249","Germany","201509",270,145561463,539116.52962963,15190846,136,130446908,959168.441176471,17144162,-0.0547612195428667,63,151,384,0.57597687042806,1
"2250","Poland","201509",259,197168602,761268.733590734,20137867,67,11327133,169061.686567164,1612193,-0.891344223420206,56,11,365,0.3953147657034,1
"2251","Spain","201509",97,41564700,428502.06185567,7820563,104,47680274,458464.173076923,4424205,0.0685256964722742,38,511,216,0.190317145082048,1
"2252","Romania","201509",76,20303550,267151.973684211,3269367,82,24110036,294024.829268293,2607289,0.0857054415736662,41,0,235,0.0908671725918502,1
"2253","Italy","201509",180,38915557,216197.538888889,3772478,124,30157508,243205.709677419,5187759,-0.126793982574829,47,650,280,0.130386557062102,1
"2254","United States of America","201509",132,340968999,2583098.47727273,68839688,0,0,0,0,-1,29,0,18,0.292652754543099,3
"2255","Russian Federation","201509",28,6766700,241667.857142857,2942387,65,76409416,1175529.47692308,16403511,0.837292234227431,26,16,62,0.0988461272931267,4
"2256","Ukraine","201509",52,19039198,366138.423076923,4606063,0,0,0,0,-1,18,0,55,0.0478473822098848,1
"2257","Finland","201509",31,2333685,75280.1612903226,549350,76,6408869,84327.2236842105,739955,0.466131979282027,31,831,121,0.0133216047051818,1
"2258","Lithuania","201509",70,14996934,214241.914285714,2773057,57,7842392,137585.824561404,2921197,-0.313255391161718,28,117,132,0.0421949741366466,1
"2259","Slovakia","201509",54,7433719,137661.462962963,1612193,108,15083841,139665.194444444,2386827,0.339740273812971,35,782,174,0.0335502036466197,1
"2260","Latvia","201509",36,2201328,61148,294701,65,6225027,95769.6461538462,1331110,0.477513586835589,21,923,92,0.00586518154327176,1
"2261","Greece","201509",43,2481613,57711.9302325581,642054,102,27630111,270883.441176471,3954866,0.83517297116565,28,451,131,0.0487620726078414,1
"2262","United Kingdom","201509",146,56582440,387550.95890411,10585025,140,283592028,2025657.34285714,65103339,0.667332822873703,56,511,323,0.886421725955368,1
"2263","Austria","201509",86,14612803,169916.313953488,3708855,81,29357086,362433.160493827,7868188,0.33532681876909,33,210,149,0.0685434682666086,1
"2264","Denmark","201509",116,23940720,206385.517241379,7403781,172,34290816,199365.209302326,4368695,0.177740391392046,59,1023,351,0.0965817721946205,1
"2265","Thailand","201509",44,63534160,1443958.18181818,25193307,0,0,0,0,-1,14,0,42,0.203000429954584,5
"2266","China","201509",38,70458854,1854180.36842105,27991189,0,0,0,0,-1,12,0,17,0.0713226332150531,6
"2267","Japan","201509",10,2444440,244444,1206956,47,254501632,5414928.34042553,91562107,0.980973128088917,17,424,47,0.863234105289199,2
"2268","Estonia","201509",37,3758744,101587.675675676,874151,74,5502186,74353.8648648649,981694,0.188257766768564,28,184,171,0.00507196365850117,1
"2269","Sweden","201509",27,5917984,219184.592592593,2643320,56,16368118,292287.821428571,7403781,0.468908111431959,23,76,121,0.0233359778068463,1
"2270","Croatia","201509",35,3134459,89555.9714285714,705354,110,8155854,74144.1272727273,1091045,0.444752505975698,27,375,164,0.00954835710362468,7
"2271","Slovenia","201509",64,7865291,122895.171875,1626046,79,9702958,122822.253164557,1837822,0.104601602584299,30,661,132,0.0115567047181724,7
"2272","Czech Rep.","201509",66,8475404,128415.212121212,1684418,96,47758706,497486.520833333,11868168,0.698567150791575,32,498,166,0.108026566162427,1
"2273","Brunei Darussalam","201509",2,1364,682,682,0,0,0,0,-1,1,0,0,9.01604300129777e-08,2
"2274","China, Hong Kong SAR","201509",6,2461778,410296.333333333,1137728,81,144559718,1784687.87654321,27991189,0.966511318861835,23,19,99,0.282774552422514,2
"2275","Singapore","201509",3,480182,160060.666666667,240091,31,47573112,1534616.51612903,18871563,0.980014606282766,11,0,25,0.173884992602682,1
"2276","Australia","201509",21,3334864,158803.047619048,440013,0,0,0,0,-1,8,0,3,0.00428521103768705,2
"2277","Bosnia Herzegovina","201509",10,505151,50515.1,139442,30,2384062,79468.7333333333,320572,0.650319308406822,15,128,53,0.00159192567730199,7
"2278","Luxembourg","201509",14,38210,2729.28571428571,9199,77,6377569,82825.5714285714,1549239,0.98808874183478,15,178,55,0.0133089447300268,1
"2279","Canada","201509",18,6847093,380394.055555556,1342948,22,92726325,4214832.95454545,39287494,0.862471468037785,12,0,30,0.151619518649554,2
"2280","Switzerland","201509",9,3053613,339290.333333333,1135436,85,29190713,343420.152941176,3681904,0.81059532768649,19,0,114,0.0642122849384401,1
"2281","Turkey","201509",24,2029990,84582.9166666667,346488,0,0,0,0,-1,10,0,2,0.000661835186520164,8
"2282","Serbia","201509",11,1710167,155469.727272727,515130,25,967610,38704.4,215000,-0.277303524527995,12,192,39,0.00159031745662005,7
"2283","Lesotho","201509",2,224,112,112,0,0,0,0,-1,1,0,0,1.92241955637454e-07,5
"2284","Cyprus","201509",8,513714,64214.25,206096,45,4151359,92252.4222222222,974802,0.779761645744879,14,16,57,0.012321295199467,1
"2285","Norway","201509",7,829404,118486.285714286,371456,23,587330,25536.0869565217,197618,-0.170867643467299,9,22,13,0.00123827938224397,1
"2286","Br. Virgin Isds","201509",3,773106,257702,386553,0,0,0,0,-1,1,0,0,0.00032885379837304,4
"2287","Belarus","201509",13,33095232,2545787.07692308,16403511,33,2394200,72551.5151515152,374500,-0.865075327212901,13,4,46,0.0165240731453361,1
"2288","Kazakhstan","201509",9,1469548,163283.111111111,635265,28,23627884,843853,8423311,0.882892560481885,11,54,25,0.0248498059466213,1
"2289","United Arab Emirates","201509",16,3946122,246632.625,1004273,0,0,0,0,-1,4,0,0,0.00268802709466402,8
"2290","Uruguay","201509",2,768624,384312,384312,0,0,0,0,-1,1,0,0,0.000326947303371955,4
"2291","TFYR of Macedonia","201509",2,78824,39412,39412,53,10240020,193207.924528302,2933211,0.984722319670692,18,62,89,0.0310799325753203,7
"2292","Bolivia","201509",3,320332,106777.333333333,160166,3,328132,109377.333333333,164066,0.0120284240913913,2,49,1,0.00143046817183327,3
"2293","Malawi","201509",2,66582,33291,33291,0,0,0,0,-1,1,0,0,2.09022735841621e-06,5
"2294","South Africa","201509",19,797386,41967.6842105263,268732,41,59388750,1448506.09756098,11568269,0.973502668455074,17,57,55,0.199432529427192,5
"2295","Malaysia","201509",7,1377796,196828,405100,26,18661629,717754.961538462,6093828,0.862491463702177,12,135,28,0.0153602202856446,2
"2296","Jordan","201509",3,146658,48886,73329,0,0,0,0,-1,1,0,0,0.000148924370832959,8
"2297","Oman","201509",2,110516,55258,55258,0,0,0,0,-1,1,0,0,0.000112223852547936,8
"2298","Saudi Arabia","201509",8,2798928,349866,1399464,0,0,0,0,-1,1,0,0,0.00284218107029113,8
"2299","Egypt","201509",5,730734,146146.8,337991,0,0,0,0,-1,2,0,0,0.000699816947778878,8
"2300","Mexico","201509",2,80,40,40,16,184004054,11500253.375,68839688,0.999999130454319,4,50,3,0.268024700428961,3
"2301","New Zealand","201509",11,228390,20762.7272727273,62940,0,0,0,0,-1,4,0,1,0.000310580767920393,2
"2302","Kenya","201509",2,11746,5873,5873,0,0,0,0,-1,1,0,0,2.54268687893741e-09,6
"2303","Suriname","201509",2,33114,16557,16557,0,0,0,0,-1,1,0,0,4.43683990336995e-09,3
"2304","Honduras","201509",4,370990,92747.5,143873,0,0,0,0,-1,2,0,1,1.28377968404878e-05,3
"2305","Guatemala","201509",3,759720,253240,379860,11,17070276,1551843.27272727,8370705,0.914781809261202,4,0,2,0.0211022427893188,3
"2306","Philippines","201509",3,1408176,469392,704088,28,30220500,1079303.57142857,6367634,0.910955741555543,13,0,35,0.0767765137951792,2
"2307","Malta","201509",2,264772,132386,132386,29,2451586,84537.4482758621,316578,0.805053678491569,10,0,43,0.0046838664858417,1
"2308","Viet Nam","201509",2,1180,590,590,0,0,0,0,-1,1,0,0,6.76460916803224e-08,1
"2309","El Salvador","201509",2,245622,122811,122811,8,4359770,544971.25,1656152,0.893332858527569,4,1,2,0.00426276007319296,3
"2310","Armenia","201509",0,0,0,0,20,6573993,328699.65,1925527,1,8,0,14,0.0113323926096297,1
"2311","Barbados","201509",0,0,0,0,5,473500,94700,236750,1,1,0,0,0.000596316408172508,3
"2312","Iceland","201509",0,0,0,0,10,640146,64014.6,191315,1,3,0,3,0.00129081867857439,1
"2313","Mauritius","201509",0,0,0,0,15,360421,24028.0666666667,139067,1,4,0,3,0.00140937586103312,2
"2314","Montenegro","201509",0,0,0,0,33,2533386,76769.2727272727,515130,1,10,0,35,0.00364317740085303,7
"2315","India","201509",0,0,0,0,2,60668,30334,30334,1,1,0,0,5.29981604727581e-05,5
"2316","Rep. of Moldova","201509",0,0,0,0,24,2113578,88065.75,661566,1,7,0,12,0.0011699334591173,1
"2317","Pakistan","201509",0,0,0,0,2,16956,8478,8478,1,1,0,0,4.82922478168751e-08,8
"2318","Panama","201509",0,0,0,0,9,3837508,426389.777777778,1918754,1,1,0,0,0.00483288064813785,3
"2319","Georgia","201509",0,0,0,0,44,9758084,221774.636363636,837699,1,16,0,58,0.016003462964452,1
"2320","Peru","201509",0,0,0,0,14,4895881,349705.785714286,1442920,1,5,0,5,0.0133547958803926,3
"2321","Antigua and Barbuda","201509",0,0,0,0,15,1865946,124396.4,518280,1,3,0,1,0.00487195982867956,3
"2322","Mozambique","201509",0,0,0,0,21,2692938,128235.142857143,704973,1,7,0,7,0.00729512153289597,5
"2323","Ethiopia","201509",0,0,0,0,2,136122,68061,68061,1,1,0,0,0.000585777223770421,2
"2324","Bermuda","201509",0,0,0,0,11,647178,58834.3636363636,323590,1,1,0,0,0.000815042999806269,3
"2325","Greenland","201509",0,0,0,0,31,835267,26944.0967741935,382213,1,9,0,25,0.000548664578883317,1
"2326","Kyrgyzstan","201509",0,0,0,0,8,1644972,205621.5,534398,1,3,0,2,0.00040178105732623,4
"2327","Kuwait","201509",0,0,0,0,47,61435268,1307133.36170213,27068007,1,14,0,11,0.235969491068521,8
"2328","Seychelles","201509",0,0,0,0,45,1220570,27123.7777777778,300472,1,10,0,17,0.00413156913580933,8
"2329","Belize","201509",0,0,0,0,6,8046,1341,3983,1,2,0,1,1.01244925071519e-05,3
"2330","French Polynesia","201509",0,0,0,0,26,3434432,132093.538461538,1069179,1,6,0,5,0.00418836905443276,2
"2331","Uganda","201509",0,0,0,0,10,72074,7207.4,14700,1,5,0,1,5.03035605376364e-05,6
"2332","Saint Vincent and the Grenadines","201509",0,0,0,0,8,2033567,254195.875,768402,1,2,0,0,0.00383035541817338,3
"2333","Benin","201509",0,0,0,0,57,26756894,469419.192982456,2514076,1,19,0,65,0.0568243196339296,2
"2334","Botswana","201509",0,0,0,0,5,253504,50700.8,126752,1,1,0,0,0.000217562967510305,5
"2335","Guyana","201509",0,0,0,0,5,57837,11567.4,16557,1,2,0,0,3.11356512325612e-05,3
"2336","Azerbaijan","201509",0,0,0,0,12,675596,56299.6666666667,152600,1,4,0,1,0.00132520765542376,8
"2337","Czech Rep.","201510",63,5930838,94140.2857142857,1050986,88,50997776,579520.181818182,13023922,0.791639473253292,30,382,181,0.0743063922098601,1
"2338","United Kingdom","201510",155,59376888,383076.696774194,10300538,143,293683291,2053729.30769231,60656436,0.663644378314327,54,119,337,0.504403534160951,1
"2339","Austria","201510",102,16255962,159372.176470588,5436527,93,31083246,334228.451612903,9178928,0.313213605094534,37,139,188,0.0490929279244546,1
"2340","Italy","201510",172,42920540,249538.023255814,4594531,127,33090446,260554.692913386,5789692,-0.129324647887083,51,881,299,0.0933254491924509,1
"2341","Slovakia","201510",49,7973726,162729.102040816,1885975,111,14708108,132505.477477477,2443207,0.296906414181499,34,1000,136,0.0202266452955853,1
"2342","Belgium","201510",170,70717624,415986.023529412,17608366,118,76118788,645074.474576271,14989051,0.0367835465769894,53,522,314,0.223337530633449,1
"2343","Germany","201510",277,155887904,562772.216606498,15192100,135,141881312,1050972.68148148,15368446,-0.0470384151463125,64,27,408,0.341554330145918,1
"2344","Poland","201510",255,225184001,883074.51372549,24264349,77,13765764,178776.155844156,2022647,-0.884781104513746,59,3,365,0.260898883831621,1
"2345","Netherlands","201510",241,314460012,1304813.32780083,60656436,79,60554782,766516.227848101,13479011,-0.677053903105487,63,171,429,0.554505982321228,1
"2346","Romania","201510",74,21001033,283797.743243243,3569198,79,24843544,314475.240506329,4461475,0.0838160421896793,41,63,250,0.0535248757098379,1
"2347","Slovenia","201510",62,6172471,99555.9838709677,1035316,83,10840601,130609.65060241,2287303,0.274384896507815,29,322,140,0.00803498121220304,1
"2348","Denmark","201510",122,21301768,174604.655737705,6982564,180,34544782,191915.455555556,5263677,0.237132177368163,61,1653,365,0.0569151255637185,1
"2349","Ireland","201510",48,40217984,837874.666666667,17493340,91,61369604,674391.252747253,12083214,0.208210672351036,30,384,153,0.1985104034055,1
"2350","Serbia","201510",12,1565476,130456.333333333,498389,24,964000,40166.6666666667,215000,-0.237786798530605,11,211,30,0.00075682959389745,2
"2351","Ukraine","201510",45,12626696,280593.244444444,1644858,0,0,0,0,-1,18,0,61,0.00823353330771508,3
"2352","Lithuania","201510",73,16518137,226275.849315068,2952232,72,8426862,117039.75,3018551,-0.324364615127866,35,284,182,0.0272568751468046,1
"2353","Portugal","201510",55,3791921,68944.0181818182,728053,79,30029206,380116.53164557,7293138,0.775766135764784,25,161,103,0.029297520791137,1
"2354","Spain","201510",106,49157509,463750.08490566,7559511,100,37920548,379205.48,4804996,-0.129044691477211,40,80,236,0.11078204070434,1
"2355","Thailand","201510",45,73785374,1639674.97777778,28846450,0,0,0,0,-1,17,0,56,0.232011700654743,1
"2356","France","201510",423,129236316,305523.205673759,9636826,168,205183574,1221330.79761905,17658269,0.227101498059819,75,854,454,0.387218813751565,1
"2357","Brazil","201510",149,468782659,3146192.34228188,100530680,6,2442274,407045.666666667,1031878,-0.989634360030775,47,243,258,1,1
"2358","China","201510",35,68955157,1970147.34285714,26798637,0,0,0,0,-1,12,0,20,0.0887518723949278,4
"2359","Latvia","201510",34,2083718,61285.8235294118,358299,72,6293392,87408.2222222222,1429983,0.502521036491105,19,479,64,0.00298856555084623,1
"2360","Belarus","201510",11,28561820,2596529.09090909,14280823,27,3113600,115318.518518519,460700,-0.803405921689436,11,0,25,0.0102067922688468,5
"2361","Estonia","201510",46,3135434,68161.6086956522,805017,77,5869591,76228.4545454545,972613,0.303625697874242,33,398,183,0.00388927079933039,1
"2362","Finland","201510",28,2219421,79265.0357142857,415772,64,5870552,91727.375,914964,0.451315597715839,27,143,108,0.00955596752806057,1
"2363","Canada","201510",24,6692130,278838.75,1204169,26,82228781,3162645.42307692,34923342,0.849481299173824,15,123,34,0.13746713638843,6
"2364","Sweden","201510",28,4411152,157541.142857143,1890666,55,15766879,286670.527272727,6982564,0.562776764492036,24,39,140,0.0139735564572759,1
"2365","United Arab Emirates","201510",19,2461537,129554.578947368,686179,0,0,0,0,-1,6,0,0,0.00108335591935218,7
"2366","Turkey","201510",28,6614760,236241.428571429,2558984,9,552868,61429.7777777778,158438,-0.845731949258527,15,511,8,0.00853994340711945,7
"2367","United States of America","201510",145,359577332,2479843.66896552,68046632,0,0,0,0,-1,32,0,30,0.321273868903987,8
"2368","Hungary","201510",298,91051961,305543.493288591,8231592,60,11610863,193514.383333333,1417280,-0.773805891020492,63,1107,355,0.0984989733029142,1
"2369","Argentina","201510",41,13708227,334347,1759342,3,257118,85706,128559,-0.963177708821372,19,0,54,0.0163523275298434,9
"2370","Chile","201510",28,37274225,1331222.32142857,12953800,10,26397153,2639715.3,9000866,-0.170831421302049,15,0,42,0.125203843437393,4
"2371","Bulgaria","201510",57,24942729,437591.736842105,6973586,72,17372378,241283.027777778,3849347,-0.178904214988751,37,134,196,0.0427663293202717,1
"2372","Cyprus","201510",11,524737,47703.3636363636,168356,46,5102343,110920.5,1283463,0.813495809549535,16,0,55,0.00768619817528119,1
"2373","Gabon","201510",2,96046,48023,48023,0,0,0,0,-1,1,0,0,0.000155670495735545,4
"2374","Greece","201510",38,1951360,51351.5789473684,560671,93,24304389,261337.516129032,3244103,0.851357506502671,24,130,132,0.0242563744564286,1
"2375","Japan","201510",9,2547846,283094,1271695,42,285883029,6806738.78571429,100530680,0.982333056403896,15,1323,43,0.916645789876869,4
"2376","China, Macao SAR","201510",2,2048,1024,1024,0,0,0,0,-1,1,0,0,3.31938003942548e-06,4
"2377","Australia","201510",17,3033728,178454.588235294,459450,0,0,0,0,-1,6,0,3,0.00452847623332958,4
"2378","Seychelles","201510",2,113666,56833,56833,51,876561,17187.4705882353,184636,0.770424357243339,12,274,33,0.00243207083162394,10
"2379","New Zealand","201510",9,320864,35651.5555555556,115117,0,0,0,0,-1,2,0,0,0.000150243837598588,4
"2380","Malaysia","201510",7,1403170,200452.857142857,418907,26,21147293,813357.423076923,6631115,0.875552887761107,11,674,28,0.0171345709683758,11
