,partner,period,trade_value_usd,reporter,period_date
804,Greece,201511,3286,Netherlands,2015-11-01
805,Ireland,201511,1453133,Netherlands,2015-11-01
806,Netherlands,201511,3596103,Netherlands,2015-11-01
807,USA,201511,512031,Netherlands,2015-11-01
841,France,201512,283335,Netherlands,2015-12-01
842,Germany,201512,27922,Netherlands,2015-12-01
843,Greece,201512,7742,Netherlands,2015-12-01
844,Ireland,201512,2604277,Netherlands,2015-12-01
845,Netherlands,201512,2169711,Netherlands,2015-12-01
846,Spain,201512,655,Netherlands,2015-12-01
847,USA,201512,255434,Netherlands,2015-12-01
882,Greece,201601,4762,Netherlands,2016-01-01
883,Ireland,201601,2011405,Netherlands,2016-01-01
884,USA,201601,554792,Netherlands,2016-01-01
915,Greece,201602,8556,Netherlands,2016-02-01
916,Ireland,201602,2244728,Netherlands,2016-02-01
917,Netherlands,201602,2147478,Netherlands,2016-02-01
952,Greece,201603,7455,Netherlands,2016-03-01
953,Ireland,201603,909553,Netherlands,2016-03-01
954,Netherlands,201603,4406451,Netherlands,2016-03-01
955,USA,201603,969990,Netherlands,2016-03-01
995,Greece,201604,2330,Netherlands,2016-04-01
996,Ireland,201604,991374,Netherlands,2016-04-01
997,Netherlands,201604,1234048,Netherlands,2016-04-01
998,USA,201604,684788,Netherlands,2016-04-01
1034,Greece,201605,5063,Netherlands,2016-05-01
1035,Ireland,201605,1925354,Netherlands,2016-05-01
1036,Netherlands,201605,2392446,Netherlands,2016-05-01
1037,USA,201605,392092,Netherlands,2016-05-01
1071,Ireland,201606,606649,Netherlands,2016-06-01
1072,Netherlands,201606,2498421,Netherlands,2016-06-01
1073,USA,201606,9821,Netherlands,2016-06-01
1109,France,201607,118401,Netherlands,2016-07-01
1110,Greece,201607,7560,Netherlands,2016-07-01
1111,Ireland,201607,1206287,Netherlands,2016-07-01
1112,Netherlands,201607,1639042,Netherlands,2016-07-01
1113,USA,201607,165624,Netherlands,2016-07-01
1152,Greece,201608,5997,Netherlands,2016-08-01
1153,Ireland,201608,1838450,Netherlands,2016-08-01
1154,Netherlands,201608,4776541,Netherlands,2016-08-01
1155,USA,201608,231357,Netherlands,2016-08-01
1193,France,201609,52863,Netherlands,2016-09-01
1194,Greece,201609,6441,Netherlands,2016-09-01
1195,Ireland,201609,1127293,Netherlands,2016-09-01
1231,France,201610,49658,Netherlands,2016-10-01
1232,Greece,201610,10094,Netherlands,2016-10-01
1233,Ireland,201610,952126,Netherlands,2016-10-01
1234,Netherlands,201610,2380625,Netherlands,2016-10-01
1235,USA,201610,343901,Netherlands,2016-10-01
1271,France,201611,56502,Netherlands,2016-11-01
1272,Greece,201611,4483,Netherlands,2016-11-01
1273,Ireland,201611,1174395,Netherlands,2016-11-01
1274,Netherlands,201611,2044696,Netherlands,2016-11-01
1275,USA,201611,283742,Netherlands,2016-11-01
1313,France,201612,131630,Netherlands,2016-12-01
1314,Ireland,201612,1120089,Netherlands,2016-12-01
1315,Netherlands,201612,2188928,Netherlands,2016-12-01
1316,USA,201612,396948,Netherlands,2016-12-01
33,Greece,201401,11842,Poland,2014-01-01
34,Ireland,201401,776670,Poland,2014-01-01
63,France,201402,260377,Poland,2014-02-01
64,Germany,201402,97551,Poland,2014-02-01
65,Greece,201402,6330,Poland,2014-02-01
66,Ireland,201402,539053,Poland,2014-02-01
67,Netherlands,201402,254015,Poland,2014-02-01
68,USA,201402,219855,Poland,2014-02-01
101,France,201403,542925,Poland,2014-03-01
102,Germany,201403,36419,Poland,2014-03-01
103,Greece,201403,19948,Poland,2014-03-01
104,Ireland,201403,918128,Poland,2014-03-01
105,Netherlands,201403,935714,Poland,2014-03-01
106,USA,201403,647503,Poland,2014-03-01
143,France,201404,393819,Poland,2014-04-01
144,Germany,201404,101702,Poland,2014-04-01
145,Greece,201404,7616,Poland,2014-04-01
146,Ireland,201404,871619,Poland,2014-04-01
182,France,201405,424719,Poland,2014-05-01
183,Germany,201405,73571,Poland,2014-05-01
184,Greece,201405,10407,Poland,2014-05-01
185,Ireland,201405,1184467,Poland,2014-05-01
186,Netherlands,201405,1060084,Poland,2014-05-01
187,USA,201405,315898,Poland,2014-05-01
225,France,201406,414607,Poland,2014-06-01
226,Greece,201406,32263,Poland,2014-06-01
227,Ireland,201406,1025031,Poland,2014-06-01
228,Netherlands,201406,2591552,Poland,2014-06-01
229,USA,201406,786053,Poland,2014-06-01
267,France,201407,367418,Poland,2014-07-01
268,Greece,201407,16287,Poland,2014-07-01
269,Ireland,201407,1310790,Poland,2014-07-01
270,Netherlands,201407,1117828,Poland,2014-07-01
271,USA,201407,571755,Poland,2014-07-01
304,France,201408,346081,Poland,2014-08-01
305,Germany,201408,91872,Poland,2014-08-01
306,Greece,201408,27040,Poland,2014-08-01
307,Ireland,201408,1134158,Poland,2014-08-01
308,Netherlands,201408,1481428,Poland,2014-08-01
309,USA,201408,2246443,Poland,2014-08-01
348,France,201409,261811,Poland,2014-09-01
349,Greece,201409,5815,Poland,2014-09-01
350,Ireland,201409,1799811,Poland,2014-09-01
351,Netherlands,201409,13119,Poland,2014-09-01
389,France,201410,126844,Poland,2014-10-01
390,Germany,201410,100287,Poland,2014-10-01
391,Greece,201410,13111,Poland,2014-10-01
392,Hungary,201410,61424,Poland,2014-10-01
393,Ireland,201410,1330844,Poland,2014-10-01
394,Netherlands,201410,1255551,Poland,2014-10-01
423,France,201411,255549,Poland,2014-11-01
424,Greece,201411,8123,Poland,2014-11-01
425,Hungary,201411,50361,Poland,2014-11-01
426,Ireland,201411,1882021,Poland,2014-11-01
427,Netherlands,201411,1154787,Poland,2014-11-01
428,USA,201411,702585,Poland,2014-11-01
448,France,201412,656,Poland,2014-12-01
449,Greece,201412,14141,Poland,2014-12-01
450,Ireland,201412,2005941,Poland,2014-12-01
451,Netherlands,201412,3439271,Poland,2014-12-01
452,USA,201412,202897,Poland,2014-12-01
479,Germany,201501,64907,Poland,2015-01-01
480,Greece,201501,6594,Poland,2015-01-01
481,Ireland,201501,4581463,Poland,2015-01-01
482,Netherlands,201501,868720,Poland,2015-01-01
483,USA,201501,1187661,Poland,2015-01-01
502,Greece,201502,21175,Poland,2015-02-01
503,Ireland,201502,2285278,Poland,2015-02-01
504,Netherlands,201502,798606,Poland,2015-02-01
505,USA,201502,501664,Poland,2015-02-01
538,Germany,201503,179039,Poland,2015-03-01
539,Greece,201503,11051,Poland,2015-03-01
540,Ireland,201503,3834492,Poland,2015-03-01
541,Netherlands,201503,1194271,Poland,2015-03-01
542,Spain,201503,14475,Poland,2015-03-01
566,Greece,201504,9491,Poland,2015-04-01
567,Ireland,201504,2216406,Poland,2015-04-01
568,Netherlands,201504,3379020,Poland,2015-04-01
569,USA,201504,536685,Poland,2015-04-01
601,Germany,201505,456238,Poland,2015-05-01
602,Greece,201505,13853,Poland,2015-05-01
603,Ireland,201505,2063384,Poland,2015-05-01
604,Netherlands,201505,2084413,Poland,2015-05-01
640,Greece,201506,46175,Poland,2015-06-01
641,Ireland,201506,2989618,Poland,2015-06-01
642,Netherlands,201506,824933,Poland,2015-06-01
679,Greece,201507,33465,Poland,2015-07-01
680,Ireland,201507,3235825,Poland,2015-07-01
681,Netherlands,201507,2115540,Poland,2015-07-01
682,USA,201507,644093,Poland,2015-07-01
707,Greece,201508,4979,Poland,2015-08-01
708,Ireland,201508,2306204,Poland,2015-08-01
709,Netherlands,201508,1456749,Poland,2015-08-01
710,USA,201508,865962,Poland,2015-08-01
745,Greece,201509,3968,Poland,2015-09-01
746,Ireland,201509,1346490,Poland,2015-09-01
747,Netherlands,201509,2421110,Poland,2015-09-01
773,France,201510,127927,Poland,2015-10-01
774,Greece,201510,13900,Poland,2015-10-01
775,Ireland,201510,6073109,Poland,2015-10-01
776,Netherlands,201510,2247371,Poland,2015-10-01
802,France,201511,116,Poland,2015-11-01
803,Germany,201511,74421,Poland,2015-11-01
804,Greece,201511,3286,Poland,2015-11-01
805,Ireland,201511,1453133,Poland,2015-11-01
806,Netherlands,201511,3596103,Poland,2015-11-01
807,USA,201511,512031,Poland,2015-11-01
841,France,201512,283335,Poland,2015-12-01
842,Germany,201512,27922,Poland,2015-12-01
843,Greece,201512,7742,Poland,2015-12-01
844,Ireland,201512,2604277,Poland,2015-12-01
845,Netherlands,201512,2169711,Poland,2015-12-01
846,Spain,201512,655,Poland,2015-12-01
847,USA,201512,255434,Poland,2015-12-01
882,Greece,201601,4762,Poland,2016-01-01
883,Ireland,201601,2011405,Poland,2016-01-01
884,USA,201601,554792,Poland,2016-01-01
915,Greece,201602,8556,Poland,2016-02-01
916,Ireland,201602,2244728,Poland,2016-02-01
917,Netherlands,201602,2147478,Poland,2016-02-01
952,Greece,201603,7455,Poland,2016-03-01
953,Ireland,201603,909553,Poland,2016-03-01
954,Netherlands,201603,4406451,Poland,2016-03-01
955,USA,201603,969990,Poland,2016-03-01
995,Greece,201604,2330,Poland,2016-04-01
996,Ireland,201604,991374,Poland,2016-04-01
997,Netherlands,201604,1234048,Poland,2016-04-01
998,USA,201604,684788,Poland,2016-04-01
1034,Greece,201605,5063,Poland,2016-05-01
1035,Ireland,201605,1925354,Poland,2016-05-01
1036,Netherlands,201605,2392446,Poland,2016-05-01
1037,USA,201605,392092,Poland,2016-05-01
1071,Ireland,201606,606649,Poland,2016-06-01
1072,Netherlands,201606,2498421,Poland,2016-06-01
1073,USA,201606,9821,Poland,2016-06-01
1109,France,201607,118401,Poland,2016-07-01
1110,Greece,201607,7560,Poland,2016-07-01
1111,Ireland,201607,1206287,Poland,2016-07-01
1112,Netherlands,201607,1639042,Poland,2016-07-01
1113,USA,201607,165624,Poland,2016-07-01
1152,Greece,201608,5997,Poland,2016-08-01
1153,Ireland,201608,1838450,Poland,2016-08-01
1154,Netherlands,201608,4776541,Poland,2016-08-01
1155,USA,201608,231357,Poland,2016-08-01
1193,France,201609,52863,Poland,2016-09-01
1194,Greece,201609,6441,Poland,2016-09-01
1195,Ireland,201609,1127293,Poland,2016-09-01
1231,France,201610,49658,Poland,2016-10-01
1232,Greece,201610,10094,Poland,2016-10-01
1233,Ireland,201610,952126,Poland,2016-10-01
1234,Netherlands,201610,2380625,Poland,2016-10-01
1235,USA,201610,343901,Poland,2016-10-01
1271,France,201611,56502,Poland,2016-11-01
1272,Greece,201611,4483,Poland,2016-11-01
1273,Ireland,201611,1174395,Poland,2016-11-01
1274,Netherlands,201611,2044696,Poland,2016-11-01
1275,USA,201611,283742,Poland,2016-11-01
1313,France,201612,131630,Poland,2016-12-01
1314,Ireland,201612,1120089,Poland,2016-12-01
1315,Netherlands,201612,2188928,Poland,2016-12-01
1316,USA,201612,396948,Poland,2016-12-01
33,Greece,201401,11842,Lithuania,2014-01-01
34,Ireland,201401,776670,Lithuania,2014-01-01
63,France,201402,260377,Lithuania,2014-02-01
64,Germany,201402,97551,Lithuania,2014-02-01
65,Greece,201402,6330,Lithuania,2014-02-01
66,Ireland,201402,539053,Lithuania,2014-02-01
67,Netherlands,201402,254015,Lithuania,2014-02-01
68,USA,201402,219855,Lithuania,2014-02-01
101,France,201403,542925,Lithuania,2014-03-01
102,Germany,201403,36419,Lithuania,2014-03-01
103,Greece,201403,19948,Lithuania,2014-03-01
104,Ireland,201403,918128,Lithuania,2014-03-01
105,Netherlands,201403,935714,Lithuania,2014-03-01
106,USA,201403,647503,Lithuania,2014-03-01
143,France,201404,393819,Lithuania,2014-04-01
144,Germany,201404,101702,Lithuania,2014-04-01
145,Greece,201404,7616,Lithuania,2014-04-01
146,Ireland,201404,871619,Lithuania,2014-04-01
182,France,201405,424719,Lithuania,2014-05-01
183,Germany,201405,73571,Lithuania,2014-05-01
184,Greece,201405,10407,Lithuania,2014-05-01
185,Ireland,201405,1184467,Lithuania,2014-05-01
186,Netherlands,201405,1060084,Lithuania,2014-05-01
187,USA,201405,315898,Lithuania,2014-05-01
225,France,201406,414607,Lithuania,2014-06-01
226,Greece,201406,32263,Lithuania,2014-06-01
227,Ireland,201406,1025031,Lithuania,2014-06-01
228,Netherlands,201406,2591552,Lithuania,2014-06-01
229,USA,201406,786053,Lithuania,2014-06-01
267,France,201407,367418,Lithuania,2014-07-01
268,Greece,201407,16287,Lithuania,2014-07-01
269,Ireland,201407,1310790,Lithuania,2014-07-01
270,Netherlands,201407,1117828,Lithuania,2014-07-01
271,USA,201407,571755,Lithuania,2014-07-01
304,France,201408,346081,Lithuania,2014-08-01
305,Germany,201408,91872,Lithuania,2014-08-01
306,Greece,201408,27040,Lithuania,2014-08-01
307,Ireland,201408,1134158,Lithuania,2014-08-01
308,Netherlands,201408,1481428,Lithuania,2014-08-01
309,USA,201408,2246443,Lithuania,2014-08-01
348,France,201409,261811,Lithuania,2014-09-01
349,Greece,201409,5815,Lithuania,2014-09-01
350,Ireland,201409,1799811,Lithuania,2014-09-01
351,Netherlands,201409,13119,Lithuania,2014-09-01
389,France,201410,126844,Lithuania,2014-10-01
390,Germany,201410,100287,Lithuania,2014-10-01
391,Greece,201410,13111,Lithuania,2014-10-01
392,Hungary,201410,61424,Lithuania,2014-10-01
393,Ireland,201410,1330844,Lithuania,2014-10-01
394,Netherlands,201410,1255551,Lithuania,2014-10-01
423,France,201411,255549,Lithuania,2014-11-01
424,Greece,201411,8123,Lithuania,2014-11-01
425,Hungary,201411,50361,Lithuania,2014-11-01
426,Ireland,201411,1882021,Lithuania,2014-11-01
427,Netherlands,201411,1154787,Lithuania,2014-11-01
428,USA,201411,702585,Lithuania,2014-11-01
448,France,201412,656,Lithuania,2014-12-01
449,Greece,201412,14141,Lithuania,2014-12-01
450,Ireland,201412,2005941,Lithuania,2014-12-01
451,Netherlands,201412,3439271,Lithuania,2014-12-01
452,USA,201412,202897,Lithuania,2014-12-01
479,Germany,201501,64907,Lithuania,2015-01-01
480,Greece,201501,6594,Lithuania,2015-01-01
481,Ireland,201501,4581463,Lithuania,2015-01-01
482,Netherlands,201501,868720,Lithuania,2015-01-01
483,USA,201501,1187661,Lithuania,2015-01-01
502,Greece,201502,21175,Lithuania,2015-02-01
503,Ireland,201502,2285278,Lithuania,2015-02-01
504,Netherlands,201502,798606,Lithuania,2015-02-01
505,USA,201502,501664,Lithuania,2015-02-01
538,Germany,201503,179039,Lithuania,2015-03-01
539,Greece,201503,11051,Lithuania,2015-03-01
540,Ireland,201503,3834492,Lithuania,2015-03-01
541,Netherlands,201503,1194271,Lithuania,2015-03-01
542,Spain,201503,14475,Lithuania,2015-03-01
566,Greece,201504,9491,Lithuania,2015-04-01
567,Ireland,201504,2216406,Lithuania,2015-04-01
568,Netherlands,201504,3379020,Lithuania,2015-04-01
569,USA,201504,536685,Lithuania,2015-04-01
601,Germany,201505,456238,Lithuania,2015-05-01
602,Greece,201505,13853,Lithuania,2015-05-01
603,Ireland,201505,2063384,Lithuania,2015-05-01
604,Netherlands,201505,2084413,Lithuania,2015-05-01
640,Greece,201506,46175,Lithuania,2015-06-01
641,Ireland,201506,2989618,Lithuania,2015-06-01
642,Netherlands,201506,824933,Lithuania,2015-06-01
679,Greece,201507,33465,Lithuania,2015-07-01
680,Ireland,201507,3235825,Lithuania,2015-07-01
681,Netherlands,201507,2115540,Lithuania,2015-07-01
682,USA,201507,644093,Lithuania,2015-07-01
707,Greece,201508,4979,Lithuania,2015-08-01
708,Ireland,201508,2306204,Lithuania,2015-08-01
709,Netherlands,201508,1456749,Lithuania,2015-08-01
710,USA,201508,865962,Lithuania,2015-08-01
745,Greece,201509,3968,Lithuania,2015-09-01
746,Ireland,201509,1346490,Lithuania,2015-09-01
747,Netherlands,201509,2421110,Lithuania,2015-09-01
773,France,201510,127927,Lithuania,2015-10-01
774,Greece,201510,13900,Lithuania,2015-10-01
775,Ireland,201510,6073109,Lithuania,2015-10-01
776,Netherlands,201510,2247371,Lithuania,2015-10-01
802,France,201511,116,Lithuania,2015-11-01
803,Germany,201511,74421,Lithuania,2015-11-01
804,Greece,201511,3286,Lithuania,2015-11-01
805,Ireland,201511,1453133,Lithuania,2015-11-01
806,Netherlands,201511,3596103,Lithuania,2015-11-01
807,USA,201511,512031,Lithuania,2015-11-01
841,France,201512,283335,Lithuania,2015-12-01
842,Germany,201512,27922,Lithuania,2015-12-01
843,Greece,201512,7742,Lithuania,2015-12-01
844,Ireland,201512,2604277,Lithuania,2015-12-01
845,Netherlands,201512,2169711,Lithuania,2015-12-01
846,Spain,201512,655,Lithuania,2015-12-01
847,USA,201512,255434,Lithuania,2015-12-01
882,Greece,201601,4762,Lithuania,2016-01-01
883,Ireland,201601,2011405,Lithuania,2016-01-01
884,USA,201601,554792,Lithuania,2016-01-01
915,Greece,201602,8556,Lithuania,2016-02-01
916,Ireland,201602,2244728,Lithuania,2016-02-01
917,Netherlands,201602,2147478,Lithuania,2016-02-01
952,Greece,201603,7455,Lithuania,2016-03-01
953,Ireland,201603,909553,Lithuania,2016-03-01
954,Netherlands,201603,4406451,Lithuania,2016-03-01
955,USA,201603,969990,Lithuania,2016-03-01
995,Greece,201604,2330,Lithuania,2016-04-01
996,Ireland,201604,991374,Lithuania,2016-04-01
997,Netherlands,201604,1234048,Lithuania,2016-04-01
998,USA,201604,684788,Lithuania,2016-04-01
1034,Greece,201605,5063,Lithuania,2016-05-01
1035,Ireland,201605,1925354,Lithuania,2016-05-01
1036,Netherlands,201605,2392446,Lithuania,2016-05-01
1037,USA,201605,392092,Lithuania,2016-05-01
1071,Ireland,201606,606649,Lithuania,2016-06-01
1072,Netherlands,201606,2498421,Lithuania,2016-06-01
1073,USA,201606,9821,Lithuania,2016-06-01
1109,France,201607,118401,Lithuania,2016-07-01
1110,Greece,201607,7560,Lithuania,2016-07-01
1111,Ireland,201607,1206287,Lithuania,2016-07-01
1112,Netherlands,201607,1639042,Lithuania,2016-07-01
1113,USA,201607,165624,Lithuania,2016-07-01
1152,Greece,201608,5997,Lithuania,2016-08-01
1153,Ireland,201608,1838450,Lithuania,2016-08-01
1154,Netherlands,201608,4776541,Lithuania,2016-08-01
1155,USA,201608,231357,Lithuania,2016-08-01
1193,France,201609,52863,Lithuania,2016-09-01
1194,Greece,201609,6441,Lithuania,2016-09-01
1195,Ireland,201609,1127293,Lithuania,2016-09-01
1231,France,201610,49658,Lithuania,2016-10-01
1232,Greece,201610,10094,Lithuania,2016-10-01
1233,Ireland,201610,952126,Lithuania,2016-10-01
1234,Netherlands,201610,2380625,Lithuania,2016-10-01
1235,USA,201610,343901,Lithuania,2016-10-01
1271,France,201611,56502,Lithuania,2016-11-01
1272,Greece,201611,4483,Lithuania,2016-11-01
1273,Ireland,201611,1174395,Lithuania,2016-11-01
1274,Netherlands,201611,2044696,Lithuania,2016-11-01
1275,USA,201611,283742,Lithuania,2016-11-01
1313,France,201612,131630,Lithuania,2016-12-01
1314,Ireland,201612,1120089,Lithuania,2016-12-01
1315,Netherlands,201612,2188928,Lithuania,2016-12-01
1316,USA,201612,396948,Lithuania,2016-12-01
33,Greece,201401,11842,Romania,2014-01-01
34,Ireland,201401,776670,Romania,2014-01-01
63,France,201402,260377,Romania,2014-02-01
64,Germany,201402,97551,Romania,2014-02-01
65,Greece,201402,6330,Romania,2014-02-01
66,Ireland,201402,539053,Romania,2014-02-01
67,Netherlands,201402,254015,Romania,2014-02-01
68,USA,201402,219855,Romania,2014-02-01
101,France,201403,542925,Romania,2014-03-01
102,Germany,201403,36419,Romania,2014-03-01
103,Greece,201403,19948,Romania,2014-03-01
104,Ireland,201403,918128,Romania,2014-03-01
105,Netherlands,201403,935714,Romania,2014-03-01
106,USA,201403,647503,Romania,2014-03-01
143,France,201404,393819,Romania,2014-04-01
144,Germany,201404,101702,Romania,2014-04-01
145,Greece,201404,7616,Romania,2014-04-01
146,Ireland,201404,871619,Romania,2014-04-01
182,France,201405,424719,Romania,2014-05-01
183,Germany,201405,73571,Romania,2014-05-01
184,Greece,201405,10407,Romania,2014-05-01
185,Ireland,201405,1184467,Romania,2014-05-01
186,Netherlands,201405,1060084,Romania,2014-05-01
187,USA,201405,315898,Romania,2014-05-01
225,France,201406,414607,Romania,2014-06-01
226,Greece,201406,32263,Romania,2014-06-01
227,Ireland,201406,1025031,Romania,2014-06-01
228,Netherlands,201406,2591552,Romania,2014-06-01
229,USA,201406,786053,Romania,2014-06-01
267,France,201407,367418,Romania,2014-07-01
268,Greece,201407,16287,Romania,2014-07-01
269,Ireland,201407,1310790,Romania,2014-07-01
270,Netherlands,201407,1117828,Romania,2014-07-01
271,USA,201407,571755,Romania,2014-07-01
304,France,201408,346081,Romania,2014-08-01
305,Germany,201408,91872,Romania,2014-08-01
306,Greece,201408,27040,Romania,2014-08-01
307,Ireland,201408,1134158,Romania,2014-08-01
308,Netherlands,201408,1481428,Romania,2014-08-01
309,USA,201408,2246443,Romania,2014-08-01
348,France,201409,261811,Romania,2014-09-01
349,Greece,201409,5815,Romania,2014-09-01
350,Ireland,201409,1799811,Romania,2014-09-01
351,Netherlands,201409,13119,Romania,2014-09-01
389,France,201410,126844,Romania,2014-10-01
390,Germany,201410,100287,Romania,2014-10-01
391,Greece,201410,13111,Romania,2014-10-01
392,Hungary,201410,61424,Romania,2014-10-01
393,Ireland,201410,1330844,Romania,2014-10-01
394,Netherlands,201410,1255551,Romania,2014-10-01
423,France,201411,255549,Romania,2014-11-01
424,Greece,201411,8123,Romania,2014-11-01
425,Hungary,201411,50361,Romania,2014-11-01
426,Ireland,201411,1882021,Romania,2014-11-01
427,Netherlands,201411,1154787,Romania,2014-11-01
428,USA,201411,702585,Romania,2014-11-01
448,France,201412,656,Romania,2014-12-01
449,Greece,201412,14141,Romania,2014-12-01
450,Ireland,201412,2005941,Romania,2014-12-01
451,Netherlands,201412,3439271,Romania,2014-12-01
452,USA,201412,202897,Romania,2014-12-01
479,Germany,201501,64907,Romania,2015-01-01
480,Greece,201501,6594,Romania,2015-01-01
481,Ireland,201501,4581463,Romania,2015-01-01
482,Netherlands,201501,868720,Romania,2015-01-01
483,USA,201501,1187661,Romania,2015-01-01
502,Greece,201502,21175,Romania,2015-02-01
503,Ireland,201502,2285278,Romania,2015-02-01
504,Netherlands,201502,798606,Romania,2015-02-01
505,USA,201502,501664,Romania,2015-02-01
538,Germany,201503,179039,Romania,2015-03-01
539,Greece,201503,11051,Romania,2015-03-01
540,Ireland,201503,3834492,Romania,2015-03-01
541,Netherlands,201503,1194271,Romania,2015-03-01
542,Spain,201503,14475,Romania,2015-03-01
566,Greece,201504,9491,Romania,2015-04-01
567,Ireland,201504,2216406,Romania,2015-04-01
568,Netherlands,201504,3379020,Romania,2015-04-01
569,USA,201504,536685,Romania,2015-04-01
601,Germany,201505,456238,Romania,2015-05-01
602,Greece,201505,13853,Romania,2015-05-01
603,Ireland,201505,2063384,Romania,2015-05-01
604,Netherlands,201505,2084413,Romania,2015-05-01
640,Greece,201506,46175,Romania,2015-06-01
641,Ireland,201506,2989618,Romania,2015-06-01
642,Netherlands,201506,824933,Romania,2015-06-01
679,Greece,201507,33465,Romania,2015-07-01
680,Ireland,201507,3235825,Romania,2015-07-01
681,Netherlands,201507,2115540,Romania,2015-07-01
682,USA,201507,644093,Romania,2015-07-01
707,Greece,201508,4979,Romania,2015-08-01
708,Ireland,201508,2306204,Romania,2015-08-01
709,Netherlands,201508,1456749,Romania,2015-08-01
710,USA,201508,865962,Romania,2015-08-01
745,Greece,201509,3968,Romania,2015-09-01
746,Ireland,201509,1346490,Romania,2015-09-01
747,Netherlands,201509,2421110,Romania,2015-09-01
773,France,201510,127927,Romania,2015-10-01
774,Greece,201510,13900,Romania,2015-10-01
775,Ireland,201510,6073109,Romania,2015-10-01
776,Netherlands,201510,2247371,Romania,2015-10-01
802,France,201511,116,Romania,2015-11-01
803,Germany,201511,74421,Romania,2015-11-01
804,Greece,201511,3286,Romania,2015-11-01
805,Ireland,201511,1453133,Romania,2015-11-01
806,Netherlands,201511,3596103,Romania,2015-11-01
807,USA,201511,512031,Romania,2015-11-01
841,France,201512,283335,Romania,2015-12-01
842,Germany,201512,27922,Romania,2015-12-01
843,Greece,201512,7742,Romania,2015-12-01
844,Ireland,201512,2604277,Romania,2015-12-01
845,Netherlands,201512,2169711,Romania,2015-12-01
846,Spain,201512,655,Romania,2015-12-01
847,USA,201512,255434,Romania,2015-12-01
882,Greece,201601,4762,Romania,2016-01-01
883,Ireland,201601,2011405,Romania,2016-01-01
884,USA,201601,554792,Romania,2016-01-01
915,Greece,201602,8556,Romania,2016-02-01
916,Ireland,201602,2244728,Romania,2016-02-01
917,Netherlands,201602,2147478,Romania,2016-02-01
952,Greece,201603,7455,Romania,2016-03-01
953,Ireland,201603,909553,Romania,2016-03-01
954,Netherlands,201603,4406451,Romania,2016-03-01
955,USA,201603,969990,Romania,2016-03-01
995,Greece,201604,2330,Romania,2016-04-01
996,Ireland,201604,991374,Romania,2016-04-01
997,Netherlands,201604,1234048,Romania,2016-04-01
998,USA,201604,684788,Romania,2016-04-01
1034,Greece,201605,5063,Romania,2016-05-01
1035,Ireland,201605,1925354,Romania,2016-05-01
1036,Netherlands,201605,2392446,Romania,2016-05-01
1037,USA,201605,392092,Romania,2016-05-01
1071,Ireland,201606,606649,Romania,2016-06-01
1072,Netherlands,201606,2498421,Romania,2016-06-01
1073,USA,201606,9821,Romania,2016-06-01
1109,France,201607,118401,Romania,2016-07-01
1110,Greece,201607,7560,Romania,2016-07-01
1111,Ireland,201607,1206287,Romania,2016-07-01
1112,Netherlands,201607,1639042,Romania,2016-07-01
1113,USA,201607,165624,Romania,2016-07-01
1152,Greece,201608,5997,Romania,2016-08-01
1153,Ireland,201608,1838450,Romania,2016-08-01
1154,Netherlands,201608,4776541,Romania,2016-08-01
1155,USA,201608,231357,Romania,2016-08-01
1193,France,201609,52863,Romania,2016-09-01
1194,Greece,201609,6441,Romania,2016-09-01
1195,Ireland,201609,1127293,Romania,2016-09-01
1231,France,201610,49658,Romania,2016-10-01
1232,Greece,201610,10094,Romania,2016-10-01
1233,Ireland,201610,952126,Romania,2016-10-01
1234,Netherlands,201610,2380625,Romania,2016-10-01
1235,USA,201610,343901,Romania,2016-10-01
1271,France,201611,56502,Romania,2016-11-01
1272,Greece,201611,4483,Romania,2016-11-01
1273,Ireland,201611,1174395,Romania,2016-11-01
1274,Netherlands,201611,2044696,Romania,2016-11-01
1275,USA,201611,283742,Romania,2016-11-01
1313,France,201612,131630,Romania,2016-12-01
1314,Ireland,201612,1120089,Romania,2016-12-01
1315,Netherlands,201612,2188928,Romania,2016-12-01
1316,USA,201612,396948,Romania,2016-12-01
33,Greece,201401,11842,Bulgaria,2014-01-01
34,Ireland,201401,776670,Bulgaria,2014-01-01
63,France,201402,260377,Bulgaria,2014-02-01
64,Germany,201402,97551,Bulgaria,2014-02-01
65,Greece,201402,6330,Bulgaria,2014-02-01
66,Ireland,201402,539053,Bulgaria,2014-02-01
67,Netherlands,201402,254015,Bulgaria,2014-02-01
68,USA,201402,219855,Bulgaria,2014-02-01
101,France,201403,542925,Bulgaria,2014-03-01
102,Germany,201403,36419,Bulgaria,2014-03-01
103,Greece,201403,19948,Bulgaria,2014-03-01
104,Ireland,201403,918128,Bulgaria,2014-03-01
105,Netherlands,201403,935714,Bulgaria,2014-03-01
106,USA,201403,647503,Bulgaria,2014-03-01
143,France,201404,393819,Bulgaria,2014-04-01
144,Germany,201404,101702,Bulgaria,2014-04-01
145,Greece,201404,7616,Bulgaria,2014-04-01
146,Ireland,201404,871619,Bulgaria,2014-04-01
182,France,201405,424719,Bulgaria,2014-05-01
183,Germany,201405,73571,Bulgaria,2014-05-01
184,Greece,201405,10407,Bulgaria,2014-05-01
185,Ireland,201405,1184467,Bulgaria,2014-05-01
186,Netherlands,201405,1060084,Bulgaria,2014-05-01
187,USA,201405,315898,Bulgaria,2014-05-01
225,France,201406,414607,Bulgaria,2014-06-01
