,partner,period,trade_value_usd,reporter
45,Australia,201401,4975,Spain
46,Belgium,201401,7326630,Spain
47,Denmark,201401,22405326,Spain
48,Finland,201401,130378,Spain
49,France,201401,8895615,Spain
50,Germany,201401,27724830,Spain
51,Greece,201401,8519,Spain
52,Hungary,201401,4002,Spain
53,Ireland,201401,9721355,Spain
54,Italy,201401,1273936,Spain
55,Netherlands,201401,13396068,Spain
56,Poland,201401,559418,Spain
57,Portugal,201401,588549,Spain
58,Spain,201401,8732108,Spain
59,USA,201401,312753,Spain
103,World,201402,84688990,Spain
104,Austria,201402,20317,Spain
105,Belgium,201402,5967764,Spain
106,Chile,201402,82262,Spain
107,Denmark,201402,20089943,Spain
108,France,201402,7912475,Spain
109,Germany,201402,21518559,Spain
110,Greece,201402,67399,Spain
111,Ireland,201402,8317191,Spain
112,Italy,201402,766884,Spain
113,Netherlands,201402,10154285,Spain
114,Poland,201402,466449,Spain
115,Portugal,201402,478496,Spain
116,Spain,201402,8540232,Spain
117,USA,201402,306736,Spain
156,World,201403,94409048,Spain
157,Belgium,201403,7531676,Spain
158,Chile,201403,166208,Spain
159,Denmark,201403,17574796,Spain
160,Finland,201403,104333,Spain
161,France,201403,9104348,Spain
162,Germany,201403,24298500,Spain
163,Greece,201403,148352,Spain
164,Ireland,201403,9050441,Spain
165,Italy,201403,979742,Spain
166,Netherlands,201403,14236273,Spain
167,Poland,201403,654754,Spain
168,Portugal,201403,520064,Spain
169,Spain,201403,9691075,Spain
170,Sweden,201403,94610,Spain
171,USA,201403,253876,Spain
212,World,201404,97394001,Spain
213,Belgium,201404,8929280,Spain
214,Chile,201404,81802,Spain
215,Denmark,201404,19136165,Spain
216,France,201404,10069663,Spain
217,Germany,201404,23623640,Spain
218,Greece,201404,41667,Spain
219,Ireland,201404,9991217,Spain
220,Italy,201404,860759,Spain
221,Netherlands,201404,13940260,Spain
222,Poland,201404,515531,Spain
223,Portugal,201404,678942,Spain
224,Spain,201404,9012025,Spain
225,USA,201404,513051,Spain
269,World,201405,104790329,Spain
270,Belgium,201405,8976193,Spain
271,Denmark,201405,23765248,Spain
272,Finland,201405,138087,Spain
273,France,201405,9588147,Spain
274,Germany,201405,25730689,Spain
275,Greece,201405,126963,Spain
276,Ireland,201405,10529370,Spain
277,Italy,201405,1521008,Spain
278,Netherlands,201405,13876058,Spain
279,Poland,201405,884429,Spain
280,Portugal,201405,646755,Spain
281,Spain,201405,8607474,Spain
282,USA,201405,399907,Spain
328,World,201406,105055213,Spain
329,Belgium,201406,10108130,Spain
330,Chile,201406,63778,Spain
331,Denmark,201406,18156357,Spain
332,Finland,201406,2546,Spain
333,France,201406,10020099,Spain
334,Germany,201406,23231395,Spain
335,Greece,201406,14171,Spain
336,Hungary,201406,57112,Spain
337,Ireland,201406,11436831,Spain
338,Italy,201406,1340777,Spain
339,Netherlands,201406,14627759,Spain
340,Poland,201406,1915187,Spain
341,Portugal,201406,1183540,Spain
342,Spain,201406,12333096,Spain
343,USA,201406,564436,Spain
386,World,201407,102402677,Spain
387,Belgium,201407,10216178,Spain
388,Denmark,201407,24387122,Spain
389,Finland,201407,129500,Spain
390,France,201407,10464344,Spain
391,Germany,201407,20883840,Spain
392,Greece,201407,19288,Spain
393,Ireland,201407,10137007,Spain
394,Italy,201407,1042247,Spain
395,Netherlands,201407,13496923,Spain
396,Poland,201407,1899692,Spain
397,Portugal,201407,932019,Spain
398,Spain,201407,8471567,Spain
399,USA,201407,322951,Spain
442,World,201408,91341869,Spain
443,Austria,201408,5519,Spain
444,Belgium,201408,8751996,Spain
445,Denmark,201408,20360922,Spain
446,Finland,201408,317625,Spain
447,France,201408,7759806,Spain
448,Germany,201408,19757690,Spain
449,Greece,201408,9131,Spain
450,Ireland,201408,8786646,Spain
451,Italy,201408,1180247,Spain
452,Netherlands,201408,13875530,Spain
453,Poland,201408,2183509,Spain
454,Portugal,201408,848848,Spain
455,Romania,201408,15353,Spain
456,Spain,201408,7108242,Spain
457,USA,201408,380805,Spain
502,World,201409,97426007,Spain
503,Belgium,201409,9667715,Spain
504,Denmark,201409,24639936,Spain
505,Finland,201409,131438,Spain
506,France,201409,8511429,Spain
507,Germany,201409,19060930,Spain
508,Greece,201409,120462,Spain
509,Ireland,201409,10420444,Spain
510,Italy,201409,954447,Spain
511,Netherlands,201409,12725451,Spain
512,Poland,201409,1719064,Spain
513,Portugal,201409,1316532,Spain
514,Spain,201409,7686103,Spain
515,USA,201409,472057,Spain
558,World,201410,90568663,Spain
559,Austria,201410,7418,Spain
560,Belgium,201410,8309487,Spain
561,Denmark,201410,21266601,Spain
562,Finland,201410,152745,Spain
563,France,201410,8755072,Spain
564,Germany,201410,20608759,Spain
565,Greece,201410,41914,Spain
566,Ireland,201410,8819655,Spain
567,Italy,201410,961029,Spain
568,Netherlands,201410,11975701,Spain
569,Poland,201410,2281267,Spain
570,Portugal,201410,1003859,Spain
571,Spain,201410,5942482,Spain
572,USA,201410,442676,Spain
621,World,201411,91486065,Spain
622,Belgium,201411,8016154,Spain
623,Czechia,201411,50,Spain
624,Denmark,201411,27368605,Spain
625,Finland,201411,24056,Spain
626,France,201411,7104961,Spain
627,Germany,201411,17560508,Spain
628,Greece,201411,84452,Spain
629,Ireland,201411,9422880,Spain
630,Italy,201411,741881,Spain
631,Netherlands,201411,11261233,Spain
632,Poland,201411,1885312,Spain
633,Portugal,201411,1128141,Spain
634,Spain,201411,6480186,Spain
635,USA,201411,407645,Spain
682,World,201412,91835522,Spain
683,Austria,201412,10763,Spain
684,Belgium,201412,9554926,Spain
685,Czechia,201412,103,Spain
686,Denmark,201412,24726065,Spain
687,France,201412,7756407,Spain
688,Germany,201412,17780096,Spain
689,Greece,201412,70030,Spain
690,Ireland,201412,9983318,Spain
691,Italy,201412,798717,Spain
692,Netherlands,201412,10970938,Spain
693,Poland,201412,1762577,Spain
694,Portugal,201412,912689,Spain
695,Spain,201412,7037522,Spain
696,Sweden,201412,43044,Spain
697,USA,201412,428326,Spain
744,World,201501,74903188,Spain
745,Australia,201501,17462,Spain
746,Belgium,201501,5465149,Spain
747,Bulgaria,201501,428,Spain
748,Czechia,201501,100,Spain
749,Denmark,201501,17136471,Spain
750,France,201501,6554323,Spain
751,Germany,201501,18343416,Spain
752,Greece,201501,9709,Spain
753,Hungary,201501,176535,Spain
754,Ireland,201501,7728740,Spain
755,Italy,201501,732684,Spain
756,Netherlands,201501,9624538,Spain
757,Poland,201501,1672819,Spain
758,Portugal,201501,662669,Spain
759,Spain,201501,6224035,Spain
760,Sweden,201501,193517,Spain
761,USA,201501,360594,Spain
805,World,201502,71711555,Spain
806,Belgium,201502,6972443,Spain
807,Bulgaria,201502,1194,Spain
808,Denmark,201502,14748674,Spain
809,Finland,201502,147205,Spain
810,France,201502,5594079,Spain
811,Germany,201502,15730522,Spain
812,Greece,201502,25316,Spain
813,Hungary,201502,361200,Spain
814,Ireland,201502,7716917,Spain
815,Italy,201502,868415,Spain
816,Netherlands,201502,10719233,Spain
817,Poland,201502,1848489,Spain
818,Portugal,201502,761555,Spain
819,Romania,201502,193816,Spain
820,Spain,201502,5672963,Spain
821,USA,201502,349533,Spain
868,World,201503,79284437,Spain
869,Belgium,201503,8257345,Spain
870,Denmark,201503,15712766,Spain
871,Finland,201503,110715,Spain
872,France,201503,6315198,Spain
873,Germany,201503,16576893,Spain
874,Greece,201503,5896,Spain
875,Hungary,201503,112577,Spain
876,Ireland,201503,8232488,Spain
877,Italy,201503,681679,Spain
878,Netherlands,201503,10445179,Spain
879,Poland,201503,3129044,Spain
880,Portugal,201503,1006807,Spain
881,Romania,201503,91189,Spain
882,Spain,201503,8177103,Spain
883,Sweden,201503,173067,Spain
884,USA,201503,256491,Spain
931,World,201504,73829039,Spain
932,Austria,201504,125755,Spain
933,Belgium,201504,7612820,Spain
934,Denmark,201504,13399219,Spain
935,France,201504,5561114,Spain
936,Germany,201504,16637538,Spain
937,Greece,201504,5583,Spain
938,Hungary,201504,4959,Spain
939,Ireland,201504,8918732,Spain
940,Italy,201504,935374,Spain
941,Netherlands,201504,9032820,Spain
942,Poland,201504,1791163,Spain
943,Portugal,201504,647790,Spain
944,Romania,201504,127686,Spain
945,Spain,201504,8621482,Spain
946,USA,201504,407002,Spain
989,World,201505,72248669,Spain
990,Austria,201505,5895,Spain
991,Belgium,201505,6946503,Spain
992,Denmark,201505,15125236,Spain
993,Finland,201505,28754,Spain
994,France,201505,5349500,Spain
995,Germany,201505,16811456,Spain
996,Greece,201505,34394,Spain
997,Hungary,201505,57710,Spain
998,Ireland,201505,7300356,Spain
999,Italy,201505,1089200,Spain
1000,Netherlands,201505,8180695,Spain
1001,Poland,201505,1982180,Spain
1002,Portugal,201505,425447,Spain
1003,Romania,201505,70377,Spain
1004,Spain,201505,8491844,Spain
1005,Sweden,201505,69784,Spain
1006,USA,201505,279338,Spain
1053,World,201506,82906126,Spain
1054,Austria,201506,6166,Spain
1055,Belgium,201506,8268806,Spain
1056,Denmark,201506,17607212,Spain
1057,France,201506,6871463,Spain
1058,Germany,201506,17235567,Spain
1059,Greece,201506,8849,Spain
1060,Hungary,201506,60154,Spain
1061,Ireland,201506,8613349,Spain
1062,Italy,201506,1127979,Spain
1063,Netherlands,201506,10760163,Spain
1064,Poland,201506,2500460,Spain
1065,Portugal,201506,762024,Spain
1066,Romania,201506,304615,Spain
1067,Spain,201506,8353629,Spain
1068,Sweden,201506,34457,Spain
1069,USA,201506,391232,Spain
1116,World,201507,82252969,Spain
1117,Austria,201507,1209,Spain
1118,Belgium,201507,7533513,Spain
1119,Denmark,201507,18990168,Spain
1120,Finland,201507,94662,Spain
1121,France,201507,7128539,Spain
1122,Germany,201507,15607085,Spain
1123,Greece,201507,13731,Spain
1124,Hungary,201507,64576,Spain
1125,Ireland,201507,9778336,Spain
1126,Italy,201507,1299019,Spain
1127,Netherlands,201507,9580232,Spain
1128,Poland,201507,2118323,Spain
1129,Portugal,201507,688352,Spain
1130,Romania,201507,122055,Spain
1131,Spain,201507,8828562,Spain
1132,Sweden,201507,34274,Spain
1133,USA,201507,370334,Spain
1180,World,201508,77768839,Spain
1181,Austria,201508,18766,Spain
1182,Belgium,201508,7855435,Spain
1183,Denmark,201508,16491927,Spain
1184,France,201508,6144669,Spain
1185,Germany,201508,16146994,Spain
1186,Ireland,201508,8015058,Spain
1187,Italy,201508,1250061,Spain
1188,Lithuania,201508,197,Spain
1189,Netherlands,201508,10400212,Spain
1190,Poland,201508,2498655,Spain
1191,Portugal,201508,83808,Spain
1192,Romania,201508,397379,Spain
1193,Spain,201508,8227538,Spain
1194,Sweden,201508,34705,Spain
1195,USA,201508,203436,Spain
1244,World,201509,77008084,Spain
1245,Belgium,201509,7071777,Spain
1246,Bulgaria,201509,82972,Spain
1247,Denmark,201509,17398406,Spain
1248,Finland,201509,68312,Spain
1249,France,201509,6569170,Spain
1250,Germany,201509,14692310,Spain
1251,Greece,201509,13890,Spain
1252,Hungary,201509,131179,Spain
1253,Ireland,201509,8273200,Spain
1254,Italy,201509,839827,Spain
1255,Netherlands,201509,9815315,Spain
1256,Poland,201509,2094690,Spain
1257,Portugal,201509,460891,Spain
1258,Romania,201509,82591,Spain
1259,Spain,201509,9049872,Spain
1260,USA,201509,363681,Spain
1308,World,201510,86029917,Spain
1309,Australia,201510,14154,Spain
1310,Belgium,201510,7432137,Spain
1311,Bulgaria,201510,92677,Spain
1312,Czechia,201510,21,Spain
1313,Denmark,201510,21184941,Spain
1314,Finland,201510,34127,Spain
1315,France,201510,6832776,Spain
1316,Germany,201510,17595611,Spain
1317,Greece,201510,21098,Spain
1318,Hungary,201510,63074,Spain
1319,Ireland,201510,8215409,Spain
1320,Italy,201510,930954,Spain
1321,Netherlands,201510,10772961,Spain
1322,Poland,201510,2748155,Spain
1323,Portugal,201510,456467,Spain
1324,Romania,201510,107691,Spain
1325,Spain,201510,9119449,Spain
1326,USA,201510,408213,Spain
1371,World,201511,86125508,Spain
1372,Belgium,201511,6347962,Spain
1373,Bulgaria,201511,108266,Spain
1374,Denmark,201511,23461077,Spain
1375,Finland,201511,33846,Spain
1376,France,201511,6349982,Spain
1377,Germany,201511,17898288,Spain
1378,Greece,201511,46520,Spain
1379,Ireland,201511,7762052,Spain
1380,Italy,201511,801554,Spain
1381,Netherlands,201511,11042734,Spain
1382,Poland,201511,2512211,Spain
1383,Portugal,201511,549766,Spain
1384,Romania,201511,202389,Spain
1385,Spain,201511,8669353,Spain
1386,Sweden,201511,34980,Spain
1387,USA,201511,304530,Spain
1432,World,201512,72260013,Spain
1433,Belgium,201512,6139075,Spain
1434,Bulgaria,201512,135253,Spain
1435,Denmark,201512,19019059,Spain
1436,Finland,201512,33368,Spain
1437,France,201512,6291832,Spain
1438,Germany,201512,11882930,Spain
1439,Hungary,201512,52048,Spain
1440,Ireland,201512,7403952,Spain
1441,Italy,201512,890040,Spain
1442,Netherlands,201512,9055948,Spain
1443,Poland,201512,2881417,Spain
1444,Portugal,201512,483654,Spain
1445,Romania,201512,183569,Spain
1446,Spain,201512,7519762,Spain
1447,USA,201512,288106,Spain
1493,World,201601,61922717,Spain
1494,Belgium,201601,5306690,Spain
1495,Bulgaria,201601,51492,Spain
1496,Denmark,201601,16393516,Spain
1497,Finland,201601,64037,Spain
1498,France,201601,4986638,Spain
1499,Germany,201601,11796995,Spain
1500,Greece,201601,1675,Spain
1501,Hungary,201601,60628,Spain
1502,Ireland,201601,6354300,Spain
1503,Italy,201601,927828,Spain
1504,Lithuania,201601,402,Spain
1505,Netherlands,201601,6150526,Spain
1506,Poland,201601,2548804,Spain
1507,Portugal,201601,466885,Spain
1508,Romania,201601,150896,Spain
1509,Spain,201601,6434301,Spain
1510,USA,201601,227104,Spain
1560,World,201602,62722846,Spain
1561,Belgium,201602,4716897,Spain
1562,Bulgaria,201602,54481,Spain
1563,Denmark,201602,15768425,Spain
1564,France,201602,5991099,Spain
1565,Germany,201602,12182363,Spain
1566,Greece,201602,5319,Spain
1567,Hungary,201602,58844,Spain
1568,Ireland,201602,6430284,Spain
1569,Italy,201602,766575,Spain
1570,Lithuania,201602,274,Spain
1571,Netherlands,201602,6705802,Spain
1572,Poland,201602,2132806,Spain
1573,Portugal,201602,407873,Spain
1574,Romania,201602,243258,Spain
1575,Spain,201602,6908940,Spain
1576,Sweden,201602,12590,Spain
1577,USA,201602,337014,Spain
1625,World,201603,66392843,Spain
1626,Belgium,201603,5712764,Spain
1627,Bulgaria,201603,77926,Spain
1628,Denmark,201603,15612479,Spain
1629,Finland,201603,31657,Spain
1630,France,201603,6099436,Spain
1631,Germany,201603,10910183,Spain
1632,Greece,201603,7813,Spain
1633,Hungary,201603,82180,Spain
1634,Ireland,201603,7017863,Spain
1635,Italy,201603,718741,Spain
1636,Latvia,201603,9684,Spain
1637,Netherlands,201603,8939982,Spain
1638,Poland,201603,2685394,Spain
1639,Portugal,201603,558406,Spain
1640,Romania,201603,307289,Spain
1641,Spain,201603,7368048,Spain
1642,USA,201603,252998,Spain
1691,World,201604,65267064,Spain
1692,Australia,201604,12024,Spain
1693,Austria,201604,1911,Spain
1694,Belgium,201604,5414323,Spain
1695,Bulgaria,201604,68530,Spain
1696,Denmark,201604,20964049,Spain
1697,Finland,201604,31791,Spain
1698,France,201604,5642981,Spain
1699,Germany,201604,9231741,Spain
1700,Hungary,201604,64307,Spain
1701,Ireland,201604,5136982,Spain
1702,Italy,201604,932586,Spain
1703,Netherlands,201604,6646311,Spain
1704,Poland,201604,2983686,Spain
1705,Portugal,201604,810729,Spain
1706,Romania,201604,386424,Spain
1707,Spain,201604,6625222,Spain
1708,USA,201604,313469,Spain
1757,World,201605,78991949,Spain
1758,Belgium,201605,6253271,Spain
1759,Denmark,201605,28516257,Spain
1760,Finland,201605,66298,Spain
1761,France,201605,5152675,Spain
1762,Germany,201605,13733882,Spain
1763,Greece,201605,11075,Spain
1764,Hungary,201605,57059,Spain
1765,Ireland,201605,5553006,Spain
1766,Italy,201605,1004288,Spain
1767,Netherlands,201605,7820516,Spain
1768,Poland,201605,3072833,Spain
1769,Portugal,201605,255101,Spain
1770,Romania,201605,268170,Spain
1771,Spain,201605,6917200,Spain
1772,Sweden,201605,33442,Spain
1773,USA,201605,276874,Spain
1825,World,201606,98253017,Spain
1826,Belgium,201606,7079900,Spain
1827,Chile,201606,23297,Spain
1828,Denmark,201606,36519869,Spain
1829,France,201606,6112513,Spain
1830,Germany,201606,16485464,Spain
1831,Hungary,201606,136737,Spain
1832,Ireland,201606,6703355,Spain
1833,Italy,201606,1016613,Spain
1834,Netherlands,201606,9169066,Spain
1835,Poland,201606,4214615,Spain
1836,Portugal,201606,765555,Spain
1837,Romania,201606,155292,Spain
1838,Spain,201606,9524046,Spain
1839,USA,201606,346697,Spain
1886,World,201607,88817227,Spain
1887,Austria,201607,13741,Spain
1888,Belgium,201607,4889374,Spain
1889,Denmark,201607,35048158,Spain
1890,Finland,201607,29092,Spain
1891,France,201607,4454427,Spain
1892,Germany,201607,15855292,Spain
1893,Greece,201607,3031,Spain
1894,Hungary,201607,107364,Spain
1895,Ireland,201607,6036589,Spain
1896,Italy,201607,1016354,Spain
1897,Netherlands,201607,9043509,Spain
1898,Poland,201607,3377298,Spain
1899,Portugal,201607,504661,Spain
1900,Romania,201607,327371,Spain
1901,Spain,201607,7790968,Spain
1902,USA,201607,319997,Spain
1951,World,201608,98761435,Spain
1952,Austria,201608,301430,Spain
1953,Belgium,201608,7506408,Spain
1954,Denmark,201608,36882607,Spain
1955,France,201608,5314538,Spain
1956,Germany,201608,19368806,Spain
1957,Greece,201608,1939,Spain
1958,Hungary,201608,105534,Spain
1959,Ireland,201608,6801256,Spain
1960,Italy,201608,961706,Spain
1961,Netherlands,201608,9288367,Spain
1962,Poland,201608,2290668,Spain
1963,Portugal,201608,533989,Spain
1964,Romania,201608,191643,Spain
1965,Spain,201608,8945648,Spain
1966,USA,201608,266897,Spain
2016,World,201609,100155390,Spain
2017,Austria,201609,357542,Spain
2018,Belgium,201609,6747526,Spain
2019,Denmark,201609,36867323,Spain
2020,France,201609,6329165,Spain
2021,Germany,201609,18723235,Spain
2022,Greece,201609,6177,Spain
2023,Hungary,201609,116757,Spain
2024,Ireland,201609,6524190,Spain
2025,Italy,201609,882926,Spain
2026,Netherlands,201609,10446100,Spain
2027,Poland,201609,2660214,Spain
2028,Portugal,201609,500645,Spain
2029,Romania,201609,592499,Spain
2030,Spain,201609,9071397,Spain
2031,USA,201609,329694,Spain
2080,World,201610,103182198,Spain
2081,Austria,201610,478856,Spain
2082,Belgium,201610,6654662,Spain
2083,Denmark,201610,40850066,Spain
2084,Finland,201610,3750,Spain
2085,France,201610,4166827,Spain
2086,Germany,201610,18272509,Spain
2087,Greece,201610,4638,Spain
2088,Hungary,201610,466083,Spain
2089,Ireland,201610,7556388,Spain
2090,Italy,201610,502160,Spain
2091,Netherlands,201610,8614983,Spain
2092,Poland,201610,3736910,Spain
2093,Portugal,201610,626779,Spain
2094,Romania,201610,499502,Spain
2095,Spain,201610,10531491,Spain
2096,USA,201610,216597,Spain
2147,World,201611,109900669,Spain
2148,Austria,201611,327651,Spain
2149,Belgium,201611,7862851,Spain
2150,Cyprus,201611,61300,Spain
2151,Denmark,201611,42859868,Spain
2152,Finland,201611,3006,Spain
2153,France,201611,4791048,Spain
2154,Germany,201611,19485319,Spain
2155,Greece,201611,3155,Spain
2156,Hungary,201611,183889,Spain
2157,Ireland,201611,8155537,Spain
2158,Italy,201611,768373,Spain
2159,Netherlands,201611,9746675,Spain
2160,Poland,201611,4450553,Spain
2161,Portugal,201611,356982,Spain
2162,Romania,201611,197857,Spain
2163,Spain,201611,10271597,Spain
2164,USA,201611,375008,Spain
2211,World,201612,104645534,Spain
2212,Austria,201612,219090,Spain
2213,Belgium,201612,7606168,Spain
2214,Denmark,201612,42522360,Spain
2215,France,201612,4951734,Spain
2216,Germany,201612,16863338,Spain
2217,Hungary,201612,59797,Spain
2218,Ireland,201612,8824803,Spain
2219,Italy,201612,447585,Spain
2220,Netherlands,201612,9477252,Spain
2221,Poland,201612,2958241,Spain
2222,Portugal,201612,557022,Spain
2223,Romania,201612,313510,Spain
2224,Spain,201612,9564851,Spain
2225,USA,201612,279782,Spain
44,World,201401,101084460,Sweden
45,Australia,201401,4975,Sweden
46,Belgium,201401,7326630,Sweden
47,Denmark,201401,22405326,Sweden
48,Finland,201401,130378,Sweden
49,France,201401,8895615,Sweden
50,Germany,201401,27724830,Sweden
51,Greece,201401,8519,Sweden
52,Hungary,201401,4002,Sweden
53,Ireland,201401,9721355,Sweden
54,Italy,201401,1273936,Sweden
55,Netherlands,201401,13396068,Sweden
56,Poland,201401,559418,Sweden
57,Portugal,201401,588549,Sweden
58,Spain,201401,8732108,Sweden
59,USA,201401,312753,Sweden
103,World,201402,84688990,Sweden
104,Austria,201402,20317,Sweden
105,Belgium,201402,5967764,Sweden
106,Chile,201402,82262,Sweden
107,Denmark,201402,20089943,Sweden
108,France,201402,7912475,Sweden
109,Germany,201402,21518559,Sweden
110,Greece,201402,67399,Sweden
111,Ireland,201402,8317191,Sweden
112,Italy,201402,766884,Sweden
113,Netherlands,201402,10154285,Sweden
114,Poland,201402,466449,Sweden
115,Portugal,201402,478496,Sweden
116,Spain,201402,8540232,Sweden
117,USA,201402,306736,Sweden
156,World,201403,94409048,Sweden
157,Belgium,201403,7531676,Sweden
158,Chile,201403,166208,Sweden
159,Denmark,201403,17574796,Sweden
160,Finland,201403,104333,Sweden
161,France,201403,9104348,Sweden
162,Germany,201403,24298500,Sweden
163,Greece,201403,148352,Sweden
164,Ireland,201403,9050441,Sweden
165,Italy,201403,979742,Sweden
166,Netherlands,201403,14236273,Sweden
167,Poland,201403,654754,Sweden
168,Portugal,201403,520064,Sweden
169,Spain,201403,9691075,Sweden
170,Sweden,201403,94610,Sweden
171,USA,201403,253876,Sweden
212,World,201404,97394001,Sweden
213,Belgium,201404,8929280,Sweden
214,Chile,201404,81802,Sweden
215,Denmark,201404,19136165,Sweden
216,France,201404,10069663,Sweden
217,Germany,201404,23623640,Sweden
218,Greece,201404,41667,Sweden
219,Ireland,201404,9991217,Sweden
220,Italy,201404,860759,Sweden
221,Netherlands,201404,13940260,Sweden
222,Poland,201404,515531,Sweden
223,Portugal,201404,678942,Sweden
224,Spain,201404,9012025,Sweden
225,USA,201404,513051,Sweden
269,World,201405,104790329,Sweden
270,Belgium,201405,8976193,Sweden
271,Denmark,201405,23765248,Sweden
272,Finland,201405,138087,Sweden
273,France,201405,9588147,Sweden
274,Germany,201405,25730689,Sweden
275,Greece,201405,126963,Sweden
276,Ireland,201405,10529370,Sweden
277,Italy,201405,1521008,Sweden
278,Netherlands,201405,13876058,Sweden
279,Poland,201405,884429,Sweden
280,Portugal,201405,646755,Sweden
281,Spain,201405,8607474,Sweden
282,USA,201405,399907,Sweden
328,World,201406,105055213,Sweden
329,Belgium,201406,10108130,Sweden
330,Chile,201406,63778,Sweden
331,Denmark,201406,18156357,Sweden
332,Finland,201406,2546,Sweden
333,France,201406,10020099,Sweden
334,Germany,201406,23231395,Sweden
335,Greece,201406,14171,Sweden
336,Hungary,201406,57112,Sweden
337,Ireland,201406,11436831,Sweden
338,Italy,201406,1340777,Sweden
339,Netherlands,201406,14627759,Sweden
340,Poland,201406,1915187,Sweden
341,Portugal,201406,1183540,Sweden
342,Spain,201406,12333096,Sweden
343,USA,201406,564436,Sweden
386,World,201407,102402677,Sweden
387,Belgium,201407,10216178,Sweden
388,Denmark,201407,24387122,Sweden
389,Finland,201407,129500,Sweden
390,France,201407,10464344,Sweden
391,Germany,201407,20883840,Sweden
392,Greece,201407,19288,Sweden
393,Ireland,201407,10137007,Sweden
394,Italy,201407,1042247,Sweden
395,Netherlands,201407,13496923,Sweden
396,Poland,201407,1899692,Sweden
397,Portugal,201407,932019,Sweden
398,Spain,201407,8471567,Sweden
399,USA,201407,322951,Sweden
442,World,201408,91341869,Sweden
443,Austria,201408,5519,Sweden
444,Belgium,201408,8751996,Sweden
445,Denmark,201408,20360922,Sweden
446,Finland,201408,317625,Sweden
447,France,201408,7759806,Sweden
448,Germany,201408,19757690,Sweden
449,Greece,201408,9131,Sweden
450,Ireland,201408,8786646,Sweden
451,Italy,201408,1180247,Sweden
452,Netherlands,201408,13875530,Sweden
453,Poland,201408,2183509,Sweden
454,Portugal,201408,848848,Sweden
455,Romania,201408,15353,Sweden
456,Spain,201408,7108242,Sweden
457,USA,201408,380805,Sweden
502,World,201409,97426007,Sweden
503,Belgium,201409,9667715,Sweden
504,Denmark,201409,24639936,Sweden
505,Finland,201409,131438,Sweden
506,France,201409,8511429,Sweden
507,Germany,201409,19060930,Sweden
508,Greece,201409,120462,Sweden
509,Ireland,201409,10420444,Sweden
510,Italy,201409,954447,Sweden
511,Netherlands,201409,12725451,Sweden
512,Poland,201409,1719064,Sweden
513,Portugal,201409,1316532,Sweden
514,Spain,201409,7686103,Sweden
515,USA,201409,472057,Sweden
558,World,201410,90568663,Sweden
559,Austria,201410,7418,Sweden
560,Belgium,201410,8309487,Sweden
561,Denmark,201410,21266601,Sweden
562,Finland,201410,152745,Sweden
563,France,201410,8755072,Sweden
564,Germany,201410,20608759,Sweden
565,Greece,201410,41914,Sweden
566,Ireland,201410,8819655,Sweden
567,Italy,201410,961029,Sweden
568,Netherlands,201410,11975701,Sweden
569,Poland,201410,2281267,Sweden
570,Portugal,201410,1003859,Sweden
571,Spain,201410,5942482,Sweden
572,USA,201410,442676,Sweden
621,World,201411,91486065,Sweden
622,Belgium,201411,8016154,Sweden
623,Czechia,201411,50,Sweden
624,Denmark,201411,27368605,Sweden
625,Finland,201411,24056,Sweden
626,France,201411,7104961,Sweden
627,Germany,201411,17560508,Sweden
628,Greece,201411,84452,Sweden
629,Ireland,201411,9422880,Sweden
630,Italy,201411,741881,Sweden
631,Netherlands,201411,11261233,Sweden
632,Poland,201411,1885312,Sweden
633,Portugal,201411,1128141,Sweden
634,Spain,201411,6480186,Sweden
635,USA,201411,407645,Sweden
682,World,201412,91835522,Sweden
683,Austria,201412,10763,Sweden
684,Belgium,201412,9554926,Sweden
685,Czechia,201412,103,Sweden
686,Denmark,201412,24726065,Sweden
687,France,201412,7756407,Sweden
688,Germany,201412,17780096,Sweden
689,Greece,201412,70030,Sweden
690,Ireland,201412,9983318,Sweden
691,Italy,201412,798717,Sweden
692,Netherlands,201412,10970938,Sweden
693,Poland,201412,1762577,Sweden
694,Portugal,201412,912689,Sweden
695,Spain,201412,7037522,Sweden
696,Sweden,201412,43044,Sweden
697,USA,201412,428326,Sweden
744,World,201501,74903188,Sweden
745,Australia,201501,17462,Sweden
746,Belgium,201501,5465149,Sweden
747,Bulgaria,201501,428,Sweden
748,Czechia,201501,100,Sweden
749,Denmark,201501,17136471,Sweden
750,France,201501,6554323,Sweden
751,Germany,201501,18343416,Sweden
752,Greece,201501,9709,Sweden
753,Hungary,201501,176535,Sweden
754,Ireland,201501,7728740,Sweden
755,Italy,201501,732684,Sweden
756,Netherlands,201501,9624538,Sweden
757,Poland,201501,1672819,Sweden
758,Portugal,201501,662669,Sweden
759,Spain,201501,6224035,Sweden
760,Sweden,201501,193517,Sweden
761,USA,201501,360594,Sweden
805,World,201502,71711555,Sweden
806,Belgium,201502,6972443,Sweden
807,Bulgaria,201502,1194,Sweden
808,Denmark,201502,14748674,Sweden
809,Finland,201502,147205,Sweden
810,France,201502,5594079,Sweden
811,Germany,201502,15730522,Sweden
812,Greece,201502,25316,Sweden
813,Hungary,201502,361200,Sweden
814,Ireland,201502,7716917,Sweden
815,Italy,201502,868415,Sweden
816,Netherlands,201502,10719233,Sweden
817,Poland,201502,1848489,Sweden
818,Portugal,201502,761555,Sweden
