,partner,period,trade_value_usd,reporter
1137,France,201605,312797,France
1138,Germany,201605,2523,France
1139,Indonesia,201605,61483,France
1140,Ireland,201605,315,France
1141,Italy,201605,1416,France
1142,Jamaica,201605,8447,France
1143,Lebanon,201605,2428,France
1144,Lithuania,201605,1470,France
1145,Madagascar,201605,106760,France
1146,Mauritius,201605,109669,France
1147,Netherlands,201605,28615,France
1148,Poland,201605,520,France
1149,India,201605,246117,France
1150,USA,201605,41162,France
1175,World,201606,1108420,France
1176,Belgium,201606,10552,France
1177,France,201606,181661,France
1178,Germany,201606,188944,France
1179,Indonesia,201606,32206,France
1180,Ireland,201606,377,France
1181,Italy,201606,314,France
1182,Lithuania,201606,1119,France
1183,Madagascar,201606,39523,France
1184,Mexico,201606,16637,France
1185,Netherlands,201606,78468,France
1186,Papua New Guinea,201606,76249,France
1187,Poland,201606,679,France
1188,India,201606,343379,France
1189,Spain,201606,15837,France
1190,Turkey,201606,1436,France
1191,Uganda,201606,121039,France
1211,World,201607,2583504,France
1212,Australia,201607,27989,France
1213,Belgium,201607,2788,France
1214,France,201607,380059,France
1215,Germany,201607,30061,France
1216,Indonesia,201607,13552,France
1217,Ireland,201607,331,France
1218,Italy,201607,92,France
1219,Jamaica,201607,17777,France
1220,Lithuania,201607,1835,France
1221,Madagascar,201607,231910,France
1222,Netherlands,201607,939748,France
1223,Papua New Guinea,201607,183000,France
1224,Poland,201607,2013,France
1225,India,201607,243220,France
1226,Sweden,201607,4083,France
1227,Uganda,201607,464414,France
1228,USA,201607,40629,France
1251,World,201608,1262907,France
1252,Belgium,201608,4458,France
1253,France,201608,313260,France
1254,Germany,201608,19929,France
1255,Indonesia,201608,47861,France
1256,Ireland,201608,341,France
1257,Italy,201608,603,France
1258,Jamaica,201608,38870,France
1259,Lebanon,201608,1352,France
1260,Lithuania,201608,1020,France
1261,Madagascar,201608,165659,France
1262,Mexico,201608,10894,France
1263,Netherlands,201608,14593,France
1264,Papua New Guinea,201608,82698,France
1265,Poland,201608,690,France
1266,India,201608,415191,France
1267,Uganda,201608,145487,France
1291,World,201609,423622,France
1292,Australia,201609,15650,France
1293,Belgium,201609,5854,France
1294,China,201609,858,France
1295,France,201609,167616,France
1296,Germany,201609,671,France
1297,Indonesia,201609,39273,France
1298,Ireland,201609,611,France
1299,Lebanon,201609,2380,France
1300,Lithuania,201609,1319,France
1301,Mauritius,201609,18280,France
1302,Mexico,201609,19992,France
1303,Papua New Guinea,201609,68155,France
1304,Poland,201609,407,France
1305,India,201609,23801,France
1306,Uganda,201609,15704,France
1307,USA,201609,43050,France
1336,World,201610,1480762,France
1337,Australia,201610,17098,France
1338,Belgium,201610,2822,France
1339,China,201610,46023,France
1340,France,201610,396270,France
1341,Germany,201610,110874,France
1342,Indonesia,201610,27218,France
1343,Ireland,201610,347,France
1344,Italy,201610,393,France
1345,Jamaica,201610,15276,France
1346,Lithuania,201610,1996,France
1347,Madagascar,201610,530991,France
1348,Netherlands,201610,2603,France
1349,Poland,201610,753,France
1350,India,201610,281145,France
1351,Uganda,201610,40623,France
1352,USA,201610,6331,France
1376,World,201611,1395523,France
1377,France,201611,289615,France
1378,Germany,201611,151790,France
1379,Indonesia,201611,18932,France
1380,Ireland,201611,4154,France
1381,Italy,201611,1394,France
1382,Jamaica,201611,48786,France
1383,Lithuania,201611,2575,France
1384,Madagascar,201611,305639,France
1385,Poland,201611,613,France
1386,India,201611,299612,France
1387,Uganda,201611,264751,France
1388,USA,201611,7662,France
1411,World,201612,914879,France
1412,Australia,201612,10303,France
1413,France,201612,303248,France
1414,Germany,201612,80853,France
1415,Indonesia,201612,63494,France
1416,Ireland,201612,1313,France
1417,Italy,201612,1524,France
1418,Lebanon,201612,1043,France
1419,Lithuania,201612,1003,France
1420,Madagascar,201612,287669,France
1421,Mexico,201612,5115,France
1422,Papua New Guinea,201612,69727,France
1423,Poland,201612,1264,France
1424,India,201612,88325,France
23,World,201401,367020,Czechia
24,Australia,201401,6642,Czechia
25,Sri Lanka,201401,1858,Czechia
26,France,201401,79063,Czechia
27,Germany,201401,443,Czechia
28,Indonesia,201401,32233,Czechia
29,Ireland,201401,4367,Czechia
30,Lithuania,201401,652,Czechia
31,Netherlands,201401,38493,Czechia
32,Poland,201401,471,Czechia
33,India,201401,72578,Czechia
34,South Africa,201401,6235,Czechia
35,Spain,201401,31316,Czechia
36,Sweden,201401,11316,Czechia
37,Turkey,201401,23037,Czechia
38,Uganda,201401,53327,Czechia
39,USA,201401,4987,Czechia
66,World,201402,526078,Czechia
67,Belgium,201402,643,Czechia
68,France,201402,76862,Czechia
69,Germany,201402,189161,Czechia
70,Ireland,201402,4770,Czechia
71,Jamaica,201402,3310,Czechia
72,Lithuania,201402,820,Czechia
73,Madagascar,201402,5740,Czechia
74,Netherlands,201402,18104,Czechia
75,Poland,201402,227,Czechia
76,Spain,201402,32183,Czechia
77,Turkey,201402,6023,Czechia
78,Uganda,201402,21106,Czechia
79,USA,201402,167130,Czechia
100,World,201403,535666,Czechia
101,Australia,201403,3351,Czechia
102,Belgium,201403,765,Czechia
103,China,201403,2934,Czechia
104,France,201403,278688,Czechia
105,Germany,201403,28737,Czechia
106,Ireland,201403,8274,Czechia
107,Italy,201403,186,Czechia
108,Jamaica,201403,21898,Czechia
109,Lithuania,201403,826,Czechia
110,Madagascar,201403,17372,Czechia
111,Netherlands,201403,68926,Czechia
112,Poland,201403,846,Czechia
113,Spain,201403,49470,Czechia
114,Turkey,201403,4129,Czechia
115,Uganda,201403,37239,Czechia
116,USA,201403,12024,Czechia
137,World,201404,478434,Czechia
138,Australia,201404,6749,Czechia
139,Belgium,201404,5637,Czechia
140,France,201404,155161,Czechia
141,Germany,201404,68247,Czechia
142,Indonesia,201404,4782,Czechia
143,Italy,201404,271,Czechia
144,Jamaica,201404,15540,Czechia
145,Lithuania,201404,767,Czechia
146,Madagascar,201404,115695,Czechia
147,Netherlands,201404,53825,Czechia
148,Poland,201404,164,Czechia
149,Spain,201404,5604,Czechia
150,Turkey,201404,13263,Czechia
151,Uganda,201404,26433,Czechia
152,USA,201404,6295,Czechia
177,World,201405,593294,Czechia
178,Australia,201405,10191,Czechia
179,Belgium,201405,1623,Czechia
180,France,201405,146098,Czechia
181,Germany,201405,86508,Czechia
182,Italy,201405,509,Czechia
183,Jamaica,201405,29556,Czechia
184,Lithuania,201405,841,Czechia
185,Madagascar,201405,2568,Czechia
186,Mauritius,201405,20657,Czechia
187,Netherlands,201405,54735,Czechia
188,New Zealand,201405,2130,Czechia
189,Poland,201405,345,Czechia
190,India,201405,1436,Czechia
191,Spain,201405,119355,Czechia
192,Turkey,201405,12992,Czechia
193,Uganda,201405,84993,Czechia
194,USA,201405,18758,Czechia
215,World,201406,490455,Czechia
216,Belgium,201406,1060,Czechia
217,France,201406,136812,Czechia
218,Germany,201406,16265,Czechia
219,Indonesia,201406,4757,Czechia
220,Jamaica,201406,10465,Czechia
221,Lithuania,201406,761,Czechia
222,Madagascar,201406,171754,Czechia
223,Netherlands,201406,18532,Czechia
224,Poland,201406,778,Czechia
225,Spain,201406,89880,Czechia
226,Turkey,201406,19161,Czechia
227,Uganda,201406,9017,Czechia
228,United Rep. of Tanzania,201406,6038,Czechia
229,USA,201406,5178,Czechia
249,World,201407,512017,Czechia
250,Belgium,201407,551,Czechia
251,Sri Lanka,201407,2274,Czechia
252,France,201407,147970,Czechia
253,Germany,201407,112066,Czechia
254,Italy,201407,811,Czechia
255,Lithuania,201407,659,Czechia
256,Madagascar,201407,66178,Czechia
257,Poland,201407,405,Czechia
258,Spain,201407,159268,Czechia
259,Turkey,201407,2721,Czechia
260,Uganda,201407,19114,Czechia
278,World,201408,348858,Czechia
279,Australia,201408,16918,Czechia
280,Belgium,201408,5806,Czechia
281,France,201408,88747,Czechia
282,Germany,201408,50057,Czechia
283,Ireland,201408,464,Czechia
284,Italy,201408,197,Czechia
285,Jamaica,201408,1897,Czechia
286,Lithuania,201408,1097,Czechia
287,Madagascar,201408,33337,Czechia
288,Poland,201408,159,Czechia
289,India,201408,7810,Czechia
290,Spain,201408,46256,Czechia
291,Turkey,201408,5697,Czechia
292,Uganda,201408,87165,Czechia
293,USA,201408,3250,Czechia
318,World,201409,1063319,Czechia
319,Australia,201409,9946,Czechia
320,Austria,201409,4726,Czechia
321,Belgium,201409,945,Czechia
322,France,201409,371655,Czechia
323,Germany,201409,180304,Czechia
324,Ireland,201409,251,Czechia
325,Italy,201409,77,Czechia
326,Jamaica,201409,32327,Czechia
327,Lebanon,201409,4697,Czechia
328,Lithuania,201409,1121,Czechia
329,Madagascar,201409,229009,Czechia
330,New Zealand,201409,1716,Czechia
331,Papua New Guinea,201409,34581,Czechia
332,Poland,201409,262,Czechia
333,Spain,201409,35487,Czechia
334,Turkey,201409,28665,Czechia
335,Uganda,201409,117521,Czechia
336,USA,201409,10030,Czechia
360,World,201410,847713,Czechia
361,Australia,201410,7230,Czechia
362,Belgium,201410,892,Czechia
363,Denmark,201410,10207,Czechia
364,France,201410,209102,Czechia
365,Germany,201410,195120,Czechia
366,Ireland,201410,180,Czechia
367,Italy,201410,525,Czechia
368,Jamaica,201410,14943,Czechia
369,Lithuania,201410,2053,Czechia
370,Madagascar,201410,111311,Czechia
371,Netherlands,201410,44729,Czechia
372,Papua New Guinea,201410,34091,Czechia
373,Poland,201410,283,Czechia
374,India,201410,7961,Czechia
375,Spain,201410,57465,Czechia
376,Uganda,201410,151623,Czechia
399,World,201411,294313,Czechia
400,Belgium,201411,61884,Czechia
401,France,201411,84443,Czechia
402,Germany,201411,21,Czechia
403,Greece,201411,2915,Czechia
404,Indonesia,201411,9631,Czechia
405,Ireland,201411,491,Czechia
406,Italy,201411,827,Czechia
407,Lithuania,201411,1008,Czechia
408,Rep. of Moldova,201411,6500,Czechia
409,Papua New Guinea,201411,31900,Czechia
410,Poland,201411,423,Czechia
411,Spain,201411,43577,Czechia
412,Turkey,201411,9388,Czechia
413,Uganda,201411,16357,Czechia
414,United Rep. of Tanzania,201411,9183,Czechia
415,USA,201411,15765,Czechia
433,World,201412,527480,Czechia
434,Australia,201412,20050,Czechia
435,Belgium,201412,95998,Czechia
436,Canada,201412,4791,Czechia
437,Denmark,201412,2505,Czechia
438,France,201412,131278,Czechia
439,Germany,201412,29249,Czechia
440,Ireland,201412,2419,Czechia
441,Italy,201412,676,Czechia
442,Jamaica,201412,42657,Czechia
443,Lithuania,201412,1815,Czechia
444,Madagascar,201412,22075,Czechia
445,Netherlands,201412,45220,Czechia
446,Papua New Guinea,201412,53847,Czechia
447,Poland,201412,327,Czechia
448,South Africa,201412,3505,Czechia
449,Spain,201412,37901,Czechia
450,Turkey,201412,8504,Czechia
451,Uganda,201412,24664,Czechia
474,World,201501,447046,Czechia
475,Australia,201501,19480,Czechia
476,Belgium,201501,145,Czechia
477,France,201501,98195,Czechia
478,Germany,201501,14427,Czechia
479,Indonesia,201501,8123,Czechia
480,Ireland,201501,746,Czechia
481,Italy,201501,180,Czechia
482,Lithuania,201501,1281,Czechia
483,Madagascar,201501,59794,Czechia
484,Mauritius,201501,20426,Czechia
485,Poland,201501,398,Czechia
486,India,201501,5890,Czechia
487,Spain,201501,67202,Czechia
488,Sweden,201501,9666,Czechia
489,Turkey,201501,24442,Czechia
490,Uganda,201501,109836,Czechia
491,USA,201501,6815,Czechia
513,World,201502,652270,Czechia
514,Austria,201502,95,Czechia
515,Belgium,201502,32714,Czechia
516,France,201502,286806,Czechia
517,Germany,201502,42876,Czechia
518,Indonesia,201502,16743,Czechia
519,Ireland,201502,684,Czechia
520,Italy,201502,641,Czechia
521,Lithuania,201502,1165,Czechia
522,Madagascar,201502,125991,Czechia
523,Netherlands,201502,4480,Czechia
524,Poland,201502,607,Czechia
525,India,201502,2832,Czechia
526,Spain,201502,63521,Czechia
527,Turkey,201502,14841,Czechia
528,Uganda,201502,55644,Czechia
529,USA,201502,2630,Czechia
551,World,201503,455185,Czechia
552,Australia,201503,4979,Czechia
553,Canada,201503,4670,Czechia
554,France,201503,33437,Czechia
555,Germany,201503,12877,Czechia
556,Indonesia,201503,15045,Czechia
557,Ireland,201503,670,Czechia
558,Italy,201503,698,Czechia
559,Jamaica,201503,11898,Czechia
560,Lebanon,201503,11668,Czechia
561,Lithuania,201503,1323,Czechia
562,Madagascar,201503,138006,Czechia
563,Papua New Guinea,201503,31296,Czechia
564,Poland,201503,930,Czechia
565,Portugal,201503,144,Czechia
566,India,201503,88316,Czechia
567,Spain,201503,35074,Czechia
568,Turkey,201503,8595,Czechia
569,Uganda,201503,53923,Czechia
570,USA,201503,1636,Czechia
594,World,201504,885525,Czechia
595,Australia,201504,14008,Czechia
596,Austria,201504,188,Czechia
597,Belgium,201504,30715,Czechia
598,France,201504,178391,Czechia
599,Germany,201504,233569,Czechia
600,Indonesia,201504,10025,Czechia
601,Ireland,201504,529,Czechia
602,Italy,201504,166,Czechia
603,Lebanon,201504,13249,Czechia
604,Lithuania,201504,1534,Czechia
605,Madagascar,201504,105063,Czechia
606,Poland,201504,314,Czechia
607,India,201504,2197,Czechia
608,Spain,201504,117753,Czechia
609,Turkey,201504,7206,Czechia
610,Uganda,201504,155858,Czechia
611,USA,201504,14761,Czechia
631,World,201505,558000,Czechia
632,Australia,201505,9359,Czechia
633,Austria,201505,130,Czechia
634,Belgium,201505,20915,Czechia
635,France,201505,124985,Czechia
636,Germany,201505,12830,Czechia
637,Indonesia,201505,14609,Czechia
638,Ireland,201505,257,Czechia
639,Italy,201505,576,Czechia
640,Jamaica,201505,31910,Czechia
641,Lithuania,201505,2100,Czechia
642,Poland,201505,306,Czechia
643,India,201505,15743,Czechia
644,Spain,201505,82316,Czechia
645,Turkey,201505,15850,Czechia
646,Uganda,201505,217399,Czechia
647,USA,201505,8716,Czechia
667,World,201506,831054,Czechia
668,Australia,201506,9408,Czechia
669,Belgium,201506,4206,Czechia
670,Canada,201506,1251,Czechia
671,France,201506,219772,Czechia
672,Germany,201506,100583,Czechia
673,Indonesia,201506,18243,Czechia
674,Ireland,201506,306,Czechia
675,Italy,201506,476,Czechia
676,Jamaica,201506,3738,Czechia
677,Lithuania,201506,1380,Czechia
678,Madagascar,201506,59725,Czechia
679,Netherlands,201506,7585,Czechia
680,Poland,201506,586,Czechia
681,India,201506,5102,Czechia
682,Spain,201506,193946,Czechia
683,Turkey,201506,10518,Czechia
684,Uganda,201506,168332,Czechia
685,USA,201506,25898,Czechia
708,World,201507,768429,Czechia
709,Belgium,201507,13905,Czechia
710,France,201507,161176,Czechia
711,Germany,201507,31178,Czechia
712,Ireland,201507,404,Czechia
713,Italy,201507,647,Czechia
714,Jamaica,201507,11746,Czechia
715,Lebanon,201507,5624,Czechia
716,Lithuania,201507,1383,Czechia
717,Netherlands,201507,34064,Czechia
718,Papua New Guinea,201507,30868,Czechia
719,Poland,201507,110,Czechia
720,India,201507,12671,Czechia
721,South Africa,201507,8759,Czechia
722,Spain,201507,260438,Czechia
723,Turkey,201507,14502,Czechia
724,Uganda,201507,16041,Czechia
725,USA,201507,164911,Czechia
752,World,201508,1139034,Czechia
753,Australia,201508,10374,Czechia
754,Austria,201508,1326,Czechia
755,Belgium,201508,91356,Czechia
756,France,201508,101132,Czechia
757,Germany,201508,175901,Czechia
758,Indonesia,201508,14508,Czechia
759,Ireland,201508,440,Czechia
760,Italy,201508,657,Czechia
761,Lithuania,201508,1642,Czechia
762,Papua New Guinea,201508,33453,Czechia
763,Poland,201508,218,Czechia
764,Spain,201508,101119,Czechia
765,Turkey,201508,7253,Czechia
766,Uganda,201508,197637,Czechia
767,USA,201508,402018,Czechia
792,World,201509,820570,Czechia
793,Australia,201509,9288,Czechia
794,Belgium,201509,1279,Czechia
795,France,201509,170644,Czechia
796,Germany,201509,123703,Czechia
797,Ireland,201509,1350,Czechia
798,Italy,201509,642,Czechia
799,Jamaica,201509,53654,Czechia
800,Lithuania,201509,1292,Czechia
801,Madagascar,201509,50134,Czechia
802,Malta,201509,68,Czechia
803,Netherlands,201509,10097,Czechia
804,Poland,201509,333,Czechia
805,India,201509,5214,Czechia
806,Spain,201509,268414,Czechia
807,Turkey,201509,21196,Czechia
808,Uganda,201509,79598,Czechia
809,USA,201509,23665,Czechia
835,World,201510,981019,Czechia
836,Australia,201510,28744,Czechia
837,Belgium,201510,3814,Czechia
838,Denmark,201510,9539,Czechia
839,France,201510,254787,Czechia
840,Germany,201510,77032,Czechia
841,Indonesia,201510,27795,Czechia
842,Ireland,201510,2001,Czechia
843,Italy,201510,104,Czechia
844,Lithuania,201510,3167,Czechia
845,Madagascar,201510,239142,Czechia
846,Poland,201510,271,Czechia
847,Portugal,201510,49,Czechia
848,Spain,201510,261744,Czechia
849,Turkey,201510,13722,Czechia
850,Uganda,201510,17421,Czechia
851,USA,201510,41686,Czechia
877,World,201511,1062875,Czechia
878,Belgium,201511,32430,Czechia
879,Canada,201511,1888,Czechia
880,France,201511,175256,Czechia
881,Germany,201511,127193,Czechia
882,Indonesia,201511,7135,Czechia
883,Ireland,201511,2849,Czechia
884,Italy,201511,514,Czechia
885,Jamaica,201511,5755,Czechia
886,Lithuania,201511,2198,Czechia
