period,partner,United Kingdom,Australia,Austria,Belgium,Canada,China,Comoros,Denmark,France,Czechia,French Polynesia,Germany,Ecuador,Greece,Bulgaria,Guinea,Haiti,India,Indonesia,Ireland,Italy,Jamaica,Latvia,Lebanon,Lithuania,Madagascar,Japan,Malta,Mauritius,Mexico,Morocco,Netherlands,Costa Rica,New Zealand,Panama,Papua New Guinea,Peru,Poland,Portugal,Rep. of Korea,Rep. of Moldova,Romania,Singapore,Malaysia,Slovakia,South Africa,Spain,Sri Lanka,Sweden,Estonia,Switzerland,Tonga,Turkey,USA,Israel,Ghana,Mauritania,Russian Federation,Uganda,United Rep. of Tanzania,Viet Nam
201506,Australia,9408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201506,Belgium,4206.0,,,,,,,,,,,,,,,,,,,,53610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201506,Canada,1251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201506,France,219772.0,,,72611.0,,,,47179.0,,15559.0,,113126.0,,35940.0,,,,,,,331848.0,,,,,21612.0,,,,,,93326.0,,,,,,24466.0,,,,,,,,,93741.0,,51513.0,,,,53644.0,,,,,,,,
201506,Germany,100583.0,,153001.0,,,,,548579.0,57362.0,,,,,,,,,,,,254710.0,,,,,,,,,,,19017.0,,,,,,24134.0,,,,274225.0,,,,,26283.0,,,,133036.0,,,,,,,,,,
201506,India,5102.0,,,380738.0,,,,,119283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201506,Indonesia,18243.0,15959.0,,,,,,,90331.0,,,155556.0,,,,,,,,,,,,,,,,,,,,,,,,,,19850.0,,,,,,,,,,,,,54427.0,,,868250.0,,,,,,,
201506,Ireland,306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201506,Italy,476.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201506,Jamaica,3738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201506,Lithuania,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201506,Madagascar,59725.0,,,1816050.0,4219333.0,,,,7019260.0,27998.0,,3238777.0,,,,,,232411.0,,,,,,,,,2017115.0,,,,,,,,,,,67512.0,,,,,,,,,,,,,85237.0,,19849.0,15571692.0,,,,,,,
201506,Netherlands,7585.0,,,15841.0,,,,,,,,48114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448001.0,,,,,,,
201506,Poland,586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201506,Spain,193946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201506,Turkey,10518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201506,USA,25898.0,,,,25692.0,,,,24240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135458.0,50458.0,,,,,,,,,,,,,,,,,
201506,Uganda,168332.0,,,,50667.0,,,,222299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15670.0,149342.0,,,,,,,
201506,World,831054.0,165098.0,179632.0,2285839.0,4340497.0,,,617594.0,7682009.0,49223.0,,3660944.0,,38596.0,,,,232411.0,,27530.0,705108.0,,,,,21612.0,2019676.0,,,,,120843.0,,33302.0,,,,141267.0,17109.0,,,275941.0,142731.0,68151.0,,,131585.0,,152845.0,,290906.0,,89163.0,17174051.0,,,,31221.0,,,
201507,Belgium,13905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201507,France,161176.0,15199.0,19694.0,97150.0,,,,19235.0,,,,123381.0,,27456.0,,,,,,,258030.0,,,,,56600.0,87469.0,,,,,,,,,,,23019.0,,52928.0,,,25348.0,,,,33593.0,,71341.0,,,,55213.0,,,,,,,,
201507,Germany,31178.0,,390567.0,30573.0,,,,291491.0,139768.0,,,,,,,,,,,,228940.0,,,,,,,,,,,21926.0,,,,,,37300.0,,,,,,,,,,,20149.0,,167946.0,,,57864.0,,,,,,,
201507,India,12671.0,,,,,,,,364235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39109.0,,,,,,,
201507,Ireland,404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201507,Italy,647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201507,Jamaica,11746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201507,Lebanon,5624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201507,Lithuania,1383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201507,Netherlands,34064.0,,,29932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201507,Papua New Guinea,30868.0,471205.0,,,22609.0,,,,131056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321963.0,,,,,,,
201507,Poland,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201507,South Africa,8759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29491.0,,,,,,,,,,,,,,,,,77433.0,,,,,,,,,,,,
201507,Spain,260438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201507,Turkey,14502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201507,USA,164911.0,,,142491.0,53391.0,,,,345837.0,,,,,,,,,36516.0,,,,,,,,,,,,,,,,,,,,,,,,,75445.0,,,,,,,,,,,,,,,,,,
201507,Uganda,16041.0,,,,,,,,79446.0,19541.0,,152178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201507,World,768429.0,494000.0,411030.0,901093.0,1672984.0,,,448012.0,8248658.0,125098.0,,3066237.0,,30854.0,,,,36516.0,,,522664.0,,,,,56600.0,2799606.0,,1746609.0,,,1817155.0,,27760.0,,,,97100.0,18148.0,163522.0,,,134212.0,17742.0,37820.0,,37364.0,,224567.0,,535695.0,,55213.0,14142561.0,,,,55237.0,,,
201508,Australia,10374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201508,Austria,1326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201508,Belgium,91356.0,,,,,,,,871415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20607.0,,,,,,,,,,,,,,
201508,France,101132.0,,39388.0,26371.0,,,,114824.0,,,,199512.0,,15890.0,,,,141428.0,,,305137.0,,,,,,,,,,,,,,,,,31534.0,16512.0,,,,20958.0,,,,62456.0,,,,38974.0,,,,,,,,,,
201508,Germany,175901.0,490922.0,221967.0,33018.0,859717.0,,,470325.0,46873.0,,,,,,,,,,,,144970.0,,,,,,,,,,,39800.0,,,,,,26418.0,,,,182524.0,,,,,,,27152.0,,304175.0,,,561413.0,,,,,,,
201508,Indonesia,14508.0,,,,,,,,,,,760061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103884.0,,,1823362.0,,,,,,,
201508,Ireland,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201508,Italy,657.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201508,Lithuania,1642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201508,Papua New Guinea,33453.0,257604.0,,,36697.0,,,,,,,20719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69488.0,,,,,,,
201508,Poland,218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506827.0,,,,,,,,,,,,,,,,
201508,Spain,101119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201508,Turkey,7253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201508,USA,402018.0,,,35785.0,34006.0,,,,,,,,,,,,,,,32556.0,,,,,,,,,,,,,,,,,,,,,,,16506.0,,,,,,,,,,,,,,,,,,
201508,Uganda,197637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201508,World,1139034.0,1561115.0,329035.0,967154.0,2935114.0,,,944559.0,3355178.0,87480.0,,5711521.0,,16294.0,,,,258425.0,,35531.0,470760.0,,,,,,1837431.0,,955329.0,,,1931915.0,,,,,,108411.0,20070.0,,,194242.0,48448.0,,3720552.0,,87887.0,,151677.0,,557631.0,,,14240293.0,,,,,,,
201509,Australia,9288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201509,Belgium,1279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20759.0,,,,,,,,,,,,,,
201509,France,170644.0,18366.0,26302.0,112439.0,,,,152516.0,,17664.0,,524773.0,,15530.0,,,,,,,302230.0,,,,,,,,,,,15519.0,,,,,,,71367.0,,,,17346.0,,,,94930.0,,52564.0,,,,,,,,,,,,
201509,Germany,123703.0,,383332.0,24990.0,,,,360439.0,305082.0,17662.0,,,,,,,,,,,289504.0,,,,,,,,,,,,,,,,,32526.0,,,,,,,,,,,74187.0,,257094.0,,,,,,,,,,
201509,India,5214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42972.0,,,,,,,
201509,Ireland,1350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201509,Italy,642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201509,Jamaica,53654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201509,Lithuania,1292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201509,Madagascar,50134.0,,,342400.0,389977.0,,,,1022756.0,28063.0,,1628279.0,,,,,,327112.0,,,,,,,,,681773.0,,1536215.0,,,683146.0,,,,,,123216.0,,,,,,,,254924.0,,,,66930.0,38258.0,,,8237648.0,,,,,,,
201509,Malta,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201509,Netherlands,10097.0,,,25966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201509,Poland,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201509,Spain,268414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201509,Turkey,21196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201509,USA,23665.0,,,,45541.0,,,,74449.0,,,,,,,,,30037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201509,Uganda,79598.0,,,,,,,,,,,150350.0,,,,,,,,,,,,,,,,,,,,15092.0,,,,,,,,,,,,,,107001.0,,,,,,,,67412.0,,,,,,,
201509,World,820570.0,375416.0,416972.0,505827.0,457006.0,,,648163.0,1899240.0,82373.0,,2370750.0,,17003.0,,,,373127.0,,,631853.0,,,,,,687177.0,,1536268.0,,,760582.0,,55281.0,,,,191342.0,77824.0,,,15799.0,51855.0,19033.0,,361941.0,125294.0,,190187.0,69804.0,324730.0,,,9673335.0,,,,,,,
201510,Australia,28744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510,Belgium,3814.0,,,,,,,,,,,469275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29099.0,,,,,,,,,,,,,,
201510,Denmark,9539.0,,,,,,,,,,,75724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24144.0,,46741.0,,,,,,,,,,,,
201510,France,254787.0,,16594.0,105786.0,,,,74368.0,,,,205994.0,,,,,,,,22678.0,188485.0,,,,,,19265.0,,,,,721242.0,,,,,,,35942.0,,,,37114.0,,,,71848.0,,88556.0,,21441.0,,,,21000.0,,,,,,
201510,Germany,77032.0,,329927.0,,,,,798918.0,179080.0,88640.0,,,,21384.0,,,,,,,312131.0,,,,,,,,,,,,,,,,,601862.0,,,,43772.0,,,,,64994.0,,21989.0,,49573.0,,,,,,,,,,
201510,Indonesia,27795.0,712943.0,,,323942.0,,,,149238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179235.0,,,2349572.0,,,,,,,
201510,Ireland,2001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510,Italy,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510,Lithuania,3167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510,Madagascar,239142.0,26458.0,,467126.0,192904.0,,,71237.0,4113507.0,70382.0,,142673.0,,,,,,249369.0,,,,,,,,,395394.0,,,,,2511629.0,,,,,,64228.0,,,,,,,,,,,,57812.0,85529.0,,,4564472.0,,,,,,,
201510,Poland,271.0,,,,,,,,,,,26256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510,Portugal,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510,Spain,261744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510,Turkey,13722.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510,USA,41686.0,,,20298.0,18803.0,,,,148304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103070.0,21195.0,,,,,,,,,,,,,,,,,
201510,Uganda,17421.0,,,,30035.0,,,,183835.0,36998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525961.0,,,,,,,
201510,World,981019.0,787162.0,413111.0,764759.0,604969.0,,,1157940.0,5565917.0,203179.0,,1876616.0,,41529.0,19695.0,,,249369.0,,32485.0,532833.0,,,,,,414659.0,,,,,3274576.0,,96260.0,,,,693900.0,51861.0,,,58242.0,163965.0,21195.0,,,190770.0,,286935.0,61232.0,360002.0,,,8305617.0,31000.0,,,23768.0,,,
201511,Belgium,32430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201511,Canada,1888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000.0,,,,,,
201511,France,175256.0,,23891.0,53718.0,,,,91641.0,,45961.0,,95663.0,,19253.0,,,,34328.0,,,290484.0,,,,,,,,,,,95867.0,,,,,,20175.0,158826.0,,,15365.0,20935.0,,,,89675.0,,72387.0,,23415.0,,,,,,,,,,
201511,Germany,127193.0,,163984.0,,,,,531558.0,15203.0,,,,,,,,,,,,280165.0,,,,,,,,,,,19170.0,,,,,,47468.0,,,,18302.0,,,,,17304.0,,42648.0,,169011.0,,,49068.0,,,,,,,
201511,India,90674.0,,,71083.0,,,,,47391.0,,,89721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255150.0,,,,,,,
201511,Indonesia,7135.0,,,,116020.0,,,,29321.0,,,37056.0,,,,,,,,,,,,,,,,,,,,,,,,,,74235.0,,,,,,,,,,,,,,,,1098051.0,,,,,,,
201511,Ireland,2849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201511,Italy,514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201511,Jamaica,5755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201511,Lithuania,2198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201511,Madagascar,161262.0,,,,142874.0,,,38543.0,3289926.0,21586.0,,1723893.0,,,,,,351757.0,,,,,,,,,557127.0,,946576.0,,,43802.0,,,,,,59769.0,,,,,,,,,,,,20874.0,241302.0,,,3992334.0,,,,,,,
201511,Mexico,1398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201511,Netherlands,35956.0,,,31155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201511,Poland,682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201511,Spain,158237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201511,Turkey,15873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201511,USA,4625.0,,,95741.0,35150.0,,,,130557.0,,,,,,,,,,,,,,,,,,,,,,,879826.0,,,,,,,,,,,77886.0,,,,,,,,,,,,,,,,,,
201511,Uganda,235645.0,,,,,,,,,70044.0,,337523.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201511,United Rep. of Tanzania,3306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201511,World,1062875.0,105804.0,190024.0,254934.0,309176.0,,,745653.0,3825596.0,156298.0,,2559217.0,,25408.0,,,,386086.0,,37957.0,622456.0,,,,,,634330.0,,946576.0,,,1857298.0,,19085.0,,,,205579.0,164421.0,,,50595.0,107794.0,,,,109412.0,,356518.0,23224.0,486798.0,,,5455701.0,18000.0,,,27158.0,,,
201512,Belgium,2944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38070.0,,,,,,,,,,,,,,
201512,France,204120.0,,28019.0,39738.0,,,,45300.0,,20310.0,,257636.0,,21033.0,,,,,,,130879.0,,,,,,72219.0,,,,,,,,,,,57061.0,28913.0,,,,,,,,48033.0,,109525.0,,72216.0,,,1178625.0,,,,,,,
201512,Germany,775749.0,,357897.0,68282.0,,,,456972.0,440163.0,43501.0,,,,,,,,,,,169138.0,,,,,,,,,,,,,,,,,42790.0,,,,,,,,,,,,,85208.0,,,110156.0,,,,,,,
201512,India,111197.0,,,,,,,,42185.0,,,,,,,,,,,,,,,,,,,,403774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201512,Ireland,1142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201512,Italy,552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201512,Jamaica,32285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201512,Lithuania,2180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201512,Madagascar,202253.0,,,1844115.0,39469.0,,,49943.0,4211432.0,24382.0,,5084941.0,,,,,,372014.0,,,,,,,,,233380.0,,1202625.0,,,71832.0,,159619.0,,,,,,,,,,,,,,,,63575.0,103832.0,,,10242878.0,,,,,,,
201512,New Zealand,2953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201512,Papua New Guinea,56248.0,167370.0,,,97682.0,,,,146643.0,,,195676.0,,,,,,,,,,,,,,,,,,,,,,24148.0,,,,,,,,,,,,,,,,,,,,119531.0,,,,,,,
201512,Poland,729.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201512,Spain,194615.0,,,,,,,,,,,,,,,,,,,,28568.0,,,,,,,,,,,,,,,,,26014.0,,,,,,,,,,,,,,,,,,,,,,,
201512,Turkey,19502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201512,USA,7985.0,,,,69629.0,,,,207391.0,,,,,,,,,,,35823.0,,,,,,,,,,,,199952.0,,,,,,,,,,,89751.0,,,,,,,,,,,,,,,,,,
201512,World,1614454.0,226377.0,394792.0,1998709.0,227769.0,,,697491.0,5696026.0,93552.0,,6614275.0,,25389.0,,,,1069319.0,,43847.0,364932.0,,,,,,314128.0,,1701343.0,,,299433.0,,210722.0,,,,193361.0,29625.0,,,24386.0,135374.0,17107.0,,,94304.0,,303516.0,76213.0,350378.0,,68919.0,14529301.0,,,,67165.0,,,
201601,Australia,7660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201601,France,189942.0,,24880.0,60530.0,,,,24080.0,,,,65734.0,,,,,,,,,137704.0,,,,,,,,69961.0,,,,,,,,,64700.0,17929.0,,,,75175.0,,,,55339.0,,,,,,,,,,,,,,
201601,Germany,161125.0,,114443.0,81882.0,,,,556172.0,86854.0,,,,,,,,,,,,259865.0,,,,,,,,,,,74847.0,,,,,,,,,,,,,,,41636.0,,30300.0,,,,,,,,,,,,
201601,Indonesia,15522.0,,,,,,,,62761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32450.0,,,,,,,,,16777.0,,,,,,,2724494.0,,,,,,,
201601,Ireland,269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201601,Italy,529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201601,Lithuania,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201601,Madagascar,102639.0,,,504695.0,2027519.0,,,,3211176.0,30550.0,,6017264.0,,,,,,384452.0,,,,,,,,,296776.0,,1432411.0,,,70862.0,,,,,,25554.0,,924449.0,,,,,,,,,,,496118.0,,17419.0,5193440.0,,,,23727.0,,,
201601,Netherlands,4065.0,,,19992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201601,Poland,336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201601,Spain,15974.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201601,Turkey,9487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201601,USA,32460.0,,,99285.0,38659.0,,,,95740.0,,,,,,,,,,,,,,,,,,,,,,,62945.0,,,,,,,,,,,198889.0,16896.0,,,,,,,,,,,,,,,,,
201601,Uganda,172739.0,398981.0,,,53185.0,,,,,,,68275.0,,,,,,554508.0,,,,,,,,,,,,,,25065.0,,,,,,,,,,,,,,,,,,,,,,100285.0,,,,,,,
201601,World,713002.0,641584.0,140518.0,807775.0,2194519.0,,,623719.0,4806413.0,75679.0,,6503343.0,,,,,,942799.0,,,440855.0,,,,,,388322.0,,3126645.0,,,233762.0,,35107.0,,,,138610.0,23042.0,931903.0,,,276143.0,21702.0,,,122476.0,,179811.0,,537432.0,,19531.0,9503603.0,,,,25098.0,,,
201602,Australia,33883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201602,Belgium,1355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201602,Denmark,20289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21806.0,,,,,,,,,,,,
201602,France,262991.0,,,117483.0,17461.0,,,26904.0,,58401.0,,182694.0,,45151.0,,,,,,34372.0,604941.0,,,,,,,,,,,,,,,,,,36853.0,,,,52431.0,,,,56862.0,,23221.0,,,,,23923.0,,,,,,,
201602,Germany,10517.0,,251046.0,57674.0,,,,246677.0,589130.0,,,,,,,,,,,,541201.0,,,,,,,,,,,28431.0,,,,,,73858.0,,,,27666.0,,,,,98316.0,,37601.0,,,,,15475.0,,,,,,,
201602,India,21403.0,,,81206.0,41786.0,,,,101968.0,,,,,,,,,,,,,,,,,,,,294165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201602,Ireland,304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201602,Italy,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201602,Jamaica,15728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201602,Lithuania,1042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201602,Madagascar,260096.0,397543.0,,,1220412.0,,,,6328670.0,18109.0,,12573693.0,,,,,,568808.0,,,,,,,,,592242.0,,494152.0,,,799761.0,,87775.0,,,,110665.0,,255569.0,,,,,,,,,,,2261350.0,,,23383522.0,,,,,,,
201602,Sri Lanka,2836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
