period,partner,United Kingdom,Australia,Austria,Belgium,Canada,China,Comoros,Denmark,France,Czechia,French Polynesia,Germany,Ecuador,Greece,Bulgaria,Guinea,Haiti,India,Indonesia,Ireland,Italy,Jamaica,Latvia,Lebanon,Lithuania,Madagascar,Japan,Malta,Mauritius,Mexico,Morocco,Netherlands,Costa Rica,New Zealand,Panama,Papua New Guinea,Peru,Poland,Portugal,Rep. of Korea,Rep. of Moldova,Romania,Singapore,Malaysia,Slovakia,South Africa,Spain,Sri Lanka,Sweden,Estonia,Switzerland,Tonga,Turkey,USA,Israel,Ghana,Mauritania,Russian Federation,Uganda,United Rep. of Tanzania,Viet Nam
201409,Madagascar,229009.0,,,,2971924.0,,,,2497902.0,25286.0,,185994.0,,,,,,175131.0,,,,,,,,,306019.0,,107790.0,,,122379.0,,,,,,62735.0,,,,,,,,,,,,,197986.0,,,4635015.0,,,,,,,
201409,New Zealand,1716.0,18032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201409,Papua New Guinea,34581.0,,,,,,,,73956.0,,,,,,,,,,,,,,,,,,,,,,,,,24124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201409,Poland,262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201409,Spain,35487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201409,Turkey,28665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201409,USA,10030.0,,,96899.0,45914.0,,,,423017.0,,,,,,,,,,,,,,,,,,35435.0,,,,,,,,,,,,,,,,20175.0,,,,,,,,,,,,,,,,,,
201409,Uganda,117521.0,,,,,,,,,,,21222.0,,,,,,,,,,,,,,,32432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201409,World,1063319.0,78334.0,370581.0,336768.0,3038955.0,,,576732.0,4031419.0,35366.0,,2948820.0,,,,,,224463.0,,54427.0,516543.0,,,,,1048876.0,425630.0,,107790.0,,,147188.0,,50539.0,,,,148271.0,41392.0,,,156885.0,58588.0,16040.0,,,116212.0,,303104.0,,498643.0,,17086.0,5530369.0,,,,53807.0,,,
201410,Australia,7230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201410,Belgium,892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201410,Denmark,10207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45280.0,,,,,,,,,,,,
201410,France,209102.0,,64607.0,67674.0,,,,57159.0,,,,455240.0,,122808.0,,,,27151.0,,,298869.0,,,,,,,,,,,342361.0,,,,,,,37120.0,,,,,,,,57383.0,,55220.0,,,,,22020.0,,,,,,,
201410,Germany,195120.0,,381990.0,54760.0,,,,756850.0,41447.0,62241.0,,,,,,,,,,,245112.0,,,,,,,,,,,421415.0,,,,,,738569.0,58407.0,,,506165.0,,,53765.0,,,,111958.0,,183362.0,,,,,,,,,,
201410,India,7961.0,,,84301.0,,,,,108499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21536.0,,,,,,,,,,,,
201410,Ireland,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201410,Italy,525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201410,Jamaica,14943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201410,Lithuania,2053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201410,Madagascar,111311.0,29938.0,,1440958.0,544967.0,,,,2646087.0,19125.0,,1920961.0,,,,,,110117.0,,,,,,,,,584075.0,,44787.0,,,612917.0,,,,,,101308.0,,,,,,,,48701.0,,,,61499.0,46650.0,,,4693335.0,,,,,,,
201410,Netherlands,44729.0,,,32570.0,,,,,,,,46763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201410,Papua New Guinea,34091.0,77100.0,,,,,,,32916.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143267.0,,,,,,,
201410,Poland,283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201410,Spain,57465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201410,Uganda,151623.0,,,,,,,15503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48832.0,,,,,,,,651822.0,,,,,,,
201410,World,847713.0,174266.0,451209.0,1692466.0,607139.0,,,1043593.0,2998771.0,108295.0,,2627088.0,,164226.0,,,,137268.0,,27000.0,600973.0,,,,,,587046.0,,44902.0,,,1397794.0,,32143.0,,,,862164.0,99823.0,,,533284.0,138812.0,,58559.0,97562.0,72920.0,,467434.0,116585.0,317618.0,,,5667196.0,,,,31671.0,,,
201411,Belgium,61884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411,France,84443.0,24422.0,,70841.0,16925.0,,,86377.0,,49761.0,,93328.0,,33799.0,,,,,,33388.0,212130.0,,,,,93658.0,,,,,,108606.0,,,,,,78273.0,,,,,34270.0,,28721.0,,46271.0,,41041.0,,18783.0,,36192.0,,,,,,,,
201411,Germany,21.0,,145386.0,47007.0,,,,543988.0,32815.0,,,,,85528.0,,,,,,,202992.0,,,,,,,,,,,93041.0,,,,,,42590.0,,,,102466.0,,,,,64505.0,,82081.0,,70350.0,,,,,,,,,,
201411,Greece,2915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411,Indonesia,9631.0,68806.0,,,,,,,35782.0,,,484325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99842.0,,,422535.0,,,,,,,
201411,Ireland,491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411,Italy,827.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411,Lithuania,1008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411,Papua New Guinea,31900.0,357281.0,,,,,,,48223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411,Poland,423.0,,,,,,,,,,,36443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411,Rep. of Moldova,6500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411,Spain,43577.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411,Turkey,9388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411,USA,15765.0,,,,15443.0,,,,107970.0,,,28162.0,,,,,,20274.0,,39968.0,,,,,,,,,,,,,,,,,,,,,,,103655.0,,,,,,,,,,,,,,,,,,
201411,Uganda,16357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411,United Rep. of Tanzania,9183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411,World,294313.0,516520.0,154628.0,1066980.0,561385.0,,,896938.0,2142863.0,68210.0,,3060018.0,,179642.0,,,,199680.0,,88612.0,495337.0,,,,,141807.0,235183.0,,980002.0,,,237043.0,,,,,,191045.0,18096.0,,,120324.0,149707.0,,33016.0,,113832.0,,222888.0,,226111.0,,36192.0,6008640.0,,,,15264.0,,,
201412,Australia,20050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201412,Belgium,95998.0,,,,,,,,,,,410351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201412,Canada,4791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201412,Denmark,2505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39726.0,,,,,,,,,,,,
201412,France,131278.0,,22492.0,124827.0,,,,64056.0,,,,855870.0,,,,,,,,15842.0,56750.0,,,,,,,,,,,49275.0,,,,,,38742.0,61025.0,,,,,,,,59571.0,,84042.0,,21601.0,,,64435.0,,,,,,,
201412,Germany,29249.0,,216360.0,83074.0,,,,528937.0,47377.0,,,,,25925.0,,,,,,,250128.0,,,,,,,,,,,19606.0,,,,,,58862.0,,,,,,,,,29841.0,,,,65171.0,,,,,,,,,,
201412,Ireland,2419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201412,Italy,676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201412,Jamaica,42657.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201412,Lithuania,1815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201412,Madagascar,22075.0,,,410807.0,236320.0,,,,5461460.0,23046.0,,1747907.0,,,,,,,,,,,,,,,574476.0,,773659.0,,,854686.0,,53224.0,,,,78604.0,,,,,,,,,,,,105056.0,175417.0,,,6329093.0,,,,15587.0,,,
201412,Netherlands,45220.0,,,36081.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361255.0,,,,,,,
201412,Papua New Guinea,53847.0,,,,,,,,31509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201412,Poland,327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201412,South Africa,3505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151301.0,,,,,,,,,,,,
201412,Spain,37901.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201412,Turkey,8504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201412,Uganda,24664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15244.0,,,,,,,,
201412,World,527480.0,30446.0,240923.0,679734.0,325564.0,,,617587.0,5729922.0,31728.0,,4659281.0,,39856.0,,,,209741.0,,25251.0,312001.0,,,,,,636185.0,,773950.0,,,926860.0,,89637.0,,,,184700.0,66929.0,,,,207373.0,29761.0,,114434.0,94307.0,,332495.0,109700.0,354042.0,,15244.0,7438548.0,,,,61821.0,,,
201501,Australia,19480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15113.0,,,,,,,,,,,,,,,,,
201501,Belgium,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201501,France,98195.0,,25566.0,108434.0,,,,88596.0,,,,79027.0,,21715.0,,,,,,,79532.0,,,,,,,,,,,189492.0,,,,,,,,,,,,,,,132654.0,,,,,,41404.0,,,,,,,,
201501,Germany,14427.0,157546.0,111945.0,,,,,368220.0,33223.0,,,,,,,,,,,,311176.0,,,,,,,,,,,52527.0,,,,,,17767.0,,,,,,,,,,,,,74810.0,,,,,,,,,,
201501,India,5890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201501,Indonesia,8123.0,,,,,,,,53072.0,,,685777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71369.0,,,856345.0,,,,,,,
201501,Ireland,746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201501,Italy,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201501,Lithuania,1281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201501,Madagascar,59794.0,51131.0,,856567.0,309176.0,18083.0,,,3650346.0,,,4942375.0,,,,,,,,,37911.0,,,,,,121715.0,,,,,,,,,,,19761.0,,,,,,,,53537.0,,,,,57790.0,,,2963698.0,,,,,,,
201501,Mauritius,20426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201501,Poland,398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201501,Spain,67202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201501,Sweden,9666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201501,Turkey,24442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201501,USA,6815.0,,,101008.0,22571.0,,,,92629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112114.0,,,,,,,,,,,,,,,,,,
201501,Uganda,109836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201501,World,447046.0,505729.0,137697.0,1082595.0,348141.0,31461.0,,509335.0,4064989.0,34933.0,,6613624.0,,23159.0,,,,,,21036.0,440838.0,,,,,,124732.0,,,,,244378.0,,42381.0,,,,56994.0,,,,,137124.0,22085.0,,56581.0,142113.0,,141385.0,,224121.0,,41404.0,3890316.0,47000.0,,,,,,
201502,Austria,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30667.0,,,
201502,Belgium,32714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201502,France,286806.0,,,86459.0,,,,19674.0,,,,67596.0,,,,,,17296.0,,36311.0,178907.0,,,,,,,,,,,172350.0,,,,,,27957.0,66857.0,,,,,,,,49963.0,,48076.0,,,,,43672.0,,,,,,,
201502,Germany,42876.0,,52596.0,43691.0,,,,356103.0,61393.0,56860.0,,,,,,,,,,19288.0,267576.0,,,,,,,,,,,,,,,,,454774.0,19491.0,,,29059.0,,,38574.0,,37024.0,,15786.0,,164190.0,,,27702.0,,,,,,,
201502,India,2832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15354.0,,,,,,,
201502,Indonesia,16743.0,,,,,,,,47213.0,,,145459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412600.0,,,,,,,
201502,Ireland,684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201502,Italy,641.0,,,,120435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201502,Lithuania,1165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201502,Madagascar,125991.0,,,,1250690.0,,,,4732168.0,,,4946346.0,,,,,,428632.0,,,,,,,,,307984.0,,1762527.0,,,305360.0,,,,,,21221.0,,,,,,,,,,,,,351793.0,,,3532762.0,,,,18720.0,,,
201502,Netherlands,4480.0,,,21839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354002.0,,,,,,,
201502,Poland,607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201502,Spain,63521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201502,Turkey,14841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201502,USA,2630.0,,,,30863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43427.0,,,,,,,,,,,,,,,,,,
201502,Uganda,55644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201502,World,652270.0,62398.0,63027.0,152012.0,1408328.0,,,389343.0,5134976.0,72142.0,,5213683.0,,,,,,445929.0,,88050.0,466814.0,,,,,,365007.0,,2724334.0,,,508003.0,,,,,,514502.0,86482.0,,,43115.0,67067.0,,39507.0,,88632.0,,128442.0,,537943.0,,16493.0,4407920.0,,,,62900.0,,,
201503,Australia,4979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201503,Canada,4670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201503,France,33437.0,,16636.0,96570.0,,,,46036.0,,42340.0,,202949.0,,,,,,45130.0,,,250612.0,,,,,,,,,,,49042.0,,,,,,,79709.0,,,15097.0,,,,,74555.0,,22033.0,,16000.0,,,27551.0,,,,,,,
201503,Germany,12877.0,267213.0,216077.0,,,,,396615.0,32218.0,,,,,,,,,,,,214185.0,,,,,,,,,,,58352.0,,,,,,35019.0,,,,,,,,,21448.0,,21916.0,,91612.0,,,111537.0,,,,,,,
201503,India,88316.0,,,,,,,,,,,,,,,,,,,,,,,,,176281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201503,Indonesia,15045.0,190807.0,,,,,,,40817.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45292.0,,,,,,,,53011.0,,,152395.0,,,,,,,
201503,Ireland,670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201503,Italy,698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201503,Jamaica,11898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201503,Lebanon,11668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201503,Lithuania,1323.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201503,Madagascar,138006.0,239083.0,,461030.0,1545207.0,,,,9748938.0,68439.0,,2576187.0,,,,,,804638.0,,,,,,,,,1154224.0,,,,,207689.0,,,,,,35620.0,,,,,,,,,,,,,240850.0,,,7844319.0,,,,,,,
201503,Papua New Guinea,31296.0,43360.0,,,,,,,98805.0,,,,,,,,,,,,,,,,,,,,,,,21969.0,,16737.0,,,,,,,,,,,,,,,,,,,,185933.0,,,,,,,
201503,Poland,930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201503,Portugal,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201503,Spain,35074.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201503,Turkey,8595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201503,USA,1636.0,,,168840.0,,,,,267139.0,,,39449.0,,,,,,,,,,,,,,,,,,,,31745.0,,,,,,,,,,,95761.0,,,,,,,,,,,,,,,,,,
201503,Uganda,53923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35991.0,,,,,,,,,,,,,,,
201503,World,455185.0,743686.0,240441.0,763485.0,1585030.0,,,457459.0,10228190.0,122022.0,,2835622.0,,,,,,849767.0,,29575.0,500015.0,,,,,188367.0,1163919.0,30466.0,,,,379417.0,,38528.0,,,,78722.0,81235.0,,,38751.0,155379.0,,,36050.0,102896.0,,195369.0,16825.0,406969.0,,,8800419.0,61000.0,,,31532.0,,,
201504,Australia,14008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201504,Austria,188.0,,,,,,,,,,,,,,,,,,,,17031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201504,Belgium,30715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201504,France,178391.0,,22431.0,42426.0,,,,38046.0,,,,118214.0,,16458.0,,,,,,,412799.0,,,,,,,,,,,183340.0,,,,,,31351.0,27824.0,,,,,,,,43482.0,,37906.0,,,,,35681.0,,,,,,,
201504,Germany,233569.0,,78579.0,24163.0,,,,339672.0,32202.0,,,,,,,,,,,,163620.0,,,,,,,,,,,40119.0,,,,,,42060.0,,,,,,,,,59823.0,,29008.0,,83084.0,,,556919.0,,,,,,,
201504,India,2197.0,,,120013.0,224828.0,,,,261280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260041.0,,,,,,,
201504,Indonesia,10025.0,,,,,,,,18206.0,,,,,,,,,29210.0,,,,,,,,,,,,,,,,,,,,47017.0,,,,,,,,,,,,,51833.0,,,780183.0,,,,,,,
201504,Ireland,529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201504,Italy,166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201504,Lebanon,13249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201504,Lithuania,1534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201504,Madagascar,105063.0,27027.0,,451367.0,2586190.0,,,71178.0,10701724.0,67863.0,,3819035.0,,,,,,201467.0,,,,,,,,,946834.0,,1364856.0,,,427614.0,,,,,,26751.0,,,,,,,,233792.0,,,,,190827.0,,,17505696.0,,,,,,,
201504,Poland,314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201504,Spain,117753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201504,Turkey,7206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201504,USA,14761.0,,,,80201.0,,,,164131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72126.0,26795.0,,,,,,,,,,,27000.0,,,,,,
201504,Uganda,155858.0,,,,,,,,24253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19351.0,,,,,,,,20238.0,,,,,,,
201504,World,885525.0,227014.0,106831.0,669838.0,2898153.0,,,465659.0,11361188.0,100748.0,44510.0,5084796.0,,70213.0,,,,230677.0,,,627031.0,,,,,34353.0,1014683.0,,1365039.0,,,684833.0,,19287.0,,,,150327.0,33854.0,,,,90019.0,38157.0,,256989.0,104039.0,,99273.0,,346331.0,,,19234716.0,32000.0,,,18099.0,,,
201505,Australia,9359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201505,Austria,130.0,,,,,,,,,,,,,,,,,,,,22997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201505,Belgium,20915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201505,France,124985.0,,36382.0,50047.0,,,,131528.0,,,,47405.0,,25240.0,,,,,,,125402.0,,,,,,,,,,,,,,,,,21582.0,,,,,15349.0,,,,74694.0,,45893.0,,,,19017.0,51259.0,,,,16367.0,,,
201505,Germany,12830.0,,108534.0,,,,,318250.0,89444.0,,,,,35518.0,,,,,,,167541.0,,,,,,,,,,,15945.0,,,,,,,,,,258591.0,,,,,31833.0,,,,108513.0,,,64972.0,,,,,,,
201505,India,15743.0,19387.0,,33606.0,,,,,86252.0,,,60643.0,,,,,,,,,,,,,,,,,510185.0,,,,,,,,,,,,,,,,,,,,,,,,,166972.0,,,,,,,
201505,Indonesia,14609.0,23463.0,,,,,,,227359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19593.0,,,,,,,,21912.0,,,770446.0,,,,,,,
201505,Ireland,257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201505,Italy,576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201505,Jamaica,31910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201505,Lithuania,2100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201505,Poland,306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201505,Spain,82316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201505,Turkey,15850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201505,USA,8716.0,,,,22570.0,,,,,,,,,,,,,38243.0,,,,,,,,,,,,,,,,,,,,,,,,,123820.0,25603.0,,,,,,,,,,,,,,,,,
201505,Uganda,217399.0,,,,,,,,,,,64133.0,,,,,,,,,,,,,,,,,111578.0,,,,,,,,,,,,,,,,,34800.0,,,,,,,,,,,,,,,
201505,World,558000.0,212544.0,145307.0,3422406.0,3347811.0,,,516058.0,10637240.0,21523.0,,6940693.0,,61220.0,,,,73261.0,,25007.0,411475.0,,,,,,1622763.0,,2905578.0,,,155844.0,,145691.0,,,,60208.0,,,,279218.0,159297.0,38906.0,,34803.0,106527.0,,308307.0,,225134.0,,19017.0,23921029.0,,,,56556.0,,,
